n,m,cmin,cmax,primal_lp
50,350,1,100,25799201
55,385,1,100,4510203
60,420,1,100,4665530
65,455,1,100,3154492
70,490,1,100,3446159
75,525,1,100,4132311
80,560,1,100,3996710
85,595,1,100,3624965
90,630,1,100,4547927
95,665,1,100,4511975
100,700,1,100,5049093
105,735,1,100,5129017
110,770,1,100,5409755
115,805,1,100,5290399
120,840,1,100,5915981
125,875,1,100,5911808
130,910,1,100,6696516
135,945,1,100,6718919
140,980,1,100,10008808
145,1015,1,100,7599476
150,1050,1,100,7007660
155,1085,1,100,8229885
160,1120,1,100,7440192
165,1155,1,100,8448883
170,1190,1,100,7961064
175,1225,1,100,9383882
180,1260,1,100,8067636
185,1295,1,100,9292766
190,1330,1,100,9569594
195,1365,1,100,9851064
200,1400,1,100,9511155
205,1435,1,100,8585662
210,1470,1,100,9254007
215,1505,1,100,10012099
220,1540,1,100,10760801
225,1575,1,100,11084558
230,1610,1,100,10945036
235,1645,1,100,10819431
240,1680,1,100,12192427
245,1715,1,100,12582591
250,1750,1,100,13145873
255,1785,1,100,13151063
260,1820,1,100,13673946
265,1855,1,100,12397997
270,1890,1,100,13919469
275,1925,1,100,13182167
280,1960,1,100,15664387
285,1995,1,100,14343909
290,2030,1,100,15211530
295,2065,1,100,14768239
300,2100,1,100,14997213
305,2135,1,100,11883105
310,2170,1,100,16265155
315,2205,1,100,16857604
320,2240,1,100,15303063
325,2275,1,100,17530461
330,2310,1,100,16242449
335,2345,1,100,19478675
340,2380,1,100,18700178
345,2415,1,100,13523000
350,2450,1,100,17670207
355,2485,1,100,16306415
360,2520,1,100,16264890
365,2555,1,100,16239039
370,2590,1,100,15201932
375,2625,1,100,16905752
380,2660,1,100,17539815
385,2695,1,100,17048970
390,2730,1,100,18244284
395,2765,1,100,18980252
400,2800,1,100,17489718
405,2835,1,100,19355406
410,2870,1,100,19465679
415,2905,1,100,17481443
420,2940,1,100,20443689
425,2975,1,100,24365458
430,3010,1,100,21468822
435,3045,1,100,22995843
440,3080,1,100,22335770
445,3115,1,100,23741981
450,3150,1,100,24385571
455,3185,1,100,25439294
460,3220,1,100,24407276
465,3255,1,100,25290888
470,3290,1,100,25656079
475,3325,1,100,25745983
480,3360,1,100,30505401
485,3395,1,100,29881268
490,3430,1,100,26580668
495,3465,1,100,32730727
500,3500,1,100,29815370
505,3535,1,100,33218507
510,3570,1,100,30358914
515,3605,1,100,31578552
520,3640,1,100,27304286
525,3675,1,100,37952127
530,3710,1,100,29002504
535,3745,1,100,28582301
540,3780,1,100,28030442
545,3815,1,100,26497647
550,3850,1,100,30714740
555,3885,1,100,27572938
560,3920,1,100,33340176
565,3955,1,100,38144906
570,3990,1,100,30315446
575,4025,1,100,29727100
580,4060,1,100,31173222
585,4095,1,100,30248341
590,4130,1,100,30650565
595,4165,1,100,31929386
600,4200,1,100,27043209
605,4235,1,100,28063867
610,4270,1,100,32639674
615,4305,1,100,32923191
620,4340,1,100,35453931
625,4375,1,100,34388591
630,4410,1,100,34923461
635,4445,1,100,33005008
640,4480,1,100,32797694
645,4515,1,100,43622886
650,4550,1,100,41356824
655,4585,1,100,35534557
660,4620,1,100,38635650
665,4655,1,100,34339649
670,4690,1,100,40447001
675,4725,1,100,40517586
680,4760,1,100,39328865
685,4795,1,100,37030415
690,4830,1,100,44710150
695,4865,1,100,42070365
700,4900,1,100,38687315
705,4935,1,100,39475832
710,4970,1,100,44199711
715,5005,1,100,43416631
720,5040,1,100,46593506
725,5075,1,100,51501406
730,5110,1,100,40918575
735,5145,1,100,41642773
740,5180,1,100,48588175
745,5215,1,100,44478226
750,5250,1,100,42551325
755,5285,1,100,44826008
760,5320,1,100,45084278
765,5355,1,100,49796972
770,5390,1,100,43520175
775,5425,1,100,45924113
780,5460,1,100,42436825
785,5495,1,100,50136602
790,5530,1,100,50766525
795,5565,1,100,48212478
800,5600,1,100,54017679
805,5635,1,100,44634387
810,5670,1,100,53574250
815,5705,1,100,49313351
820,5740,1,100,54352458
825,5775,1,100,52634796
830,5810,1,100,45871736
835,5845,1,100,52796319
840,5880,1,100,57176183
845,5915,1,100,52780175
850,5950,1,100,59007786
855,5985,1,100,48927523
860,6020,1,100,54751842
865,6055,1,100,53939252
870,6090,1,100,56951523
875,6125,1,100,59664725
880,6160,1,100,54971245
885,6195,1,100,55443958
890,6230,1,100,50554961
895,6265,1,100,57868440
900,6300,1,100,55308409
905,6335,1,100,70638181
910,6370,1,100,64425155
915,6405,1,100,54782960
920,6440,1,100,65759867
925,6475,1,100,55877227
930,6510,1,100,58254485
935,6545,1,100,63438502
940,6580,1,100,75919347
945,6615,1,100,55494585
950,6650,1,100,67175432
955,6685,1,100,68428347
960,6720,1,100,61592834
965,6755,1,100,64966406
970,6790,1,100,68042628
975,6825,1,100,59881868
980,6860,1,100,61943184
985,6895,1,100,83083395
990,6930,1,100,68863241
995,6965,1,100,87802726
1000,7000,1,100,68183040
1005,7035,1,100,64178751
1010,7070,1,100,60676056
1015,7105,1,100,71208158
1020,7140,1,100,62941591
1025,7175,1,100,84562491
1030,7210,1,100,64629903
1035,7245,1,100,64849369
1040,7280,1,100,93499592
1045,7315,1,100,69505029
1050,7350,1,100,79923058
1055,7385,1,100,72352134
1060,7420,1,100,79399429
1065,7455,1,100,81508692
1070,7490,1,100,75686402
1075,7525,1,100,88982142
1080,7560,1,100,79698848
1085,7595,1,100,99812032
1090,7630,1,100,95178770
1095,7665,1,100,73489492
1100,7700,1,100,80044650
1105,7735,1,100,86802744
1110,7770,1,100,93651758
1115,7805,1,100,68432696
1120,7840,1,100,85679509
1125,7875,1,100,105696143
1130,7910,1,100,88564507
1135,7945,1,100,86836905
1140,7980,1,100,88572942
1145,8015,1,100,117340619
1150,8050,1,100,106804281
1155,8085,1,100,76568755
1160,8120,1,100,92581441
1165,8155,1,100,102662865
1170,8190,1,100,89756366
1175,8225,1,100,89163417
1180,8260,1,100,80159767
1185,8295,1,100,98609148
1190,8330,1,100,117867642
1195,8365,1,100,123105177
1200,8400,1,100,137928723
1205,8435,1,100,104069564
1210,8470,1,100,113167685
1215,8505,1,100,107657709
1220,8540,1,100,109589566
1225,8575,1,100,104478259
1230,8610,1,100,100333668
1235,8645,1,100,117685153
1240,8680,1,100,100618974
1245,8715,1,100,85604494
1250,8750,1,100,112442220
1255,8785,1,100,132930720
1260,8820,1,100,99298774
1265,8855,1,100,111560492
1270,8890,1,100,127057239
1275,8925,1,100,118689766
1280,8960,1,100,110357349
1285,8995,1,100,119479492
1290,9030,1,100,123338056
1295,9065,1,100,108148662
1300,9100,1,100,123492440
1305,9135,1,100,97447536
1310,9170,1,100,118210975
1315,9205,1,100,107561329
1320,9240,1,100,114843237
1325,9275,1,100,90572960
1330,9310,1,100,114523528
1335,9345,1,100,124635074
1340,9380,1,100,133857048
1345,9415,1,100,97442561
1350,9450,1,100,139515906
1355,9485,1,100,102684422
1360,9520,1,100,104291005
1365,9555,1,100,104844850
1370,9590,1,100,126243479
1375,9625,1,100,127039602
1380,9660,1,100,122855040
1385,9695,1,100,124568237
1390,9730,1,100,105402941
1395,9765,1,100,124462812
1400,9800,1,100,117026320
1405,9835,1,100,114869019
1410,9870,1,100,112026906
1415,9905,1,100,132237166
1420,9940,1,100,126260036
1425,9975,1,100,121456248
1430,10010,1,100,122913323
1435,10045,1,100,112611850
1440,10080,1,100,137029822
1445,10115,1,100,143369699
1450,10150,1,100,153627763
1455,10185,1,100,138428885
1460,10220,1,100,164715585
1465,10255,1,100,131281430
1470,10290,1,100,144550044
1475,10325,1,100,147293206
1480,10360,1,100,147596560
1485,10395,1,100,133002333
1490,10430,1,100,171767801
1495,10465,1,100,148776628
1500,10500,1,100,124119184
1505,10535,1,100,128608085
1510,10570,1,100,153104793
1515,10605,1,100,129852594
1520,10640,1,100,132672879
1525,10675,1,100,140440364
1530,10710,1,100,162804162
1535,10745,1,100,139326812
1540,10780,1,100,140679828
1545,10815,1,100,152049382
1550,10850,1,100,150441147
1555,10885,1,100,161052258
1560,10920,1,100,172282001
1565,10955,1,100,180036943
1570,10990,1,100,151146965
1575,11025,1,100,146351341
1580,11060,1,100,179295861
1585,11095,1,100,171109460
1590,11130,1,100,179450958
1595,11165,1,100,176594250
1600,11200,1,100,158207277
1605,11235,1,100,149325778
1610,11270,1,100,160794860
1615,11305,1,100,184925874
1620,11340,1,100,161820635
1625,11375,1,100,149006362
1630,11410,1,100,197343540
1635,11445,1,100,178540212
1640,11480,1,100,188028150
1645,11515,1,100,207191591
1650,11550,1,100,146900242
1655,11585,1,100,170544974
1660,11620,1,100,186972067
1665,11655,1,100,209648870
1670,11690,1,100,215586224
1675,11725,1,100,191156684
1680,11760,1,100,150040141
1685,11795,1,100,178714835
1690,11830,1,100,170518120
