n,m,cmin,cmax,dinic
50,450,1,1,98607
55,495,1,1,55278
60,540,1,1,61780
65,585,1,1,62034
70,630,1,1,87609
75,675,1,1,70813
80,720,1,1,74449
85,765,1,1,87297
90,810,1,1,111334
95,855,1,1,92939
100,900,1,1,98644
105,945,1,1,104324
110,990,1,1,127296
115,1035,1,1,121494
120,1080,1,1,138892
125,1125,1,1,127599
130,1170,1,1,154462
135,1215,1,1,153977
140,1260,1,1,165915
145,1305,1,1,149742
150,1350,1,1,169765
155,1395,1,1,158262
160,1440,1,1,197094
165,1485,1,1,214214
170,1530,1,1,225914
175,1575,1,1,232638
180,1620,1,1,201632
185,1665,1,1,245702
190,1710,1,1,215625
195,1755,1,1,257529
200,1800,1,1,283394
205,1845,1,1,266252
210,1890,1,1,274616
215,1935,1,1,284921
220,1980,1,1,278149
225,2025,1,1,324510
230,2070,1,1,288717
235,2115,1,1,258506
240,2160,1,1,270329
245,2205,1,1,295359
250,2250,1,1,533314
255,2295,1,1,330519
260,2340,1,1,341958
265,2385,1,1,351832
270,2430,1,1,358099
275,2475,1,1,360201
280,2520,1,1,357499
285,2565,1,1,358098
290,2610,1,1,394152
295,2655,1,1,393230
300,2700,1,1,403706
305,2745,1,1,309451
310,2790,1,1,421933
315,2835,1,1,391056
320,2880,1,1,322628
325,2925,1,1,374854
330,2970,1,1,401269
335,3015,1,1,409250
340,3060,1,1,453948
345,3105,1,1,348554
350,3150,1,1,473874
355,3195,1,1,359095
360,3240,1,1,365774
365,3285,1,1,373152
370,3330,1,1,375883
375,3375,1,1,374418
380,3420,1,1,384980
385,3465,1,1,394160
390,3510,1,1,507778
395,3555,1,1,477087
400,3600,1,1,399538
405,3645,1,1,502981
410,3690,1,1,456918
415,3735,1,1,416570
420,3780,1,1,433329
425,3825,1,1,437194
430,3870,1,1,430647
435,3915,1,1,491225
440,3960,1,1,462518
445,4005,1,1,543424
450,4050,1,1,611919
455,4095,1,1,644112
460,4140,1,1,602355
465,4185,1,1,701683
470,4230,1,1,558893
475,4275,1,1,588229
480,4320,1,1,523077
485,4365,1,1,469385
490,4410,1,1,510892
495,4455,1,1,522884
500,4500,1,1,674106
505,4545,1,1,527427
510,4590,1,1,604274
515,4635,1,1,657576
520,4680,1,1,631072
525,4725,1,1,583933
530,4770,1,1,952194
535,4815,1,1,606093
540,4860,1,1,599296
545,4905,1,1,669654
550,4950,1,1,699498
555,4995,1,1,766176
560,5040,1,1,608979
565,5085,1,1,738833
570,5130,1,1,746070
575,5175,1,1,809671
580,5220,1,1,573226
585,5265,1,1,690883
590,5310,1,1,922028
595,5355,1,1,768493
600,5400,1,1,628541
605,5445,1,1,779572
610,5490,1,1,779263
615,5535,1,1,758316
620,5580,1,1,830300
625,5625,1,1,806546
630,5670,1,1,821275
635,5715,1,1,816687
640,5760,1,1,815127
645,5805,1,1,751781
650,5850,1,1,798926
655,5895,1,1,847081
660,5940,1,1,843405
665,5985,1,1,862368
670,6030,1,1,898332
675,6075,1,1,853135
680,6120,1,1,722240
685,6165,1,1,884363
690,6210,1,1,848465
695,6255,1,1,846485
700,6300,1,1,889535
705,6345,1,1,1318644
710,6390,1,1,940670
715,6435,1,1,899993
720,6480,1,1,973182
725,6525,1,1,929670
730,6570,1,1,946967
735,6615,1,1,962482
740,6660,1,1,774011
745,6705,1,1,733085
750,6750,1,1,970523
755,6795,1,1,1027891
760,6840,1,1,975374
765,6885,1,1,928210
770,6930,1,1,1104590
775,6975,1,1,920757
780,7020,1,1,1093253
785,7065,1,1,1042273
790,7110,1,1,956228
795,7155,1,1,990930
800,7200,1,1,1091707
805,7245,1,1,1197371
810,7290,1,1,993301
815,7335,1,1,1060938
820,7380,1,1,1195982
825,7425,1,1,1297464
830,7470,1,1,955660
835,7515,1,1,974105
840,7560,1,1,1080310
845,7605,1,1,1284339
850,7650,1,1,1200218
855,7695,1,1,1039786
860,7740,1,1,1226927
865,7785,1,1,1242805
870,7830,1,1,1228844
875,7875,1,1,1228087
880,7920,1,1,1233323
885,7965,1,1,1278225
890,8010,1,1,1238452
895,8055,1,1,1268233
900,8100,1,1,1138140
905,8145,1,1,1159344
910,8190,1,1,1207975
915,8235,1,1,1144687
920,8280,1,1,1282369
925,8325,1,1,1210295
930,8370,1,1,1258552
935,8415,1,1,1169875
940,8460,1,1,1293727
945,8505,1,1,1277232
950,8550,1,1,1173706
955,8595,1,1,1234398
960,8640,1,1,1412000
965,8685,1,1,1286335
970,8730,1,1,1436398
975,8775,1,1,1309207
980,8820,1,1,1192879
985,8865,1,1,1273683
990,8910,1,1,967390
995,8955,1,1,1319368
1000,9000,1,1,1289441
1005,9045,1,1,1269570
1010,9090,1,1,1348842
