n,m,dual_lp
50,150,4565616
55,165,4051866
60,180,3647976
65,195,3610087
70,210,3045376
75,225,3276875
80,240,3658994
85,255,3739994
90,270,3651102
95,285,3846096
100,300,3735431
105,315,3936595
110,330,4129501
115,345,3976991
120,360,4266449
125,375,4794269
130,390,4467304
135,405,4660277
140,420,5414004
145,435,4736021
150,450,4471760
155,465,5106755
160,480,5299864
165,495,5273364
170,510,5422434
175,525,5875994
180,540,5660383
185,555,6183521
190,570,6225797
195,585,6395633
200,600,7302413
205,615,6607752
210,630,6840768
215,645,6797257
220,660,6806273
225,675,7621573
230,690,7470817
235,705,7717876
240,720,8000112
245,735,8535487
250,750,7759679
255,765,8012524
260,780,8797347
265,795,9155091
270,810,8901966
275,825,9313419
280,840,10078620
285,855,9627487
290,870,9232087
295,885,9602050
300,900,9075847
305,915,9552239
310,930,9654843
315,945,10172314
320,960,9678491
325,975,9833305
330,990,10137731
335,1005,10337292
340,1020,10190284
345,1035,10344626
350,1050,10613291
355,1065,10793102
360,1080,11539574
365,1095,11294875
370,1110,11522599
375,1125,11389083
380,1140,11991142
385,1155,11510796
390,1170,11115011
395,1185,12050475
400,1200,11333337
405,1215,12005641
410,1230,11499966
415,1245,11880245
420,1260,11888062
425,1275,12495363
430,1290,13367647
435,1305,13031729
440,1320,12853216
445,1335,13640470
450,1350,14821767
455,1365,14132913
460,1380,13897339
465,1395,13748815
470,1410,14112184
475,1425,13426052
480,1440,15391285
485,1455,14658155
490,1470,14425548
495,1485,14010075
500,1500,15601813
505,1515,15187428
510,1530,15989805
515,1545,16743415
520,1560,15995515
525,1575,15677154
530,1590,16684784
535,1605,16041104
540,1620,15889243
545,1635,15855017
550,1650,16263422
555,1665,16663670
560,1680,17089645
565,1695,17174676
570,1710,16756348
575,1725,16180078
580,1740,16880290
585,1755,16795801
590,1770,17210443
595,1785,16706249
600,1800,17817966
605,1815,17468292
610,1830,16564458
615,1845,25328859
620,1860,27635886
625,1875,18286309
630,1890,18222369
635,1905,17795662
640,1920,18027433
645,1935,17412712
650,1950,18357259
655,1965,19733886
660,1980,18641649
665,1995,20419681
670,2010,20185549
675,2025,21278169
680,2040,21421494
685,2055,20674410
690,2070,19656837
695,2085,19278974
700,2100,19832483
705,2115,19689270
710,2130,19833145
715,2145,20596928
720,2160,19912909
725,2175,21210888
730,2190,21231210
735,2205,21551287
740,2220,20489276
745,2235,21896463
750,2250,29424684
755,2265,21245914
760,2280,20569323
765,2295,25136759
770,2310,22153682
775,2325,20761942
780,2340,22443099
785,2355,21728328
790,2370,22502701
795,2385,40057145
800,2400,36942593
805,2415,35802205
810,2430,30549897
815,2445,26164516
820,2460,22548381
825,2475,22749576
830,2490,24925738
835,2505,25993424
840,2520,24912124
845,2535,26059371
850,2550,25109977
855,2565,24842425
860,2580,25551977
865,2595,23293990
870,2610,26332868
875,2625,24532018
880,2640,24175364
885,2655,24447012
890,2670,24946080
895,2685,24973428
900,2700,25425763
905,2715,24796596
910,2730,27088224
915,2745,25109267
920,2760,27362267
925,2775,25496886
930,2790,33386945
935,2805,26336237
940,2820,27758229
945,2835,26058855
950,2850,29368844
955,2865,26739579
960,2880,30392926
965,2895,28616139
970,2910,29105134
975,2925,29915608
980,2940,27100292
985,2955,29991231
990,2970,27056369
995,2985,28414896
1000,3000,30367178
1005,3015,32155707
1010,3030,28228304
1015,3045,30836934
1020,3060,27153568
1025,3075,28319697
1030,3090,27995921
1035,3105,29737301
1040,3120,28524445
1045,3135,31755447
1050,3150,28789110
1055,3165,31779763
1060,3180,30132550
1065,3195,32288187
1070,3210,30268016
1075,3225,29490002
1080,3240,28665449
1085,3255,32573947
1090,3270,29549094
1095,3285,34569344
1100,3300,34181372
1105,3315,30434742
1110,3330,31319875
1115,3345,37001792
1120,3360,33734051
1125,3375,33186260
1130,3390,35154366
1135,3405,34343172
1140,3420,34194118
1145,3435,34008057
1150,3450,31984332
1155,3465,36069193
1160,3480,38000853
1165,3495,34206547
1170,3510,33831161
1175,3525,33895591
1180,3540,37129268
1185,3555,35272140
1190,3570,37995135
1195,3585,33362018
1200,3600,33797946
1205,3615,34572647
1210,3630,37007059
1215,3645,38228348
1220,3660,37131184
1225,3675,33698475
1230,3690,36190274
1235,3705,37547316
1240,3720,34155994
1245,3735,35873361
1250,3750,38503949
1255,3765,35908398
1260,3780,37943714
1265,3795,40335458
1270,3810,37940682
1275,3825,36536658
1280,3840,36073541
1285,3855,38001455
1290,3870,36997112
1295,3885,39022273
1300,3900,40248831
1305,3915,38947488
1310,3930,42562397
1315,3945,43671391
1320,3960,37969444
1325,3975,40908162
1330,3990,44020698
1335,4005,44665912
1340,4020,37642224
1345,4035,38529623
1350,4050,40199564
1355,4065,41137265
1360,4080,40677620
1365,4095,43952171
1370,4110,43415149
1375,4125,39864817
1380,4140,42711060
1385,4155,43249022
1390,4170,43098098
1395,4185,42201593
1400,4200,43504342
1405,4215,46117818
1410,4230,43141572
1415,4245,41218140
1420,4260,43475842
1425,4275,43456474
1430,4290,43819977
1435,4305,45645722
1440,4320,44371032
1445,4335,45398520
1450,4350,47114703
1455,4365,45030035
1460,4380,45736533
1465,4395,45590593
1470,4410,51507001
1475,4425,43531951
1480,4440,49184749
1485,4455,50346165
1490,4470,44803225
1495,4485,45051354
1500,4500,45216572
1505,4515,49983212
1510,4530,53165445
1515,4545,45037939
1520,4560,54731926
1525,4575,47257670
1530,4590,53421775
1535,4605,53391940
1540,4620,50335614
1545,4635,47272905
1550,4650,49380018
1555,4665,46867406
1560,4680,49655890
1565,4695,47492440
1570,4710,48544296
1575,4725,54400593
1580,4740,46701854
1585,4755,47699358
1590,4770,48779218
1595,4785,47421777
1600,4800,53812673
1605,4815,49055923
1610,4830,46335168
1615,4845,49144950
1620,4860,48020853
1625,4875,48831494
1630,4890,48966803
1635,4905,45908850
1640,4920,44389569
1645,4935,48516880
1650,4950,57883235
1655,4965,46913617
1660,4980,45741171
1665,4995,50446849
1670,5010,49201340
1675,5025,52452297
1680,5040,52527752
1685,5055,51146082
1690,5070,48661517
