n,m,primal_lp
50,50,1799127
55,55,1436410
60,60,1480992
65,65,1389744
70,70,1694019
75,75,1735869
80,80,1664743
85,85,1585779
90,90,1778437
95,95,1815125
100,100,1637409
105,105,1654155
110,110,1837342
115,115,2293560
120,120,1769981
125,125,1745894
130,130,1709568
135,135,2003792
140,140,1830095
145,145,1816829
150,150,1772568
155,155,1756601
160,160,2476166
165,165,2053101
170,170,1943342
175,175,1912172
180,180,1968137
185,185,2121605
190,190,1959734
195,195,2173815
200,200,2116043
205,205,2064091
210,210,2351483
215,215,2189047
220,220,2208363
225,225,2208032
230,230,2347834
235,235,2288048
240,240,2815249
245,245,3582121
250,250,2650279
255,255,2371684
260,260,2504746
265,265,3709480
270,270,2752888
275,275,2426352
280,280,2372700
285,285,3283958
290,290,2997777
295,295,2630640
300,300,2548818
305,305,3043686
310,310,2747160
315,315,2768009
320,320,3850081
325,325,3189887
330,330,2633958
335,335,2554662
340,340,3941578
345,345,3223603
350,350,2823535
355,355,3453487
360,360,3188424
365,365,3355986
370,370,3402399
375,375,3308186
380,380,2736858
385,385,2747661
390,390,3728143
395,395,3259191
400,400,3023939
405,405,3044863
410,410,3071917
415,415,2996427
420,420,2994562
425,425,3055446
430,430,3119215
435,435,2932088
440,440,2921612
445,445,3332126
450,450,3256119
455,455,3101648
460,460,3283439
465,465,3165874
470,470,3214175
475,475,3314834
480,480,3187736
485,485,3020902
490,490,3348605
495,495,3323038
500,500,3341469
505,505,3546910
510,510,3370837
515,515,3412185
520,520,3611272
525,525,3317939
530,530,3429276
535,535,3518293
540,540,3444338
545,545,5186956
550,550,3849366
555,555,3915247
560,560,3938422
565,565,3892475
570,570,4403132
575,575,4527751
580,580,3929703
585,585,4364791
590,590,4675664
595,595,5263204
600,600,4017180
605,605,4241335
610,610,4427674
615,615,4178541
620,620,4773080
625,625,4397763
630,630,5044096
635,635,6587598
640,640,6134902
645,645,5033294
650,650,3841433
655,655,3996182
660,660,4170910
665,665,4089084
670,670,4049861
675,675,4203760
680,680,4006097
685,685,4063121
690,690,3979764
695,695,4284467
700,700,4127927
705,705,4328573
710,710,4078683
715,715,4222504
720,720,4481408
725,725,4322873
730,730,4561188
735,735,4409412
740,740,4283971
745,745,4613648
750,750,4743599
755,755,4666023
760,760,4748862
765,765,5029893
770,770,4700385
775,775,5105277
780,780,5732942
785,785,5922539
790,790,4754414
795,795,5524630
800,800,5386602
805,805,5474215
810,810,6026879
815,815,5290076
820,820,5740126
825,825,5642732
830,830,5346499
835,835,5930482
840,840,6065397
845,845,5244987
850,850,5413971
855,855,5827218
860,860,5775505
865,865,5644830
870,870,5452147
875,875,6186766
880,880,6212167
885,885,5413015
890,890,5284969
895,895,5787897
900,900,5289739
905,905,5378712
910,910,5596072
915,915,5106591
920,920,5469727
925,925,5670576
930,930,4911828
935,935,6226479
940,940,5483892
945,945,6694515
950,950,6336111
955,955,5483031
960,960,6842894
965,965,5548593
970,970,5987150
975,975,5790467
980,980,5927047
985,985,7149948
990,990,5565860
995,995,6280812
1000,1000,5860730
1005,1005,5910344
1010,1010,5969342
1015,1015,5767973
1020,1020,5671540
1025,1025,6028450
1030,1030,5585644
1035,1035,6333746
1040,1040,5740438
1045,1045,5767513
1050,1050,5710849
1055,1055,5815010
1060,1060,5571671
1065,1065,5753541
1070,1070,5659691
1075,1075,5705359
1080,1080,6067509
1085,1085,6135259
1090,1090,6591037
1095,1095,6304972
1100,1100,6101587
1105,1105,6261709
1110,1110,6376615
1115,1115,6689378
1120,1120,6299298
1125,1125,6978447
1130,1130,6235599
1135,1135,6656937
1140,1140,6485494
1145,1145,6392254
1150,1150,6663691
1155,1155,6705608
1160,1160,6700043
1165,1165,6334680
1170,1170,6202234
1175,1175,6385100
1180,1180,6203187
1185,1185,6407371
1190,1190,6330182
1195,1195,7465424
1200,1200,6146659
1205,1205,6408803
1210,1210,6388745
1215,1215,6184983
1220,1220,6173260
1225,1225,6752454
1230,1230,6445150
1235,1235,6552705
1240,1240,6828075
1245,1245,7442771
1250,1250,6784946
1255,1255,8090296
1260,1260,7277501
1265,1265,7636091
1270,1270,7328663
1275,1275,7973685
1280,1280,7019551
1285,1285,7766669
1290,1290,6991098
1295,1295,7714998
1300,1300,7144983
1305,1305,7118146
1310,1310,7053226
1315,1315,7021589
1320,1320,6679702
1325,1325,7662902
1330,1330,6785715
1335,1335,6762583
1340,1340,6697550
1345,1345,7147221
1350,1350,6734535
1355,1355,7104541
1360,1360,7221607
1365,1365,7129617
1370,1370,7801635
1375,1375,7698532
1380,1380,7297418
1385,1385,7909092
1390,1390,7413243
1395,1395,8035937
1400,1400,7275105
1405,1405,8000385
1410,1410,7486487
1415,1415,7915495
1420,1420,7266990
1425,1425,8253934
1430,1430,7228432
1435,1435,7873196
1440,1440,7556263
1445,1445,7561065
1450,1450,7664776
1455,1455,8137389
1460,1460,7662997
1465,1465,7849768
1470,1470,7641786
1475,1475,8004221
1480,1480,7558349
1485,1485,8173123
1490,1490,8770879
1495,1495,9826372
1500,1500,9037383
1505,1505,8898305
1510,1510,8589459
1515,1515,8312375
1520,1520,9012246
1525,1525,8274378
1530,1530,9214622
1535,1535,8960738
1540,1540,8993716
1545,1545,9055478
1550,1550,8985317
1555,1555,9887408
1560,1560,8957212
1565,1565,8430343
1570,1570,9753604
1575,1575,9468748
1580,1580,8989761
1585,1585,8840296
1590,1590,8290471
1595,1595,8672910
1600,1600,9339684
1605,1605,8896218
1610,1610,8574304
1615,1615,8935708
1620,1620,8447174
1625,1625,8881037
1630,1630,8974128
1635,1635,8775338
1640,1640,8676164
1645,1645,8859970
1650,1650,9153995
1655,1655,8367586
1660,1660,8972295
1665,1665,8375564
1670,1670,8414320
1675,1675,8553092
1680,1680,8438337
1685,1685,8453656
1690,1690,8061011
1695,1695,8561322
1700,1700,8452518
1705,1705,9867201
1710,1710,9443509
1715,1715,9380620
1720,1720,9509685
1725,1725,8798431
1730,1730,9979727
1735,1735,9919011
1740,1740,9553282
1745,1745,9728278
1750,1750,9810077
1755,1755,9191427
1760,1760,8959898
1765,1765,8768657
1770,1770,8803468
1775,1775,9100678
1780,1780,8941345
1785,1785,8829706
1790,1790,8849887
1795,1795,8690159
1800,1800,9023640
1805,1805,9086442
1810,1810,12890136
1815,1815,9662125
1820,1820,10654710
1825,1825,10489604
1830,1830,9695382
1835,1835,10788181
1840,1840,10446376
1845,1845,9691800
1850,1850,10582697
1855,1855,9052580
1860,1860,9367842
1865,1865,9518935
1870,1870,9078067
1875,1875,9331037
1880,1880,9114506
1885,1885,9445613
1890,1890,9383309
1895,1895,9421232
1900,1900,9631904
1905,1905,9172873
1910,1910,10581161
1915,1915,11061010
1920,1920,10721118
1925,1925,10131086
1930,1930,10764216
1935,1935,10866992
1940,1940,10336083
1945,1945,10576005
1950,1950,10946735
1955,1955,9567932
1960,1960,10045971
1965,1965,9645434
1970,1970,9678854
1975,1975,9935199
1980,1980,9360243
1985,1985,9975236
1990,1990,11050362
1995,1995,10130997
2000,2000,10173906
2005,2005,11450796
2010,2010,10270696
