n,m,dinic
50,750,136184
55,825,131215
60,900,139910
65,975,158820
70,1050,162131
75,1125,192574
80,1200,212466
85,1275,137603
90,1350,125341
95,1425,156895
100,1500,156965
105,1575,166344
110,1650,169827
115,1725,188632
120,1800,213617
125,1875,191786
130,1950,253550
135,2025,237169
140,2100,235164
145,2175,268380
150,2250,268680
155,2325,404306
160,2400,299364
165,2475,318562
170,2550,283225
175,2625,271970
180,2700,286043
185,2775,295549
190,2850,345259
195,2925,318344
200,3000,372455
205,3075,395895
210,3150,348721
215,3225,361502
220,3300,395885
225,3375,399784
230,3450,397368
235,3525,387896
240,3600,533533
245,3675,456710
250,3750,490754
255,3825,415655
260,3900,427973
265,3975,823256
270,4050,496908
275,4125,496892
280,4200,486415
285,4275,578706
290,4350,494882
295,4425,578229
300,4500,498811
305,4575,559293
310,4650,596594
315,4725,554229
320,4800,456455
325,4875,530377
330,4950,579543
335,5025,561997
340,5100,554590
345,5175,513103
350,5250,611087
355,5325,630199
360,5400,642523
365,5475,627526
370,5550,664940
375,5625,1048828
380,5700,721627
385,5775,687426
390,5850,645220
395,5925,721905
400,6000,708290
405,6075,733241
410,6150,713216
415,6225,731178
420,6300,896347
425,6375,798174
430,6450,800623
435,6525,808318
440,6600,794106
445,6675,783418
450,6750,780565
455,6825,798172
460,6900,806413
465,6975,799206
470,7050,807716
475,7125,775019
480,7200,852244
485,7275,836132
490,7350,792235
495,7425,798258
500,7500,869891
505,7575,845076
510,7650,950829
515,7725,1131541
520,7800,902364
525,7875,873844
530,7950,947160
535,8025,942057
540,8100,745628
545,8175,868607
550,8250,1095302
555,8325,1099412
560,8400,1147431
565,8475,1179405
570,8550,1036983
575,8625,1050139
580,8700,1127531
585,8775,1072468
590,8850,1148645
595,8925,1148237
600,9000,977634
605,9075,1398961
610,9150,1421933
615,9225,1131638
620,9300,1280649
625,9375,1151718
630,9450,1334614
635,9525,1053537
640,9600,1124995
645,9675,1363288
650,9750,1338798
655,9825,1349760
660,9900,1373144
665,9975,1114841
670,10050,1314299
675,10125,1383652
680,10200,1494694
685,10275,1231079
690,10350,1267027
695,10425,1700668
700,10500,1411647
705,10575,1384858
710,10650,1459515
715,10725,1344596
720,10800,1386119
725,10875,1280818
730,10950,1467172
735,11025,1281706
740,11100,1232124
