n,m,lp_runs,exp_lp
400,400,1,22622054
400,500,1,2427835
400,600,1,2600526
400,700,3,3591519
400,800,3,3754310
400,900,3,3993107
400,1000,4,4676546
400,1100,7,6288567
400,1200,7,6595073
400,1300,6,6222464
400,1400,10,8548178
400,1500,11,10807282
400,1600,8,10024734
400,1700,9,10170884
400,1800,9,10478399
400,1900,14,13687886
400,2000,19,16655466
400,2100,18,16485057
400,2200,18,17433173
400,2300,18,20545340
400,2400,17,19664771
400,2500,17,19607146
400,2600,14,17759195
400,2700,18,20144182
400,2800,23,25156964
400,2900,29,33335768
400,3000,20,25773096
400,3100,29,33697680
400,3200,25,29828748
400,3300,24,29579488
400,3400,29,39538919
400,3500,26,35868196
400,3600,29,37690082
400,3700,29,37931392
400,3800,23,31555720
400,3900,27,40187618
400,4000,29,39805270
400,4100,49,65344696
400,4200,35,48477585
400,4300,34,51041423
400,4400,52,72701946
400,4500,47,78182489
400,4600,40,66472450
400,4700,40,61885844
400,4800,45,68896816
400,4900,47,76886392
400,5000,52,81938119
400,5100,38,65090327
400,5200,39,66584988
400,5300,46,75975607
400,5400,41,69657297
400,5500,45,80361161
400,5600,38,67771858
400,5700,43,76573906
400,5800,49,93022003
400,5900,41,77713627
400,6000,43,80661635
400,6100,38,76639072
400,6200,42,82737775
400,6300,37,76007633
400,6400,49,101221224
400,6500,51,103518190
400,6600,51,109812942
400,6700,46,98852280
400,6800,57,123922384
400,6900,62,134224520
400,7000,60,135564139
400,7100,50,109909858
400,7200,55,121696941
400,7300,68,149643914
400,7400,64,145537208
400,7500,57,128556820
400,7600,69,160663211
400,7700,68,158222255
400,7800,72,170562864
400,7900,69,162526951
400,8000,70,172395601
400,8100,63,155389350
400,8200,74,186154088
400,8300,70,178534760
400,8400,76,194056295
400,8500,76,197576119
400,8600,63,163857684
400,8700,72,203687026
400,8800,72,194317041
400,8900,89,243582370
400,9000,91,256371103
400,9100,76,208983490
400,9200,81,231793172
400,9300,72,209079709
400,9400,81,237820150
400,9500,96,275769159
400,9600,75,222740196
400,9700,102,298139914
400,9800,79,245449655
400,9900,86,263395672
400,10000,88,275141362
400,10100,77,240574458
400,10200,115,354663824
400,10300,93,292184169
400,10400,88,280638113
400,10500,86,280461676
400,10600,84,282229959
400,10700,90,307365680
400,10800,88,289673888
400,10900,107,358185081
400,11000,107,360568806
400,11100,103,351150320
400,11200,104,356517928
400,11300,99,345390576
400,11400,108,381031914
400,11500,96,345054287
400,11600,104,378627247
400,11700,93,342022852
400,11800,102,376177933
400,11900,117,439975994
400,12000,97,378319988
400,12100,103,392536688
400,12200,104,394032212
400,12300,104,399127301
400,12400,97,371830615
400,12500,110,423876614
400,12600,118,464245153
400,12700,101,400830739
400,12800,120,477534432
400,12900,99,427073501
400,13000,125,538055251
400,13100,127,519912053
400,13200,105,437733700
400,13300,117,492089716
400,13400,103,430302631
400,13500,113,471787907
400,13600,119,496652325
400,13700,113,474344793
400,13800,111,473989654
400,13900,109,473344811
400,14000,113,496711394
400,14100,113,495249371
400,14200,112,497179523
400,14300,104,467145023
400,14400,111,496033630
400,14500,114,510156874
400,14600,117,534902029
400,14700,121,567463066
400,14800,124,571156371
400,14900,105,491305412
400,15000,112,528271121
400,15100,118,556101465
400,15200,97,460972099
400,15300,97,467374155
400,15400,97,468666954
400,15500,112,554796319
400,15600,104,508721787
400,15700,116,575766371
400,15800,107,528654267
400,15900,102,508024138
400,16000,100,495608479
400,16100,98,493983259
400,16200,109,545342312
400,16300,112,570135372
400,16400,109,558509104
400,16500,102,528871871
400,16600,108,560310245
400,16700,103,533471802
400,16800,102,533764316
400,16900,105,547240428
400,17000,106,563738872
400,17100,108,570862395
400,17200,125,666737328
400,17300,157,852130162
400,17400,138,831864578
400,17500,147,792573891
400,17600,161,893581473
400,17700,158,884524855
400,17800,145,805428851
400,17900,174,960310371
400,18000,153,857204307
400,18100,154,863165283
400,18200,152,863067271
400,18300,143,805119128
400,18400,131,740367690
400,18500,143,805526141
400,18600,125,715206079
400,18700,136,777381851
400,18800,130,753365160
400,18900,135,775122071
400,19000,140,811823619
400,19100,132,769474906
400,19200,127,746878763
400,19300,150,882991487
400,19400,152,893397812
400,19500,128,755815849
400,19600,152,912006566
400,19700,152,913638931
400,19800,138,830945274
400,19900,154,937033526
400,20000,167,1017702197
400,20100,151,951444759
400,20200,180,1175591944
400,20300,151,974729786
400,20400,184,1142353133
400,20500,143,934086042
400,20600,159,992313539
400,20700,165,1062828271
400,20800,169,1108932499
400,20900,159,1031036708
400,21000,196,1273261886
400,21100,184,1232417874
400,21200,195,1277682268
400,21300,191,1249452891
400,21400,217,1425165543
400,21500,214,1429153269
400,21600,190,1266649282
400,21700,193,1296639080
400,21800,196,1306387488
400,21900,205,1401671400
400,22000,201,1351582726
400,22100,203,1447183164
400,22200,193,1302263973
400,22300,201,1377941148
400,22400,206,1402798317
400,22500,215,1472983752
400,22600,208,1429491603
400,22700,181,1265830005
400,22800,200,1384250663
400,22900,210,1452186895
400,23000,197,1402515497
400,23100,192,1360934291
400,23200,195,1378200822
400,23300,195,1381993808
400,23400,204,1455133786
400,23500,196,1403808688
400,23600,232,1646082771
400,23700,212,1548484889
400,23800,199,1441020127
400,23900,200,1443299257
400,24000,203,1480368440
400,24100,182,1337169922
400,24200,197,1446066326
400,24300,201,1488268442
400,24400,213,1598842452
400,24500,186,1373928130
400,24600,199,1463905358
400,24700,208,1532807439
400,24800,181,1336983795
400,24900,203,1572043435
400,25000,187,1412204839
400,25100,177,1322852195
400,25200,191,1439713866
400,25300,190,1446423063
400,25400,191,1497353802
400,25500,193,1464935356
400,25600,194,1492536026
400,25700,182,1413529081
400,25800,199,1522587682
400,25900,195,1512543785
400,26000,196,1505683058
400,26100,206,1601276889
400,26200,204,1589171222
400,26300,208,1633293003
400,26400,225,1749399923
400,26500,228,1810801469
400,26600,225,1788340349
400,26700,204,1630177492
400,26800,202,1618113508
400,26900,203,1705609214
400,27000,204,1639155690
400,27100,208,1680407070
400,27200,213,1724822937
400,27300,199,1615664152
400,27400,220,1795737033
400,27500,222,1849099259
400,27600,203,1663234294
400,27700,233,1896970659
400,27800,238,1959760899
400,27900,241,1990746795
400,28000,247,2034659300
400,28100,241,1993126255
400,28200,251,2162693730
400,28300,242,2024397424
400,28400,229,1929928757
400,28500,239,2018189576
400,28600,229,1930730872
400,28700,215,1840183902
400,28800,232,1969706575
400,28900,245,2077964706
400,29000,244,2093150373
400,29100,261,2229632122
400,29200,236,2033808570
400,29300,254,2266667651
400,29400,271,2366440771
400,29500,251,2168826298
400,29600,249,2153530998
400,29700,254,2219582944
400,29800,224,1949871583
400,29900,231,2021921009
400,30000,238,2086028002
400,30100,212,1853897093
400,30200,246,2167733711
400,30300,225,1993803259
400,30400,212,1904058826
400,30500,227,2104848866
400,30600,233,2092856514
400,30700,242,2185212625
400,30800,239,2143400192
400,30900,238,2144218224
400,31000,227,2098637998
400,31100,240,2196344646
400,31200,240,2180564347
400,31300,253,2325981691
400,31400,254,2347027119
400,31500,257,2437614947
400,31600,239,2207024455
400,31700,250,2300030005
400,31800,237,2178080375
400,31900,263,2417893490
400,32000,243,2233978296
400,32100,251,2321583669
400,32200,246,2276778624
400,32300,236,2212516485
400,32400,228,2148083167
400,32500,260,2468355767
400,32600,261,2552702197
400,32700,269,2598169718
400,32800,262,2651939002
400,32900,277,2705246512
400,33000,265,2631613581
400,33100,284,2795226225
400,33200,258,2538450948
400,33300,288,2817813806
400,33400,288,2868098704
400,33500,319,3126289212
400,33600,309,3029708056
400,33700,326,3184206689
400,33800,299,2932660320
400,33900,314,3073224374
400,34000,318,3129156880
400,34100,301,2968936251
400,34200,309,3134250821
400,34300,297,2953959826
400,34400,336,3405593578
400,34500,309,3066229075
400,34600,302,2986931817
400,34700,310,3076143341
400,34800,306,3060067173
400,34900,314,3119588236
400,35000,288,2974732980
400,35100,293,2957353464
400,35200,292,2957896395
400,35300,318,3211601570
400,35400,320,3279236910
400,35500,334,3410019122
400,35600,337,3469617742
400,35700,327,3451046004
400,35800,306,3183536531
400,35900,341,3564881542
400,36000,302,3137412265
400,36100,320,3353737159
400,36200,328,3443502445
400,36300,330,3508148113
400,36400,303,3243309780
400,36500,309,3270014164
400,36600,298,3133980618
400,36700,339,3605970118
400,36800,343,3616803939
400,36900,344,3641362695
400,37000,334,3540213407
400,37100,306,3330979958
400,37200,289,3077935807
400,37300,327,3505875090
400,37400,317,3413835633
400,37500,302,3274204545
400,37600,334,3599605673
400,37700,324,3487299529
400,37800,343,3795863112
400,37900,298,3226880669
400,38000,340,3689731352
400,38100,289,3127941354
400,38200,322,3502537538
400,38300,329,3624242385
400,38400,347,3811579807
400,38500,320,3577369409
400,38600,311,3409860519
400,38700,320,3517684707
400,38800,316,3490663237
400,38900,345,3796822474
400,39000,346,3822445700
400,39100,318,3647227902
400,39200,312,3481787146
400,39300,323,3612781162
400,39400,318,3541303872
400,39500,321,3632507940
400,39600,303,3435087594
400,39700,331,3730337335
400,39800,346,3980193169
400,39900,356,4025874255
400,40000,348,3957897002
400,40100,354,4034461982
400,40200,350,4003910420
400,40300,352,4024790277
400,40400,337,3997740252
400,40500,315,3638685125
400,40600,328,3781729135
400,40700,351,4093296902
400,40800,335,3866136741
400,40900,329,3822204254
400,41000,340,4057382488
400,41100,326,3815085963
400,41200,318,3710679520
400,41300,299,3492723391
400,41400,374,4418199348
400,41500,322,3782563326
400,41600,343,4122737105
400,41700,356,4174592432
400,41800,308,3669834511
400,41900,342,4069376333
400,42000,344,4106304577
400,42100,350,4142208356
400,42200,371,4512585087
400,42300,364,4336385130
400,42400,376,4531606520
400,42500,359,4341304297
400,42600,367,4405571677
400,42700,393,4804596588
400,42800,357,4327680930
400,42900,371,4550796019
400,43000,383,4675666295
400,43100,361,4400438185
400,43200,360,4425184826
400,43300,395,4871241081
400,43400,369,4510837062
400,43500,390,4801278141
400,43600,359,4374473887
400,43700,381,4711561088
400,43800,394,4939717785
400,43900,375,4631199482
400,44000,389,4822755336
400,44100,378,4752953958
400,44200,399,4973712309
400,44300,413,5195656976
