n,m,primal_lp
50,550,24853018
55,605,6814504
60,660,5809073
65,715,7285735
70,770,5400292
75,825,5311195
80,880,5765260
85,935,5542898
90,990,6951538
95,1045,7040562
100,1100,7738919
105,1155,11628695
110,1210,9387398
115,1265,9162491
120,1320,10198953
125,1375,8800055
130,1430,9734570
135,1485,11591072
140,1540,11567219
145,1595,7102528
150,1650,10197638
155,1705,10345891
160,1760,13266767
165,1815,11444116
170,1870,11086231
175,1925,14505905
180,1980,15590777
185,2035,16856421
190,2090,12931761
195,2145,13496998
200,2200,17892506
205,2255,17984741
210,2310,15621516
215,2365,13265586
220,2420,17872319
225,2475,17862903
230,2530,18510706
235,2585,16895245
240,2640,22653478
245,2695,19836884
250,2750,23604772
255,2805,21380268
260,2860,21821856
265,2915,20973597
270,2970,32111997
275,3025,36085155
280,3080,20603569
285,3135,21962326
290,3190,24393783
295,3245,24142505
300,3300,22770077
305,3355,23461132
310,3410,25038191
315,3465,27092190
320,3520,23500041
325,3575,23936688
330,3630,29547860
335,3685,27319100
340,3740,24798741
345,3795,26090154
350,3850,27486432
355,3905,25514324
360,3960,28007634
365,4015,26190357
370,4070,27045576
375,4125,30049156
380,4180,25485808
385,4235,27992114
390,4290,26291407
395,4345,29283047
400,4400,29089408
405,4455,29326748
410,4510,34601416
415,4565,30501812
420,4620,33231601
425,4675,36004413
430,4730,28388723
435,4785,30595801
440,4840,29473811
445,4895,30748599
450,4950,31658261
455,5005,34650821
460,5060,33590654
465,5115,32527666
470,5170,34950227
475,5225,34082423
480,5280,33074821
485,5335,38196061
490,5390,33629000
495,5445,36041310
500,5500,40228892
505,5555,34135369
510,5610,35409607
515,5665,35797289
520,5720,38159963
525,5775,36207369
530,5830,37825765
535,5885,34926919
540,5940,35009913
545,5995,35256355
550,6050,41860647
555,6105,37426075
560,6160,43682530
565,6215,40851199
570,6270,37826714
575,6325,47848147
580,6380,52948109
585,6435,43122928
590,6490,43155456
595,6545,47741950
600,6600,46104354
605,6655,47607823
610,6710,50622518
615,6765,48289870
620,6820,46543831
625,6875,45051676
630,6930,43163671
635,6985,53126805
640,7040,47125614
645,7095,50598395
650,7150,50847290
655,7205,46418351
660,7260,56007717
665,7315,48564377
670,7370,48934279
675,7425,48326550
680,7480,52878464
685,7535,47676613
690,7590,53183014
695,7645,52652617
700,7700,56591376
705,7755,53778994
710,7810,48068890
715,7865,53353155
720,7920,63390604
725,7975,49129670
730,8030,46868382
735,8085,48647850
740,8140,55099927
745,8195,62641225
750,8250,49672007
755,8305,58629702
760,8360,55374333
765,8415,66311035
770,8470,59204552
775,8525,61474807
780,8580,58660242
785,8635,64333221
790,8690,66531458
795,8745,66146315
800,8800,57786796
805,8855,60152659
810,8910,50028325
815,8965,69970269
820,9020,62747331
825,9075,75780641
830,9130,63149022
835,9185,63882101
840,9240,56228317
845,9295,57524544
850,9350,76538209
855,9405,79353991
860,9460,91311537
865,9515,82116280
870,9570,72199548
875,9625,80382666
880,9680,76370064
885,9735,61083714
890,9790,82307636
895,9845,80063011
900,9900,71664787
905,9955,71520388
910,10010,73308460
915,10065,79641470
920,10120,81822475
925,10175,83037896
930,10230,77288662
935,10285,87087465
940,10340,78735381
945,10395,76007218
950,10450,96836273
955,10505,82962310
960,10560,100005579
965,10615,83626617
970,10670,103943940
975,10725,92438934
980,10780,89516134
985,10835,106878307
990,10890,81886765
995,10945,94642933
1000,11000,88392506
1005,11055,101168363
1010,11110,88574021
1015,11165,105146872
1020,11220,107740872
1025,11275,100011200
1030,11330,93273603
1035,11385,92722749
1040,11440,90409432
1045,11495,99703100
1050,11550,112134621
1055,11605,93627984
1060,11660,97671565
1065,11715,112540708
1070,11770,123696607
1075,11825,85553557
1080,11880,129168912
1085,11935,104924067
1090,11990,109543590
1095,12045,125333115
1100,12100,112232055
1105,12155,111579244
1110,12210,131402247
1115,12265,111700084
1120,12320,116931020
1125,12375,122648970
1130,12430,126738660
1135,12485,139747460
1140,12540,125448795
1145,12595,127301681
1150,12650,104812300
