n,m,cmin,cmax,dinic
50,400,1,100,59698
55,440,1,100,56706
60,480,1,100,61118
65,520,1,100,64824
70,560,1,100,75501
75,600,1,100,98975
80,640,1,100,92534
85,680,1,100,85893
90,720,1,100,96556
95,760,1,100,109494
100,800,1,100,118755
105,840,1,100,166838
110,880,1,100,137060
115,920,1,100,134947
120,960,1,100,167325
125,1000,1,100,161623
130,1040,1,100,199828
135,1080,1,100,197462
140,1120,1,100,184036
145,1160,1,100,210067
150,1200,1,100,191083
155,1240,1,100,229351
160,1280,1,100,218989
165,1320,1,100,206044
170,1360,1,100,226643
175,1400,1,100,230197
180,1440,1,100,300030
185,1480,1,100,250723
190,1520,1,100,285860
195,1560,1,100,295328
200,1600,1,100,298952
205,1640,1,100,335505
210,1680,1,100,303829
215,1720,1,100,316015
220,1760,1,100,312734
225,1800,1,100,331277
230,1840,1,100,376675
235,1880,1,100,346083
240,1920,1,100,393388
245,1960,1,100,350307
250,2000,1,100,371722
255,2040,1,100,333130
260,2080,1,100,404467
265,2120,1,100,441779
270,2160,1,100,430144
275,2200,1,100,406944
280,2240,1,100,370479
285,2280,1,100,431904
290,2320,1,100,523246
295,2360,1,100,440703
300,2400,1,100,452311
305,2440,1,100,416220
310,2480,1,100,471372
315,2520,1,100,436597
320,2560,1,100,475139
325,2600,1,100,426903
330,2640,1,100,472476
335,2680,1,100,469996
340,2720,1,100,514491
345,2760,1,100,406263
350,2800,1,100,667579
355,2840,1,100,429208
360,2880,1,100,525793
365,2920,1,100,505790
370,2960,1,100,506382
375,3000,1,100,589467
380,3040,1,100,461780
385,3080,1,100,455944
390,3120,1,100,532086
395,3160,1,100,539363
400,3200,1,100,582488
405,3240,1,100,862431
410,3280,1,100,476797
415,3320,1,100,497659
420,3360,1,100,491003
425,3400,1,100,525891
430,3440,1,100,596415
435,3480,1,100,583771
440,3520,1,100,531393
445,3560,1,100,634585
450,3600,1,100,639816
455,3640,1,100,626449
460,3680,1,100,664152
465,3720,1,100,585937
470,3760,1,100,565116
475,3800,1,100,579560
480,3840,1,100,694769
485,3880,1,100,693253
490,3920,1,100,587099
495,3960,1,100,600672
500,4000,1,100,596302
505,4040,1,100,597133
510,4080,1,100,676744
515,4120,1,100,643100
520,4160,1,100,653804
525,4200,1,100,649779
530,4240,1,100,695112
535,4280,1,100,660370
540,4320,1,100,669228
545,4360,1,100,668215
550,4400,1,100,793566
555,4440,1,100,831614
560,4480,1,100,718786
565,4520,1,100,860041
570,4560,1,100,742477
575,4600,1,100,733560
580,4640,1,100,722855
585,4680,1,100,731045
590,4720,1,100,807785
595,4760,1,100,753048
600,4800,1,100,768518
605,4840,1,100,731416
610,4880,1,100,770464
615,4920,1,100,740565
620,4960,1,100,889737
625,5000,1,100,787791
630,5040,1,100,1043960
635,5080,1,100,953414
640,5120,1,100,920028
645,5160,1,100,790709
650,5200,1,100,797974
655,5240,1,100,924108
660,5280,1,100,935972
665,5320,1,100,943441
670,5360,1,100,652503
675,5400,1,100,977669
680,5440,1,100,917695
685,5480,1,100,1054166
690,5520,1,100,1047784
695,5560,1,100,1013688
700,5600,1,100,1166681
705,5640,1,100,1033872
710,5680,1,100,1098818
715,5720,1,100,855832
720,5760,1,100,1020589
725,5800,1,100,861221
730,5840,1,100,956916
735,5880,1,100,1039472
740,5920,1,100,1025307
745,5960,1,100,1138473
750,6000,1,100,1196082
755,6040,1,100,979233
760,6080,1,100,1168940
765,6120,1,100,1106353
770,6160,1,100,988828
775,6200,1,100,956050
780,6240,1,100,952341
785,6280,1,100,966992
790,6320,1,100,956621
795,6360,1,100,1142107
800,6400,1,100,999293
805,6440,1,100,1179355
810,6480,1,100,1365711
815,6520,1,100,1211611
820,6560,1,100,1044175
825,6600,1,100,1001839
830,6640,1,100,1008092
835,6680,1,100,1176917
840,6720,1,100,1012035
845,6760,1,100,1007453
850,6800,1,100,1096221
855,6840,1,100,1001402
860,6880,1,100,1268261
865,6920,1,100,1485332
870,6960,1,100,1067209
875,7000,1,100,1126042
880,7040,1,100,1325558
885,7080,1,100,1115005
890,7120,1,100,1131406
895,7160,1,100,1091017
900,7200,1,100,1354474
905,7240,1,100,1325069
910,7280,1,100,1337552
915,7320,1,100,1788710
920,7360,1,100,1343875
925,7400,1,100,1148569
930,7440,1,100,1336717
935,7480,1,100,1349617
940,7520,1,100,1338840
945,7560,1,100,1478243
950,7600,1,100,1167925
955,7640,1,100,1364637
960,7680,1,100,1216576
965,7720,1,100,1533602
970,7760,1,100,1334216
975,7800,1,100,1671354
980,7840,1,100,1418262
985,7880,1,100,1401356
990,7920,1,100,1359538
995,7960,1,100,1397826
1000,8000,1,100,2059718
1005,8040,1,100,1710364
1010,8080,1,100,1544819
1015,8120,1,100,1436053
1020,8160,1,100,1557810
1025,8200,1,100,1571819
1030,8240,1,100,1586629
1035,8280,1,100,1666562
1040,8320,1,100,1653099
1045,8360,1,100,1493735
1050,8400,1,100,1558131
1055,8440,1,100,1911986
1060,8480,1,100,1529784
1065,8520,1,100,1468572
1070,8560,1,100,1519932
1075,8600,1,100,1506007
1080,8640,1,100,1596993
1085,8680,1,100,1778841
1090,8720,1,100,1496145
1095,8760,1,100,1611852
1100,8800,1,100,1318722
1105,8840,1,100,1464512
1110,8880,1,100,1671498
1115,8920,1,100,1604190
1120,8960,1,100,2110224
1125,9000,1,100,1443415
1130,9040,1,100,1401253
1135,9080,1,100,1526580
1140,9120,1,100,1572515
1145,9160,1,100,2295386
1150,9200,1,100,1587561
1155,9240,1,100,1554225
1160,9280,1,100,1989552
1165,9320,1,100,2190596
1170,9360,1,100,1709311
1175,9400,1,100,1668294
1180,9440,1,100,2193139
1185,9480,1,100,1905771
1190,9520,1,100,1800800
1195,9560,1,100,2324185
1200,9600,1,100,1737058
1205,9640,1,100,2175400
1210,9680,1,100,1682834
1215,9720,1,100,2312189
1220,9760,1,100,2324313
1225,9800,1,100,1949790
1230,9840,1,100,1747214
1235,9880,1,100,1740950
1240,9920,1,100,1824052
1245,9960,1,100,1890792
1250,10000,1,100,1560547
1255,10040,1,100,1941631
1260,10080,1,100,2255300
1265,10120,1,100,1871684
1270,10160,1,100,1827419
1275,10200,1,100,1649364
