n,m,dinic
300,300,51269
300,400,61042
300,500,77892
300,600,128567
300,700,121534
300,800,155739
300,900,153816
300,1000,229350
300,1100,221663
300,1200,228582
300,1300,276447
300,1400,247749
300,1500,274701
300,1600,304343
300,1700,249506
300,1800,405746
300,1900,287181
300,2000,340757
300,2100,312909
300,2200,341972
300,2300,400014
300,2400,384419
300,2500,410052
300,2600,359932
300,2700,405612
300,2800,424716
300,2900,729943
300,3000,460162
300,3100,420349
300,3200,466485
300,3300,468356
300,3400,494603
300,3500,489657
300,3600,688226
300,3700,460122
300,3800,401425
300,3900,469631
300,4000,597753
300,4100,508559
300,4200,506589
300,4300,512924
300,4400,530458
300,4500,613083
300,4600,641585
300,4700,670442
300,4800,618848
300,4900,650804
300,5000,648690
300,5100,605985
300,5200,659340
300,5300,676691
300,5400,1096181
300,5500,794009
300,5600,712061
300,5700,743800
300,5800,684761
300,5900,742225
300,6000,835242
300,6100,763718
300,6200,750971
300,6300,776368
300,6400,591326
300,6500,833304
300,6600,666714
300,6700,659481
300,6800,703514
300,6900,630325
300,7000,680684
300,7100,612220
300,7200,680185
300,7300,680179
300,7400,847998
300,7500,809704
300,7600,878878
300,7700,837905
300,7800,681160
300,7900,683050
300,8000,691134
300,8100,754010
300,8200,730491
300,8300,807562
300,8400,793793
300,8500,850025
300,8600,861150
300,8700,847606
300,8800,865249
300,8900,834450
300,9000,866494
300,9100,759723
300,9200,900408
300,9300,884107
300,9400,803086
300,9500,943039
300,9600,920962
300,9700,1085693
300,9800,886272
300,9900,934401
300,10000,934022
300,10100,1105692
300,10200,862216
300,10300,914102
300,10400,915226
300,10500,881268
300,10600,815756
300,10700,939228
300,10800,956540
300,10900,1099122
300,11000,941245
300,11100,1077689
300,11200,806043
300,11300,972603
300,11400,1003484
300,11500,1253724
300,11600,1059283
300,11700,892437
300,11800,871904
300,11900,845586
300,12000,1074944
300,12100,931788
300,12200,984646
300,12300,947883
300,12400,951867
300,12500,996282
300,12600,1481900
300,12700,1069780
300,12800,1066486
300,12900,929665
300,13000,1628605
300,13100,918867
300,13200,985360
300,13300,981268
300,13400,1144166
300,13500,922470
300,13600,1566904
300,13700,1467068
300,13800,930345
300,13900,996334
300,14000,1110652
300,14100,1034444
300,14200,1247776
300,14300,1142911
300,14400,1377442
300,14500,1369781
300,14600,1230215
300,14700,1316156
300,14800,1532020
300,14900,1127499
300,15000,1285392
300,15100,1366932
300,15200,1286424
300,15300,1357361
300,15400,1271284
300,15500,2057092
300,15600,1523256
300,15700,1593846
300,15800,1757729
300,15900,1285081
300,16000,1251233
300,16100,1523568
300,16200,1664678
300,16300,1569526
300,16400,1586351
300,16500,1432925
300,16600,1915688
300,16700,1365093
300,16800,1310075
300,16900,1330465
300,17000,2173602
300,17100,1241668
300,17200,1273738
300,17300,1131024
300,17400,2135338
300,17500,2226839
300,17600,1282835
300,17700,1166417
300,17800,1910864
300,17900,1917479
300,18000,1286913
300,18100,1359364
300,18200,1273121
300,18300,1215471
300,18400,1404192
300,18500,1312395
300,18600,1339855
300,18700,1366703
300,18800,1579642
300,18900,1237114
300,19000,1475270
300,19100,1378620
300,19200,1384659
300,19300,1342523
300,19400,1570198
300,19500,1754198
300,19600,1507268
300,19700,1504805
300,19800,1406405
300,19900,1447373
300,20000,1611173
300,20100,2074005
300,20200,1399053
300,20300,2304714
300,20400,2562747
300,20500,1486845
300,20600,1339762
300,20700,1485283
300,20800,1369129
300,20900,1763896
300,21000,1491829
300,21100,1858049
300,21200,1610806
300,21300,2223201
300,21400,1392427
300,21500,1641843
300,21600,1714787
300,21700,1742410
300,21800,1854898
300,21900,2119703
300,22000,1904583
300,22100,2047521
300,22200,1849857
300,22300,1847796
300,22400,2464180
300,22500,2064140
300,22600,1993799
300,22700,2057582
300,22800,2383931
300,22900,2488906
300,23000,1921108
300,23100,1894819
300,23200,1984740
300,23300,2159570
300,23400,1926146
