n,m,cmin,cmax,primal_lp
50,450,1,100,25080343
55,495,1,100,6478092
60,540,1,100,4172888
65,585,1,100,4120299
70,630,1,100,4242221
75,675,1,100,6843265
80,720,1,100,5786746
85,765,1,100,6136453
90,810,1,100,5654215
95,855,1,100,6149343
100,900,1,100,5925283
105,945,1,100,6737452
110,990,1,100,7524731
115,1035,1,100,7203590
120,1080,1,100,7762246
125,1125,1,100,7999691
130,1170,1,100,8762038
135,1215,1,100,8313275
140,1260,1,100,9019688
145,1305,1,100,8391019
150,1350,1,100,9373734
155,1395,1,100,9555136
160,1440,1,100,9820426
165,1485,1,100,10951542
170,1530,1,100,11465942
175,1575,1,100,11290621
180,1620,1,100,9500602
185,1665,1,100,11383141
190,1710,1,100,9436336
195,1755,1,100,10548973
200,1800,1,100,10419310
205,1845,1,100,10788679
210,1890,1,100,14773557
215,1935,1,100,10921232
220,1980,1,100,15527933
225,2025,1,100,13948080
230,2070,1,100,13358348
235,2115,1,100,15680511
240,2160,1,100,16252288
245,2205,1,100,16243883
250,2250,1,100,17192762
255,2295,1,100,18406788
260,2340,1,100,18428135
265,2385,1,100,20771300
270,2430,1,100,15364363
275,2475,1,100,20070994
280,2520,1,100,16312889
285,2565,1,100,15705072
290,2610,1,100,17622657
295,2655,1,100,16248094
300,2700,1,100,19325238
305,2745,1,100,18002525
310,2790,1,100,17993171
315,2835,1,100,19870078
320,2880,1,100,19508432
325,2925,1,100,20809941
330,2970,1,100,21071174
335,3015,1,100,22705039
340,3060,1,100,22051572
345,3105,1,100,19950918
350,3150,1,100,21444600
355,3195,1,100,23818161
360,3240,1,100,22725553
365,3285,1,100,25757024
370,3330,1,100,25056380
375,3375,1,100,24782282
380,3420,1,100,25098246
385,3465,1,100,24987941
390,3510,1,100,24595972
395,3555,1,100,27259079
400,3600,1,100,27880008
405,3645,1,100,26661310
410,3690,1,100,27652088
415,3735,1,100,27098786
420,3780,1,100,30621948
425,3825,1,100,26846503
430,3870,1,100,31219465
435,3915,1,100,27105416
440,3960,1,100,29870028
445,4005,1,100,26855044
450,4050,1,100,25821020
455,4095,1,100,30011370
460,4140,1,100,30522431
465,4185,1,100,35054577
470,4230,1,100,32894519
475,4275,1,100,31490894
480,4320,1,100,33937397
485,4365,1,100,31273874
490,4410,1,100,33075287
495,4455,1,100,34439193
500,4500,1,100,32879159
505,4545,1,100,39319537
510,4590,1,100,32993802
515,4635,1,100,30294464
520,4680,1,100,34620653
525,4725,1,100,36599068
530,4770,1,100,37354457
535,4815,1,100,37357237
540,4860,1,100,44233650
545,4905,1,100,38954493
550,4950,1,100,42340928
555,4995,1,100,38320223
560,5040,1,100,33874329
565,5085,1,100,36678725
570,5130,1,100,39049057
575,5175,1,100,41123511
580,5220,1,100,37442361
585,5265,1,100,44026546
590,5310,1,100,36973515
595,5355,1,100,42459579
600,5400,1,100,40550672
605,5445,1,100,40948113
610,5490,1,100,43355310
615,5535,1,100,45262081
620,5580,1,100,51243427
625,5625,1,100,45028054
630,5670,1,100,41450064
635,5715,1,100,43220802
640,5760,1,100,45822792
645,5805,1,100,47393034
650,5850,1,100,44893257
655,5895,1,100,47061068
660,5940,1,100,45628680
665,5985,1,100,52444903
670,6030,1,100,48830984
675,6075,1,100,50321688
680,6120,1,100,49791755
685,6165,1,100,49699494
690,6210,1,100,45968542
695,6255,1,100,48181331
700,6300,1,100,58170809
705,6345,1,100,49111847
710,6390,1,100,54503394
715,6435,1,100,46252774
720,6480,1,100,52795829
725,6525,1,100,56374957
730,6570,1,100,46735675
735,6615,1,100,54720387
740,6660,1,100,51491693
745,6705,1,100,61629891
750,6750,1,100,52822126
755,6795,1,100,63715571
760,6840,1,100,56354564
765,6885,1,100,60652702
770,6930,1,100,59152046
775,6975,1,100,63250066
780,7020,1,100,60633783
785,7065,1,100,57488754
790,7110,1,100,72672260
795,7155,1,100,62140247
800,7200,1,100,54884866
805,7245,1,100,67917163
810,7290,1,100,65093992
815,7335,1,100,58144037
820,7380,1,100,68519378
825,7425,1,100,59680265
830,7470,1,100,66629983
835,7515,1,100,69224080
840,7560,1,100,72543232
845,7605,1,100,69251257
850,7650,1,100,64437339
855,7695,1,100,62702341
860,7740,1,100,70102246
865,7785,1,100,78387316
870,7830,1,100,82395961
875,7875,1,100,71100458
880,7920,1,100,69484763
885,7965,1,100,72955473
890,8010,1,100,76154457
895,8055,1,100,73796926
900,8100,1,100,76029122
905,8145,1,100,75963356
910,8190,1,100,74477878
915,8235,1,100,77310257
920,8280,1,100,72809568
925,8325,1,100,77827133
930,8370,1,100,91801613
935,8415,1,100,81218751
940,8460,1,100,78114101
945,8505,1,100,83500548
950,8550,1,100,74416330
955,8595,1,100,73961150
960,8640,1,100,80626447
965,8685,1,100,101111340
970,8730,1,100,85098950
975,8775,1,100,111816369
980,8820,1,100,106937621
985,8865,1,100,99097170
990,8910,1,100,81464861
995,8955,1,100,83251363
1000,9000,1,100,88390485
1005,9045,1,100,93002274
1010,9090,1,100,93077255
1015,9135,1,100,84701238
1020,9180,1,100,97343392
1025,9225,1,100,88050868
1030,9270,1,100,91143014
1035,9315,1,100,90017108
1040,9360,1,100,101344831
1045,9405,1,100,88030171
1050,9450,1,100,115846106
1055,9495,1,100,82481088
1060,9540,1,100,93099163
1065,9585,1,100,108457652
1070,9630,1,100,111587147
