n,m,dinic
50,550,73185
55,605,89086
60,660,81413
65,715,89335
70,770,97275
75,825,101606
80,880,121121
85,935,105479
90,990,130067
95,1045,133650
100,1100,131236
105,1155,127558
110,1210,160840
115,1265,169614
120,1320,188702
125,1375,181388
130,1430,261800
135,1485,242502
140,1540,209816
145,1595,292028
150,1650,291367
155,1705,252033
160,1760,255404
165,1815,279790
170,1870,278604
175,1925,282143
180,1980,418470
185,2035,448122
190,2090,531590
195,2145,333487
200,2200,336909
205,2255,316409
210,2310,309544
215,2365,371271
220,2420,316761
225,2475,320586
230,2530,498446
235,2585,380306
240,2640,344940
245,2695,358556
250,2750,398639
255,2805,368082
260,2860,412077
265,2915,414117
270,2970,460303
275,3025,453105
280,3080,401150
285,3135,532941
290,3190,401334
295,3245,611261
300,3300,724948
305,3355,434788
310,3410,528720
315,3465,453765
320,3520,376798
325,3575,529874
330,3630,498027
335,3685,406003
340,3740,476450
345,3795,418383
350,3850,476951
355,3905,460592
360,3960,445684
365,4015,525372
370,4070,544790
375,4125,536522
380,4180,530694
385,4235,627420
390,4290,475942
395,4345,750555
400,4400,592932
405,4455,652642
410,4510,560553
415,4565,704111
420,4620,1041222
425,4675,812694
430,4730,700309
435,4785,606992
440,4840,642234
445,4895,586679
450,4950,653074
455,5005,754642
460,5060,767286
465,5115,678430
470,5170,703541
475,5225,737051
480,5280,1015713
485,5335,879449
490,5390,696632
495,5445,805990
500,5500,937102
505,5555,714628
510,5610,704547
515,5665,815764
520,5720,930238
525,5775,860439
530,5830,850871
535,5885,739240
540,5940,791079
545,5995,655799
550,6050,884661
555,6105,889403
560,6160,1154156
565,6215,1062719
570,6270,895171
575,6325,881490
580,6380,1002555
585,6435,849492
590,6490,929008
595,6545,876836
600,6600,746456
605,6655,1344933
610,6710,1227301
615,6765,889988
620,6820,1082627
625,6875,977317
630,6930,924879
635,6985,930625
640,7040,917207
645,7095,1397770
650,7150,1864686
655,7205,2241298
660,7260,1214021
665,7315,1137131
670,7370,1072817
675,7425,988866
680,7480,1180702
685,7535,1083263
690,7590,1431045
695,7645,1118652
700,7700,1166661
705,7755,1441601
710,7810,1144498
715,7865,1197829
720,7920,1108285
725,7975,1084581
730,8030,1207422
735,8085,1070555
740,8140,1662965
745,8195,1401875
750,8250,1404079
755,8305,1403554
760,8360,1175580
765,8415,1381034
770,8470,1294258
775,8525,1492644
780,8580,1204464
785,8635,1185176
790,8690,1884668
795,8745,1459554
800,8800,1608855
805,8855,1430665
810,8910,1283495
815,8965,1392874
820,9020,1918265
825,9075,1405834
830,9130,1459538
835,9185,1458981
840,9240,1358624
845,9295,1445572
850,9350,1835340
855,9405,1493099
860,9460,1446369
865,9515,2082857
870,9570,1459658
875,9625,2015824
880,9680,2334161
885,9735,1599075
890,9790,2247848
895,9845,1530727
900,9900,1729319
905,9955,1447482
910,10010,1640095
915,10065,1764244
920,10120,1469975
925,10175,1726120
930,10230,1585749
935,10285,1508072
940,10340,1407910
945,10395,1558665
950,10450,1473248
955,10505,1591717
960,10560,2126194
965,10615,2266119
970,10670,2133578
975,10725,2254146
980,10780,2550271
985,10835,1783142
990,10890,2114751
995,10945,1596494
1000,11000,1586503
1005,11055,2389234
1010,11110,1658330
1015,11165,1722206
1020,11220,1900945
1025,11275,1664384
1030,11330,1794026
1035,11385,2247825
1040,11440,1571024
1045,11495,2318829
1050,11550,1763771
1055,11605,1818477
1060,11660,1722865
1065,11715,1977107
1070,11770,2365838
1075,11825,1772201
1080,11880,1788911
1085,11935,1796551
1090,11990,1775558
1095,12045,1666583
1100,12100,1598796
1105,12155,1781993
1110,12210,1840398
1115,12265,2366290
1120,12320,1755198
1125,12375,1875679
1130,12430,2361229
1135,12485,1916662
1140,12540,1688493
1145,12595,1773332
1150,12650,1992728
1155,12705,1802474
1160,12760,3649373
1165,12815,2259582
1170,12870,2397612
1175,12925,1973499
1180,12980,1817191
1185,13035,2090483
1190,13090,1941612
1195,13145,1818077
1200,13200,2182774
1205,13255,1977808
1210,13310,2725416
1215,13365,1733953
1220,13420,1918271
1225,13475,2209419
1230,13530,1859896
1235,13585,2079652
1240,13640,2080694
1245,13695,1944985
1250,13750,1934740
1255,13805,2628337
1260,13860,2245267
1265,13915,2199848
1270,13970,2003454
1275,14025,2865886
1280,14080,2497441
1285,14135,2197931
1290,14190,2211415
1295,14245,3732361
1300,14300,2288707
1305,14355,2830049
1310,14410,4029952
1315,14465,2990954
1320,14520,3217113
1325,14575,2185006
1330,14630,2374602
1335,14685,2287279
1340,14740,2300297
1345,14795,2168651
1350,14850,2268699
1355,14905,2758133
1360,14960,2539000
1365,15015,2563156
1370,15070,3107238
1375,15125,2603242
1380,15180,2532261
1385,15235,2593567
1390,15290,2593161
1395,15345,3105801
1400,15400,2816017
1405,15455,3176642
1410,15510,2860414
1415,15565,2968414
1420,15620,3050840
1425,15675,2688086
1430,15730,2394944
1435,15785,2375041
1440,15840,2448573
1445,15895,2415513
1450,15950,2623165
1455,16005,3302757
1460,16060,2362170
1465,16115,3840270
1470,16170,4118515
1475,16225,2445617
1480,16280,3271662
1485,16335,3580683
1490,16390,3379793
1495,16445,3035831
1500,16500,3095187
1505,16555,2734047
1510,16610,3057198
1515,16665,2337393
1520,16720,10062257
1525,16775,4543653
1530,16830,4867536
1535,16885,5825353
1540,16940,7247272
1545,16995,4623709
1550,17050,6650416
1555,17105,3091285
1560,17160,9238171
1565,17215,3684173
1570,17270,3680295
1575,17325,2976911
1580,17380,3018817
1585,17435,3108264
1590,17490,2813273
1595,17545,4169938
1600,17600,4226864
1605,17655,3187087
1610,17710,3951004
1615,17765,2818235
1620,17820,3074951
1625,17875,2619881
1630,17930,3041811
1635,17985,3450479
1640,18040,3652446
1645,18095,4724321
1650,18150,3799556
1655,18205,3218883
1660,18260,3012654
1665,18315,3356040
1670,18370,2583095
1675,18425,3552329
1680,18480,4302395
1685,18535,3796413
1690,18590,3513569
1695,18645,3863385
1700,18700,3098406
1705,18755,3220469
1710,18810,3310644
1715,18865,5981255
1720,18920,3570643
1725,18975,3682411
1730,19030,3435713
1735,19085,3773382
1740,19140,4019595
1745,19195,4204235
1750,19250,3276013
1755,19305,3636151
1760,19360,4198723
1765,19415,5137979
1770,19470,3573122
1775,19525,3570101
1780,19580,3283952
