n,m,lp_runs,exp_lp
50,700,30,11497226
55,770,39,14759249
60,840,40,16178813
65,910,40,17064519
70,980,29,13297820
75,1050,41,19033730
80,1120,45,21527508
85,1190,34,17681494
90,1260,36,18901397
95,1330,30,16545554
100,1400,32,18441744
105,1470,30,18820447
110,1540,27,17346681
115,1610,45,29495638
120,1680,57,37827387
125,1750,46,31186331
130,1820,56,37560753
135,1890,45,30986218
140,1960,43,32521895
145,2030,45,35211380
150,2100,37,29789646
155,2170,43,34091071
160,2240,50,39588762
165,2310,46,37750512
170,2380,45,39235473
175,2450,52,45429404
180,2520,57,50525758
185,2590,39,35468102
190,2660,40,36950467
195,2730,44,42113297
200,2800,41,40452060
205,2870,40,39286573
210,2940,45,45745987
215,3010,32,33354727
220,3080,42,45105393
225,3150,42,45522787
230,3220,56,60534447
235,3290,41,45737167
240,3360,42,48438925
245,3430,42,50537637
250,3500,48,56338793
255,3570,48,55956625
260,3640,44,55098830
265,3710,46,57397106
270,3780,39,49104521
275,3850,37,48931047
280,3920,38,50308418
285,3990,41,58910655
290,4060,38,52526174
295,4130,38,52048211
300,4200,35,50031767
305,4270,29,44284416
310,4340,37,63977229
315,4410,31,88054391
320,4480,20,46007223
325,4550,21,37380847
330,4620,22,35737343
335,4690,26,42984509
340,4760,24,40897797
345,4830,27,44729303
350,4900,22,39230470
355,4970,18,32009432
360,5040,19,34253636
365,5110,14,26952530
370,5180,16,32419046
375,5250,17,35808724
380,5320,15,33351696
385,5390,14,30300861
390,5460,26,50731273
395,5530,17,35834181
400,5600,22,55451734
405,5670,20,42063011
410,5740,20,41737504
415,5810,19,38844061
420,5880,18,37918406
425,5950,20,50356791
430,6020,19,43307054
435,6090,14,34723175
440,6160,26,54731349
445,6230,29,60164995
450,6300,26,57120670
455,6370,33,68250842
460,6440,35,74372804
465,6510,25,55652591
470,6580,32,68427348
475,6650,31,72085224
480,6720,25,58344193
485,6790,21,51819572
490,6860,23,54817632
495,6930,16,44497661
500,7000,31,74471922
505,7070,22,54277709
510,7140,28,68001193
515,7210,30,73341772
520,7280,31,75196920
525,7350,38,98431537
530,7420,31,79704027
535,7490,42,100646834
540,7560,28,74361523
545,7630,29,79594269
550,7700,30,78778837
555,7770,31,83472943
560,7840,40,102142478
565,7910,24,66049229
570,7980,29,82284671
575,8050,30,80980567
