n,m,primal_lp
50,500,27464719
55,550,4290382
60,600,4512817
65,650,3967054
70,700,4679732
75,750,5157514
80,800,4924467
85,850,5426452
90,900,6229482
95,950,5946166
100,1000,5935255
105,1050,6969807
110,1100,7309164
115,1150,8192796
120,1200,7550182
125,1250,8241103
130,1300,8029066
135,1350,9337699
140,1400,8833901
145,1450,9747937
150,1500,10063704
155,1550,9124850
160,1600,7559064
165,1650,10643524
170,1700,10299603
175,1750,10344067
180,1800,9024391
185,1850,10689131
190,1900,8669640
195,1950,12127198
200,2000,13100232
205,2050,13675200
210,2100,12424483
215,2150,14114353
220,2200,14441082
225,2250,13683134
230,2300,15230915
235,2350,13525564
240,2400,14598422
245,2450,13797487
250,2500,14537057
255,2550,15378500
260,2600,15839427
265,2650,15966312
270,2700,15927394
275,2750,13811538
280,2800,13630412
285,2850,12758944
290,2900,18487735
295,2950,20587038
300,3000,18523086
305,3050,17926877
310,3100,18412688
315,3150,20370355
320,3200,21422308
325,3250,18565749
330,3300,20160770
335,3350,20529538
340,3400,20901657
345,3450,19859788
350,3500,15341193
355,3550,21794302
360,3600,20630096
365,3650,22096359
370,3700,22450717
375,3750,21716656
380,3800,22466506
385,3850,24394682
390,3900,22866038
395,3950,25532611
400,4000,26420220
405,4050,25497163
410,4100,24349484
415,4150,24887674
420,4200,24938141
425,4250,24460584
430,4300,26482362
435,4350,19610752
440,4400,20243753
445,4450,28363698
450,4500,26613362
455,4550,27368787
460,4600,28101422
465,4650,29405024
470,4700,25031931
475,4750,22875980
480,4800,23253551
485,4850,21984453
490,4900,29758386
495,4950,33514996
500,5000,24875401
505,5050,23125017
510,5100,32951329
515,5150,30031161
520,5200,32859561
525,5250,32486390
530,5300,33029428
535,5350,32881406
540,5400,33219036
545,5450,35601729
550,5500,31808457
555,5550,35791599
560,5600,34132412
565,5650,38568897
570,5700,34480918
575,5750,34902101
580,5800,37152489
585,5850,33568727
590,5900,36904706
595,5950,33010256
600,6000,34115026
605,6050,34291409
610,6100,39091214
615,6150,37908579
620,6200,42426133
625,6250,41030070
630,6300,40016963
635,6350,39497481
640,6400,40446503
645,6450,46319253
650,6500,41445250
655,6550,43342473
660,6600,44596058
665,6650,43959788
670,6700,44537076
675,6750,43160933
680,6800,41152299
685,6850,43548612
690,6900,40732343
695,6950,55340077
700,7000,41302561
705,7050,51657284
710,7100,46131876
715,7150,44390481
720,7200,46215153
725,7250,42816337
730,7300,49755741
735,7350,47899683
740,7400,50257700
745,7450,51095838
750,7500,49112579
755,7550,48662388
760,7600,53171624
765,7650,54284365
770,7700,51295841
775,7750,53679878
780,7800,51448682
785,7850,56713820
790,7900,57783270
795,7950,59956328
800,8000,47279055
805,8050,47620772
810,8100,47943136
815,8150,53450721
820,8200,55882291
825,8250,57468814
830,8300,56110834
835,8350,58506276
840,8400,51125121
845,8450,49106126
850,8500,69008180
855,8550,65971528
860,8600,64569292
865,8650,56071154
870,8700,55106458
875,8750,77679858
880,8800,64639042
885,8850,63157672
890,8900,78400997
895,8950,65369857
900,9000,62899540
905,9050,63934904
910,9100,67880703
915,9150,63247726
920,9200,67036366
925,9250,68121239
930,9300,72913725
935,9350,64514771
940,9400,78135603
945,9450,67926568
950,9500,76664156
955,9550,75593540
960,9600,78382607
965,9650,84116572
970,9700,73770841
975,9750,82539688
980,9800,94529075
985,9850,77905419
990,9900,82019831
995,9950,88334413
1000,10000,72172565
1005,10050,84056104
1010,10100,84752214
1015,10150,106142121
1020,10200,94244568
1025,10250,107246007
1030,10300,80388905
1035,10350,88468338
1040,10400,89793349
1045,10450,97379901
1050,10500,82944338
1055,10550,97819444
1060,10600,127203975
1065,10650,106234027
1070,10700,99868743
1075,10750,93904178
1080,10800,92054571
1085,10850,88656291
1090,10900,93261318
1095,10950,94709827
