n,m,cmin,cmax,dinic
50,400,1,1,58224
55,440,1,1,55247
60,480,1,1,59252
65,520,1,1,67216
70,560,1,1,64676
75,600,1,1,77615
80,640,1,1,77141
85,680,1,1,76499
90,720,1,1,78593
95,760,1,1,82240
100,800,1,1,92472
105,840,1,1,114007
110,880,1,1,117663
115,920,1,1,103392
120,960,1,1,123415
125,1000,1,1,112633
130,1040,1,1,148333
135,1080,1,1,165792
140,1120,1,1,237610
145,1160,1,1,135864
150,1200,1,1,156156
155,1240,1,1,162695
160,1280,1,1,150032
165,1320,1,1,170983
170,1360,1,1,178595
175,1400,1,1,154528
180,1440,1,1,156270
185,1480,1,1,186010
190,1520,1,1,231142
195,1560,1,1,246210
200,1600,1,1,235695
205,1640,1,1,228691
210,1680,1,1,287002
215,1720,1,1,256262
220,1760,1,1,236793
225,1800,1,1,256225
230,1840,1,1,275305
235,1880,1,1,300878
240,1920,1,1,295346
245,1960,1,1,289629
250,2000,1,1,306969
255,2040,1,1,302004
260,2080,1,1,319354
265,2120,1,1,325655
270,2160,1,1,388169
275,2200,1,1,290878
280,2240,1,1,353873
285,2280,1,1,374939
290,2320,1,1,334627
295,2360,1,1,364987
300,2400,1,1,373079
305,2440,1,1,334901
310,2480,1,1,389248
315,2520,1,1,330465
320,2560,1,1,359248
325,2600,1,1,431482
330,2640,1,1,426037
335,2680,1,1,372656
340,2720,1,1,433718
345,2760,1,1,364252
350,2800,1,1,410215
355,2840,1,1,423263
360,2880,1,1,423974
365,2920,1,1,351867
370,2960,1,1,344803
375,3000,1,1,431678
380,3040,1,1,388034
385,3080,1,1,359887
390,3120,1,1,436619
395,3160,1,1,366347
400,3200,1,1,452460
405,3240,1,1,410077
410,3280,1,1,413253
415,3320,1,1,454084
420,3360,1,1,405015
425,3400,1,1,403434
430,3440,1,1,402038
435,3480,1,1,361932
440,3520,1,1,379544
445,3560,1,1,507018
450,3600,1,1,409736
455,3640,1,1,519900
460,3680,1,1,577880
465,3720,1,1,443271
470,3760,1,1,597288
475,3800,1,1,544397
480,3840,1,1,437250
485,3880,1,1,539001
490,3920,1,1,465667
495,3960,1,1,545154
500,4000,1,1,614282
505,4040,1,1,437183
510,4080,1,1,557530
515,4120,1,1,629806
520,4160,1,1,619846
525,4200,1,1,661627
530,4240,1,1,621389
535,4280,1,1,519260
540,4320,1,1,631225
545,4360,1,1,473421
550,4400,1,1,633993
555,4440,1,1,671615
560,4480,1,1,655936
565,4520,1,1,658749
570,4560,1,1,702568
575,4600,1,1,616202
580,4640,1,1,634189
585,4680,1,1,681089
590,4720,1,1,867863
595,4760,1,1,733731
600,4800,1,1,576237
605,4840,1,1,645546
610,4880,1,1,702186
615,4920,1,1,720890
620,4960,1,1,745011
625,5000,1,1,813042
630,5040,1,1,735649
635,5080,1,1,746726
640,5120,1,1,712227
645,5160,1,1,914343
650,5200,1,1,752513
655,5240,1,1,750902
660,5280,1,1,758641
665,5320,1,1,776728
670,5360,1,1,756919
675,5400,1,1,709411
680,5440,1,1,665941
685,5480,1,1,791010
690,5520,1,1,805068
695,5560,1,1,789463
700,5600,1,1,813048
705,5640,1,1,839537
710,5680,1,1,974050
715,5720,1,1,856463
720,5760,1,1,848207
725,5800,1,1,868660
730,5840,1,1,873923
735,5880,1,1,874426
740,5920,1,1,860145
745,5960,1,1,925036
750,6000,1,1,882209
755,6040,1,1,895383
760,6080,1,1,916104
765,6120,1,1,930463
770,6160,1,1,880357
775,6200,1,1,868020
780,6240,1,1,928658
785,6280,1,1,827946
790,6320,1,1,935837
795,6360,1,1,1112791
800,6400,1,1,947584
805,6440,1,1,937727
810,6480,1,1,980230
815,6520,1,1,957665
820,6560,1,1,961798
825,6600,1,1,942351
830,6640,1,1,1028007
835,6680,1,1,997477
840,6720,1,1,1017936
845,6760,1,1,1096860
850,6800,1,1,806185
855,6840,1,1,981655
860,6880,1,1,867436
865,6920,1,1,1032475
870,6960,1,1,1020628
875,7000,1,1,831032
880,7040,1,1,958120
885,7080,1,1,821313
890,7120,1,1,847569
895,7160,1,1,989973
900,7200,1,1,1120165
905,7240,1,1,1041483
910,7280,1,1,1092066
915,7320,1,1,1053833
920,7360,1,1,978488
925,7400,1,1,1049726
930,7440,1,1,1310345
935,7480,1,1,1041480
940,7520,1,1,1072419
945,7560,1,1,1019919
950,7600,1,1,1106153
955,7640,1,1,1096233
960,7680,1,1,1128580
965,7720,1,1,1033353
970,7760,1,1,1250266
975,7800,1,1,1102770
980,7840,1,1,1208752
