n,m,dinic
500,500,77783
500,600,90217
500,700,95758
500,800,190350
500,900,140805
500,1000,223041
500,1100,172839
500,1200,160506
500,1300,167672
500,1400,195882
500,1500,221175
500,1600,203295
500,1700,256017
500,1800,298983
500,1900,312375
500,2000,344278
500,2100,378803
500,2200,379532
500,2300,396799
500,2400,372902
500,2500,374411
500,2600,386198
500,2700,389644
500,2800,391781
500,2900,432273
500,3000,473639
500,3100,479308
500,3200,510466
500,3300,533834
500,3400,461771
500,3500,459626
500,3600,476865
500,3700,486198
500,3800,508438
500,3900,494207
500,4000,520972
500,4100,637234
500,4200,445184
500,4300,449457
500,4400,418885
500,4500,425553
500,4600,427361
500,4700,434254
500,4800,518188
500,4900,483812
500,5000,500897
500,5100,449202
500,5200,493703
500,5300,502851
500,5400,510533
500,5500,523924
500,5600,522227
500,5700,575833
500,5800,536612
500,5900,540156
500,6000,530329
500,6100,538203
500,6200,931579
500,6300,765128
500,6400,818299
500,6500,732662
500,6600,740615
500,6700,728588
500,6800,651548
500,6900,781942
500,7000,671937
500,7100,633251
500,7200,706534
500,7300,1265905
500,7400,813045
500,7500,845196
500,7600,788999
500,7700,691986
500,7800,684166
500,7900,767985
500,8000,759570
500,8100,862562
500,8200,1266928
500,8300,814035
500,8400,1396927
500,8500,825542
500,8600,820223
500,8700,826084
500,8800,762219
500,8900,928100
500,9000,909436
500,9100,872548
500,9200,877809
500,9300,1085565
500,9400,837235
500,9500,896380
500,9600,898281
500,9700,884552
500,9800,903190
500,9900,846239
500,10000,868267
500,10100,1495384
500,10200,990591
500,10300,1404377
500,10400,960508
500,10500,979521
500,10600,1721030
500,10700,979532
500,10800,948592
500,10900,997814
500,11000,928709
500,11100,922201
500,11200,949627
500,11300,1389991
500,11400,1305377
500,11500,1024974
500,11600,1008914
500,11700,1023570
500,11800,1062785
500,11900,1029976
500,12000,966944
500,12100,1036874
500,12200,1155878
500,12300,1047051
500,12400,1210317
500,12500,1250827
500,12600,1199169
500,12700,1260198
500,12800,2015238
500,12900,1289911
500,13000,1169135
500,13100,1285546
500,13200,1064651
500,13300,1169846
500,13400,1235232
500,13500,1213369
500,13600,1276905
500,13700,1296445
500,13800,1284322
500,13900,1154156
500,14000,1186007
500,14100,1196842
500,14200,1207437
500,14300,1250484
500,14400,1318311
500,14500,1275042
500,14600,1381344
500,14700,1218080
500,14800,1762707
500,14900,1232908
500,15000,1210175
500,15100,1175174
500,15200,1212314
500,15300,1289206
500,15400,1474677
500,15500,1326331
500,15600,1338773
500,15700,1397167
500,15800,2354970
500,15900,1442864
500,16000,1325181
500,16100,1431744
500,16200,1468594
500,16300,1396645
500,16400,1456533
500,16500,1559877
500,16600,1572576
500,16700,2301351
500,16800,1552428
500,16900,1638302
500,17000,1751036
500,17100,2293919
500,17200,1682344
500,17300,1674800
500,17400,1705456
500,17500,2663964
500,17600,1804158
500,17700,1774617
500,17800,1759727
500,17900,1823700
500,18000,2506608
500,18100,1746020
500,18200,1700028
500,18300,1736518
500,18400,1773223
500,18500,1609297
500,18600,1706794
500,18700,1917926
500,18800,1613759
500,18900,1671352
500,19000,1665930
500,19100,1798173
500,19200,1743701
500,19300,1765379
500,19400,2133655
500,19500,1815783
500,19600,1765663
500,19700,1780148
500,19800,1791156
500,19900,1723325
500,20000,1813712
500,20100,1956009
500,20200,1813295
500,20300,1709843
500,20400,2555290
500,20500,1863220
500,20600,1812074
500,20700,1881503
500,20800,1919090
500,20900,1719475
500,21000,1891396
500,21100,1839084
500,21200,3189644
500,21300,1818105
500,21400,1862228
500,21500,1648854
500,21600,1750709
500,21700,1639069
500,21800,1430478
500,21900,1465177
500,22000,1492962
500,22100,1600401
500,22200,1532401
500,22300,1442893
500,22400,1392872
500,22500,2545812
500,22600,1920805
500,22700,1991912
500,22800,2606295
500,22900,1940822
500,23000,1862861
500,23100,1976811
500,23200,1996281
500,23300,2003786
500,23400,2228753
500,23500,1849557
500,23600,2204342
500,23700,2462430
500,23800,1921625
500,23900,2749030
500,24000,2067665
500,24100,1989347
500,24200,1916138
500,24300,2002107
500,24400,2013417
500,24500,2177391
500,24600,2405249
500,24700,2645339
500,24800,2194206
500,24900,3770523
500,25000,2073622
500,25100,2082455
500,25200,2069325
500,25300,1929451
500,25400,2443741
500,25500,2096174
500,25600,2515082
500,25700,1723464
500,25800,2288381
500,25900,1757181
500,26000,1709107
500,26100,1643037
500,26200,1733527
500,26300,1606452
500,26400,1674783
500,26500,1767666
500,26600,2710901
500,26700,1779277
500,26800,1979959
500,26900,1713922
500,27000,1715598
500,27100,1711965
500,27200,1734115
500,27300,1961298
500,27400,1967538
500,27500,2092274
500,27600,2575456
500,27700,1743952
500,27800,2009936
500,27900,1779567
500,28000,1804737
500,28100,1836472
500,28200,1634435
500,28300,1775600
500,28400,2520333
500,28500,2349664
500,28600,1858142
500,28700,2506368
500,28800,2157171
500,28900,1896864
500,29000,1799043
500,29100,1712258
500,29200,1814343
500,29300,1870696
500,29400,1896627
500,29500,2552393
500,29600,2768953
500,29700,1885087
500,29800,2132168
500,29900,1844263
500,30000,1733378
500,30100,1802234
500,30200,1787425
500,30300,1917796
500,30400,1950295
500,30500,1891475
500,30600,3825297
500,30700,2184629
500,30800,1940458
500,30900,1965513
500,31000,1974857
500,31100,1928038
500,31200,1856221
500,31300,2001373
500,31400,2559682
500,31500,2252497
500,31600,2058494
500,31700,2414817
500,31800,2102400
500,31900,2022012
500,32000,2093256
500,32100,2226163
500,32200,2507687
500,32300,2174947
500,32400,5531289
500,32500,2329329
500,32600,2110803
500,32700,2817118
500,32800,2309487
500,32900,2320960
500,33000,2317360
500,33100,2151725
500,33200,2588531
500,33300,2336762
500,33400,2386832
500,33500,2888428
500,33600,2465625
500,33700,2358104
500,33800,2356455
500,33900,2480872
500,34000,2434061
500,34100,2608943
500,34200,2235767
500,34300,2426727
500,34400,2544182
500,34500,2510797
500,34600,2335652
500,34700,2307710
500,34800,2499908
500,34900,2587763
500,35000,2525134
500,35100,2484503
500,35200,2382253
500,35300,2797230
500,35400,2738056
500,35500,3974664
500,35600,2609531
500,35700,2405216
500,35800,2394414
500,35900,2619292
500,36000,2536469
500,36100,2477641
500,36200,2454984
500,36300,3598407
500,36400,2956586
500,36500,3244249
500,36600,2662140
500,36700,2410815
500,36800,2644291
500,36900,3148109
500,37000,2799507
500,37100,2577913
500,37200,2816833
500,37300,3161449
500,37400,4237949
500,37500,4875098
500,37600,3150043
500,37700,3505666
500,37800,3287236
500,37900,2961372
500,38000,3040754
500,38100,4047845
500,38200,3406928
500,38300,3826849
500,38400,3568860
500,38500,3809993
500,38600,2663886
500,38700,2724220
500,38800,2794940
500,38900,3066277
500,39000,4903718
500,39100,4467293
500,39200,5187260
500,39300,2987599
500,39400,2762173
500,39500,2812780
500,39600,3015527
500,39700,2769499
500,39800,3044592
500,39900,3761504
500,40000,3323934
500,40100,5007029
500,40200,3593466
500,40300,3408344
500,40400,3601839
500,40500,3371427
500,40600,3484162
500,40700,3442753
500,40800,3374542
500,40900,5718904
500,41000,3523488
