n,m,dinic
50,450,79878
55,495,73204
60,540,75843
65,585,72748
70,630,84445
75,675,85605
80,720,89842
85,765,105055
90,810,123412
95,855,119554
100,900,124771
105,945,128281
110,990,140679
115,1035,135543
120,1080,154298
125,1125,151826
130,1170,181885
135,1215,176628
140,1260,204833
145,1305,239238
150,1350,235221
155,1395,200378
160,1440,194181
165,1485,221382
170,1530,275793
175,1575,403304
180,1620,385131
185,1665,397620
190,1710,401125
195,1755,400149
200,1800,378787
205,1845,296701
210,1890,286651
215,1935,342055
220,1980,343969
225,2025,346060
230,2070,415342
235,2115,342634
240,2160,342998
245,2205,347403
250,2250,399425
255,2295,336853
260,2340,352668
265,2385,371580
270,2430,395246
275,2475,414286
280,2520,399758
285,2565,415610
290,2610,412252
295,2655,413018
300,2700,433180
305,2745,392556
310,2790,472313
315,2835,459882
320,2880,416672
325,2925,478704
330,2970,500028
335,3015,431053
340,3060,479502
345,3105,455905
350,3150,493728
355,3195,379114
360,3240,662846
365,3285,495633
370,3330,515657
375,3375,471017
380,3420,402477
385,3465,788184
390,3510,577370
395,3555,812120
400,3600,467019
405,3645,601127
410,3690,465302
415,3735,575462
420,3780,614457
425,3825,578864
430,3870,551958
435,3915,877620
440,3960,583149
445,4005,607380
450,4050,636597
455,4095,675522
460,4140,639680
465,4185,703718
470,4230,708971
475,4275,634494
480,4320,532770
485,4365,647355
490,4410,527314
495,4455,643046
500,4500,647208
505,4545,782885
510,4590,687606
515,4635,797060
520,4680,680108
525,4725,738144
530,4770,750347
535,4815,631259
540,4860,746899
545,4905,726226
550,4950,866694
555,4995,808761
560,5040,793024
565,5085,744578
570,5130,824753
575,5175,748360
580,5220,1170697
585,5265,761311
590,5310,826680
595,5355,777125
600,5400,669790
605,5445,941845
610,5490,819192
615,5535,820903
620,5580,1080557
625,5625,913685
630,5670,1005687
635,5715,863041
640,5760,833566
645,5805,1297147
650,5850,861528
655,5895,888303
660,5940,961259
665,5985,886929
670,6030,930917
675,6075,1461467
680,6120,734909
685,6165,957609
690,6210,892226
695,6255,905897
700,6300,1514288
705,6345,929057
710,6390,942318
715,6435,1091521
720,6480,1158261
725,6525,1033506
730,6570,1003840
735,6615,962584
740,6660,1374625
745,6705,1654760
750,6750,1094417
755,6795,1143643
760,6840,1416938
765,6885,1100042
770,6930,1068342
775,6975,1053469
780,7020,1461319
785,7065,1052257
790,7110,1031647
795,7155,1030627
800,7200,1064743
805,7245,1606099
810,7290,1176456
815,7335,1198282
820,7380,1577344
825,7425,1176930
830,7470,1197560
835,7515,1089805
840,7560,1170290
845,7605,1206582
850,7650,1942954
855,7695,1218312
860,7740,1718817
865,7785,1283576
870,7830,1359541
875,7875,1820423
880,7920,1327059
885,7965,1317236
890,8010,1415360
895,8055,1260089
900,8100,1425056
905,8145,1191807
910,8190,1261263
915,8235,1538226
920,8280,1285685
925,8325,1261157
930,8370,1569609
935,8415,1366338
940,8460,1376007
945,8505,1283784
950,8550,2255281
955,8595,1579514
960,8640,1998744
965,8685,1564073
970,8730,1428203
975,8775,1622648
980,8820,2056552
985,8865,1538161
990,8910,2008358
995,8955,1298095
1000,9000,1546036
1005,9045,1309744
1010,9090,1982064
1015,9135,1565460
1020,9180,2026939
1025,9225,1394640
1030,9270,1708807
1035,9315,1521384
1040,9360,1400357
1045,9405,1519923
1050,9450,1598768
1055,9495,1677739
1060,9540,1433220
1065,9585,1787399
1070,9630,1513387
1075,9675,1769348
1080,9720,1827114
1085,9765,2184141
1090,9810,1697081
1095,9855,1890851
1100,9900,1717187
1105,9945,1468619
1110,9990,1839362
1115,10035,1868487
1120,10080,2164003
1125,10125,2426697
1130,10170,1809050
1135,10215,2557742
1140,10260,1735904
1145,10305,1574062
1150,10350,1613089
1155,10395,1792486
1160,10440,1942605
1165,10485,1824007
1170,10530,2398059
1175,10575,2884086
1180,10620,1739804
1185,10665,2722241
1190,10710,1479876
1195,10755,1858558
1200,10800,1670756
1205,10845,1607472
1210,10890,1906110
1215,10935,2029630
1220,10980,1678590
1225,11025,2190933
1230,11070,2000907
