n,m,cmin,cmax,dinic
50,350,1,100,54300
55,385,1,100,58351
60,420,1,100,60896
65,455,1,100,61426
70,490,1,100,63620
75,525,1,100,86144
80,560,1,100,90097
85,595,1,100,77969
90,630,1,100,78927
95,665,1,100,91962
100,700,1,100,98515
105,735,1,100,98969
110,770,1,100,95193
115,805,1,100,144357
120,840,1,100,153459
125,875,1,100,187584
130,910,1,100,186673
135,945,1,100,192253
140,980,1,100,155220
145,1015,1,100,202368
150,1050,1,100,218531
155,1085,1,100,202022
160,1120,1,100,210965
165,1155,1,100,212084
170,1190,1,100,218040
175,1225,1,100,227357
180,1260,1,100,234531
185,1295,1,100,221626
190,1330,1,100,272062
195,1365,1,100,225654
200,1400,1,100,227599
205,1435,1,100,228953
210,1470,1,100,238647
215,1505,1,100,240620
220,1540,1,100,321998
225,1575,1,100,282800
230,1610,1,100,331842
235,1645,1,100,295046
240,1680,1,100,301912
245,1715,1,100,281194
250,1750,1,100,400387
255,1785,1,100,329745
260,1820,1,100,362090
265,1855,1,100,336042
270,1890,1,100,343970
275,1925,1,100,310192
280,1960,1,100,361877
285,1995,1,100,367719
290,2030,1,100,315331
295,2065,1,100,385509
300,2100,1,100,376831
305,2135,1,100,356871
310,2170,1,100,413108
315,2205,1,100,385961
320,2240,1,100,474265
325,2275,1,100,457077
330,2310,1,100,393933
335,2345,1,100,395553
340,2380,1,100,453663
345,2415,1,100,424720
350,2450,1,100,406825
355,2485,1,100,422799
360,2520,1,100,454100
365,2555,1,100,497181
370,2590,1,100,451216
375,2625,1,100,439730
380,2660,1,100,453936
385,2695,1,100,500293
390,2730,1,100,459481
395,2765,1,100,473271
400,2800,1,100,482827
405,2835,1,100,446959
410,2870,1,100,488073
415,2905,1,100,498599
420,2940,1,100,571294
425,2975,1,100,512344
430,3010,1,100,659865
435,3045,1,100,528916
440,3080,1,100,596621
445,3115,1,100,551994
450,3150,1,100,552237
455,3185,1,100,463588
460,3220,1,100,575327
465,3255,1,100,588420
470,3290,1,100,566356
475,3325,1,100,480200
480,3360,1,100,592563
485,3395,1,100,605090
490,3430,1,100,625746
495,3465,1,100,628779
500,3500,1,100,609586
505,3535,1,100,507564
510,3570,1,100,505616
515,3605,1,100,522643
520,3640,1,100,558768
525,3675,1,100,555588
530,3710,1,100,653062
535,3745,1,100,562549
540,3780,1,100,579288
545,3815,1,100,668399
550,3850,1,100,685950
555,3885,1,100,657324
560,3920,1,100,694923
565,3955,1,100,676266
570,3990,1,100,749106
575,4025,1,100,693087
580,4060,1,100,591322
585,4095,1,100,591585
590,4130,1,100,752807
595,4165,1,100,623558
600,4200,1,100,619581
605,4235,1,100,768387
610,4270,1,100,838717
615,4305,1,100,670894
620,4340,1,100,760083
625,4375,1,100,765248
630,4410,1,100,761119
635,4445,1,100,805990
640,4480,1,100,815062
645,4515,1,100,840744
650,4550,1,100,693501
655,4585,1,100,1091282
660,4620,1,100,826230
665,4655,1,100,855228
670,4690,1,100,636057
675,4725,1,100,843141
680,4760,1,100,598662
685,4795,1,100,845328
690,4830,1,100,847810
695,4865,1,100,842094
700,4900,1,100,818420
705,4935,1,100,836788
710,4970,1,100,953276
715,5005,1,100,709252
720,5040,1,100,1121503
725,5075,1,100,941371
730,5110,1,100,879128
735,5145,1,100,876535
740,5180,1,100,1036778
745,5215,1,100,940166
750,5250,1,100,880180
755,5285,1,100,754318
760,5320,1,100,899219
765,5355,1,100,951196
770,5390,1,100,967300
775,5425,1,100,992262
780,5460,1,100,803589
785,5495,1,100,815524
790,5530,1,100,790935
795,5565,1,100,1014384
800,5600,1,100,824306
805,5635,1,100,1003891
810,5670,1,100,1024825
815,5705,1,100,981663
820,5740,1,100,931979
825,5775,1,100,928539
830,5810,1,100,982891
835,5845,1,100,882069
840,5880,1,100,932757
845,5915,1,100,910359
850,5950,1,100,1023733
855,5985,1,100,994837
860,6020,1,100,1061450
865,6055,1,100,1036403
870,6090,1,100,1040607
875,6125,1,100,1113560
880,6160,1,100,1106301
885,6195,1,100,1091836
890,6230,1,100,1307372
895,6265,1,100,988882
900,6300,1,100,1166517
905,6335,1,100,940792
910,6370,1,100,931424
915,6405,1,100,1031008
920,6440,1,100,1096573
