n,m,cmin,cmax,primal_lp
50,350,1,1,23681587
55,385,1,1,4361904
60,420,1,1,5012031
65,455,1,1,3771909
70,490,1,1,4443613
75,525,1,1,3821233
80,560,1,1,3780386
85,595,1,1,4484750
90,630,1,1,4236706
95,665,1,1,4269266
100,700,1,1,4788460
105,735,1,1,6346425
110,770,1,1,5484026
115,805,1,1,6216663
120,840,1,1,6381992
125,875,1,1,5408188
130,910,1,1,7045441
135,945,1,1,5697208
140,980,1,1,6729740
145,1015,1,1,6229663
150,1050,1,1,7445464
155,1085,1,1,7022212
160,1120,1,1,7853176
165,1155,1,1,6976200
170,1190,1,1,7632772
175,1225,1,1,7641068
180,1260,1,1,8253923
185,1295,1,1,8596733
190,1330,1,1,7833498
195,1365,1,1,9310552
200,1400,1,1,8422255
205,1435,1,1,8082568
210,1470,1,1,9885349
215,1505,1,1,9563869
220,1540,1,1,10305079
225,1575,1,1,10250751
230,1610,1,1,10136032
235,1645,1,1,10586654
240,1680,1,1,8879928
245,1715,1,1,10625447
250,1750,1,1,12090869
255,1785,1,1,13054743
260,1820,1,1,10299684
265,1855,1,1,13012947
270,1890,1,1,11262546
275,1925,1,1,13017572
280,1960,1,1,12608523
285,1995,1,1,13059646
290,2030,1,1,12351126
295,2065,1,1,12915568
300,2100,1,1,12214778
305,2135,1,1,10126070
310,2170,1,1,13126249
315,2205,1,1,10460315
320,2240,1,1,12386979
325,2275,1,1,13411879
330,2310,1,1,12100339
335,2345,1,1,13605032
340,2380,1,1,13661561
345,2415,1,1,11997970
350,2450,1,1,15256825
355,2485,1,1,13971596
360,2520,1,1,12335609
365,2555,1,1,13284047
370,2590,1,1,14024316
375,2625,1,1,12411897
380,2660,1,1,14105303
385,2695,1,1,15118981
390,2730,1,1,14409639
395,2765,1,1,15343363
400,2800,1,1,13535132
405,2835,1,1,14249811
410,2870,1,1,13434508
415,2905,1,1,13645809
420,2940,1,1,15802108
425,2975,1,1,14784849
430,3010,1,1,16733423
435,3045,1,1,17359295
440,3080,1,1,17826379
445,3115,1,1,18818214
450,3150,1,1,19193182
455,3185,1,1,17205742
460,3220,1,1,19863028
465,3255,1,1,17350353
470,3290,1,1,20382095
475,3325,1,1,17797364
480,3360,1,1,21018754
485,3395,1,1,22005896
490,3430,1,1,20348219
495,3465,1,1,21359290
500,3500,1,1,20529287
505,3535,1,1,25025453
510,3570,1,1,22568608
515,3605,1,1,20561381
520,3640,1,1,23505276
525,3675,1,1,22606594
530,3710,1,1,20940781
535,3745,1,1,22224535
540,3780,1,1,21512006
545,3815,1,1,23646543
550,3850,1,1,22839703
555,3885,1,1,21409993
560,3920,1,1,24391081
565,3955,1,1,26084083
570,3990,1,1,20302887
575,4025,1,1,20486444
580,4060,1,1,21563536
585,4095,1,1,21540869
590,4130,1,1,24461009
595,4165,1,1,23493278
600,4200,1,1,27213703
605,4235,1,1,26013180
610,4270,1,1,22419514
615,4305,1,1,23815468
620,4340,1,1,24127212
625,4375,1,1,29114891
630,4410,1,1,25003478
635,4445,1,1,26552767
640,4480,1,1,31188463
645,4515,1,1,29206445
650,4550,1,1,34353338
655,4585,1,1,31470460
660,4620,1,1,30350606
665,4655,1,1,31052823
670,4690,1,1,25539548
675,4725,1,1,28192158
680,4760,1,1,33112016
685,4795,1,1,33388408
690,4830,1,1,31384406
695,4865,1,1,33863721
700,4900,1,1,32697340
705,4935,1,1,34196368
710,4970,1,1,32489679
715,5005,1,1,33112616
720,5040,1,1,29389786
725,5075,1,1,34921158
730,5110,1,1,34190570
735,5145,1,1,32603730
740,5180,1,1,35825403
745,5215,1,1,39425760
750,5250,1,1,40118713
755,5285,1,1,38026824
760,5320,1,1,35058866
765,5355,1,1,36570128
770,5390,1,1,37353913
775,5425,1,1,42919160
780,5460,1,1,36568003
785,5495,1,1,41478535
790,5530,1,1,34848927
795,5565,1,1,41008581
800,5600,1,1,36473778
805,5635,1,1,40352659
810,5670,1,1,39607080
815,5705,1,1,38881986
820,5740,1,1,41930908
825,5775,1,1,44443152
830,5810,1,1,43518122
835,5845,1,1,40400709
840,5880,1,1,44960267
845,5915,1,1,41113989
850,5950,1,1,42268911
855,5985,1,1,39581302
860,6020,1,1,47636540
865,6055,1,1,47131278
870,6090,1,1,47184298
875,6125,1,1,48317931
880,6160,1,1,52332928
885,6195,1,1,51962398
890,6230,1,1,53860618
895,6265,1,1,48211627
900,6300,1,1,47082131
905,6335,1,1,46461562
910,6370,1,1,56218453
915,6405,1,1,50023122
920,6440,1,1,53656133
925,6475,1,1,49507466
930,6510,1,1,56773469
935,6545,1,1,53466058
940,6580,1,1,58226677
945,6615,1,1,53936808
950,6650,1,1,53648531
955,6685,1,1,54569314
960,6720,1,1,59356554
965,6755,1,1,59924426
970,6790,1,1,51837772
975,6825,1,1,54088183
980,6860,1,1,52928914
985,6895,1,1,62644960
990,6930,1,1,59148540
995,6965,1,1,54486267
1000,7000,1,1,55863909
1005,7035,1,1,59553145
1010,7070,1,1,57449062
1015,7105,1,1,63431275
1020,7140,1,1,63456533
1025,7175,1,1,66187480
1030,7210,1,1,61254529
1035,7245,1,1,53065280
1040,7280,1,1,65029856
1045,7315,1,1,60847688
1050,7350,1,1,71988485
1055,7385,1,1,61024844
1060,7420,1,1,64899077
1065,7455,1,1,63674290
1070,7490,1,1,64484348
1075,7525,1,1,64519388
1080,7560,1,1,69100730
1085,7595,1,1,62085069
1090,7630,1,1,68360340
1095,7665,1,1,66390212
1100,7700,1,1,69057467
1105,7735,1,1,78914699
1110,7770,1,1,76670641
1115,7805,1,1,71277714
1120,7840,1,1,75773751
1125,7875,1,1,75416239
1130,7910,1,1,65997025
1135,7945,1,1,75210268
1140,7980,1,1,75838673
1145,8015,1,1,74922797
1150,8050,1,1,74322521
1155,8085,1,1,90190721
1160,8120,1,1,80077341
1165,8155,1,1,86230568
1170,8190,1,1,97333315
1175,8225,1,1,73938888
1180,8260,1,1,86538444
1185,8295,1,1,108845539
1190,8330,1,1,96776745
1195,8365,1,1,94209941
1200,8400,1,1,73662139
1205,8435,1,1,92970940
1210,8470,1,1,113496732
1215,8505,1,1,95553864
1220,8540,1,1,91804664
1225,8575,1,1,112600286
1230,8610,1,1,90010432
1235,8645,1,1,100506630
1240,8680,1,1,81187733
1245,8715,1,1,96943174
1250,8750,1,1,98181462
1255,8785,1,1,80482380
1260,8820,1,1,97206095
1265,8855,1,1,114201389
1270,8890,1,1,105818799
1275,8925,1,1,111405167
1280,8960,1,1,104900937
1285,8995,1,1,94129182
1290,9030,1,1,113299087
1295,9065,1,1,100225543
1300,9100,1,1,90904216
1305,9135,1,1,103970359
1310,9170,1,1,134670624
1315,9205,1,1,101990602
1320,9240,1,1,102333748
1325,9275,1,1,119023631
1330,9310,1,1,112993832
1335,9345,1,1,119341351
1340,9380,1,1,100220166
1345,9415,1,1,130813036
1350,9450,1,1,128011755
1355,9485,1,1,94918423
1360,9520,1,1,119518413
1365,9555,1,1,87267282
1370,9590,1,1,126454267
1375,9625,1,1,115330782
1380,9660,1,1,97218201
1385,9695,1,1,107158972
1390,9730,1,1,124093636
1395,9765,1,1,133581223
1400,9800,1,1,109677444
1405,9835,1,1,115333282
1410,9870,1,1,112368328
1415,9905,1,1,107353242
1420,9940,1,1,109960878
1425,9975,1,1,109517666
1430,10010,1,1,118916764
1435,10045,1,1,94547263
1440,10080,1,1,122935603
1445,10115,1,1,99381282
1450,10150,1,1,123182406
1455,10185,1,1,138364190
1460,10220,1,1,137944271
1465,10255,1,1,135908638
1470,10290,1,1,111013672
1475,10325,1,1,156220738
1480,10360,1,1,137504542
1485,10395,1,1,133751663
1490,10430,1,1,143668508
1495,10465,1,1,119649048
1500,10500,1,1,125029392
1505,10535,1,1,126196638
1510,10570,1,1,90311607
1515,10605,1,1,124861055
1520,10640,1,1,121927412
1525,10675,1,1,123160913
