n,m,cmin,cmax,primal_lp
50,600,1,1,27761084
55,660,1,1,6781011
60,720,1,1,5067139
65,780,1,1,4414320
70,840,1,1,4940642
75,900,1,1,6056585
80,960,1,1,5513510
85,1020,1,1,5354152
90,1080,1,1,6966223
95,1140,1,1,6608521
100,1200,1,1,7522711
105,1260,1,1,6911480
110,1320,1,1,8530837
115,1380,1,1,8099419
120,1440,1,1,8038522
125,1500,1,1,7940099
130,1560,1,1,9201961
135,1620,1,1,8591626
140,1680,1,1,9428532
145,1740,1,1,7322377
150,1800,1,1,7646676
155,1860,1,1,10032019
160,1920,1,1,9395190
165,1980,1,1,11251749
170,2040,1,1,11426658
175,2100,1,1,10467330
180,2160,1,1,12287383
185,2220,1,1,18171915
190,2280,1,1,17794576
195,2340,1,1,21495330
200,2400,1,1,21340580
205,2460,1,1,18655363
210,2520,1,1,11608757
215,2580,1,1,12957252
220,2640,1,1,21364362
225,2700,1,1,14030373
230,2760,1,1,13430093
235,2820,1,1,14843842
240,2880,1,1,14585258
245,2940,1,1,14131918
250,3000,1,1,11068168
255,3060,1,1,14382506
260,3120,1,1,13989046
265,3180,1,1,14846782
270,3240,1,1,14875396
275,3300,1,1,16115749
280,3360,1,1,16102008
285,3420,1,1,16070991
290,3480,1,1,16456688
295,3540,1,1,18288781
300,3600,1,1,17755581
305,3660,1,1,19245244
310,3720,1,1,17786009
315,3780,1,1,18769207
320,3840,1,1,18616796
325,3900,1,1,20436863
330,3960,1,1,20125622
335,4020,1,1,19919352
340,4080,1,1,20116303
345,4140,1,1,22563737
350,4200,1,1,19919412
355,4260,1,1,21045922
360,4320,1,1,26303816
365,4380,1,1,20864352
370,4440,1,1,30022082
375,4500,1,1,21397954
380,4560,1,1,20679989
385,4620,1,1,25690101
390,4680,1,1,24708840
395,4740,1,1,23222480
400,4800,1,1,23758591
405,4860,1,1,22656684
410,4920,1,1,24463437
415,4980,1,1,24338309
420,5040,1,1,23215992
425,5100,1,1,25869350
430,5160,1,1,25280488
435,5220,1,1,26589640
440,5280,1,1,23943828
445,5340,1,1,24621456
450,5400,1,1,25259416
455,5460,1,1,27417248
460,5520,1,1,29010907
465,5580,1,1,29772575
470,5640,1,1,26694489
475,5700,1,1,28824195
480,5760,1,1,26820292
485,5820,1,1,29191117
490,5880,1,1,28788101
495,5940,1,1,29633997
500,6000,1,1,31214837
505,6060,1,1,27159008
510,6120,1,1,32906963
515,6180,1,1,32179333
520,6240,1,1,28020644
525,6300,1,1,33762213
530,6360,1,1,34742763
535,6420,1,1,28939165
540,6480,1,1,32605033
545,6540,1,1,31798913
550,6600,1,1,37474040
555,6660,1,1,30988271
560,6720,1,1,31735835
565,6780,1,1,35542662
570,6840,1,1,35601493
575,6900,1,1,34505779
580,6960,1,1,32005739
585,7020,1,1,33772328
590,7080,1,1,34075967
595,7140,1,1,35493883
600,7200,1,1,35628523
605,7260,1,1,42948991
610,7320,1,1,36415708
615,7380,1,1,35114495
620,7440,1,1,36158118
625,7500,1,1,39014304
630,7560,1,1,41163797
635,7620,1,1,39411769
640,7680,1,1,40054280
645,7740,1,1,40129182
650,7800,1,1,36451997
655,7860,1,1,40078139
660,7920,1,1,36402101
665,7980,1,1,37838573
670,8040,1,1,43366207
675,8100,1,1,42059887
680,8160,1,1,43972562
685,8220,1,1,43606520
690,8280,1,1,38413227
695,8340,1,1,48019153
700,8400,1,1,47410960
705,8460,1,1,45585962
710,8520,1,1,47576382
715,8580,1,1,44835702
720,8640,1,1,69876152
725,8700,1,1,66750595
730,8760,1,1,46282272
735,8820,1,1,43960269
740,8880,1,1,41038420
745,8940,1,1,56894308
750,9000,1,1,49467853
755,9060,1,1,50125631
760,9120,1,1,70058460
765,9180,1,1,75684831
770,9240,1,1,54783445
775,9300,1,1,49744138
780,9360,1,1,49651753
785,9420,1,1,54794923
790,9480,1,1,54375627
795,9540,1,1,50531077
800,9600,1,1,46567639
805,9660,1,1,50000418
810,9720,1,1,50891230
815,9780,1,1,59833950
820,9840,1,1,45816867
825,9900,1,1,50754306
830,9960,1,1,48631149
835,10020,1,1,60972872
840,10080,1,1,63894255
845,10140,1,1,59481918
850,10200,1,1,64867905
855,10260,1,1,52425296
860,10320,1,1,49397796
865,10380,1,1,50496375
870,10440,1,1,55412660
875,10500,1,1,68962915
880,10560,1,1,68829490
885,10620,1,1,69876043
890,10680,1,1,62516251
895,10740,1,1,66658484
900,10800,1,1,58762572
905,10860,1,1,55364144
910,10920,1,1,62353922
915,10980,1,1,57401283
920,11040,1,1,71101107
925,11100,1,1,66858178
930,11160,1,1,71229269
935,11220,1,1,67836269
940,11280,1,1,71940980
945,11340,1,1,74335594
950,11400,1,1,81622766
955,11460,1,1,73061281
960,11520,1,1,70295663
965,11580,1,1,77107384
970,11640,1,1,70451265
975,11700,1,1,59740672
980,11760,1,1,73920720
985,11820,1,1,97076896
990,11880,1,1,81884403
995,11940,1,1,89596804
1000,12000,1,1,73798739
1005,12060,1,1,89846543
1010,12120,1,1,70157607
1015,12180,1,1,78728426
1020,12240,1,1,81405230
1025,12300,1,1,84711530
1030,12360,1,1,84086121
1035,12420,1,1,83528574
1040,12480,1,1,81466557
1045,12540,1,1,82319626
1050,12600,1,1,72775021
1055,12660,1,1,74157909
1060,12720,1,1,89049324
1065,12780,1,1,89617693
1070,12840,1,1,87430550
1075,12900,1,1,88744444
1080,12960,1,1,95187393
1085,13020,1,1,89121148
1090,13080,1,1,95397100
1095,13140,1,1,90959755
1100,13200,1,1,100449787
1105,13260,1,1,92094594
1110,13320,1,1,91677077
1115,13380,1,1,90631138
1120,13440,1,1,93085924
1125,13500,1,1,106311898
1130,13560,1,1,96063332
1135,13620,1,1,91014873
1140,13680,1,1,92984873
1145,13740,1,1,97156844
1150,13800,1,1,97480583
1155,13860,1,1,98783829
1160,13920,1,1,86867567
1165,13980,1,1,93886731
1170,14040,1,1,99291687
1175,14100,1,1,100629399
1180,14160,1,1,98986645
1185,14220,1,1,94691757
1190,14280,1,1,113647234
1195,14340,1,1,99509432
1200,14400,1,1,102318689
1205,14460,1,1,109797174
1210,14520,1,1,108704058
1215,14580,1,1,107169271
1220,14640,1,1,107957131
1225,14700,1,1,106097609
1230,14760,1,1,104832887
1235,14820,1,1,118201921
