n,m,dinic
50,500,67497
55,550,78877
60,600,81477
65,650,72631
70,700,88223
75,750,101005
80,800,111576
85,850,101036
90,900,116810
95,950,102524
100,1000,119278
105,1050,116111
110,1100,141753
115,1150,127684
120,1200,149636
125,1250,153194
130,1300,225150
135,1350,172571
140,1400,187306
145,1450,162262
150,1500,218467
155,1550,229470
160,1600,241311
165,1650,221567
170,1700,355017
175,1750,253421
180,1800,263475
185,1850,270568
190,1900,315515
195,1950,266251
200,2000,270024
205,2050,284988
210,2100,321298
215,2150,289370
220,2200,285385
225,2250,306512
230,2300,341215
235,2350,329502
240,2400,310655
245,2450,326709
250,2500,609887
255,2550,341895
260,2600,371793
265,2650,392928
270,2700,397016
275,2750,377873
280,2800,333297
285,2850,393429
290,2900,451287
295,2950,421176
300,3000,408936
305,3050,426210
310,3100,469527
315,3150,439680
320,3200,351432
325,3250,452045
330,3300,405278
335,3350,432843
340,3400,511527
345,3450,453315
350,3500,509260
355,3550,365347
360,3600,492231
365,3650,481779
370,3700,495862
375,3750,488515
380,3800,415266
385,3850,570080
390,3900,511993
395,3950,578733
400,4000,541923
405,4050,586684
410,4100,501543
415,4150,530427
420,4200,599369
425,4250,596808
430,4300,548507
435,4350,630435
440,4400,742881
445,4450,640799
450,4500,632571
455,4550,647174
460,4600,654784
465,4650,561063
470,4700,569445
475,4750,750090
480,4800,549826
485,4850,519056
490,4900,590603
495,4950,694140
500,5000,785169
505,5050,694858
510,5100,584746
515,5150,705630
520,5200,658847
525,5250,732527
530,5300,807609
535,5350,686996
540,5400,759427
545,5450,764018
550,5500,789965
555,5550,833455
560,5600,832259
565,5650,727224
570,5700,847037
575,5750,651364
580,5800,655171
585,5850,804185
590,5900,851507
595,5950,840779
600,6000,676597
605,6050,779261
610,6100,805781
615,6150,872824
620,6200,846062
625,6250,940858
630,6300,936767
635,6350,900175
640,6400,1066104
645,6450,888482
650,6500,900422
655,6550,857520
660,6600,956296
665,6650,899978
670,6700,945036
675,6750,973502
680,6800,953391
685,6850,885491
690,6900,972604
695,6950,963823
700,7000,1001263
705,7050,980603
710,7100,995175
715,7150,1241362
720,7200,1299838
725,7250,1057035
730,7300,1048740
735,7350,1069820
740,7400,1123299
745,7450,1164247
750,7500,1125148
755,7550,1147766
760,7600,1132103
765,7650,1189298
770,7700,1174916
775,7750,1253779
780,7800,1094370
785,7850,1101650
790,7900,1143137
795,7950,1272408
800,8000,1220891
805,8050,1223087
810,8100,1043944
815,8150,1224801
820,8200,1297905
825,8250,1133820
830,8300,1272211
835,8350,1206985
840,8400,1612868
845,8450,1305116
850,8500,1278552
855,8550,1232333
860,8600,1511396
865,8650,1275642
870,8700,1350151
875,8750,1356221
880,8800,1467134
885,8850,1411525
890,8900,1314246
895,8950,1354600
900,9000,1208619
905,9050,1301681
910,9100,2389211
915,9150,1467698
920,9200,1322496
925,9250,1257443
930,9300,1330740
935,9350,1295457
940,9400,1346958
945,9450,1662715
950,9500,1268977
955,9550,1494463
960,9600,1943860
965,9650,1839405
970,9700,1679560
975,9750,2059556
980,9800,1342088
985,9850,1515734
990,9900,2068521
995,9950,1287191
1000,10000,1426442
1005,10050,1387097
1010,10100,1600647
1015,10150,1332645
1020,10200,1434642
1025,10250,1406191
1030,10300,1788315
1035,10350,1566731
1040,10400,1463561
1045,10450,1566134
1050,10500,1634138
1055,10550,1928128
1060,10600,1412425
1065,10650,1536591
1070,10700,1549077
1075,10750,2169852
1080,10800,3745662
1085,10850,1641126
1090,10900,1607937
1095,10950,1504506
1100,11000,1573906
1105,11050,1998360
1110,11100,1867871
1115,11150,1945901
1120,11200,1894185
1125,11250,1703545
1130,11300,2346978
1135,11350,1724499
1140,11400,1575447
1145,11450,1678605
1150,11500,1808136
1155,11550,2284606
1160,11600,1619820
1165,11650,1938815
1170,11700,1988770
1175,11750,1868053
1180,11800,1569652
1185,11850,2033109
1190,11900,2009811
1195,11950,1721834
1200,12000,1586127
1205,12050,1710065
1210,12100,1685098
1215,12150,1682034
1220,12200,1747479
1225,12250,1952702
1230,12300,1779904
1235,12350,1640571
1240,12400,1786936
1245,12450,1771618
1250,12500,2088872
1255,12550,2093643
1260,12600,1981657
1265,12650,1843896
1270,12700,1821937
1275,12750,2591972
1280,12800,3008705
1285,12850,1746163
1290,12900,1848069
1295,12950,1978548
1300,13000,1807024
1305,13050,1860141
1310,13100,1902653
1315,13150,2266054
1320,13200,2206307
1325,13250,1884228
1330,13300,2113363
1335,13350,2047956
1340,13400,1946637
1345,13450,1851746
1350,13500,2227007
1355,13550,1844243
1360,13600,1928636
1365,13650,2477292
1370,13700,2242692
1375,13750,2051120
1380,13800,2472208
1385,13850,2020368
1390,13900,2207289
1395,13950,2180514
1400,14000,2375724
1405,14050,2539484
1410,14100,2400466
1415,14150,2486650
1420,14200,2494097
1425,14250,2691845
1430,14300,2145826
1435,14350,2601806
1440,14400,2306412
1445,14450,2586038
1450,14500,2578129
1455,14550,2650769
1460,14600,2141119
1465,14650,2729534
1470,14700,2645168
1475,14750,2512281
1480,14800,2512224
1485,14850,2330960
1490,14900,2851044
1495,14950,2468492
1500,15000,2752363
1505,15050,2408831
1510,15100,3071430
1515,15150,2221617
1520,15200,3086803
1525,15250,2438836
1530,15300,2836376
1535,15350,2359775
1540,15400,2391147
1545,15450,2253442
1550,15500,2757784
1555,15550,2255163
1560,15600,2396024
1565,15650,2777747
1570,15700,2460899
1575,15750,2277130
1580,15800,2818333
1585,15850,2657978
1590,15900,2471957
1595,15950,2951058
1600,16000,2827478
1605,16050,3218888
1610,16100,2712424
1615,16150,2887562
1620,16200,2766064
1625,16250,2769819
1630,16300,4212522
1635,16350,2758302
1640,16400,2887133
1645,16450,2972489
1650,16500,2749712
1655,16550,2777580
1660,16600,2750886
1665,16650,3020347
1670,16700,2442991
1675,16750,2649799
1680,16800,2523649
1685,16850,3095889
1690,16900,2803107
1695,16950,2757706
1700,17000,2632393
1705,17050,2977341
1710,17100,2590537
1715,17150,3088685
1720,17200,3131058
1725,17250,2974121
1730,17300,3156034
1735,17350,3706716
1740,17400,3205701
1745,17450,2813417
1750,17500,3042247
1755,17550,2674946
1760,17600,3188352
1765,17650,3580300
1770,17700,3317360
1775,17750,3334785
1780,17800,3058099
1785,17850,3604606
1790,17900,3041979
1795,17950,3237536
1800,18000,3121787
1805,18050,3160195
1810,18100,3275366
1815,18150,3104722
1820,18200,2790945
1825,18250,3454780
1830,18300,2811336
1835,18350,3268429
1840,18400,3969161
1845,18450,3580914
1850,18500,3312163
1855,18550,3496025
1860,18600,2995666
1865,18650,3335494
1870,18700,3457570
1875,18750,2674573
1880,18800,3357887
1885,18850,3417161
1890,18900,3423770
1895,18950,3329757
1900,19000,3866092
1905,19050,3186342
1910,19100,3672649
1915,19150,3959256
1920,19200,3810310
1925,19250,3412587
1930,19300,3319898
1935,19350,4026965
1940,19400,3552263
1945,19450,3028554
1950,19500,3645627
1955,19550,3467314
1960,19600,3255127
1965,19650,3667078
1970,19700,4014755
1975,19750,3529504
1980,19800,3314307
1985,19850,3813922
1990,19900,3275615
1995,19950,3309838
2000,20000,3347728
2005,20050,3111711
2010,20100,3445946
2015,20150,3080433
2020,20200,3014377
2025,20250,3889117
2030,20300,3057949
2035,20350,3465845
2040,20400,4119039
2045,20450,4237477
2050,20500,4149862
2055,20550,3492936
2060,20600,4315306
2065,20650,3528061
2070,20700,3535862
2075,20750,3719296
2080,20800,4529272
2085,20850,3372328
2090,20900,4104033
2095,20950,3657615
2100,21000,3670104
2105,21050,3678955
2110,21100,3873690
2115,21150,3739239
2120,21200,4942259
2125,21250,3795675
2130,21300,3751595
2135,21350,4108850
2140,21400,3621644
2145,21450,3804958
2150,21500,3748973
2155,21550,3605977
2160,21600,3971461
2165,21650,4318182
2170,21700,4231717
2175,21750,3418631
2180,21800,3719151
2185,21850,4208067
2190,21900,3913400
2195,21950,4259976
2200,22000,3851121
2205,22050,4031791
2210,22100,3765373
2215,22150,3775461
2220,22200,3910172
2225,22250,3792502
2230,22300,4130790
2235,22350,4125702
2240,22400,4051461
2245,22450,3771688
2250,22500,3921914
2255,22550,3892623
2260,22600,4329666
2265,22650,4218077
2270,22700,4277854
2275,22750,3576581
2280,22800,4903958
2285,22850,4238621
2290,22900,3952498
2295,22950,3418945
2300,23000,4235483
2305,23050,4043391
2310,23100,4101942
2315,23150,3693210
2320,23200,4341253
2325,23250,4369193
