n,m,cmin,cmax,dinic
50,700,1,1,80266
55,770,1,1,90271
60,840,1,1,77324
65,910,1,1,91615
70,980,1,1,96460
75,1050,1,1,101922
80,1120,1,1,108141
85,1190,1,1,111388
90,1260,1,1,142495
95,1330,1,1,129170
100,1400,1,1,138429
105,1470,1,1,145602
110,1540,1,1,166981
115,1610,1,1,177460
120,1680,1,1,214520
125,1750,1,1,196728
130,1820,1,1,235416
135,1890,1,1,226114
140,1960,1,1,210650
145,2030,1,1,273009
150,2100,1,1,257212
155,2170,1,1,376309
160,2240,1,1,286378
165,2310,1,1,258554
170,2380,1,1,264122
175,2450,1,1,273802
180,2520,1,1,317196
185,2590,1,1,308158
190,2660,1,1,275916
195,2730,1,1,326351
200,2800,1,1,293221
205,2870,1,1,309768
210,2940,1,1,345157
215,3010,1,1,347588
220,3080,1,1,508014
225,3150,1,1,368035
230,3220,1,1,397194
235,3290,1,1,358372
240,3360,1,1,392221
245,3430,1,1,427886
250,3500,1,1,438065
255,3570,1,1,390225
260,3640,1,1,431221
265,3710,1,1,499611
270,3780,1,1,455148
275,3850,1,1,464339
280,3920,1,1,476506
285,3990,1,1,452963
290,4060,1,1,463980
295,4130,1,1,464142
300,4200,1,1,571043
305,4270,1,1,618800
310,4340,1,1,869234
315,4410,1,1,519624
320,4480,1,1,447116
325,4550,1,1,530961
330,4620,1,1,581147
335,4690,1,1,767268
340,4760,1,1,536471
345,4830,1,1,937631
350,4900,1,1,698322
355,4970,1,1,498611
360,5040,1,1,560701
365,5110,1,1,623969
370,5180,1,1,719604
375,5250,1,1,641051
380,5320,1,1,660608
385,5390,1,1,677180
390,5460,1,1,647304
395,5530,1,1,681107
400,5600,1,1,668435
405,5670,1,1,666772
410,5740,1,1,728420
415,5810,1,1,695659
420,5880,1,1,660995
425,5950,1,1,711667
430,6020,1,1,657319
435,6090,1,1,765215
440,6160,1,1,762414
445,6230,1,1,725811
450,6300,1,1,793775
455,6370,1,1,758087
460,6440,1,1,863559
465,6510,1,1,808327
470,6580,1,1,766497
475,6650,1,1,625800
480,6720,1,1,834823
485,6790,1,1,755420
490,6860,1,1,808890
495,6930,1,1,802325
500,7000,1,1,781302
505,7070,1,1,892098
510,7140,1,1,879777
515,7210,1,1,1001504
520,7280,1,1,870385
525,7350,1,1,836163
530,7420,1,1,785070
535,7490,1,1,949937
540,7560,1,1,753822
545,7630,1,1,832915
550,7700,1,1,931661
555,7770,1,1,949419
560,7840,1,1,1008362
565,7910,1,1,1057004
570,7980,1,1,907794
575,8050,1,1,919838
580,8120,1,1,1076093
585,8190,1,1,931694
590,8260,1,1,993998
595,8330,1,1,1098130
600,8400,1,1,1007253
605,8470,1,1,1196742
610,8540,1,1,1108401
615,8610,1,1,949556
620,8680,1,1,1042942
625,8750,1,1,1076043
630,8820,1,1,1007159
635,8890,1,1,1048348
640,8960,1,1,1211008
645,9030,1,1,1317481
650,9100,1,1,1195426
655,9170,1,1,1231881
660,9240,1,1,1106635
665,9310,1,1,1060902
670,9380,1,1,1299338
675,9450,1,1,1109498
680,9520,1,1,1198373
685,9590,1,1,1010062
690,9660,1,1,1328450
695,9730,1,1,1549210
700,9800,1,1,1228285
705,9870,1,1,1317094
710,9940,1,1,1392872
715,10010,1,1,1377038
720,10080,1,1,1264197
725,10150,1,1,1204721
730,10220,1,1,1192136
735,10290,1,1,1372052
740,10360,1,1,1575777
745,10430,1,1,1248145
750,10500,1,1,1139702
755,10570,1,1,1116950
760,10640,1,1,1270584
765,10710,1,1,1409474
770,10780,1,1,1249019
775,10850,1,1,1308285
780,10920,1,1,1086191
785,10990,1,1,1268044
790,11060,1,1,1612699
795,11130,1,1,1169137
800,11200,1,1,1704197
805,11270,1,1,1237051
810,11340,1,1,1458736
815,11410,1,1,1319960
820,11480,1,1,1374120
825,11550,1,1,1331134
830,11620,1,1,1325081
835,11690,1,1,1368936
840,11760,1,1,1686219
845,11830,1,1,1661070
850,11900,1,1,1634295
855,11970,1,1,1386565
860,12040,1,1,1730358
865,12110,1,1,1685975
870,12180,1,1,1526560
875,12250,1,1,1422153
880,12320,1,1,1537512
885,12390,1,1,1380303
890,12460,1,1,1725155
895,12530,1,1,1289080
900,12600,1,1,1758515
905,12670,1,1,1609494
910,12740,1,1,1627557
915,12810,1,1,1756778
920,12880,1,1,1577938
925,12950,1,1,1803223
930,13020,1,1,1362955
935,13090,1,1,1760092
940,13160,1,1,1658988
945,13230,1,1,1715479
950,13300,1,1,1724463
955,13370,1,1,1820476
960,13440,1,1,1937794
965,13510,1,1,1496076
970,13580,1,1,1868030
975,13650,1,1,1981020
980,13720,1,1,1733569
985,13790,1,1,2288219
990,13860,1,1,1483215
995,13930,1,1,1896011
1000,14000,1,1,1782149
1005,14070,1,1,1729494
1010,14140,1,1,1935539
1015,14210,1,1,1827827
1020,14280,1,1,1882241
1025,14350,1,1,1875258
1030,14420,1,1,1949058
1035,14490,1,1,1943123
1040,14560,1,1,1558340
1045,14630,1,1,1878648
1050,14700,1,1,1968810
1055,14770,1,1,2141219
1060,14840,1,1,2024043
1065,14910,1,1,2041921
1070,14980,1,1,2096631
1075,15050,1,1,2158135
1080,15120,1,1,1895153
1085,15190,1,1,1752878
1090,15260,1,1,1919057
1095,15330,1,1,2152455
1100,15400,1,1,1941681
1105,15470,1,1,2698829
1110,15540,1,1,2130319
1115,15610,1,1,2477095
1120,15680,1,1,2142006
1125,15750,1,1,2180851
1130,15820,1,1,2108015
1135,15890,1,1,2227604
1140,15960,1,1,2091515
1145,16030,1,1,2162064
1150,16100,1,1,2182057
1155,16170,1,1,2275794
1160,16240,1,1,2212820
1165,16310,1,1,2019477
1170,16380,1,1,2067819
1175,16450,1,1,2679092
1180,16520,1,1,2191209
1185,16590,1,1,2333064
1190,16660,1,1,2143546
1195,16730,1,1,2520030
1200,16800,1,1,2279853
1205,16870,1,1,2351072
1210,16940,1,1,2431513
1215,17010,1,1,2354746
1220,17080,1,1,2427750
1225,17150,1,1,2531024
1230,17220,1,1,2344614
1235,17290,1,1,2438850
1240,17360,1,1,2330832
1245,17430,1,1,2373523
1250,17500,1,1,2132029
1255,17570,1,1,2857933
1260,17640,1,1,2522554
1265,17710,1,1,2694242
1270,17780,1,1,2490399
1275,17850,1,1,2533098
1280,17920,1,1,3680158
1285,17990,1,1,2365273
1290,18060,1,1,2435990
1295,18130,1,1,2495025
1300,18200,1,1,2664366
1305,18270,1,1,2593255
1310,18340,1,1,2436022
1315,18410,1,1,2474585
1320,18480,1,1,2355118
1325,18550,1,1,2498851
1330,18620,1,1,2754718
1335,18690,1,1,2738339
1340,18760,1,1,3080464
1345,18830,1,1,2827556
1350,18900,1,1,2648801
1355,18970,1,1,2654742
1360,19040,1,1,2432924
1365,19110,1,1,2517272
1370,19180,1,1,2689930
1375,19250,1,1,2459143
1380,19320,1,1,2514536
1385,19390,1,1,2789499
1390,19460,1,1,2544082
1395,19530,1,1,2631246
1400,19600,1,1,2732123
1405,19670,1,1,2337132
1410,19740,1,1,2416409
1415,19810,1,1,2939939
1420,19880,1,1,2537176
1425,19950,1,1,2460937
1430,20020,1,1,2632551
1435,20090,1,1,2870035
1440,20160,1,1,2266145
1445,20230,1,1,2416484
1450,20300,1,1,2372800
1455,20370,1,1,2648529
1460,20440,1,1,2568206
1465,20510,1,1,2462083
1470,20580,1,1,3739176
1475,20650,1,1,2315131
1480,20720,1,1,2397161
1485,20790,1,1,2743858
1490,20860,1,1,2858342
1495,20930,1,1,2668038
1500,21000,1,1,2653465
1505,21070,1,1,2694669
1510,21140,1,1,3070447
1515,21210,1,1,2999274
1520,21280,1,1,3427353
1525,21350,1,1,2625059
1530,21420,1,1,2514131
1535,21490,1,1,2733864
1540,21560,1,1,2708164
1545,21630,1,1,2811560
1550,21700,1,1,3066360
1555,21770,1,1,4283583
1560,21840,1,1,3165013
1565,21910,1,1,2976674
1570,21980,1,1,2637234
1575,22050,1,1,2951645
1580,22120,1,1,3236572
1585,22190,1,1,3466979
1590,22260,1,1,2773850
1595,22330,1,1,3834871
1600,22400,1,1,2856071
1605,22470,1,1,2488360
1610,22540,1,1,2848493
1615,22610,1,1,3278958
1620,22680,1,1,3127516
1625,22750,1,1,2560009
1630,22820,1,1,3261786
1635,22890,1,1,4166410
1640,22960,1,1,2862177
1645,23030,1,1,2939580
1650,23100,1,1,2908350
1655,23170,1,1,3036623
1660,23240,1,1,2586679
1665,23310,1,1,2573990
1670,23380,1,1,2969445
1675,23450,1,1,3566600
1680,23520,1,1,2834842
1685,23590,1,1,2943088
1690,23660,1,1,3440596
1695,23730,1,1,2952029
1700,23800,1,1,3051173
1705,23870,1,1,3328506
1710,23940,1,1,2911897
1715,24010,1,1,3101207
1720,24080,1,1,6025671
1725,24150,1,1,2879063
1730,24220,1,1,3048072
1735,24290,1,1,3019154
1740,24360,1,1,3110853
1745,24430,1,1,3226609
1750,24500,1,1,3731331
1755,24570,1,1,4443022
1760,24640,1,1,3976385
1765,24710,1,1,3357453
1770,24780,1,1,3397288
1775,24850,1,1,3715838
1780,24920,1,1,3431941
1785,24990,1,1,2957789
1790,25060,1,1,3363288
1795,25130,1,1,3277675
1800,25200,1,1,3737915
1805,25270,1,1,3236006
1810,25340,1,1,3431522
1815,25410,1,1,3489707
1820,25480,1,1,3181601
1825,25550,1,1,3242443
1830,25620,1,1,3283229
1835,25690,1,1,3953236
1840,25760,1,1,3276216
1845,25830,1,1,3350708
1850,25900,1,1,3165728
1855,25970,1,1,3566796
1860,26040,1,1,3527444
1865,26110,1,1,3379714
1870,26180,1,1,3597635
1875,26250,1,1,3366659
1880,26320,1,1,4161116
1885,26390,1,1,3389869
1890,26460,1,1,3207884
1895,26530,1,1,3487496
1900,26600,1,1,3635177
1905,26670,1,1,3914826
1910,26740,1,1,3403526
1915,26810,1,1,3727083
1920,26880,1,1,4465292
1925,26950,1,1,4535486
1930,27020,1,1,3452100
1935,27090,1,1,3679950
1940,27160,1,1,3625304
1945,27230,1,1,3720746
1950,27300,1,1,3747852
1955,27370,1,1,5254336
1960,27440,1,1,3727125
1965,27510,1,1,3892961
1970,27580,1,1,3390529
1975,27650,1,1,3837079
1980,27720,1,1,3435374
1985,27790,1,1,3498458
1990,27860,1,1,3584732
1995,27930,1,1,3552693
2000,28000,1,1,3347638
2005,28070,1,1,3550763
2010,28140,1,1,3978125
2015,28210,1,1,3473178
2020,28280,1,1,3748659
2025,28350,1,1,3724031
2030,28420,1,1,4148734
2035,28490,1,1,3566076
2040,28560,1,1,3773686
2045,28630,1,1,3866162
2050,28700,1,1,3875923
2055,28770,1,1,4020776
2060,28840,1,1,4566053
2065,28910,1,1,3667032
2070,28980,1,1,4260286
2075,29050,1,1,4127103
2080,29120,1,1,4368695
2085,29190,1,1,4136680
2090,29260,1,1,4619066
2095,29330,1,1,4882108
2100,29400,1,1,5237412
2105,29470,1,1,6214680
2110,29540,1,1,4597239
2115,29610,1,1,4186214
2120,29680,1,1,4765907
2125,29750,1,1,4305842
2130,29820,1,1,4346120
2135,29890,1,1,4200685
2140,29960,1,1,4364368
2145,30030,1,1,4272564
2150,30100,1,1,4530983
2155,30170,1,1,5110039
2160,30240,1,1,6667636
2165,30310,1,1,4563007
2170,30380,1,1,4326536
2175,30450,1,1,4319439
2180,30520,1,1,4403304
2185,30590,1,1,4524436
2190,30660,1,1,4528140
2195,30730,1,1,4578266
2200,30800,1,1,4483598
2205,30870,1,1,4524115
2210,30940,1,1,4570984
2215,31010,1,1,6694241
2220,31080,1,1,4573596
2225,31150,1,1,4397005
2230,31220,1,1,4284697
2235,31290,1,1,4348245
2240,31360,1,1,4442907
2245,31430,1,1,4812677
2250,31500,1,1,4392376
2255,31570,1,1,4804400
2260,31640,1,1,4833643
2265,31710,1,1,4900895
2270,31780,1,1,5734487
2275,31850,1,1,4542067
2280,31920,1,1,4348900
2285,31990,1,1,4493801
2290,32060,1,1,4583226
2295,32130,1,1,4880754
2300,32200,1,1,6255170
2305,32270,1,1,5103523
2310,32340,1,1,4769554
2315,32410,1,1,5011466
2320,32480,1,1,5027775
2325,32550,1,1,4957792
2330,32620,1,1,4916955
2335,32690,1,1,4985468
2340,32760,1,1,4040885
2345,32830,1,1,5148770
2350,32900,1,1,4835488
2355,32970,1,1,5026846
2360,33040,1,1,5390540
2365,33110,1,1,6528388
2370,33180,1,1,5469624
2375,33250,1,1,5281395
2380,33320,1,1,5398532
2385,33390,1,1,5508496
2390,33460,1,1,5050956
2395,33530,1,1,4933314
2400,33600,1,1,5106159
2405,33670,1,1,5674472
2410,33740,1,1,6114609
2415,33810,1,1,6490487
2420,33880,1,1,8127599
2425,33950,1,1,5405353
2430,34020,1,1,5081895
2435,34090,1,1,5223446
2440,34160,1,1,5569220
2445,34230,1,1,5741254
2450,34300,1,1,5386732
2455,34370,1,1,5652911
2460,34440,1,1,5822939
2465,34510,1,1,6061625
2470,34580,1,1,5737895
2475,34650,1,1,5601896
2480,34720,1,1,5512763
2485,34790,1,1,5465680
2490,34860,1,1,7153883
2495,34930,1,1,5566511
2500,35000,1,1,5524515
2505,35070,1,1,6041689
2510,35140,1,1,5815133
2515,35210,1,1,5757387
2520,35280,1,1,7808213
2525,35350,1,1,6904153
2530,35420,1,1,5860803
2535,35490,1,1,7141680
2540,35560,1,1,5628200
2545,35630,1,1,5780762
2550,35700,1,1,6271124
2555,35770,1,1,5904035
2560,35840,1,1,6382370
2565,35910,1,1,5549732
2570,35980,1,1,5885004
2575,36050,1,1,5710745
2580,36120,1,1,7412560
2585,36190,1,1,5336281
2590,36260,1,1,5662609
2595,36330,1,1,6054979
2600,36400,1,1,5683539
2605,36470,1,1,6827911
2610,36540,1,1,6167827
2615,36610,1,1,6418484
2620,36680,1,1,5969778
2625,36750,1,1,6712441
2630,36820,1,1,5728153
2635,36890,1,1,6126342
2640,36960,1,1,5518251
2645,37030,1,1,6047060
2650,37100,1,1,6341349
2655,37170,1,1,6245148
2660,37240,1,1,6265690
2665,37310,1,1,5837143
2670,37380,1,1,5790364
2675,37450,1,1,6276186
2680,37520,1,1,5521814
2685,37590,1,1,5320922
2690,37660,1,1,7798395
