n,m,primal_lp
50,450,26850124
55,495,5820439
60,540,3710004
65,585,3761259
70,630,6339937
75,675,4986480
80,720,5300958
85,765,5252761
90,810,5598592
95,855,6202139
100,900,7069616
105,945,6254493
110,990,6744593
115,1035,6244837
120,1080,7919120
125,1125,6899226
130,1170,9620566
135,1215,8573555
140,1260,8361153
145,1305,8648298
150,1350,10541939
155,1395,9891281
160,1440,9443692
165,1485,10881870
170,1530,10140386
175,1575,9869920
180,1620,9228288
185,1665,12034837
190,1710,8838462
195,1755,8244669
200,1800,9055168
205,1845,10394173
210,1890,10626752
215,1935,9610440
220,1980,12451970
225,2025,13897058
230,2070,15227899
235,2115,14091409
240,2160,15385231
245,2205,15384058
250,2250,15735440
255,2295,14985534
260,2340,15429859
265,2385,16775502
270,2430,13677578
275,2475,16991577
280,2520,14424904
285,2565,12690433
290,2610,18455747
295,2655,16587951
300,2700,16895071
305,2745,18120516
310,2790,14161906
315,2835,14689482
320,2880,18465739
325,2925,18508606
330,2970,18019430
335,3015,18758272
340,3060,20292504
345,3105,18933613
350,3150,22538987
355,3195,23852142
360,3240,18978329
365,3285,22729241
370,3330,21835060
375,3375,23428321
380,3420,24100298
385,3465,24821064
390,3510,24946010
395,3555,22828587
400,3600,22680457
405,3645,24377563
410,3690,26451946
415,3735,23449528
420,3780,23513052
425,3825,28111865
430,3870,27393596
435,3915,23856771
440,3960,21377145
445,4005,23962883
450,4050,21485120
455,4095,29421874
460,4140,27240720
465,4185,30697455
470,4230,28365337
475,4275,29694646
480,4320,35914616
485,4365,27746469
490,4410,29673373
495,4455,29928755
500,4500,30833862
505,4545,32058679
510,4590,33626252
515,4635,25608656
520,4680,32795531
525,4725,35244447
530,4770,36063730
535,4815,33987324
540,4860,36106403
545,4905,36000383
550,4950,33947897
555,4995,52559596
560,5040,31735845
565,5085,29414228
570,5130,32793138
575,5175,35812537
580,5220,35124353
585,5265,38065453
590,5310,39215923
595,5355,40939866
600,5400,40073864
605,5445,38306883
610,5490,35155030
615,5535,36863899
620,5580,46841987
625,5625,44058630
630,5670,37294156
635,5715,41523998
640,5760,42820172
645,5805,40278926
650,5850,44830406
655,5895,41580992
660,5940,39508655
665,5985,41659198
670,6030,46335753
675,6075,48767023
680,6120,45536098
685,6165,50517849
690,6210,49318796
695,6255,42610626
700,6300,45529780
705,6345,53964215
710,6390,49624145
715,6435,50260409
720,6480,47215868
725,6525,48529635
730,6570,51886012
735,6615,50322480
740,6660,50354973
745,6705,53536800
750,6750,52992734
755,6795,44672449
760,6840,48140315
765,6885,50821695
770,6930,45433322
775,6975,52309328
780,7020,53242193
785,7065,55548734
790,7110,62880967
795,7155,59584361
800,7200,61251708
805,7245,54133423
810,7290,54306001
815,7335,61700960
820,7380,57327785
825,7425,71659007
830,7470,65288018
835,7515,51059756
840,7560,62322423
845,7605,60798394
850,7650,58138116
855,7695,68760506
860,7740,61288273
865,7785,65496293
870,7830,63572044
875,7875,51317379
880,7920,65947326
885,7965,64231365
890,8010,64208246
895,8055,58990691
900,8100,72848289
905,8145,74166298
910,8190,65156675
915,8235,70606787
920,8280,69059596
925,8325,65891783
930,8370,71669911
935,8415,72859207
940,8460,68547180
945,8505,77410493
950,8550,80003571
955,8595,76238880
960,8640,77945731
965,8685,90568078
970,8730,79489128
975,8775,107702386
980,8820,79166733
985,8865,102363051
990,8910,79248700
995,8955,87882618
1000,9000,88504307
1005,9045,101535076
1010,9090,87476396
1015,9135,85837414
1020,9180,89613746
1025,9225,84070213
1030,9270,79483148
1035,9315,88529229
1040,9360,93988147
1045,9405,97963355
1050,9450,81300379
1055,9495,103844888
1060,9540,86355814
1065,9585,96508976
1070,9630,97219974
1075,9675,88624890
1080,9720,106854707
1085,9765,99648627
1090,9810,96408001
1095,9855,105617284
1100,9900,106059387
1105,9945,100983388
1110,9990,103459956
1115,10035,101453150
1120,10080,110780552
1125,10125,107913704
1130,10170,116626960
1135,10215,113208351
1140,10260,117619444
1145,10305,117450625
1150,10350,109332472
1155,10395,115430715
1160,10440,113047698
1165,10485,107848736
1170,10530,119058943
1175,10575,108946624
1180,10620,122616154
1185,10665,107169842
1190,10710,105312563
1195,10755,103309230
1200,10800,104541799
1205,10845,106198670
1210,10890,114663512
1215,10935,124922077
1220,10980,113486786
1225,11025,113136358
1230,11070,133643758
1235,11115,114244118
1240,11160,121923622
1245,11205,126030765
1250,11250,126586190
1255,11295,105633536
1260,11340,115619303
1265,11385,129064069
1270,11430,149979401
1275,11475,153578884
1280,11520,146817454
1285,11565,125075044
1290,11610,160178602
1295,11655,116287776
1300,11700,139978364
1305,11745,112737237
1310,11790,143557442
