n,m,dual_lp
50,700,6735839
55,770,7100920
60,840,7558295
65,910,8136021
70,980,8972510
75,1050,9420052
80,1120,9920365
85,1190,10573719
90,1260,11157840
95,1330,12058560
100,1400,12059080
105,1470,13011252
110,1540,12980957
115,1610,13636396
120,1680,14880367
125,1750,15488354
130,1820,16036794
135,1890,15185228
140,1960,16183696
145,2030,17293420
150,2100,17588660
155,2170,17996714
160,2240,18990675
165,2310,21577437
170,2380,22073530
175,2450,22445559
180,2520,25625405
185,2590,23794222
190,2660,24663939
195,2730,25223598
200,2800,26594306
205,2870,27447247
210,2940,27231789
215,3010,26775018
220,3080,30035942
225,3150,31040467
230,3220,31240579
235,3290,30268272
240,3360,30990890
245,3430,32632237
250,3500,35096751
255,3570,33931631
260,3640,33380494
265,3710,34467133
270,3780,34273234
275,3850,34146000
280,3920,34383092
285,3990,36601149
290,4060,35734700
295,4130,37188218
300,4200,37548994
305,4270,39680697
310,4340,38029783
315,4410,40491158
320,4480,40013495
325,4550,41177285
330,4620,39889588
335,4690,40304392
340,4760,41843281
345,4830,42693680
350,4900,43348336
355,4970,44791368
360,5040,45673971
365,5110,46002315
370,5180,46652752
375,5250,46879297
380,5320,46726647
385,5390,46914543
390,5460,49801224
395,5530,49841553
400,5600,49250105
405,5670,52165421
410,5740,53719460
415,5810,52129612
420,5880,51964507
425,5950,54007253
430,6020,55152182
435,6090,52644282
440,6160,63978136
445,6230,62187959
450,6300,61277746
455,6370,61375282
460,6440,63111820
465,6510,65974705
470,6580,65961150
475,6650,64352542
480,6720,66849431
485,6790,62027933
490,6860,67825427
495,6930,71528708
500,7000,68801395
505,7070,66937698
510,7140,69109637
515,7210,72682848
520,7280,71768744
525,7350,69682217
530,7420,76148444
535,7490,77387828
540,7560,73219159
545,7630,72484252
550,7700,73889266
555,7770,85847196
560,7840,73967536
565,7910,80117744
570,7980,81644155
575,8050,79966179
580,8120,80633099
585,8190,84563565
590,8260,86461037
595,8330,90025599
600,8400,85691382
605,8470,89699919
610,8540,88491902
615,8610,97334726
620,8680,92345251
625,8750,91920884
630,8820,88589348
635,8890,86097718
640,8960,91222340
645,9030,100259300
650,9100,101163363
655,9170,104909173
660,9240,91633883
665,9310,96020741
670,9380,94955272
675,9450,99930311
680,9520,105914418
685,9590,106734162
690,9660,100210748
695,9730,105587944
700,9800,103525968
705,9870,102373823
710,9940,101806728
715,10010,101305585
720,10080,185969416
725,10150,176052682
730,10220,183706784
735,10290,181265270
740,10360,179193433
745,10430,207439388
750,10500,175755001
755,10570,182682190
760,10640,180802964
765,10710,190837322
770,10780,187444517
775,10850,200778998
780,10920,198829514
785,10990,189825023
790,11060,205052114
795,11130,185909162
800,11200,195206693
805,11270,210106637
810,11340,191408108
815,11410,202299919
820,11480,202603697
825,11550,206205393
830,11620,213953341
835,11690,205188278
840,11760,213262084
845,11830,210504057
850,11900,203757759
855,11970,210298346
860,12040,210317087
865,12110,228586051
870,12180,217726773
875,12250,204687168
880,12320,225593064
885,12390,217155629
890,12460,233749351
895,12530,227253330
900,12600,218677861
905,12670,222303117
910,12740,220160509
915,12810,234080958
920,12880,227323834
925,12950,224930798
930,13020,230176783
935,13090,228912905
940,13160,240474007
945,13230,233789504
950,13300,223172499
955,13370,234977328
960,13440,231491643
965,13510,238892104
970,13580,236531839
975,13650,240746733
980,13720,237970148
985,13790,249296337
990,13860,245684799
995,13930,237695532
1000,14000,251479734
1005,14070,248211989
1010,14140,249899288
1015,14210,245131806
1020,14280,250689961
1025,14350,247797440
1030,14420,254909856
1035,14490,254066485
1040,14560,253265189
1045,14630,256939166
1050,14700,270412542
1055,14770,255100246
1060,14840,257956667
1065,14910,254120614
1070,14980,251712191
1075,15050,264102333
1080,15120,259398578
1085,15190,278486599
1090,15260,257245889
1095,15330,266601699
1100,15400,275142077
1105,15470,292182199
1110,15540,270204460
1115,15610,273732875
1120,15680,288291633
1125,15750,283707418
1130,15820,287083030
1135,15890,318414853
1140,15960,279807838
1145,16030,296822709
1150,16100,284168339
1155,16170,278732883
1160,16240,284606986
1165,16310,279547665
1170,16380,284035524
1175,16450,281143088
1180,16520,295832852
1185,16590,280100900
1190,16660,300406469
1195,16730,282754048
1200,16800,291132453
1205,16870,298667922
1210,16940,285654645
1215,17010,297438192
1220,17080,294087744
1225,17150,305418302
1230,17220,305368681
1235,17290,298363447
1240,17360,293568287
1245,17430,299997296
1250,17500,307160653
1255,17570,321574713
1260,17640,303223312
1265,17710,306375142
1270,17780,335763157
1275,17850,334936008
1280,17920,313820547
1285,17990,313500862
1290,18060,313860775
1295,18130,326536002
1300,18200,322594069
1305,18270,322790942
1310,18340,306126137
1315,18410,303212084
1320,18480,326490697
1325,18550,318589687
1330,18620,330134717
1335,18690,324203821
1340,18760,323957201
1345,18830,343265047
1350,18900,327399465
1355,18970,338799244
1360,19040,338692254
1365,19110,348713330
1370,19180,344589673
1375,19250,323379401
1380,19320,338615739
1385,19390,339068021
1390,19460,337005167
1395,19530,368763015
1400,19600,343616446
1405,19670,346004529
1410,19740,333647466
1415,19810,337306107
1420,19880,348781892
1425,19950,342344782
1430,20020,344658923
1435,20090,347893417
1440,20160,353053332
1445,20230,344983136
1450,20300,358525289
1455,20370,361440451
1460,20440,345664470
1465,20510,349874634
1470,20580,364000391
1475,20650,363089653
1480,20720,370184615
1485,20790,345920986
1490,20860,364111189
1495,20930,382155166
1500,21000,347796901
1505,21070,373016596
1510,21140,359886379
1515,21210,374242481
1520,21280,357841410
1525,21350,368967060
1530,21420,377949615
1535,21490,367435040
1540,21560,379461308
1545,21630,396672399
1550,21700,382242652
1555,21770,374952036
1560,21840,390214952
1565,21910,388895375
1570,21980,393960908
1575,22050,381358237
1580,22120,379666339
1585,22190,381782234
1590,22260,382336654
1595,22330,385668207
1600,22400,379036444
1605,22470,378977783
1610,22540,403441739
1615,22610,392051308
1620,22680,393559115
1625,22750,410455476
1630,22820,411664501
1635,22890,403835134
1640,22960,416912198
1645,23030,407760958
1650,23100,399868993
1655,23170,401007010
1660,23240,409810112
1665,23310,395729248
1670,23380,417086623
1675,23450,422063772
1680,23520,445681462
1685,23590,401434387
1690,23660,427903518
