n,m,cmin,cmax,dinic
50,150,1,100,34901
55,165,1,100,39784
60,180,1,100,33679
65,195,1,100,39298
70,210,1,100,29144
75,225,1,100,44838
80,240,1,100,48964
85,255,1,100,35513
90,270,1,100,72234
95,285,1,100,56565
100,300,1,100,45069
105,315,1,100,53064
110,330,1,100,64930
115,345,1,100,52836
120,360,1,100,58891
125,375,1,100,57533
130,390,1,100,82535
135,405,1,100,63053
140,420,1,100,56918
145,435,1,100,47784
150,450,1,100,48754
155,465,1,100,50872
160,480,1,100,52994
165,495,1,100,53905
170,510,1,100,55103
175,525,1,100,59996
180,540,1,100,61785
185,555,1,100,132022
190,570,1,100,163692
195,585,1,100,114259
200,600,1,100,137892
205,615,1,100,148164
210,630,1,100,164125
215,645,1,100,194510
220,660,1,100,152603
225,675,1,100,152916
230,690,1,100,180057
235,705,1,100,155631
240,720,1,100,164900
245,735,1,100,121480
250,750,1,100,142851
255,765,1,100,143785
260,780,1,100,195129
265,795,1,100,223953
270,810,1,100,238200
275,825,1,100,195974
280,840,1,100,279588
285,855,1,100,252264
290,870,1,100,175021
295,885,1,100,269793
300,900,1,100,232388
305,915,1,100,199485
310,930,1,100,250394
315,945,1,100,209779
320,960,1,100,183459
325,975,1,100,220281
330,990,1,100,119926
335,1005,1,100,193846
340,1020,1,100,226163
345,1035,1,100,127877
350,1050,1,100,167881
355,1065,1,100,267438
360,1080,1,100,228710
365,1095,1,100,195448
370,1110,1,100,204355
375,1125,1,100,261799
380,1140,1,100,191995
385,1155,1,100,230282
390,1170,1,100,163920
395,1185,1,100,252523
400,1200,1,100,169548
405,1215,1,100,180302
410,1230,1,100,218259
415,1245,1,100,189724
420,1260,1,100,178063
425,1275,1,100,281660
430,1290,1,100,241127
435,1305,1,100,277398
440,1320,1,100,340868
445,1335,1,100,254248
450,1350,1,100,416125
455,1365,1,100,410673
460,1380,1,100,441037
465,1395,1,100,364115
470,1410,1,100,314058
475,1425,1,100,585841
480,1440,1,100,376857
485,1455,1,100,390252
490,1470,1,100,391725
495,1485,1,100,193076
500,1500,1,100,429499
505,1515,1,100,413294
510,1530,1,100,290736
515,1545,1,100,364896
520,1560,1,100,429516
525,1575,1,100,200637
530,1590,1,100,321684
535,1605,1,100,325320
540,1620,1,100,321668
545,1635,1,100,329796
550,1650,1,100,391674
555,1665,1,100,212569
560,1680,1,100,397183
565,1695,1,100,401979
570,1710,1,100,408605
