n,m,primal_lp
50,650,24282465
55,715,5297236
60,780,4783511
65,845,4737878
70,910,6005183
75,975,5964391
80,1040,6543172
85,1105,7242211
90,1170,6702039
95,1235,6702043
100,1300,6449711
105,1365,7772183
110,1430,7283100
115,1495,8882169
120,1560,7683297
125,1625,9491234
130,1690,8638686
135,1755,9631299
140,1820,10027374
145,1885,9558112
150,1950,11867153
155,2015,11849354
160,2080,11533010
165,2145,12305895
170,2210,13450213
175,2275,14747471
180,2340,13144647
185,2405,10248836
190,2470,13836384
195,2535,12851034
200,2600,13735835
205,2665,14436747
210,2730,11833596
215,2795,14304257
220,2860,15647866
225,2925,16665570
230,2990,16302376
235,3055,16613937
240,3120,13505528
245,3185,13241486
250,3250,18630827
255,3315,18598041
260,3380,17521493
265,3445,17872409
270,3510,18975010
275,3575,20760853
280,3640,25005671
285,3705,22238468
290,3770,20846807
295,3835,24275282
300,3900,24086994
305,3965,24390262
310,4030,23465401
315,4095,21167731
320,4160,23012599
325,4225,23511503
330,4290,23411149
335,4355,25453888
340,4420,24528221
345,4485,25536239
350,4550,25582347
355,4615,27107543
360,4680,27663869
365,4745,26653322
370,4810,25797021
375,4875,25533353
380,4940,27243733
385,5005,25896877
390,5070,26305100
395,5135,27107316
400,5200,28807556
405,5265,29317450
410,5330,29697829
415,5395,30749589
420,5460,29900429
425,5525,34152184
430,5590,30287532
435,5655,30184220
440,5720,30816729
445,5785,34070937
450,5850,31416165
455,5915,33718166
460,5980,32929324
465,6045,35468589
470,6110,39876732
475,6175,35776579
480,6240,34495011
485,6305,38410124
490,6370,37189935
495,6435,34080020
500,6500,39251476
505,6565,35376907
510,6630,36475133
515,6695,41107788
520,6760,37700348
525,6825,36052522
530,6890,41939306
535,6955,44410078
540,7020,40125090
545,7085,36825299
550,7150,38802692
555,7215,41401653
560,7280,42604670
565,7345,43474264
570,7410,43499363
575,7475,43154847
580,7540,51120228
585,7605,41831623
590,7670,45626470
595,7735,43207772
600,7800,46757243
605,7865,47608957
610,7930,47528370
615,7995,44398278
620,8060,45699356
625,8125,46216390
630,8190,48108768
635,8255,52058313
640,8320,50092550
645,8385,47107321
650,8450,46555513
655,8515,59162297
660,8580,58018100
665,8645,50540554
670,8710,47880605
675,8775,55372526
680,8840,55108322
685,8905,55742845
690,8970,64036029
695,9035,49943060
700,9100,47530445
705,9165,65065189
710,9230,48213440
715,9295,60506969
720,9360,62643440
725,9425,53344103
730,9490,65322333
735,9555,54181088
740,9620,55257907
745,9685,62454969
750,9750,59954918
755,9815,57690218
760,9880,60518025
765,9945,57851975
770,10010,57633524
775,10075,56976891
780,10140,63686612
785,10205,48395823
790,10270,73508704
795,10335,60098590
800,10400,77499626
805,10465,62468082
810,10530,55777686
815,10595,62042382
820,10660,67855779
825,10725,61091076
830,10790,75395927
835,10855,76049811
840,10920,76631461
845,10985,62919251
850,11050,74587705
855,11115,72096550
860,11180,54010880
865,11245,62794259
870,11310,74781203
875,11375,74515593
880,11440,68323450
885,11505,77282859
890,11570,79155103
895,11635,83957545
900,11700,77878149
905,11765,94311095
910,11830,85635174
915,11895,85365271
920,11960,85675641
925,12025,74914235
930,12090,88702332
935,12155,92189476
940,12220,90382281
945,12285,87903376
950,12350,94120567
955,12415,92819739
960,12480,95268713
965,12545,80763754
970,12610,85458320
975,12675,83500457
980,12740,76639161
985,12805,114038228
990,12870,80913421
995,12935,105766681
1000,13000,102628914
1005,13065,91356930
1010,13130,116720331
1015,13195,83987109
1020,13260,86996057
1025,13325,106490655
1030,13390,88307453
1035,13455,93680197
1040,13520,116288442
1045,13585,94701961
1050,13650,111129813
1055,13715,129161668
1060,13780,120271066
1065,13845,114318414
1070,13910,111330329
1075,13975,110751210
1080,14040,110858306
1085,14105,123129276
1090,14170,114171818
1095,14235,121593928
1100,14300,113327908
1105,14365,110055230
1110,14430,127438737
1115,14495,130791053
1120,14560,130446447
1125,14625,127350015
1130,14690,109890953
1135,14755,128337307
1140,14820,93095011
1145,14885,94656960
1150,14950,127118568
1155,15015,128957800
1160,15080,157736409
1165,15145,146514959
1170,15210,158204555
1175,15275,121290606
1180,15340,128758713
1185,15405,163046317
1190,15470,158740599
1195,15535,143281311
1200,15600,132757114
1205,15665,132064339
1210,15730,170195918
1215,15795,159020198
1220,15860,165265668
1225,15925,148333584
1230,15990,162459707
1235,16055,132957981
1240,16120,164082678
1245,16185,142230973
1250,16250,136958735
1255,16315,137009167
1260,16380,129285235
1265,16445,171339861
1270,16510,179616675
1275,16575,171922383
1280,16640,162590358
1285,16705,165480158
1290,16770,154452315
1295,16835,151499126
1300,16900,157197648
1305,16965,179804794
1310,17030,183077061
1315,17095,153022452
1320,17160,157219199
1325,17225,175865999
1330,17290,187193687
1335,17355,201001754
1340,17420,200890461
1345,17485,185769462
1350,17550,162140196
1355,17615,205838487
1360,17680,179734378
1365,17745,173637573
1370,17810,175233616
1375,17875,164806365
1380,17940,199113311
1385,18005,162254125
1390,18070,182345960
1395,18135,190381510
1400,18200,150234750
1405,18265,190814138
1410,18330,208787134
1415,18395,215818618
1420,18460,179894010
1425,18525,222489786
1430,18590,185436673
1435,18655,175230415
1440,18720,219222118
1445,18785,195500529
1450,18850,175062118
1455,18915,201377437
1460,18980,202495016
1465,19045,221818540
1470,19110,180701719
1475,19175,193050072
1480,19240,182995848
1485,19305,206468347
1490,19370,176670345
1495,19435,216334043
1500,19500,171708287
1505,19565,190884571
1510,19630,221855654
1515,19695,218199000
1520,19760,220933800
1525,19825,226516767
1530,19890,243725966
1535,19955,214723898
1540,20020,236835224
1545,20085,200218027
1550,20150,218784095
1555,20215,255059080
1560,20280,211296833
1565,20345,224171172
1570,20410,241825903
1575,20475,257798478
1580,20540,212169614
1585,20605,209816964
1590,20670,273224988
1595,20735,258904233
1600,20800,228587876
1605,20865,217327620
1610,20930,248467936
1615,20995,238674478
1620,21060,217649785
1625,21125,285285222
1630,21190,215805046
1635,21255,253434471
1640,21320,232507948
1645,21385,214115779
1650,21450,263636820
1655,21515,268619648
1660,21580,220963837
1665,21645,285738988
1670,21710,275382729
1675,21775,251090051
1680,21840,246193076
1685,21905,263697273
1690,21970,249821541
1695,22035,244481047
1700,22100,248840673
1705,22165,253790190
1710,22230,265696360
1715,22295,290058290
1720,22360,290456002
1725,22425,257893510
1730,22490,246766233
1735,22555,281004722
1740,22620,259408446
1745,22685,264193727
1750,22750,257728002
1755,22815,306995174
1760,22880,262229668
1765,22945,263478892
1770,23010,289406245
1775,23075,240603674
1780,23140,273695608
1785,23205,314710740
1790,23270,272610037
1795,23335,314514322
1800,23400,271234494
1805,23465,318298187
1810,23530,269566141
1815,23595,274283828
1820,23660,306738268
1825,23725,288284160
1830,23790,307191975
1835,23855,330354701
1840,23920,407729417
1845,23985,393969025
1850,24050,333230650
1855,24115,311433993
1860,24180,274482104
1865,24245,359654925
1870,24310,324960738
1875,24375,316266384
1880,24440,333099946
