n,m,lp_runs,exp_lp
50,250,14,4368697
55,275,15,4551791
60,300,9,3162933
65,325,14,4541780
70,350,10,3866678
75,375,8,3523637
80,400,8,3524794
85,425,6,3273919
90,450,7,3582631
95,475,4,3093098
100,500,4,2689211
105,525,5,2966521
110,550,10,4791697
115,575,8,5307667
120,600,9,4584593
125,625,8,4704863
130,650,14,7297334
135,675,9,4671777
140,700,9,4772130
145,725,7,4753776
150,750,8,4643514
155,775,14,6761190
160,800,20,9752695
165,825,21,11153836
170,850,22,10268729
175,875,20,10176534
180,900,20,10450315
185,925,15,8263053
190,950,16,9961117
195,975,16,8844983
200,1000,13,7851486
205,1025,21,11024774
210,1050,14,8387237
215,1075,17,10727900
220,1100,14,8541125
225,1125,16,9754507
230,1150,11,7203819
235,1175,11,8065493
240,1200,13,8502505
245,1225,16,10338977
250,1250,14,10386467
255,1275,14,13983980
260,1300,13,9605266
265,1325,12,9522549
270,1350,17,12655051
275,1375,11,8198257
280,1400,13,9671616
285,1425,9,7572694
290,1450,15,10922951
295,1475,12,9404940
300,1500,10,8684326
305,1525,12,9745821
310,1550,11,8825016
315,1575,10,9102477
320,1600,6,6388020
325,1625,9,8651831
330,1650,8,7378120
335,1675,9,8838231
340,1700,10,8943712
345,1725,9,8890115
350,1750,10,10735907
355,1775,9,8904539
360,1800,7,8130550
365,1825,7,7699014
370,1850,6,7766706
375,1875,6,7324324
380,1900,7,8323203
385,1925,5,6468378
390,1950,8,10197379
395,1975,8,8989675
400,2000,6,7936966
405,2025,8,9322761
410,2050,5,7259691
415,2075,8,9406134
420,2100,6,8010009
425,2125,5,7576915
430,2150,7,9408363
435,2175,6,9022090
440,2200,6,8308199
445,2225,10,11435201
450,2250,5,9125930
455,2275,5,7975535
460,2300,8,10872861
465,2325,6,9215369
470,2350,8,11204014
475,2375,8,11612191
480,2400,8,11132446
485,2425,6,9264202
490,2450,6,9054369
495,2475,6,9756087
500,2500,9,13026336
505,2525,7,10129463
510,2550,6,9468063
515,2575,7,10252067
520,2600,6,9546205
525,2625,5,8777869
530,2650,6,9612201
535,2675,8,11304371
540,2700,10,13309738
545,2725,9,13295499
550,2750,5,9219832
555,2775,6,10154610
560,2800,5,9357060
565,2825,6,10526531
570,2850,5,10167838
575,2875,5,9519212
580,2900,7,11213300
585,2925,6,10369482
590,2950,8,13552533
595,2975,7,12006512
600,3000,5,9612202
605,3025,6,10691789
610,3050,3,8305321
615,3075,4,8980773
620,3100,3,8230427
625,3125,4,8931469
630,3150,4,9299812
635,3175,3,8484465
640,3200,4,9678375
