n,m,dual_lp
500,500,24743097
500,600,5158161
500,700,6248290
500,800,7341811
500,900,8111334
500,1000,9725953
500,1100,11220247
500,1200,11781625
500,1300,12528638
500,1400,14335937
500,1500,15411059
500,1600,18313225
500,1700,20895394
500,1800,20342424
500,1900,19623248
500,2000,19910085
500,2100,24745439
500,2200,22191881
500,2300,23015712
500,2400,24563183
500,2500,23116360
500,2600,25523178
500,2700,27533580
500,2800,27021315
500,2900,27636635
500,3000,32066248
500,3100,32189492
500,3200,33152189
500,3300,33288531
500,3400,34966275
500,3500,35609974
500,3600,36663381
500,3700,35137832
500,3800,37408975
500,3900,37478301
500,4000,38711412
500,4100,39495638
500,4200,42960510
500,4300,58982715
500,4400,42536773
500,4500,42252292
500,4600,43614238
500,4700,44071632
500,4800,44685493
500,4900,46428889
500,5000,47892656
500,5100,48685384
500,5200,48765451
500,5300,48580861
500,5400,50628459
500,5500,51363137
500,5600,50033531
500,5700,51682172
500,5800,52506746
500,5900,53666263
500,6000,54023161
500,6100,56985931
500,6200,56409786
500,6300,70200817
500,6400,67908206
500,6500,71486897
500,6600,66716285
500,6700,76557916
500,6800,73144187
500,6900,75468549
500,7000,69693675
500,7100,78297690
500,7200,74892366
500,7300,74654637
500,7400,71709120
500,7500,80443658
500,7600,77664573
500,7700,81799450
500,7800,76317753
500,7900,79219212
500,8000,84410859
500,8100,79572094
500,8200,78725526
500,8300,83902652
500,8400,83038394
500,8500,97203189
500,8600,87841669
500,8700,85536867
500,8800,88268862
500,8900,87246722
500,9000,89571014
500,9100,92758900
500,9200,94141566
500,9300,95735613
500,9400,96661738
500,9500,97196345
500,9600,97812216
500,9700,104200048
500,9800,101303208
500,9900,107481252
500,10000,103573902
500,10100,211427895
500,10200,218148771
500,10300,224990610
500,10400,220869487
500,10500,212464553
500,10600,220323651
500,10700,229279260
500,10800,225109487
500,10900,228456097
500,11000,229471372
500,11100,230100770
500,11200,220943967
500,11300,235161283
500,11400,240903241
500,11500,234151645
500,11600,249987141
500,11700,278208020
500,11800,259687093
500,11900,246279482
500,12000,262187093
500,12100,259464017
500,12200,281394831
500,12300,264362694
500,12400,272997635
500,12500,273556976
500,12600,288851246
500,12700,279301961
500,12800,274292822
500,12900,294461560
500,13000,287559602
500,13100,291463748
500,13200,296416238
500,13300,293967773
500,13400,302622369
500,13500,324919154
500,13600,297622504
500,13700,142545351
500,13800,325952102
500,13900,324217005
500,14000,314027055
500,14100,337161429
500,14200,338092803
500,14300,327491792
500,14400,353357358
500,14500,330589864
500,14600,333028165
500,14700,154328200
500,14800,344079585
500,14900,348595694
500,15000,381986695
500,15100,375173195
500,15200,374969934
500,15300,383114038
500,15400,383232670
500,15500,387317043
500,15600,374049059
500,15700,387494303
500,15800,400508156
500,15900,377862007
500,16000,411680712
500,16100,427218749
500,16200,415472335
500,16300,449323316
500,16400,424404548
500,16500,180411678
500,16600,178649085
500,16700,425393562
500,16800,178655820
500,16900,419842444
500,17000,416970194
500,17100,423148802
500,17200,435409133
500,17300,445816521
500,17400,435166919
500,17500,473162916
500,17600,458121415
500,17700,202042171
500,17800,465806611
500,17900,464251460
500,18000,494499328
500,18100,202181014
500,18200,207801829
500,18300,210589563
500,18400,211445831
500,18500,205894989
500,18600,213052737
500,18700,229869923
500,18800,202742766
500,18900,230767981
500,19000,227105831
500,19100,208023789
500,19200,212041484
500,19300,225083677
500,19400,212404893
500,19500,254892975
500,19600,250213720
500,19700,225344689
500,19800,222580318
500,19900,256879025
500,20000,209128923
500,20100,249923789
500,20200,261212563
500,20300,282275419
500,20400,274835917
500,20500,282224346
500,20600,279369792
500,20700,275016341
500,20800,274525341
500,20900,274566321
500,21000,272436882
500,21100,269670399
500,21200,272647612
500,21300,276648571
500,21400,273620182
500,21500,270896435
500,21600,262137404
500,21700,276868512
500,21800,238577513
500,21900,226487754
500,22000,290749282
500,22100,295205592
500,22200,318091826
500,22300,233208624
500,22400,307593579
500,22500,292828218
500,22600,269133154
500,22700,273551776
500,22800,309527085
500,22900,299120395
500,23000,332457691
500,23100,316968741
500,23200,314791403
500,23300,272178419
500,23400,303815576
500,23500,331322806
500,23600,272005957
500,23700,329259575
500,23800,311532818
500,23900,330826986
500,24000,315934067
500,24100,314584405
500,24200,373717679
500,24300,295250131
500,24400,341502920
500,24500,337437353
500,24600,303787296
500,24700,338429071
500,24800,306487873
500,24900,335453757
500,25000,346960095
500,25100,305396077
500,25200,317388157
500,25300,339170279
500,25400,319484339
500,25500,297514326
500,25600,332507026
500,25700,311904715
