n,m,cmin,cmax,primal_lp
50,400,1,1,21211422
55,440,1,1,6722511
60,480,1,1,3665594
65,520,1,1,3839634
70,560,1,1,4232439
75,600,1,1,3822372
80,640,1,1,3756167
85,680,1,1,5025976
90,720,1,1,4471521
95,760,1,1,4090949
100,800,1,1,4645984
105,840,1,1,5298953
110,880,1,1,5480045
115,920,1,1,5542648
120,960,1,1,5427486
125,1000,1,1,5486093
130,1040,1,1,6093069
135,1080,1,1,5848913
140,1120,1,1,6740191
145,1160,1,1,6980550
150,1200,1,1,6390713
155,1240,1,1,7480549
160,1280,1,1,7383943
165,1320,1,1,7521598
170,1360,1,1,6949791
175,1400,1,1,8630167
180,1440,1,1,7894463
185,1480,1,1,8798088
190,1520,1,1,8206041
195,1560,1,1,8457738
200,1600,1,1,8234490
205,1640,1,1,7744836
210,1680,1,1,9758478
215,1720,1,1,10297335
220,1760,1,1,10279579
225,1800,1,1,10637863
230,1840,1,1,9753895
235,1880,1,1,10836272
240,1920,1,1,9910592
245,1960,1,1,11117449
250,2000,1,1,9261860
255,2040,1,1,10773279
260,2080,1,1,11009368
265,2120,1,1,11963927
270,2160,1,1,12707498
275,2200,1,1,11932168
280,2240,1,1,11950500
285,2280,1,1,10514294
290,2320,1,1,11241016
295,2360,1,1,10977001
300,2400,1,1,13357732
305,2440,1,1,11958073
310,2480,1,1,14212353
315,2520,1,1,12710503
320,2560,1,1,14040430
325,2600,1,1,14285170
330,2640,1,1,13708935
335,2680,1,1,14969706
340,2720,1,1,14609488
345,2760,1,1,14592264
350,2800,1,1,16290879
355,2840,1,1,14878397
360,2880,1,1,14684981
365,2920,1,1,14025760
370,2960,1,1,15817055
375,3000,1,1,16689579
380,3040,1,1,14935851
385,3080,1,1,15566722
390,3120,1,1,15353254
395,3160,1,1,17183211
400,3200,1,1,16765563
405,3240,1,1,22344114
410,3280,1,1,19008886
415,3320,1,1,18065858
420,3360,1,1,19140371
425,3400,1,1,20244376
430,3440,1,1,15648217
435,3480,1,1,17941223
440,3520,1,1,19310452
445,3560,1,1,22384884
450,3600,1,1,21182200
455,3640,1,1,20949570
460,3680,1,1,19972804
465,3720,1,1,23070692
470,3760,1,1,24969213
475,3800,1,1,20196482
480,3840,1,1,22506874
485,3880,1,1,22081328
490,3920,1,1,21024405
495,3960,1,1,22149447
500,4000,1,1,20876792
505,4040,1,1,19919094
510,4080,1,1,20979118
515,4120,1,1,20146767
520,4160,1,1,23250108
525,4200,1,1,22909691
530,4240,1,1,21029382
535,4280,1,1,22906815
540,4320,1,1,26048172
545,4360,1,1,20706756
550,4400,1,1,22476829
555,4440,1,1,24843572
560,4480,1,1,28811503
565,4520,1,1,30152584
570,4560,1,1,27276767
575,4600,1,1,27633868
580,4640,1,1,25886109
585,4680,1,1,27298050
590,4720,1,1,26476716
595,4760,1,1,24566333
600,4800,1,1,26475971
605,4840,1,1,26176811
610,4880,1,1,29097317
615,4920,1,1,25478001
620,4960,1,1,31978740
625,5000,1,1,28932770
630,5040,1,1,26662143
635,5080,1,1,24999037
640,5120,1,1,33093595
645,5160,1,1,29357449
650,5200,1,1,35299220
655,5240,1,1,32153283
660,5280,1,1,33493031
665,5320,1,1,34531583
670,5360,1,1,32991944
675,5400,1,1,34897371
680,5440,1,1,33340961
685,5480,1,1,39842753
690,5520,1,1,31539655
695,5560,1,1,33790763
700,5600,1,1,34166455
705,5640,1,1,33787867
710,5680,1,1,37007579
715,5720,1,1,35216521
720,5760,1,1,36163767
725,5800,1,1,34474286
730,5840,1,1,34716120
735,5880,1,1,36574640
740,5920,1,1,44850366
745,5960,1,1,42230491
750,6000,1,1,41293556
755,6040,1,1,34882798
760,6080,1,1,41789388
765,6120,1,1,39297555
770,6160,1,1,49563648
775,6200,1,1,42651490
780,6240,1,1,40842817
785,6280,1,1,37836859
790,6320,1,1,41802694
795,6360,1,1,42485499
800,6400,1,1,37404403
805,6440,1,1,38984949
810,6480,1,1,46606746
815,6520,1,1,42502409
820,6560,1,1,45142212
825,6600,1,1,49267850
830,6640,1,1,45770075
835,6680,1,1,42444549
840,6720,1,1,42296751
845,6760,1,1,52387636
850,6800,1,1,50117869
855,6840,1,1,52699139
860,6880,1,1,48754748
865,6920,1,1,50681777
870,6960,1,1,44536395
875,7000,1,1,41960311
880,7040,1,1,44321649
885,7080,1,1,46357251
890,7120,1,1,49486582
895,7160,1,1,54277895
900,7200,1,1,47273068
905,7240,1,1,52000537
910,7280,1,1,51115489
915,7320,1,1,51240384
920,7360,1,1,59985137
925,7400,1,1,58591268
930,7440,1,1,55776900
935,7480,1,1,50000015
940,7520,1,1,55894356
945,7560,1,1,54787676
950,7600,1,1,60169544
955,7640,1,1,54495219
960,7680,1,1,65393944
965,7720,1,1,60833332
970,7760,1,1,62245768
975,7800,1,1,57380786
980,7840,1,1,58816183
985,7880,1,1,77893340
990,7920,1,1,65167857
995,7960,1,1,67255848
1000,8000,1,1,63559413
1005,8040,1,1,58680776
1010,8080,1,1,58743679
1015,8120,1,1,58657245
1020,8160,1,1,65727431
1025,8200,1,1,63644714
1030,8240,1,1,65588045
1035,8280,1,1,50816712
1040,8320,1,1,69987324
1045,8360,1,1,71677547
1050,8400,1,1,61067435
1055,8440,1,1,67929470
1060,8480,1,1,67208897
1065,8520,1,1,67395802
1070,8560,1,1,68293791
1075,8600,1,1,71041510
1080,8640,1,1,67498590
1085,8680,1,1,75208741
1090,8720,1,1,70470952
1095,8760,1,1,75966898
1100,8800,1,1,69807935
1105,8840,1,1,68252068
1110,8880,1,1,70050751
1115,8920,1,1,75265843
1120,8960,1,1,66661904
1125,9000,1,1,65531180
1130,9040,1,1,62545191
1135,9080,1,1,86529530
1140,9120,1,1,74775900
1145,9160,1,1,75416181
1150,9200,1,1,77169988
1155,9240,1,1,61067044
1160,9280,1,1,79405506
1165,9320,1,1,80367023
1170,9360,1,1,80405900
1175,9400,1,1,81200413
1180,9440,1,1,69371486
1185,9480,1,1,82031904
1190,9520,1,1,85772598
1195,9560,1,1,69867589
1200,9600,1,1,67455361
1205,9640,1,1,81165132
1210,9680,1,1,75831120
1215,9720,1,1,75899060
1220,9760,1,1,72547004
1225,9800,1,1,79842885
1230,9840,1,1,80099898
1235,9880,1,1,82163515
1240,9920,1,1,95826363
1245,9960,1,1,72592908
1250,10000,1,1,80411020
1255,10040,1,1,81843575
1260,10080,1,1,91393159
1265,10120,1,1,104324302
1270,10160,1,1,92443177
1275,10200,1,1,91201372
1280,10240,1,1,85832537
1285,10280,1,1,100595862
1290,10320,1,1,92894012
1295,10360,1,1,96698383
1300,10400,1,1,95902387
1305,10440,1,1,101539501
1310,10480,1,1,81760157
1315,10520,1,1,86007737
1320,10560,1,1,98352518
1325,10600,1,1,93217144
1330,10640,1,1,91152108
1335,10680,1,1,108676774
1340,10720,1,1,78339601
1345,10760,1,1,90886682
1350,10800,1,1,82550552
1355,10840,1,1,95811578
1360,10880,1,1,88812860
1365,10920,1,1,89693780
1370,10960,1,1,96088332
1375,11000,1,1,96403663
1380,11040,1,1,111120954
1385,11080,1,1,104030133
1390,11120,1,1,84627000
1395,11160,1,1,89556543
1400,11200,1,1,98747249
1405,11240,1,1,104176457
1410,11280,1,1,104511627
1415,11320,1,1,114889435
1420,11360,1,1,94135639
1425,11400,1,1,110516043
1430,11440,1,1,116042534
1435,11480,1,1,176126736
1440,11520,1,1,103380660
1445,11560,1,1,110268979
1450,11600,1,1,107808244
1455,11640,1,1,104853615
1460,11680,1,1,96558640
1465,11720,1,1,88727731
1470,11760,1,1,109973808
1475,11800,1,1,103881416
