n,m,primal_lp
50,300,27352311
55,330,3668270
60,360,3443108
65,390,3915752
70,420,3308774
75,450,3616778
80,480,4345311
85,510,4018046
90,540,4867436
95,570,4175748
100,600,4160030
105,630,5090176
110,660,4910562
115,690,4452542
120,720,4402323
125,750,5653117
130,780,6130267
135,810,6687794
140,840,6040824
145,870,6068455
150,900,6244448
155,930,6528364
160,960,6480989
165,990,6914752
170,1020,6287976
175,1050,7605738
180,1080,7082051
185,1110,8058224
190,1140,7246262
195,1170,6906992
200,1200,6523122
205,1230,8290295
210,1260,7725393
215,1290,9276069
220,1320,9461464
225,1350,8789694
230,1380,10044085
235,1410,8714220
240,1440,9578824
245,1470,9089680
250,1500,9709643
255,1530,10016151
260,1560,8626561
265,1590,9893184
270,1620,12744938
275,1650,11753184
280,1680,11361533
285,1710,11930733
290,1740,11370517
295,1770,12534354
300,1800,13522635
305,1830,14452828
310,1860,14912666
315,1890,15197831
320,1920,14234249
325,1950,15561022
330,1980,14384451
335,2010,15174572
340,2040,16885575
345,2070,18233338
350,2100,14890760
355,2130,12668374
360,2160,14284262
365,2190,16438436
370,2220,15485916
375,2250,16473169
380,2280,15506405
385,2310,14468779
390,2340,18517187
395,2370,16238382
400,2400,17557815
405,2430,18380479
410,2460,17247660
415,2490,18841724
420,2520,19117038
425,2550,16844980
430,2580,20196435
435,2610,18178785
440,2640,20195068
445,2670,20197060
450,2700,19192447
455,2730,19788128
460,2760,19499950
465,2790,22411183
470,2820,19561199
475,2850,24367635
480,2880,23709600
485,2910,23406252
490,2940,24141866
495,2970,25727392
500,3000,22472289
505,3030,22720471
510,3060,21035831
515,3090,24388516
520,3120,24191481
525,3150,25730309
530,3180,23923154
535,3210,20105744
540,3240,20136917
545,3270,18334815
550,3300,27475968
555,3330,19626258
560,3360,26222275
565,3390,28198194
570,3420,29749122
575,3450,26685807
580,3480,26332631
585,3510,26449126
590,3540,28826788
595,3570,30641051
600,3600,34519150
605,3630,32469316
610,3660,29461898
615,3690,28241644
620,3720,31426639
625,3750,28873358
630,3780,31576536
635,3810,33380185
640,3840,31961687
645,3870,29874917
650,3900,30966632
655,3930,36179882
660,3960,32456909
665,3990,35005809
670,4020,31339179
675,4050,35609836
680,4080,27839388
685,4110,32771222
690,4140,28502378
695,4170,27071059
700,4200,27953229
705,4230,32675816
710,4260,28252665
715,4290,28929608
720,4320,31582811
725,4350,32590346
730,4380,29045580
735,4410,31247285
740,4440,36410346
745,4470,37045550
750,4500,34243870
755,4530,33038126
760,4560,33787301
765,4590,35507445
770,4620,33224381
775,4650,34320036
780,4680,40953059
785,4710,39193645
790,4740,43143384
795,4770,37821332
800,4800,35776846
805,4830,39886322
810,4860,40886207
815,4890,46673215
820,4920,49953728
825,4950,45455536
830,4980,51489052
835,5010,39918085
840,5040,41599715
845,5070,45730681
850,5100,45232170
855,5130,42254301
860,5160,47922124
865,5190,42475070
