n,m,dinic
50,250,49931
55,275,46113
60,300,52248
65,325,54613
70,350,46051
75,375,50231
80,400,64804
85,425,62408
90,450,73949
95,475,58837
100,500,76727
105,525,79560
110,550,75881
115,575,88644
120,600,86809
125,625,83872
130,650,118363
135,675,97904
140,700,109654
145,725,103018
150,750,113245
155,775,128700
160,800,150299
165,825,165171
170,850,251528
175,875,311097
180,900,174079
185,925,214217
190,950,170807
195,975,202304
200,1000,220381
205,1025,270439
210,1050,285045
215,1075,254527
220,1100,190166
225,1125,228324
230,1150,248825
235,1175,184428
240,1200,280867
245,1225,250154
250,1250,254633
255,1275,268871
260,1300,238081
265,1325,263400
270,1350,241214
275,1375,312647
280,1400,306610
285,1425,266306
290,1450,334512
295,1475,510743
300,1500,347331
305,1525,301342
310,1550,351723
315,1575,307860
320,1600,279869
325,1625,362054
330,1650,337233
335,1675,379676
340,1700,286983
345,1725,295280
350,1750,286494
355,1775,330572
360,1800,292312
365,1825,360990
370,1850,248980
375,1875,306907
380,1900,458482
385,1925,340054
390,1950,358753
395,1975,340610
400,2000,386327
405,2025,352662
410,2050,413815
415,2075,376310
420,2100,426749
425,2125,427470
430,2150,382689
435,2175,455585
440,2200,437484
445,2225,363696
450,2250,660022
455,2275,446271
460,2300,405479
465,2325,410631
470,2350,525061
475,2375,419313
480,2400,493648
485,2425,480330
490,2450,469128
495,2475,531480
500,2500,484888
505,2525,443609
510,2550,524702
515,2575,557070
520,2600,555665
525,2625,629703
530,2650,544979
535,2675,547220
540,2700,477738
545,2725,487781
550,2750,379253
555,2775,406468
560,2800,726574
565,2825,420795
570,2850,508375
575,2875,501659
580,2900,503179
585,2925,503063
590,2950,576093
595,2975,655166
600,3000,633420
605,3025,552993
610,3050,420733
615,3075,556930
620,3100,456116
625,3125,548968
630,3150,562158
635,3175,527607
640,3200,467633
645,3225,474479
650,3250,450797
655,3275,377272
660,3300,628665
665,3325,386920
670,3350,525212
675,3375,593785
680,3400,548908
685,3425,531493
690,3450,603174
695,3475,627726
700,3500,560459
705,3525,616467
710,3550,835255
715,3575,577533
720,3600,627688
725,3625,631749
730,3650,559213
735,3675,573624
740,3700,571652
745,3725,675168
750,3750,768091
755,3775,666394
760,3800,756430
765,3825,667012
770,3850,855344
775,3875,669546
780,3900,688191
785,3925,912076
790,3950,943700
795,3975,769247
800,4000,817262
805,4025,676487
810,4050,807298
815,4075,836053
820,4100,881092
825,4125,1027326
830,4150,1037020
835,4175,1173168
840,4200,1032472
845,4225,704560
850,4250,782139
855,4275,795626
860,4300,758807
865,4325,929480
870,4350,754902
875,4375,826246
880,4400,950142
885,4425,945625
890,4450,815294
895,4475,973008
900,4500,809143
905,4525,1034107
910,4550,754967
915,4575,817162
920,4600,941430
925,4625,966420
930,4650,880399
935,4675,1000898
940,4700,798428
945,4725,1014112
950,4750,1015927
955,4775,722497
960,4800,886241
965,4825,878014
970,4850,708051
975,4875,949615
980,4900,1039354
985,4925,1048130
990,4950,1286464
995,4975,989469
1000,5000,1179951
1005,5025,962078
1010,5050,994089
1015,5075,1297280
1020,5100,1058444
1025,5125,885233
1030,5150,938655
1035,5175,888176
1040,5200,808473
1045,5225,1084807
1050,5250,963552
1055,5275,785983
1060,5300,895732
1065,5325,864742
1070,5350,971502
1075,5375,1052718
1080,5400,1077301
1085,5425,895470
1090,5450,962139
1095,5475,921060
1100,5500,957010
1105,5525,1021365
1110,5550,970673
1115,5575,1165110
1120,5600,1011786
1125,5625,854703
1130,5650,954248
1135,5675,1007213
1140,5700,1485619
1145,5725,1361553
1150,5750,1171797
1155,5775,1106977
1160,5800,1009446
1165,5825,1123054
1170,5850,1251004
1175,5875,1400126
1180,5900,896257
