n,m,cmin,cmax,primal_lp
50,600,1,100,23271963
55,660,1,100,4383831
60,720,1,100,5019935
65,780,1,100,5071969
70,840,1,100,5447005
75,900,1,100,5568286
80,960,1,100,6212699
85,1020,1,100,5684367
90,1080,1,100,6698859
95,1140,1,100,6773398
100,1200,1,100,7007419
105,1260,1,100,7946253
110,1320,1,100,8071971
115,1380,1,100,8212479
120,1440,1,100,9339474
125,1500,1,100,8994669
130,1560,1,100,9468994
135,1620,1,100,10203233
140,1680,1,100,10679950
145,1740,1,100,8511165
150,1800,1,100,8616137
155,1860,1,100,11461118
160,1920,1,100,12050379
165,1980,1,100,11177258
170,2040,1,100,12948779
175,2100,1,100,13035363
180,2160,1,100,14223774
185,2220,1,100,14740946
190,2280,1,100,13656982
195,2340,1,100,14087727
200,2400,1,100,14325171
205,2460,1,100,15107338
210,2520,1,100,14799908
215,2580,1,100,13147246
220,2640,1,100,14254612
225,2700,1,100,16669034
230,2760,1,100,16197466
235,2820,1,100,16292311
240,2880,1,100,18079662
245,2940,1,100,18480878
250,3000,1,100,14888005
255,3060,1,100,19697894
260,3120,1,100,21152940
265,3180,1,100,18447960
270,3240,1,100,18250868
275,3300,1,100,20560340
280,3360,1,100,19170291
285,3420,1,100,20634611
290,3480,1,100,22343047
295,3540,1,100,23481183
300,3600,1,100,20863689
305,3660,1,100,23896781
310,3720,1,100,26380383
315,3780,1,100,24964879
320,3840,1,100,24698891
325,3900,1,100,24285808
330,3960,1,100,27435099
335,4020,1,100,25955905
340,4080,1,100,30335505
345,4140,1,100,26529379
350,4200,1,100,28959736
355,4260,1,100,26789996
360,4320,1,100,27527756
365,4380,1,100,30630240
370,4440,1,100,27037534
375,4500,1,100,29825186
380,4560,1,100,29337218
385,4620,1,100,27419796
390,4680,1,100,29775879
395,4740,1,100,31771459
400,4800,1,100,36723622
405,4860,1,100,34748676
410,4920,1,100,35058940
415,4980,1,100,30700153
420,5040,1,100,40558684
425,5100,1,100,32864992
430,5160,1,100,31619656
435,5220,1,100,34156089
440,5280,1,100,33498462
445,5340,1,100,33367716
450,5400,1,100,38178528
455,5460,1,100,40014427
460,5520,1,100,36820278
465,5580,1,100,37296080
470,5640,1,100,36110309
475,5700,1,100,38246598
480,5760,1,100,35090338
485,5820,1,100,40329591
490,5880,1,100,45712793
495,5940,1,100,49529569
500,6000,1,100,45758189
505,6060,1,100,45027979
510,6120,1,100,54561190
515,6180,1,100,50147445
520,6240,1,100,45474286
525,6300,1,100,52673076
530,6360,1,100,41635970
535,6420,1,100,45470942
540,6480,1,100,47576436
