n,m,cmin,cmax,dual_lp
50,550,1,100,6478014
55,605,1,100,7122416
60,660,1,100,7395811
65,715,1,100,8363450
70,770,1,100,8668316
75,825,1,100,10460730
80,880,1,100,9472461
85,935,1,100,9891045
90,990,1,100,10344266
95,1045,1,100,10762118
100,1100,1,100,11213633
105,1155,1,100,11535279
110,1210,1,100,12851320
115,1265,1,100,12726320
120,1320,1,100,13572966
125,1375,1,100,13650386
130,1430,1,100,14507674
135,1485,1,100,14939331
140,1540,1,100,14911487
145,1595,1,100,17035939
150,1650,1,100,16659419
155,1705,1,100,15901209
160,1760,1,100,17296096
165,1815,1,100,16788100
170,1870,1,100,16904262
175,1925,1,100,18314316
180,1980,1,100,18427455
185,2035,1,100,19471022
190,2090,1,100,19279705
195,2145,1,100,21941649
200,2200,1,100,23571195
205,2255,1,100,25443060
210,2310,1,100,26319165
215,2365,1,100,26450853
220,2420,1,100,26885537
225,2475,1,100,26898957
230,2530,1,100,30346315
235,2585,1,100,28431396
240,2640,1,100,29340663
245,2695,1,100,28647600
250,2750,1,100,28283959
255,2805,1,100,30415707
260,2860,1,100,31988154
265,2915,1,100,31986951
270,2970,1,100,31447650
275,3025,1,100,31368984
280,3080,1,100,30253068
285,3135,1,100,32170079
290,3190,1,100,30680441
295,3245,1,100,31906428
300,3300,1,100,32437152
305,3355,1,100,33130786
310,3410,1,100,33791796
315,3465,1,100,34052067
320,3520,1,100,33820037
325,3575,1,100,33062841
330,3630,1,100,34692280
335,3685,1,100,37273487
340,3740,1,100,36011108
345,3795,1,100,41098087
350,3850,1,100,36302994
355,3905,1,100,37515683
360,3960,1,100,42796773
365,4015,1,100,43429353
370,4070,1,100,39018361
375,4125,1,100,39184881
380,4180,1,100,42572586
385,4235,1,100,47159812
390,4290,1,100,42391463
395,4345,1,100,41503105
400,4400,1,100,45871114
405,4455,1,100,46487001
410,4510,1,100,44352531
415,4565,1,100,49448830
420,4620,1,100,80051789
425,4675,1,100,72833428
430,4730,1,100,52645172
435,4785,1,100,45347693
440,4840,1,100,47441063
445,4895,1,100,49012723
450,4950,1,100,47084302
455,5005,1,100,61593540
460,5060,1,100,50381891
465,5115,1,100,49239584
470,5170,1,100,48004126
475,5225,1,100,52761480
480,5280,1,100,62540579
485,5335,1,100,57709798
490,5390,1,100,53582131
495,5445,1,100,55728435
500,5500,1,100,53205252
505,5555,1,100,52603009
510,5610,1,100,53679385
515,5665,1,100,55278191
520,5720,1,100,55933020
525,5775,1,100,57139227
530,5830,1,100,61897457
535,5885,1,100,59511830
540,5940,1,100,59929969
545,5995,1,100,63871738
550,6050,1,100,64023814
555,6105,1,100,58723363
560,6160,1,100,60921474
565,6215,1,100,63085952
570,6270,1,100,70674719
575,6325,1,100,67875383
580,6380,1,100,65449246
585,6435,1,100,64717432
590,6490,1,100,75063447
595,6545,1,100,76968284
600,6600,1,100,74643655
605,6655,1,100,77058732
610,6710,1,100,87388617
615,6765,1,100,79126028
620,6820,1,100,80515354
625,6875,1,100,88485826
630,6930,1,100,86692819
635,6985,1,100,78052136
640,7040,1,100,88667226
645,7095,1,100,92022134
650,7150,1,100,89010522
655,7205,1,100,89362216
660,7260,1,100,79485482
665,7315,1,100,81682226
670,7370,1,100,85246476
675,7425,1,100,96212431
680,7480,1,100,86237301
685,7535,1,100,97331800
690,7590,1,100,83409589
695,7645,1,100,91879941
700,7700,1,100,88463667
705,7755,1,100,93262116
710,7810,1,100,96583375
715,7865,1,100,88683086
720,7920,1,100,98718894
725,7975,1,100,97883628
730,8030,1,100,95112151
735,8085,1,100,95471877
740,8140,1,100,97563027
745,8195,1,100,106806604
750,8250,1,100,95803987
755,8305,1,100,98327461
760,8360,1,100,104197633
765,8415,1,100,99396913
770,8470,1,100,107661367
775,8525,1,100,115786032
780,8580,1,100,106096585
785,8635,1,100,96860253
790,8690,1,100,100390790
795,8745,1,100,107363736
800,8800,1,100,119579106
805,8855,1,100,114889440
810,8910,1,100,106720031
815,8965,1,100,102112910
820,9020,1,100,116570890
825,9075,1,100,118605453
830,9130,1,100,114286547
835,9185,1,100,118122181
840,9240,1,100,127601596
845,9295,1,100,112578636
