n,m,dual_lp
300,300,29071420
300,400,4968715
300,500,6369368
300,600,6510176
300,700,7432480
300,800,8612039
300,900,9664723
300,1000,11506655
300,1100,11782425
300,1200,12638532
300,1300,13408666
300,1400,15348009
300,1500,16212072
300,1600,15534902
300,1700,16668954
300,1800,17205962
300,1900,16470284
300,2000,17240717
300,2100,19402168
300,2200,19052053
300,2300,20907162
300,2400,21464129
300,2500,25038047
300,2600,26193982
300,2700,26771056
300,2800,27715717
300,2900,28102841
300,3000,31656988
300,3100,29828475
300,3200,30362465
300,3300,31709549
300,3400,30984256
300,3500,32199221
300,3600,33865867
300,3700,36434315
300,3800,35484447
300,3900,35990737
300,4000,36516575
300,4100,39393321
300,4200,38900038
300,4300,41224100
300,4400,43119021
300,4500,42949481
300,4600,47130282
300,4700,45891926
300,4800,47775695
300,4900,48252600
300,5000,52990155
300,5100,49905704
300,5200,50412686
300,5300,53375339
300,5400,52425524
300,5500,55591609
300,5600,53247045
300,5700,55496243
300,5800,58447429
300,5900,60524350
300,6000,59525097
300,6100,63978090
300,6200,62340703
300,6300,66211423
300,6400,65869385
300,6500,63922937
300,6600,63931370
300,6700,66485668
300,6800,65586273
300,6900,66842353
300,7000,73735692
300,7100,72309052
300,7200,73568284
300,7300,70059909
300,7400,73130779
300,7500,72558408
300,7600,74442846
300,7700,78375832
300,7800,76669132
300,7900,80828908
300,8000,78080190
300,8100,77068830
300,8200,81408288
300,8300,80540302
300,8400,79119896
300,8500,80595108
300,8600,80339348
300,8700,82971385
300,8800,86332778
300,8900,89119768
300,9000,84699386
300,9100,86543197
300,9200,88602979
300,9300,91653563
300,9400,87215197
300,9500,99418722
300,9600,96915949
300,9700,95929859
300,9800,99461582
300,9900,104254422
300,10000,102993798
300,10100,105394529
300,10200,105454164
300,10300,115027541
300,10400,109223060
300,10500,120159255
300,10600,118682458
300,10700,121932828
300,10800,128290545
300,10900,116902573
300,11000,126955326
300,11100,127171990
300,11200,124894408
300,11300,134700760
300,11400,135087422
300,11500,151979894
300,11600,135831534
300,11700,134274781
300,11800,142742838
300,11900,134135908
300,12000,156431481
300,12100,146006356
300,12200,138971249
300,12300,147851180
300,12400,151130694
300,12500,151485896
300,12600,145883465
300,12700,155390797
300,12800,146366426
300,12900,160638395
300,13000,155370980
300,13100,160199197
300,13200,148771923
300,13300,160482937
300,13400,159512624
300,13500,165695356
300,13600,179195646
300,13700,167151708
300,13800,190668593
300,13900,163535195
300,14000,186321081
300,14100,169407367
300,14200,168345251
300,14300,189392626
300,14400,196119134
300,14500,182180182
300,14600,167711073
300,14700,179085487
300,14800,167252205
300,14900,185446986
300,15000,171783387
300,15100,202170160
300,15200,177264034
300,15300,173722911
300,15400,187879841
300,15500,189459698
300,15600,188040720
300,15700,179821383
300,15800,177339933
300,15900,192820287
300,16000,184569781
300,16100,208695704
300,16200,225539329
300,16300,196555404
300,16400,219587365
300,16500,204971890
300,16600,203205926
300,16700,228367741
300,16800,219503320
300,16900,198926052
300,17000,218064076
300,17100,222049834
300,17200,204871777
300,17300,218536962
300,17400,225561290
300,17500,233267233
300,17600,222086691
300,17700,221370598
300,17800,245556418
300,17900,226098839
300,18000,225698955
300,18100,266659731
300,18200,253727457
300,18300,258105437
300,18400,266849716
300,18500,252887595
300,18600,242920553
300,18700,262117061
300,18800,239047771
300,18900,256718393
300,19000,242572737
300,19100,241945118
300,19200,245405813
300,19300,233020089
300,19400,254647575
300,19500,250242008
300,19600,260092962
300,19700,266966343
300,19800,260556004
300,19900,235040273
300,20000,277087106
300,20100,292210484
300,20200,260128570
300,20300,259658286
300,20400,269106365
300,20500,271383613
300,20600,260864648
300,20700,293589243
300,20800,295139541
300,20900,269776814
300,21000,303540375
300,21100,302473737
300,21200,373143585
300,21300,289340480
300,21400,258746101
300,21500,277463340
300,21600,311243789
300,21700,284422199
300,21800,325359650
300,21900,298579863
300,22000,304151559
300,22100,316989348
300,22200,272605292
300,22300,291525965
300,22400,331881879
300,22500,307200062
300,22600,329011749
300,22700,305800801
300,22800,342515836
300,22900,296803971
300,23000,287531068
300,23100,342541019
300,23200,313746274
300,23300,316357442
300,23400,298710645
300,23500,311075738
300,23600,341311730
300,23700,348994198
300,23800,339158196
300,23900,296485092
300,24000,340867168
300,24100,341347145
300,24200,342564394
300,24300,335168983
300,24400,347645832
300,24500,340590646
300,24600,320994069
300,24700,370204415
300,24800,314680784
300,24900,347953774
300,25000,347652327
300,25100,349218523
300,25200,329341980
300,25300,317474626
300,25400,349757765
300,25500,354959203
300,25600,370508559
300,25700,344583617
300,25800,328299884
300,25900,325063104
300,26000,352723286
300,26100,333652407
300,26200,391918104
300,26300,327070175
300,26400,324319693
300,26500,333849518
300,26600,335481529
300,26700,368249594
300,26800,375848760
300,26900,390188272
300,27000,358636807
300,27100,358551908
300,27200,422422431
300,27300,399572279
300,27400,377587533
300,27500,313615092
300,27600,473383915
300,27700,371714750
300,27800,355535521
300,27900,348158204
300,28000,407208899
300,28100,438318264
300,28200,549958839
300,28300,500959681
300,28400,404139450
300,28500,389862954
300,28600,408534517
300,28700,400917232
300,28800,404590685
300,28900,410109853
300,29000,419841309
300,29100,431081916
300,29200,393827088
300,29300,408453383
300,29400,366085816
300,29500,432519620
300,29600,444655633
300,29700,396222835
300,29800,431664818
300,29900,433671940
300,30000,474487280
300,30100,401631228
300,30200,451331747
300,30300,407364750
300,30400,424469778
300,30500,376875073
300,30600,511764728
300,30700,412627365
300,30800,420901736
300,30900,402719682
300,31000,392475824
300,31100,411715575
300,31200,388260353
300,31300,487939270
300,31400,400078611
300,31500,411272754
300,31600,429202441
300,31700,418152746
300,31800,467102949
300,31900,531100461
300,32000,415876491
300,32100,449084843
300,32200,446084710
300,32300,492687096
300,32400,482467442
300,32500,456856813
300,32600,444234754
300,32700,428229969
300,32800,431208350
300,32900,448409342
300,33000,504586791
300,33100,440159584
300,33200,440848728
300,33300,479619087
300,33400,465487738
300,33500,459773223
300,33600,431647801
300,33700,454455056
300,33800,491312324
300,33900,517084274
300,34000,524067433
300,34100,467836722
300,34200,462575763
300,34300,529843967
300,34400,460705905
300,34500,458803329
300,34600,477465639
300,34700,475229419
300,34800,498617663
300,34900,485464532
300,35000,497502528
300,35100,471861986
300,35200,505206720
300,35300,498925463
300,35400,455526519
300,35500,517196585
300,35600,428501762
300,35700,501730342
300,35800,486367846
300,35900,528608543
300,36000,489701578
300,36100,467644287
300,36200,528445944
300,36300,504359829
300,36400,508610008
300,36500,470225757
300,36600,503309906
300,36700,504798438
300,36800,517593800
300,36900,523960791
300,37000,518747434
300,37100,555318999
300,37200,541431962
300,37300,545451287
300,37400,552132432
300,37500,485239868
300,37600,585909619
300,37700,490613396
300,37800,573883865
300,37900,520031146
300,38000,545635742
300,38100,526388333
300,38200,554628832
300,38300,560244421
300,38400,532393986
300,38500,509979358
300,38600,561735774
300,38700,508296892
300,38800,544015315
300,38900,538197222
300,39000,487954156
300,39100,592594531
300,39200,545998393
300,39300,518367393
300,39400,554156139
300,39500,594121597
300,39600,583901144
300,39700,552350798
300,39800,502342402
300,39900,590850841
300,40000,552682688
300,40100,628284438
300,40200,590524337
300,40300,530977565
300,40400,536517731
300,40500,596641731
300,40600,511763165
300,40700,613110798
300,40800,589233353
300,40900,541973036
300,41000,615620270
300,41100,500712762
300,41200,550348698
300,41300,603077621
300,41400,579076775
300,41500,616683695
300,41600,586973753
300,41700,549379796
300,41800,560962526
300,41900,626988351
300,42000,560396471
300,42100,618769011
300,42200,763059854
300,42300,562593680
300,42400,566948682
300,42500,606572535
300,42600,544817981
300,42700,580339817
300,42800,667213844
300,42900,601207129
300,43000,575803174
300,43100,643317535
300,43200,651465374
300,43300,548489945
300,43400,586008727
300,43500,638655614
300,43600,550223677
300,43700,635005420
300,43800,560331347
300,43900,611564875
300,44000,636636762
300,44100,667746085
300,44200,553705343
300,44300,595055016
300,44400,631893676
300,44500,590805916
300,44600,575986401
300,44700,635900098
300,44800,665287479
300,44900,616663544
300,45000,667265952
300,45100,627581494
300,45200,616824652
300,45300,693462909
300,45400,613558414
300,45500,576485390
300,45600,632449730
300,45700,620256633
300,45800,621600846
300,45900,752179205
300,46000,645223936
300,46100,623875042
300,46200,543875077
300,46300,686271286
300,46400,738949445
300,46500,680093714
300,46600,641423185
300,46700,685265108
300,46800,633991950
300,46900,633426200
300,47000,635613081
300,47100,697845126
300,47200,699250406
300,47300,667650224
300,47400,612944858
300,47500,713920306
300,47600,608820663
300,47700,706687728
300,47800,571243473
300,47900,580960724
300,48000,618172768
300,48100,667080983
300,48200,658445219
300,48300,726145677
300,48400,681035282
300,48500,632700342
300,48600,694527567
300,48700,751366475
300,48800,669266461
300,48900,629132963
300,49000,669470162
300,49100,875829806
300,49200,582973895
300,49300,703351032
300,49400,676254043
300,49500,645129550
300,49600,754337567
300,49700,721788221
300,49800,654397684
300,49900,733695896
300,50000,621366350
300,50100,719821230
300,50200,709968593
300,50300,736894653
300,50400,740600135
300,50500,747145755
300,50600,758878686
300,50700,696690061
300,50800,655658078
300,50900,758077710
300,51000,740649972
300,51100,673985176
300,51200,678787145
300,51300,752981336
300,51400,759975230
300,51500,680693288
300,51600,651060692
300,51700,725216890
300,51800,721962745
300,51900,724823299
300,52000,761483195
300,52100,771652312
300,52200,829837453
300,52300,701576879
300,52400,758020779
300,52500,812936866
300,52600,710514924
300,52700,713493078
300,52800,692027359
300,52900,810421105
300,53000,803878483
300,53100,740443564
300,53200,697792622
300,53300,745062752
300,53400,790978272
300,53500,790023603
300,53600,758236503
300,53700,758881625
300,53800,752764473
300,53900,711281576
300,54000,719155599
300,54100,758186859
