n,m,primal_lp
300,300,3070186
300,400,3204709
300,500,4155568
300,600,4757096
300,700,5020967
300,800,7470919
300,900,7624367
300,1000,5610125
300,1100,8358515
300,1200,8645501
300,1300,9935912
300,1400,10727563
300,1500,10763712
300,1600,11523122
300,1700,11424860
300,1800,12884661
300,1900,11510079
300,2000,13198381
300,2100,14796852
300,2200,14861543
300,2300,13378632
300,2400,14289234
300,2500,14468647
300,2600,15391223
300,2700,15563482
300,2800,15283413
300,2900,16410234
300,3000,15867039
300,3100,15924382
300,3200,18533675
300,3300,16879983
300,3400,17727763
300,3500,17213990
300,3600,18562936
300,3700,18110573
300,3800,18893153
300,3900,19704824
300,4000,19246864
300,4100,19646615
300,4200,20461130
300,4300,21373116
300,4400,25156634
300,4500,25005796
300,4600,30357201
300,4700,23380278
300,4800,26351817
300,4900,23985773
300,5000,26505939
300,5100,28251207
300,5200,28791450
300,5300,30286994
300,5400,28330058
300,5500,29869547
300,5600,26801766
300,5700,31725232
300,5800,29047007
300,5900,31923077
300,6000,30162430
300,6100,37493431
300,6200,29142435
300,6300,33213229
300,6400,33828675
300,6500,37693724
300,6600,35407783
300,6700,34704066
300,6800,38492294
300,6900,37249009
300,7000,38929777
300,7100,33529867
300,7200,38384443
300,7300,37018866
300,7400,36313762
300,7500,39340780
300,7600,41380318
300,7700,38720420
300,7800,44039576
300,7900,40103077
300,8000,44034199
300,8100,45653504
300,8200,39402034
300,8300,39037216
300,8400,44027287
300,8500,44787069
300,8600,43220361
300,8700,41803383
300,8800,47213600
300,8900,47601978
300,9000,48819387
300,9100,43176000
300,9200,54308512
300,9300,50024472
300,9400,50451581
300,9500,49122855
300,9600,54473683
300,9700,49569474
300,9800,59389841
300,9900,51164294
300,10000,57312910
300,10100,60777344
300,10200,50107702
300,10300,51133464
300,10400,52564285
300,10500,55282096
300,10600,54697994
300,10700,64374373
300,10800,54050857
300,10900,54626463
300,11000,58951749
300,11100,61854186
300,11200,61991900
300,11300,54595320
300,11400,55917980
300,11500,55593631
300,11600,69664120
300,11700,70221953
300,11800,57581153
300,11900,60305059
300,12000,78056419
300,12100,81365236
300,12200,70818973
300,12300,64777446
300,12400,67634622
300,12500,69161773
300,12600,70365018
300,12700,85502581
300,12800,74947957
300,12900,73406963
300,13000,81447071
300,13100,80039205
300,13200,82318152
300,13300,92404705
300,13400,81670873
300,13500,78551261
300,13600,73146383
300,13700,81015327
300,13800,85226662
300,13900,93728064
300,14000,74192021
300,14100,81167872
300,14200,85642646
300,14300,78181771
300,14400,90771589
300,14500,87112097
300,14600,88634624
300,14700,88960531
300,14800,86712924
300,14900,97188155
300,15000,91411622
300,15100,103911589
300,15200,96544819
300,15300,119757339
300,15400,94417705
300,15500,94050900
300,15600,85007709
300,15700,98712717
300,15800,111216515
300,15900,99147497
300,16000,110404343
300,16100,103019489
300,16200,110280610
300,16300,117789273
300,16400,115838269
300,16500,105979779
300,16600,100207639
300,16700,104356333
300,16800,117262543
300,16900,107336463
300,17000,122413103
300,17100,118924535
300,17200,122331780
300,17300,114401187
300,17400,110312978
300,17500,106195544
300,17600,119940151
300,17700,131685417
300,17800,124169567
300,17900,114937026
300,18000,107766141
300,18100,130033899
300,18200,124875689
300,18300,141874395
300,18400,125275689
300,18500,122912320
300,18600,133540041
300,18700,116402678
300,18800,108405559
300,18900,113156982
300,19000,124004052
300,19100,166973893
300,19200,117092785
300,19300,107544775
300,19400,129450021
300,19500,129311178
300,19600,148034196
300,19700,161706403
300,19800,128717829
300,19900,133705752
300,20000,139137599
300,20100,142736729
300,20200,136535758
300,20300,119166938
300,20400,127596072
300,20500,146609342
300,20600,137212462
300,20700,141444311
300,20800,145945474
300,20900,142367461
300,21000,182783675
300,21100,141641558
300,21200,162109515
300,21300,149724842
300,21400,150275166
300,21500,170821337
300,21600,135256416
300,21700,149512646
300,21800,173245563
300,21900,156514819
300,22000,147934179
300,22100,161701645
300,22200,181804198
300,22300,142941662
300,22400,176376756
300,22500,150428016
300,22600,151249428
300,22700,174248745
300,22800,168426697
300,22900,173246075
300,23000,192124349
300,23100,151414662
300,23200,181746716
300,23300,215449670
300,23400,179013135
300,23500,210611875
300,23600,207285946
300,23700,226296266
300,23800,213189707
300,23900,225011909
300,24000,173613831
300,24100,182143435
300,24200,188720991
300,24300,214113306
300,24400,212906197
300,24500,240904385
300,24600,207266397
300,24700,190096667
300,24800,182092292
300,24900,217063844
300,25000,214960976
300,25100,259153131
300,25200,255917087
300,25300,259433414
300,25400,244897835
300,25500,181048803
300,25600,226389023
300,25700,165829793
300,25800,223137237
300,25900,209324279
300,26000,154322065
300,26100,170110263
300,26200,176508563
300,26300,191070814
300,26400,166973997
300,26500,183752667
300,26600,210109812
300,26700,172665717
300,26800,195250713
300,26900,204935145
300,27000,244986201
300,27100,184573967
300,27200,247224070
300,27300,230772930
300,27400,160092103
300,27500,188632207
300,27600,261648572
300,27700,199173088
300,27800,176383037
300,27900,174816666
300,28000,225541990
300,28100,180351073
300,28200,222118113
300,28300,186065184
300,28400,240050901
300,28500,227573146
300,28600,189402143
300,28700,201048362
300,28800,270330710
300,28900,228247008
300,29000,225616942
300,29100,251262504
300,29200,279015998
300,29300,223712442
300,29400,191836913
300,29500,248126761
300,29600,191050221
300,29700,183432607
300,29800,223793207
300,29900,221867139
300,30000,178145540
300,30100,224551865
300,30200,249624356
300,30300,192302023
300,30400,248793853
300,30500,268853765
300,30600,254960256
300,30700,224164978
300,30800,210468368
300,30900,289016211
300,31000,291482956
300,31100,210608341
300,31200,233940183
300,31300,239001275
300,31400,239832963
300,31500,194150246
300,31600,261504656
300,31700,234324509
300,31800,247393660
300,31900,222982858
300,32000,204687330
300,32100,201099792
300,32200,262550307
300,32300,209148827
300,32400,248816521
300,32500,244519046
300,32600,232547515
300,32700,301671412
300,32800,294391704
300,32900,209675273
300,33000,222887037
300,33100,195485817
300,33200,231285333
300,33300,291480865
300,33400,233288085
300,33500,271339072
300,33600,262573327
300,33700,295285623
300,33800,231113178
300,33900,270554959
300,34000,223748403
300,34100,343193282
300,34200,221553131
300,34300,228651437
300,34400,203670425
