n,m,cmin,cmax,dinic
50,550,1,1,226907
55,605,1,1,242493
60,660,1,1,335351
65,715,1,1,277964
70,770,1,1,319088
75,825,1,1,277582
80,880,1,1,299549
85,935,1,1,94692
90,990,1,1,109138
95,1045,1,1,106449
100,1100,1,1,114341
105,1155,1,1,117707
110,1210,1,1,156525
115,1265,1,1,159196
120,1320,1,1,167497
125,1375,1,1,155812
130,1430,1,1,182069
135,1485,1,1,201165
140,1540,1,1,196202
145,1595,1,1,185501
150,1650,1,1,229437
155,1705,1,1,236893
160,1760,1,1,240688
165,1815,1,1,247528
170,1870,1,1,233534
175,1925,1,1,251226
180,1980,1,1,233227
185,2035,1,1,240165
190,2090,1,1,328866
195,2145,1,1,300394
200,2200,1,1,263179
205,2255,1,1,247451
210,2310,1,1,282681
215,2365,1,1,304504
220,2420,1,1,277382
225,2475,1,1,300171
230,2530,1,1,362381
235,2585,1,1,305100
240,2640,1,1,317766
245,2695,1,1,371866
250,2750,1,1,365025
255,2805,1,1,329764
260,2860,1,1,516741
265,2915,1,1,404075
270,2970,1,1,584606
275,3025,1,1,387921
280,3080,1,1,393554
285,3135,1,1,442472
290,3190,1,1,366812
295,3245,1,1,424418
300,3300,1,1,421202
305,3355,1,1,590046
310,3410,1,1,490443
315,3465,1,1,434967
320,3520,1,1,365976
325,3575,1,1,429395
330,3630,1,1,379283
335,3685,1,1,377139
340,3740,1,1,536992
345,3795,1,1,402492
350,3850,1,1,451386
355,3905,1,1,394984
360,3960,1,1,415748
365,4015,1,1,500270
370,4070,1,1,503491
375,4125,1,1,486455
380,4180,1,1,509003
385,4235,1,1,498044
390,4290,1,1,467004
395,4345,1,1,543635
400,4400,1,1,552344
405,4455,1,1,517553
410,4510,1,1,634262
415,4565,1,1,495932
420,4620,1,1,620835
425,4675,1,1,593976
430,4730,1,1,589884
435,4785,1,1,568156
440,4840,1,1,521469
445,4895,1,1,501513
450,4950,1,1,673901
455,5005,1,1,750632
460,5060,1,1,777077
465,5115,1,1,633211
470,5170,1,1,629607
475,5225,1,1,675036
480,5280,1,1,665720
