n,m,dinic
50,200,36638
55,220,36280
60,240,53968
65,260,51442
70,280,62638
75,300,69326
80,320,56574
85,340,51436
90,360,59054
95,380,44743
100,400,76195
105,420,62630
110,440,72465
115,460,62960
120,480,71561
125,500,72563
130,520,74131
135,540,78049
140,560,81420
145,580,86905
150,600,83509
155,620,86388
160,640,116268
165,660,112318
170,680,112929
175,700,125587
180,720,213137
185,740,170397
190,760,154053
195,780,152151
200,800,181997
205,820,189465
210,840,173219
215,860,200221
220,880,163727
225,900,189563
230,920,256312
235,940,185318
240,960,187563
245,980,259425
250,1000,223880
255,1020,202885
260,1040,254588
265,1060,238025
270,1080,261151
275,1100,276791
280,1120,232425
285,1140,238176
290,1160,250723
295,1180,411463
300,1200,243915
305,1220,280356
310,1240,248634
315,1260,375003
320,1280,233274
325,1300,339117
330,1320,258898
335,1340,267833
340,1360,358376
345,1380,351416
350,1400,292813
355,1420,379373
360,1440,306714
365,1460,377361
370,1480,290571
375,1500,337982
380,1520,241775
385,1540,319338
390,1560,313409
395,1580,284114
400,1600,323451
405,1620,331628
410,1640,476988
415,1660,285070
420,1680,369832
425,1700,301222
430,1720,349130
435,1740,370026
440,1760,349661
445,1780,352437
450,1800,408794
455,1820,378942
460,1840,362825
465,1860,365988
470,1880,367874
475,1900,353284
480,1920,399292
485,1940,293011
490,1960,365524
495,1980,290796
500,2000,371737
505,2020,394978
510,2040,374458
515,2060,374244
520,2080,417341
525,2100,258781
530,2120,331187
535,2140,333959
540,2160,402709
545,2180,359470
550,2200,337949
555,2220,342805
560,2240,432276
565,2260,557441
570,2280,426254
575,2300,443081
580,2320,359682
585,2340,359256
590,2360,340598
595,2380,437946
600,2400,419729
605,2420,429195
610,2440,442877
615,2460,448275
620,2480,384796
625,2500,468811
630,2520,666968
635,2540,492821
640,2560,525002
645,2580,414353
650,2600,402703
655,2620,314887
660,2640,491001
665,2660,297231
670,2680,499557
675,2700,325138
680,2720,483354
685,2740,485979
690,2760,621241
695,2780,579866
700,2800,491142
705,2820,489533
710,2840,445374
715,2860,473323
720,2880,501621
725,2900,405517
730,2920,458899
735,2940,543431
740,2960,551866
745,2980,812919
750,3000,356236
755,3020,538705
760,3040,374276
765,3060,678198
770,3080,341945
775,3100,547375
780,3120,346035
785,3140,704110
790,3160,373607
795,3180,453633
800,3200,378124
805,3220,602665
810,3240,375209
815,3260,553183
820,3280,362855
825,3300,498114
830,3320,499790
835,3340,602278
840,3360,639141
845,3380,956667
850,3400,493116
855,3420,517132
860,3440,602190
865,3460,738472
870,3480,567869
875,3500,590949
880,3520,562746
885,3540,667619
890,3560,790882
895,3580,508151
900,3600,510706
905,3620,654561
910,3640,635543
915,3660,626717
920,3680,736477
925,3700,573135
930,3720,699163
935,3740,545188
940,3760,659878
945,3780,579260
950,3800,544745
955,3820,693886
960,3840,722414
965,3860,832971
970,3880,579574
975,3900,722232
980,3920,692742
985,3940,961937
990,3960,824764
995,3980,823330
1000,4000,1028789
1005,4020,833827
1010,4040,966440
1015,4060,831126
1020,4080,748219
1025,4100,1024493
1030,4120,1139799
1035,4140,950744
1040,4160,898773
1045,4180,944633
1050,4200,912857
1055,4220,886647
1060,4240,1146733
1065,4260,1379429
1070,4280,901976
1075,4300,780533
1080,4320,921824
1085,4340,1236000
1090,4360,971667
1095,4380,1225294
1100,4400,915987
1105,4420,1109813
1110,4440,685732
1115,4460,949463
1120,4480,893931
1125,4500,873060
1130,4520,834591
1135,4540,1215094
1140,4560,834774
1145,4580,886999
1150,4600,993051
1155,4620,1250917
1160,4640,880021
1165,4660,1218199
1170,4680,838692
1175,4700,722426
1180,4720,831089
1185,4740,1115396
1190,4760,1113145
1195,4780,930294
1200,4800,958907
1205,4820,993887
1210,4840,1097868
1215,4860,1061578
1220,4880,1064081
1225,4900,1182707
1230,4920,909645
1235,4940,882214
1240,4960,853839
1245,4980,1050454
1250,5000,952230
1255,5020,1419582
1260,5040,1134891
1265,5060,909146
1270,5080,1109117
1275,5100,1318632
1280,5120,1257017
1285,5140,926835
1290,5160,981933
1295,5180,934202
1300,5200,860505
1305,5220,1028200
1310,5240,982047
1315,5260,1133965
1320,5280,1143805
1325,5300,944225
1330,5320,1320593
1335,5340,1173684
1340,5360,893301
1345,5380,1063736
1350,5400,1114080
1355,5420,814598
1360,5440,942685
1365,5460,1249065
1370,5480,1203053
1375,5500,1265277
1380,5520,956926
1385,5540,1501829
1390,5560,1005673
1395,5580,1002849
1400,5600,1306956
1405,5620,1347113
1410,5640,1737986
1415,5660,889900
1420,5680,1143199
1425,5700,1393489
1430,5720,1310531
1435,5740,1314734
1440,5760,1621332
1445,5780,1266356
1450,5800,1212159
1455,5820,1480523
1460,5840,1433916
1465,5860,1049144
1470,5880,915370
1475,5900,1341225
1480,5920,1057424
1485,5940,1275662
1490,5960,1126102
1495,5980,1200352
1500,6000,1049085
1505,6020,1043766
1510,6040,1130477
1515,6060,972470
1520,6080,1119318
1525,6100,1168336
1530,6120,1545946
1535,6140,1238636
1540,6160,984141
1545,6180,918631
1550,6200,1064567
1555,6220,902505
1560,6240,1208868
1565,6260,1210988
1570,6280,914121
1575,6300,934878
1580,6320,1089058
1585,6340,1138584
1590,6360,1115839
1595,6380,1301681
1600,6400,985911
1605,6420,1140420
1610,6440,1177805
1615,6460,1246138
1620,6480,1065567
