n,m,dual_lp
50,250,3954357
55,275,3723614
60,300,3605062
65,325,3962820
70,350,4119231
75,375,4256464
80,400,4632445
85,425,4410088
90,450,5472108
95,475,5369873
100,500,5354133
105,525,5687774
110,550,5921142
115,575,6029898
120,600,6251389
125,625,6195443
130,650,7280595
135,675,6639618
140,700,7173831
145,725,7581523
150,750,7920229
155,775,7379124
160,800,8292727
165,825,8162478
170,850,8832382
175,875,9165904
180,900,9115508
185,925,9128877
190,950,9677819
195,975,10615417
200,1000,9961040
205,1025,11460763
210,1050,11369826
215,1075,10674721
220,1100,11663971
225,1125,12212025
230,1150,12312500
235,1175,12170563
240,1200,11519320
245,1225,11331638
250,1250,12659072
255,1275,11936459
260,1300,12511337
265,1325,13547756
270,1350,13396280
275,1375,13949717
280,1400,15387427
285,1425,14388000
290,1450,15800695
295,1475,15185621
300,1500,15665169
305,1525,14864238
310,1550,14466640
315,1575,14220334
320,1600,15390399
325,1625,14988902
330,1650,15360105
335,1675,14751162
340,1700,14979717
345,1725,15664514
350,1750,15917873
355,1775,16382499
360,1800,16388732
365,1825,17403104
370,1850,16677008
375,1875,16927170
380,1900,16617713
385,1925,17081569
390,1950,17194156
395,1975,17519035
400,2000,17707661
405,2025,18269184
410,2050,19379308
415,2075,18684813
420,2100,20991375
425,2125,20940911
430,2150,19479166
435,2175,19178551
440,2200,20020613
445,2225,19702607
450,2250,19520961
455,2275,20995593
460,2300,20303283
465,2325,20362722
470,2350,21572775
475,2375,21236872
480,2400,22876058
485,2425,20826789
490,2450,21785465
495,2475,22257931
500,2500,22768584
505,2525,22965715
510,2550,23489921
515,2575,22534579
520,2600,22992664
525,2625,22447753
530,2650,23732680
535,2675,22947925
540,2700,23561411
545,2725,25535004
550,2750,24760819
555,2775,24404872
560,2800,24976279
565,2825,24559217
570,2850,24929017
575,2875,25230370
580,2900,25450248
585,2925,26587021
590,2950,26366510
595,2975,26421597
600,3000,26133622
605,3025,27986204
610,3050,27768438
615,3075,26450325
620,3100,28812745
625,3125,29746313
630,3150,27809124
635,3175,27471415
640,3200,28144788
645,3225,28759117
650,3250,28823606
655,3275,28573433
660,3300,29116356
665,3325,29124497
670,3350,29068956
675,3375,35865675
680,3400,33763331
685,3425,36197155
690,3450,34772185
695,3475,35876043
700,3500,37224229
705,3525,36643538
710,3550,37205695
715,3575,36865462
720,3600,38429241
725,3625,36717353
730,3650,37187513
735,3675,37018951
740,3700,37437904
745,3725,38467681
750,3750,41850874
755,3775,37593373
760,3800,37380727
765,3825,40728856
770,3850,42086654
775,3875,40788816
780,3900,40077221
785,3925,45127312
790,3950,39989713
795,3975,38503281
800,4000,40039802
805,4025,40305376
810,4050,39843860
815,4075,41930224
820,4100,42641008
825,4125,43232222
830,4150,43261223
835,4175,45758452
840,4200,43040144
845,4225,44423630
850,4250,45857337
855,4275,42078556
860,4300,42451481
865,4325,42195324
870,4350,43102967
875,4375,45491888
880,4400,47923241
885,4425,46588404
890,4450,46599782
895,4475,44351858
900,4500,47013281
905,4525,47873946
910,4550,47297881
915,4575,49999984
920,4600,47804729
925,4625,48056509
930,4650,48771353
935,4675,47566394
940,4700,45879194
945,4725,49829131
950,4750,50081751
955,4775,47372544
960,4800,48657656
965,4825,48666745
970,4850,51963056
975,4875,51959095
980,4900,51281137
985,4925,51203072
990,4950,52805802
995,4975,53325362
1000,5000,49097756
1005,5025,54320693
1010,5050,53054103
1015,5075,50827711
1020,5100,53556156
1025,5125,54306931
1030,5150,50370079
1035,5175,53143480
1040,5200,58273536
1045,5225,51505965
1050,5250,55270270
1055,5275,57767169
1060,5300,54170576
1065,5325,56800946
1070,5350,59264330
1075,5375,55837621
1080,5400,60987955
1085,5425,55139360
1090,5450,57897604
1095,5475,62003547
1100,5500,57600802
1105,5525,77558321
1110,5550,90755345
1115,5575,61794193
1120,5600,60380290
1125,5625,60019672
1130,5650,60622158
1135,5675,58846337
1140,5700,59818142
1145,5725,62983487
1150,5750,60894078
1155,5775,61014293
1160,5800,59856377
1165,5825,61946187
1170,5850,60418272
1175,5875,62859624
1180,5900,63991968
1185,5925,63453129
1190,5950,59487110
1195,5975,64892974
1200,6000,64136281
1205,6025,60203478
1210,6050,63871528
1215,6075,65649584
1220,6100,67400370
1225,6125,68935218
1230,6150,60944136
1235,6175,68740050
1240,6200,63863539
1245,6225,67032315
1250,6250,70161925
1255,6275,66356753
1260,6300,68490959
1265,6325,74214130
1270,6350,69285344
1275,6375,67422100
1280,6400,63773822
1285,6425,68476963
1290,6450,67621343
1295,6475,68530330
1300,6500,69014403
1305,6525,68203164
1310,6550,69174338
1315,6575,69013003
1320,6600,72096578
1325,6625,71230183
1330,6650,66093448
1335,6675,71217470
1340,6700,72292511
1345,6725,72786118
1350,6750,74951137
1355,6775,71839633
1360,6800,70762154
1365,6825,70160516
1370,6850,68213512
1375,6875,74028299
1380,6900,73014531
1385,6925,73833598
1390,6950,70632336
1395,6975,73576844
1400,7000,78027303
1405,7025,72384545
1410,7050,74933717
1415,7075,75925529
1420,7100,72832851
1425,7125,78717481
1430,7150,77393513
1435,7175,78415749
1440,7200,80797772
1445,7225,78620668
1450,7250,80201487
1455,7275,82352690
1460,7300,83833665
1465,7325,80549195
1470,7350,82147133
1475,7375,82420727
1480,7400,86751167
1485,7425,82703041
1490,7450,86675513
1495,7475,82219393
1500,7500,81777428
1505,7525,81097926
1510,7550,81222959
1515,7575,83344207
1520,7600,86044145
1525,7625,84351397
1530,7650,81286404
1535,7675,86061250
1540,7700,81721028
1545,7725,80958880
1550,7750,88108561
1555,7775,86072309
1560,7800,82660600
1565,7825,78098237
1570,7850,79635859
1575,7875,78683019
1580,7900,80098551
1585,7925,86463912
1590,7950,79808093
1595,7975,86784422
1600,8000,81594683
1605,8025,87210219
1610,8050,82416167
1615,8075,87912356
1620,8100,88275768
1625,8125,86840290
1630,8150,86175228
1635,8175,85119947
1640,8200,84635606
1645,8225,83012736
1650,8250,82254986
1655,8275,83971444
1660,8300,84932495
1665,8325,88066603
1670,8350,90613612
1675,8375,87530310
1680,8400,89703419
1685,8425,84268367
1690,8450,84278400
1695,8475,90304973
1700,8500,98982238
1705,8525,88501662
1710,8550,85636713
1715,8575,89603357
1720,8600,85931308
1725,8625,86423952
1730,8650,89925392
1735,8675,92374553
1740,8700,88715143
1745,8725,92666324
1750,8750,92366507
1755,8775,89135440
1760,8800,90679491
1765,8825,99098059
1770,8850,92293457
1775,8875,98710040
1780,8900,96024062
1785,8925,102002551
1790,8950,96060405
1795,8975,96210897
1800,9000,95999690
1805,9025,98685407
1810,9050,104310026
1815,9075,109548925
1820,9100,105870178
1825,9125,104664129
1830,9150,107822300
1835,9175,106683535
1840,9200,115844961
1845,9225,104613869
1850,9250,108447625
1855,9275,107255022
1860,9300,118689182
1865,9325,107764118
1870,9350,104148262
1875,9375,103387784
1880,9400,105937522
1885,9425,107131549
1890,9450,109422730
1895,9475,108676054
1900,9500,115939068
1905,9525,109718607
1910,9550,114575487
1915,9575,115242308
1920,9600,106854313
1925,9625,108367474
1930,9650,117429117
1935,9675,113044272
1940,9700,117589271
1945,9725,115523462
1950,9750,114467799
1955,9775,122167606
1960,9800,114337204
1965,9825,127230220
1970,9850,113980790
1975,9875,138139535
1980,9900,117826390
1985,9925,111504249
1990,9950,122464931
1995,9975,115031729
2000,10000,116204456
2005,10025,139466166
2010,10050,141089840
2015,10075,147203826
2020,10100,150522097
2025,10125,153588813
2030,10150,173220624
2035,10175,152578617
2040,10200,146553642
2045,10225,153534564
2050,10250,145680813
2055,10275,150930250
2060,10300,159591398
2065,10325,148852448
2070,10350,153139855
2075,10375,153864025
2080,10400,155455980
2085,10425,158729002
2090,10450,179636402
2095,10475,184448530
2100,10500,151080483
2105,10525,162420306
2110,10550,153667390
2115,10575,161686701
2120,10600,154816798
2125,10625,151436386
2130,10650,162025701
2135,10675,154378962
2140,10700,158785371
2145,10725,167322091
2150,10750,158929476
2155,10775,163202285
2160,10800,167642149
2165,10825,241968745
2170,10850,157465250
2175,10875,162068626
2180,10900,161558731
2185,10925,156554615
2190,10950,153089087
2195,10975,162171137
2200,11000,159166816
2205,11025,161174467
2210,11050,157637197
2215,11075,158441568
2220,11100,162899726
2225,11125,161378700
2230,11150,322205281
2235,11175,165420508
2240,11200,289230309
2245,11225,294156540
2250,11250,363750949
2255,11275,290732121
2260,11300,302886079
2265,11325,290920342
2270,11350,305054349
2275,11375,296085788
2280,11400,375733012
2285,11425,302334736
2290,11450,310955266
2295,11475,336081453
2300,11500,310960391
2305,11525,302688135
2310,11550,305578548
2315,11575,308456974
2320,11600,269062527
2325,11625,312730855
2330,11650,357649649
2335,11675,316601310
2340,11700,304157060
2345,11725,307958510
2350,11750,310081512
2355,11775,309864525
2360,11800,318999830
2365,11825,318484841
2370,11850,281600322
2375,11875,311515087
2380,11900,308424012
2385,11925,325143060
2390,11950,280162443
2395,11975,392664241
2400,12000,305741750
2405,12025,323636533
2410,12050,366294620
2415,12075,314557140
2420,12100,320716030
2425,12125,336480518
2430,12150,330432526
2435,12175,334965830
2440,12200,383605042
2445,12225,415162334
2450,12250,321280215
2455,12275,382931357
2460,12300,397727679
2465,12325,335429295
2470,12350,323609066
2475,12375,336962699
2480,12400,326526203
2485,12425,323993217
2490,12450,317755580
2495,12475,348995566
2500,12500,332525508
2505,12525,344035238
2510,12550,490619992
2515,12575,333008333
2520,12600,334591053
2525,12625,332017645
2530,12650,343896409
2535,12675,397131725
2540,12700,336725453
2545,12725,336317952
2550,12750,417288019
2555,12775,421341046
2560,12800,386657409
2565,12825,332210756
2570,12850,404784994
2575,12875,346660594
2580,12900,410068669
2585,12925,347155195
2590,12950,338257954
2595,12975,424592211
2600,13000,354657514
2605,13025,339578960
2610,13050,338849339
2615,13075,362834719
2620,13100,345826474
2625,13125,437991366
2630,13150,359351473
2635,13175,409837781
2640,13200,453267245
2645,13225,431281984
