n,m,lp_runs,exp_lp
200,200,1,18801876
200,300,1,3268912
200,400,1,2780871
200,500,1,2055594
200,600,15,6713726
200,700,12,5905251
200,800,8,4872667
200,900,35,15677530
200,1000,26,13363812
200,1100,25,13180771
200,1200,24,13622920
200,1300,52,28550281
200,1400,50,28971663
200,1500,46,29109222
200,1600,57,38390529
200,1700,66,44728777
200,1800,51,34580898
200,1900,54,38209947
200,2000,91,68508001
200,2100,78,61300817
200,2200,66,52662102
200,2300,51,40982067
200,2400,48,40545329
200,2500,50,46536543
200,2600,52,47314904
200,2700,38,36394052
200,2800,50,47053414
200,2900,41,42097505
200,3000,53,53802467
200,3100,49,49902080
200,3200,61,62578554
200,3300,66,71366035
200,3400,54,60210680
200,3500,50,55615637
200,3600,48,54938797
200,3700,63,75751966
200,3800,44,53400404
200,3900,68,81693580
200,4000,63,79013103
200,4100,77,97297044
200,4200,91,120977342
200,4300,70,96390741
200,4400,74,98656745
200,4500,64,92369062
200,4600,73,101366539
200,4700,62,86395466
200,4800,73,109240630
200,4900,77,114143851
200,5000,78,119646910
200,5100,73,110395463
200,5200,69,112838450
200,5300,80,127432637
200,5400,79,127294007
200,5500,76,121324563
200,5600,74,124084722
200,5700,72,133528337
200,5800,77,136641110
200,5900,79,137502203
200,6000,80,143288845
200,6100,92,161901606
200,6200,96,174100041
200,6300,71,130985257
200,6400,70,132300092
200,6500,80,150042021
200,6600,100,197864781
200,6700,123,238143562
200,6800,93,180355341
200,6900,85,168949778
200,7000,74,147841549
200,7100,110,222467441
200,7200,110,231643079
200,7300,105,226304735
200,7400,95,203881829
200,7500,97,210000299
200,7600,107,237907431
200,7700,99,215428126
200,7800,89,198451229
200,7900,111,257363279
200,8000,134,310400421
200,8100,128,298165904
200,8200,139,331248450
200,8300,140,330944555
200,8400,151,358667838
200,8500,132,315797562
200,8600,144,361382268
200,8700,140,341007903
200,8800,145,358140579
200,8900,140,351854379
200,9000,153,382672149
200,9100,158,405578637
200,9200,158,407620268
200,9300,141,371590558
200,9400,142,372925974
200,9500,165,439969106
200,9600,149,408152946
200,9700,178,479904626
200,9800,163,447687188
200,9900,163,451751738
200,10000,157,443753050
200,10100,162,462367217
200,10200,163,461016622
200,10300,166,480525837
200,10400,154,450622246
200,10500,166,484028263
200,10600,155,547040133
200,10700,154,471919401
200,10800,158,473297730
200,10900,183,547884437
200,11000,158,478888000
200,11100,178,546914088
200,11200,173,541718453
200,11300,162,514218942
200,11400,172,556287257
200,11500,158,508406088
200,11600,185,606516979
200,11700,185,601850208
200,11800,159,519311579
200,11900,179,589030681
200,12000,171,570668830
200,12100,169,565113365
200,12200,180,607527190
200,12300,145,494897010
200,12400,172,599601414
200,12500,178,622407771
200,12600,173,609910910
200,12700,167,591764047
200,12800,171,606345883
200,12900,173,622652131
200,13000,166,601411647
200,13100,160,582280034
200,13200,165,615281023
200,13300,182,668327770
200,13400,190,704169609
200,13500,174,654019734
200,13600,174,653902255
200,13700,159,599358698
200,13800,183,700898158
200,13900,185,724800041
200,14000,168,666136608
200,14100,186,734806479
