n,m,cmin,cmax,dinic
50,250,1,100,53889
55,275,1,100,52487
60,300,1,100,54751
65,325,1,100,54880
70,350,1,100,46602
75,375,1,100,50924
80,400,1,100,64379
85,425,1,100,57472
90,450,1,100,69949
95,475,1,100,64009
100,500,1,100,62116
105,525,1,100,75272
110,550,1,100,84071
115,575,1,100,95471
120,600,1,100,104263
125,625,1,100,93578
130,650,1,100,151697
135,675,1,100,116168
140,700,1,100,111299
145,725,1,100,131827
150,750,1,100,140033
155,775,1,100,147746
160,800,1,100,206728
165,825,1,100,168064
170,850,1,100,174861
175,875,1,100,206501
180,900,1,100,189484
185,925,1,100,228840
190,950,1,100,195204
195,975,1,100,212011
200,1000,1,100,224146
205,1025,1,100,282259
210,1050,1,100,279313
215,1075,1,100,260160
220,1100,1,100,191939
225,1125,1,100,223226
230,1150,1,100,244106
235,1175,1,100,245251
240,1200,1,100,245148
245,1225,1,100,325289
250,1250,1,100,290088
255,1275,1,100,282338
260,1300,1,100,249338
265,1325,1,100,237558
270,1350,1,100,229016
275,1375,1,100,303529
280,1400,1,100,307687
285,1425,1,100,288290
290,1450,1,100,301736
295,1475,1,100,345413
300,1500,1,100,412887
305,1525,1,100,401885
310,1550,1,100,354568
315,1575,1,100,309138
320,1600,1,100,331061
325,1625,1,100,381209
330,1650,1,100,340256
335,1675,1,100,377413
340,1700,1,100,322959
345,1725,1,100,362803
350,1750,1,100,358938
355,1775,1,100,353527
360,1800,1,100,368899
365,1825,1,100,368942
370,1850,1,100,303170
375,1875,1,100,352610
380,1900,1,100,431104
385,1925,1,100,326153
390,1950,1,100,448128
395,1975,1,100,338670
400,2000,1,100,454449
405,2025,1,100,415771
410,2050,1,100,411221
415,2075,1,100,406830
420,2100,1,100,474479
425,2125,1,100,429119
430,2150,1,100,441047
435,2175,1,100,398440
440,2200,1,100,408561
445,2225,1,100,482983
450,2250,1,100,427591
455,2275,1,100,512486
460,2300,1,100,532051
465,2325,1,100,427194
470,2350,1,100,525720
475,2375,1,100,493354
480,2400,1,100,507220
485,2425,1,100,456216
490,2450,1,100,534477
495,2475,1,100,436096
500,2500,1,100,477187
505,2525,1,100,478813
510,2550,1,100,580410
515,2575,1,100,597139
520,2600,1,100,600205
525,2625,1,100,525846
530,2650,1,100,538343
535,2675,1,100,558267
540,2700,1,100,444963
545,2725,1,100,435276
550,2750,1,100,488495
555,2775,1,100,457911
560,2800,1,100,458199
565,2825,1,100,392141
570,2850,1,100,481332
575,2875,1,100,503553
580,2900,1,100,502321
585,2925,1,100,501195
590,2950,1,100,553559
