n,m,cmin,cmax,primal_lp
50,650,1,100,26497610
55,715,1,100,5085414
60,780,1,100,4694809
65,845,1,100,5097993
70,910,1,100,5275119
75,975,1,100,6141895
80,1040,1,100,5490847
85,1105,1,100,5883208
90,1170,1,100,6350113
95,1235,1,100,6563929
100,1300,1,100,7223291
105,1365,1,100,7498958
110,1430,1,100,7519737
115,1495,1,100,6816016
120,1560,1,100,6871402
125,1625,1,100,9571648
130,1690,1,100,9399614
135,1755,1,100,9975345
140,1820,1,100,10002778
145,1885,1,100,10457395
150,1950,1,100,12221300
155,2015,1,100,11935374
160,2080,1,100,12893424
165,2145,1,100,12865758
170,2210,1,100,12482268
175,2275,1,100,13413580
180,2340,1,100,13126616
185,2405,1,100,11287764
190,2470,1,100,13753812
195,2535,1,100,14329394
200,2600,1,100,14049900
205,2665,1,100,15680085
210,2730,1,100,12561430
215,2795,1,100,16545134
220,2860,1,100,17119982
225,2925,1,100,16600726
230,2990,1,100,17003217
235,3055,1,100,17666239
240,3120,1,100,14446455
245,3185,1,100,17311311
250,3250,1,100,19151457
255,3315,1,100,18727174
260,3380,1,100,19606286
265,3445,1,100,21395471
270,3510,1,100,20589853
275,3575,1,100,21076108
280,3640,1,100,21481486
285,3705,1,100,21279360
290,3770,1,100,22123023
295,3835,1,100,22574062
300,3900,1,100,21670848
305,3965,1,100,23234976
310,4030,1,100,24511386
315,4095,1,100,27462152
320,4160,1,100,26951666
325,4225,1,100,26605609
330,4290,1,100,27897080
335,4355,1,100,24593795
340,4420,1,100,23473101
345,4485,1,100,24212471
350,4550,1,100,27227464
355,4615,1,100,26695208
360,4680,1,100,25710874
365,4745,1,100,30758947
370,4810,1,100,29287874
375,4875,1,100,27605281
380,4940,1,100,31778159
385,5005,1,100,31092694
390,5070,1,100,29842468
395,5135,1,100,30013674
400,5200,1,100,33233489
405,5265,1,100,32848864
410,5330,1,100,32492925
415,5395,1,100,33010553
420,5460,1,100,36621638
425,5525,1,100,32157922
430,5590,1,100,33139918
435,5655,1,100,34638335
440,5720,1,100,32748298
445,5785,1,100,33798897
450,5850,1,100,33283698
455,5915,1,100,33020681
460,5980,1,100,39753007
465,6045,1,100,38830687
470,6110,1,100,37232974
475,6175,1,100,37542866
480,6240,1,100,41531841
485,6305,1,100,39494633
490,6370,1,100,39675413
495,6435,1,100,40335198
500,6500,1,100,41628701
505,6565,1,100,44399926
510,6630,1,100,40014051
515,6695,1,100,42370251
520,6760,1,100,46146723
525,6825,1,100,43157038
530,6890,1,100,46520036
535,6955,1,100,43853583
540,7020,1,100,47569168
545,7085,1,100,41856885
550,7150,1,100,46525644
555,7215,1,100,47113508
560,7280,1,100,43845573
565,7345,1,100,44663780
570,7410,1,100,44127129
575,7475,1,100,51152179
580,7540,1,100,56468765
585,7605,1,100,51137063
590,7670,1,100,60904335
595,7735,1,100,84134561
600,7800,1,100,73012919
605,7865,1,100,49468360
610,7930,1,100,59440574
615,7995,1,100,59656138
620,8060,1,100,52250008
625,8125,1,100,58384389
630,8190,1,100,49843245
635,8255,1,100,56390494
640,8320,1,100,56688291
645,8385,1,100,60960157
650,8450,1,100,56955147
655,8515,1,100,63689275
660,8580,1,100,55427712
665,8645,1,100,56127588
670,8710,1,100,58191338
675,8775,1,100,65616823
680,8840,1,100,58315248
685,8905,1,100,60260807
690,8970,1,100,61052423
695,9035,1,100,66398796
700,9100,1,100,60657815
705,9165,1,100,77196786
710,9230,1,100,58280811
715,9295,1,100,67634610
720,9360,1,100,61008134
725,9425,1,100,72689994
730,9490,1,100,72519462
735,9555,1,100,69353909
740,9620,1,100,70585401
745,9685,1,100,67987263
750,9750,1,100,72712341
755,9815,1,100,61752947
760,9880,1,100,67724827
765,9945,1,100,72300850
770,10010,1,100,79688725
775,10075,1,100,81289485
780,10140,1,100,75542271
785,10205,1,100,77347592
790,10270,1,100,77519758
795,10335,1,100,81371413
800,10400,1,100,81761538
805,10465,1,100,69555064
810,10530,1,100,85466315
815,10595,1,100,104202056
820,10660,1,100,68958388
825,10725,1,100,88636488
830,10790,1,100,80961660
835,10855,1,100,83289996
840,10920,1,100,93190748
845,10985,1,100,97402153
850,11050,1,100,105404751
855,11115,1,100,94409554
860,11180,1,100,78030921
865,11245,1,100,92297589
870,11310,1,100,84718672
875,11375,1,100,90858143
880,11440,1,100,84347821
885,11505,1,100,92514023
890,11570,1,100,101410854
895,11635,1,100,73922490
900,11700,1,100,92211871
905,11765,1,100,81937042
910,11830,1,100,103985068
915,11895,1,100,99618385
920,11960,1,100,105148228
925,12025,1,100,100933519
930,12090,1,100,106840920
935,12155,1,100,109685472
940,12220,1,100,101337480
945,12285,1,100,121508822
950,12350,1,100,101803444
955,12415,1,100,114799362
960,12480,1,100,104044654
965,12545,1,100,120408781
970,12610,1,100,115675508
975,12675,1,100,117783155
980,12740,1,100,87696452
985,12805,1,100,132422228
990,12870,1,100,131982444
995,12935,1,100,118921572
1000,13000,1,100,102245214
1005,13065,1,100,105718812
1010,13130,1,100,125365303
1015,13195,1,100,136509111
