n,m,lp_runs,exp_lp
500,500,1,24342028
500,600,1,2716165
500,700,1,2891678
500,800,1,3105869
500,900,1,3218688
500,1000,1,3319675
500,1100,1,3501401
500,1200,1,3483349
500,1300,1,4068303
500,1400,7,6993865
500,1500,10,9838006
500,1600,25,19256385
500,1700,19,15300874
500,1800,21,17104042
500,1900,24,19452494
500,2000,35,30369694
500,2100,53,45371920
500,2200,38,33380626
500,2300,31,28218210
500,2400,25,23819686
500,2500,50,47523091
500,2600,33,35013706
500,2700,53,51980194
500,2800,32,33451897
500,2900,17,21636478
500,3000,26,31264356
500,3100,30,34054884
500,3200,40,44821388
500,3300,47,56163316
500,3400,25,33263960
500,3500,30,37468892
500,3600,24,31487634
500,3700,25,33681290
500,3800,31,43546872
500,3900,37,49078489
500,4000,22,32246498
500,4100,42,60454932
500,4200,44,60570125
500,4300,26,39130582
500,4400,35,51915993
500,4500,28,44050996
500,4600,39,58646557
500,4700,31,49984742
500,4800,49,74401185
500,4900,35,55809893
500,5000,33,57061750
500,5100,35,57631151
500,5200,30,51436164
500,5300,35,64550715
500,5400,35,60826473
500,5500,31,55373515
500,5600,33,63574932
500,5700,32,61817951
500,5800,20,40257773
500,5900,26,52383912
500,6000,34,65244068
500,6100,36,69632051
500,6200,28,60944471
500,6300,30,61778671
500,6400,40,80298492
500,6500,35,74289421
500,6600,37,77553310
500,6700,40,84755109
500,6800,47,100604690
500,6900,54,113519674
500,7000,51,115481005
500,7100,51,113622557
500,7200,54,124470673
500,7300,53,121383459
500,7400,77,176951795
500,7500,73,165316053
500,7600,80,184690971
500,7700,100,233753792
500,7800,88,208580357
500,7900,119,287257047
500,8000,126,309021389
500,8100,119,289281216
500,8200,93,232537895
500,8300,94,246057549
500,8400,96,253071625
500,8500,88,228896552
500,8600,90,237080347
500,8700,92,249009651
500,8800,116,311992563
500,8900,85,235492545
500,9000,102,284887597
500,9100,88,249724790
500,9200,72,209162708
500,9300,107,307356132
500,9400,80,235039421
500,9500,102,302681689
500,9600,84,252314920
500,9700,115,349961336
500,9800,106,324588895
500,9900,106,328677930
500,10000,114,366271016
500,10100,82,268943515
500,10200,94,306277328
500,10300,113,372898502
500,10400,95,312229779
500,10500,104,338278326
500,10600,103,341314632
500,10700,103,338994038
500,10800,103,345920930
500,10900,98,336986859
500,11000,87,299806532
500,11100,102,357500286
500,11200,96,362159608
500,11300,87,307637905
500,11400,89,320902390
500,11500,104,384761374
500,11600,85,323255281
500,11700,103,386144061
500,11800,100,373085753
500,11900,104,476921481
500,12000,131,500613990
500,12100,112,430802090
500,12200,112,448230527
500,12300,136,533329527
500,12400,117,457207170
500,12500,106,424905089
500,12600,121,483758359
500,12700,132,532311968
500,12800,108,441013105
500,12900,131,536036072
500,13000,162,671030911
500,13100,138,577163208
500,13200,112,471672771
500,13300,151,636854455
500,13400,129,546931352
500,13500,127,560525938
500,13600,131,572523624
500,13700,137,602955013
500,13800,122,540508657
500,13900,121,536527529
500,14000,144,647414893
500,14100,138,633671584
500,14200,117,543864611
500,14300,136,620706010
500,14400,138,637309522
500,14500,142,671153006
500,14600,148,695862136
500,14700,130,621316986
500,14800,159,755880051
500,14900,144,700616544
500,15000,145,705156181
500,15100,129,627485548
500,15200,160,805092780
500,15300,147,750805729
500,15400,148,743083501
500,15500,160,817715464
500,15600,172,885262723
500,15700,146,766327715
500,15800,145,779225295
500,15900,125,658680240
500,16000,147,764408552
500,16100,134,703277405
500,16200,181,949018096
500,16300,159,840490433
500,16400,197,1029542736
500,16500,173,939441062
500,16600,189,1016683364
500,16700,184,1020953498
500,16800,161,913185771
500,16900,169,926328592
500,17000,160,873971344
500,17100,173,951673144
500,17200,191,1075215714
500,17300,189,1076338434
500,17400,166,955697582
500,17500,171,953512624
500,17600,176,994997941
500,17700,167,979480455
500,17800,179,1023721505
500,17900,150,894027848
500,18000,177,1021212177
500,18100,168,994803140
500,18200,162,1026751322
500,18300,186,1142107715
500,18400,164,990492174
500,18500,174,1033850698
500,18600,156,957630210
500,18700,145,868614261
500,18800,172,1042428750
500,18900,170,1066015954
500,19000,174,1079819546
500,19100,176,1100207899
500,19200,142,895947413
500,19300,195,1200838132
500,19400,172,1086044889
500,19500,189,1222079284
500,19600,180,1149544069
500,19700,192,1227221245
500,19800,171,1105080581
500,19900,187,1215653422
500,20000,186,1199010778
500,20100,165,1075922280
500,20200,157,1037061973
500,20300,155,1033644458
500,20400,172,1226799585
500,20500,172,1151993924
500,20600,175,1189682950
500,20700,223,1495268331
500,20800,195,1318164594
500,20900,203,1374419561
500,21000,163,1119457462
500,21100,214,1465760339
500,21200,175,1201031808
500,21300,178,1243105024
500,21400,181,1246234640
500,21500,173,1194020672
500,21600,169,1200895088
500,21700,174,1220525528
500,21800,180,1285393301
500,21900,167,1172519696
500,22000,174,1243996121
500,22100,187,1326579962
500,22200,182,1363030381
500,22300,209,1495593703
500,22400,183,1319966231
500,22500,189,1374716682
500,22600,170,1230930227
500,22700,175,1291737345
500,22800,207,1517128870
500,22900,221,1627923871
500,23000,182,1347580488
500,23100,230,1693974901
500,23200,200,1472261134
500,23300,179,1328570350
500,23400,174,1306697001
500,23500,197,1469362049
500,23600,180,1350395950
500,23700,209,1560642690
500,23800,164,1240212375
500,23900,184,1466078225
500,24000,223,1718563376
500,24100,164,1252673626
500,24200,218,1680689666
500,24300,201,1566003019
500,24400,190,1458446379
500,24500,226,1745122789
500,24600,214,1666214334
500,24700,173,1358510692
500,24800,204,1588313069
500,24900,213,1670608993
500,25000,224,1758836142
500,25100,181,1432008854
500,25200,221,1749984150
500,25300,202,1589638853
500,25400,200,1660898294
500,25500,188,1525046878
500,25600,253,2041962687
500,25700,205,1700728839
500,25800,201,1630267651
500,25900,206,1695479765
500,26000,219,1808360390
500,26100,213,1726241408
500,26200,217,1773315492
500,26300,223,1824745283
500,26400,223,1883653378
500,26500,257,2134497648
500,26600,234,1950817453
500,26700,257,2192542849
500,26800,243,2024632300
500,26900,225,1896994674
500,27000,224,1878400165
500,27100,236,1995225646
500,27200,270,2272065814
500,27300,270,2292864830
500,27400,251,2152043694
500,27500,228,1947830346
500,27600,258,2200568835
500,27700,272,2332142144
500,27800,254,2243903334
500,27900,242,2119809033
500,28000,265,2270694823
500,28100,253,2196330109
500,28200,240,2100317743
500,28300,265,2330977620
