n,m,cmin,cmax,dinic
50,200,1,100,47090
55,220,1,100,37408
60,240,1,100,49127
65,260,1,100,44622
70,280,1,100,44435
75,300,1,100,49173
80,320,1,100,63828
85,340,1,100,51017
90,360,1,100,55443
95,380,1,100,40648
100,400,1,100,51976
105,420,1,100,52153
110,440,1,100,68522
115,460,1,100,58581
120,480,1,100,67492
125,500,1,100,70221
130,520,1,100,69183
135,540,1,100,86123
140,560,1,100,91227
145,580,1,100,110386
150,600,1,100,94040
155,620,1,100,93328
160,640,1,100,96459
165,660,1,100,157914
170,680,1,100,119508
175,700,1,100,134122
180,720,1,100,145975
185,740,1,100,160985
190,760,1,100,194908
195,780,1,100,207558
200,800,1,100,232991
205,820,1,100,242694
210,840,1,100,184811
215,860,1,100,219396
220,880,1,100,194145
225,900,1,100,197944
230,920,1,100,250863
235,940,1,100,269970
240,960,1,100,215015
245,980,1,100,276290
250,1000,1,100,211721
255,1020,1,100,248869
260,1040,1,100,297379
265,1060,1,100,311265
270,1080,1,100,280824
275,1100,1,100,268631
280,1120,1,100,258144
285,1140,1,100,221847
290,1160,1,100,287496
295,1180,1,100,347072
300,1200,1,100,285329
305,1220,1,100,222794
310,1240,1,100,212325
315,1260,1,100,261368
320,1280,1,100,290248
325,1300,1,100,371779
330,1320,1,100,277991
335,1340,1,100,253252
340,1360,1,100,379455
345,1380,1,100,344654
350,1400,1,100,354782
355,1420,1,100,342470
360,1440,1,100,294604
365,1460,1,100,423313
370,1480,1,100,397161
375,1500,1,100,374370
380,1520,1,100,306794
385,1540,1,100,343904
390,1560,1,100,385091
395,1580,1,100,340849
400,1600,1,100,472615
405,1620,1,100,440700
410,1640,1,100,395524
415,1660,1,100,427075
420,1680,1,100,452249
425,1700,1,100,366732
430,1720,1,100,427506
435,1740,1,100,430858
440,1760,1,100,484304
445,1780,1,100,432785
450,1800,1,100,439390
455,1820,1,100,386094
460,1840,1,100,444806
465,1860,1,100,450542
470,1880,1,100,391473
475,1900,1,100,469576
480,1920,1,100,404797
485,1940,1,100,354421
490,1960,1,100,425506
495,1980,1,100,232072
500,2000,1,100,492667
505,2020,1,100,465277
510,2040,1,100,349032
515,2060,1,100,382508
520,2080,1,100,372939
525,2100,1,100,260632
530,2120,1,100,461751
535,2140,1,100,458392
540,2160,1,100,385666
545,2180,1,100,376732
550,2200,1,100,370032
555,2220,1,100,305982
560,2240,1,100,462771
565,2260,1,100,385986
570,2280,1,100,395007
575,2300,1,100,399431
580,2320,1,100,331281
585,2340,1,100,347601
590,2360,1,100,456048
595,2380,1,100,541960
600,2400,1,100,566600
605,2420,1,100,566743
610,2440,1,100,419183
