n,m,cmin,cmax,primal_lp
50,200,1,1,22439766
55,220,1,1,4099314
60,240,1,1,4570222
65,260,1,1,4146050
70,280,1,1,2724001
75,300,1,1,2760425
80,320,1,1,2947327
85,340,1,1,3886665
90,360,1,1,5197755
95,380,1,1,5190165
100,400,1,1,4823763
105,420,1,1,5832304
110,440,1,1,5614259
115,460,1,1,4222163
120,480,1,1,4169852
125,500,1,1,5510546
130,520,1,1,4734037
135,540,1,1,5913550
140,560,1,1,3983469
145,580,1,1,5041505
150,600,1,1,5480333
155,620,1,1,6360481
160,640,1,1,4888378
165,660,1,1,6244209
170,680,1,1,6878534
175,700,1,1,6385269
180,720,1,1,7145433
185,740,1,1,6523285
190,760,1,1,6989040
195,780,1,1,7174148
200,800,1,1,8864260
205,820,1,1,7492124
210,840,1,1,7088934
215,860,1,1,7993567
220,880,1,1,7252853
225,900,1,1,7322780
230,920,1,1,8158837
235,940,1,1,7401561
240,960,1,1,8784624
245,980,1,1,7455868
250,1000,1,1,7029005
255,1020,1,1,8071038
260,1040,1,1,9151414
265,1060,1,1,8220186
270,1080,1,1,9562902
275,1100,1,1,9627263
280,1120,1,1,11476612
285,1140,1,1,11295822
290,1160,1,1,9934896
295,1180,1,1,10545715
300,1200,1,1,10451910
305,1220,1,1,9613104
310,1240,1,1,11103785
315,1260,1,1,8930847
320,1280,1,1,9574077
325,1300,1,1,9757893
330,1320,1,1,8528977
335,1340,1,1,11076300
340,1360,1,1,13069153
345,1380,1,1,11337109
350,1400,1,1,10419309
355,1420,1,1,11181493
360,1440,1,1,12057769
365,1460,1,1,13328831
370,1480,1,1,11990733
375,1500,1,1,13321974
380,1520,1,1,16953160
385,1540,1,1,11383469
390,1560,1,1,13329890
395,1580,1,1,12144939
400,1600,1,1,11924158
405,1620,1,1,11615812
410,1640,1,1,12442735
415,1660,1,1,11626834
420,1680,1,1,13234048
425,1700,1,1,12205224
430,1720,1,1,13314212
435,1740,1,1,13613006
440,1760,1,1,13098671
445,1780,1,1,13041902
450,1800,1,1,14436061
455,1820,1,1,12917757
460,1840,1,1,12589567
465,1860,1,1,12450387
470,1880,1,1,14254402
475,1900,1,1,13325562
480,1920,1,1,17469735
485,1940,1,1,15550074
490,1960,1,1,16248133
495,1980,1,1,14172147
500,2000,1,1,16939853
505,2020,1,1,15717390
510,2040,1,1,16107622
515,2060,1,1,15203941
520,2080,1,1,18000293
525,2100,1,1,18071664
530,2120,1,1,17390466
535,2140,1,1,16828322
540,2160,1,1,21714440
545,2180,1,1,17557567
550,2200,1,1,19838815
555,2220,1,1,17212648
560,2240,1,1,17859350
565,2260,1,1,19383774
570,2280,1,1,21070517
575,2300,1,1,18473689
580,2320,1,1,18591589
585,2340,1,1,18886596
590,2360,1,1,20166821
595,2380,1,1,20232380
600,2400,1,1,22749647
605,2420,1,1,19819740
610,2440,1,1,17438901
615,2460,1,1,19579714
620,2480,1,1,21144949
625,2500,1,1,18974356
630,2520,1,1,21815678
635,2540,1,1,19883279
640,2560,1,1,21814427
645,2580,1,1,21265188
650,2600,1,1,21658297
655,2620,1,1,23282301
660,2640,1,1,22245977
665,2660,1,1,23267381
670,2680,1,1,26232953
675,2700,1,1,24327267
680,2720,1,1,25079717
685,2740,1,1,23997817
690,2760,1,1,24754422
695,2780,1,1,28429614
700,2800,1,1,22688697
705,2820,1,1,25348154
710,2840,1,1,28119535
715,2860,1,1,27997176
720,2880,1,1,27719893
725,2900,1,1,26695448
730,2920,1,1,29027676
735,2940,1,1,27272760
740,2960,1,1,30502552
745,2980,1,1,29219510
750,3000,1,1,31476168
755,3020,1,1,29272745
760,3040,1,1,27192154
765,3060,1,1,25558629
770,3080,1,1,26145981
775,3100,1,1,26779668
780,3120,1,1,29908867
785,3140,1,1,27961191
790,3160,1,1,30391717
795,3180,1,1,41673737
800,3200,1,1,26647044
805,3220,1,1,33460946
810,3240,1,1,34644432
815,3260,1,1,33095495
820,3280,1,1,34451963
825,3300,1,1,31704598
830,3320,1,1,30509319
835,3340,1,1,36713637
840,3360,1,1,36085238
845,3380,1,1,42647766
850,3400,1,1,47292768
855,3420,1,1,32347435
860,3440,1,1,38266948
865,3460,1,1,33757641
870,3480,1,1,34552703
875,3500,1,1,32452786
880,3520,1,1,35837797
885,3540,1,1,32259577
890,3560,1,1,35719966
895,3580,1,1,34336861
900,3600,1,1,41471186
905,3620,1,1,38299261
910,3640,1,1,40737297
915,3660,1,1,39017069
920,3680,1,1,39267763
925,3700,1,1,36899927
930,3720,1,1,41280729
935,3740,1,1,41673352
940,3760,1,1,46193365
945,3780,1,1,38032480
950,3800,1,1,36264591
955,3820,1,1,42342901
960,3840,1,1,43754512
965,3860,1,1,43912608
970,3880,1,1,45697979
975,3900,1,1,48643268
980,3920,1,1,44705120
985,3940,1,1,46321800
990,3960,1,1,43453294
995,3980,1,1,47654179
1000,4000,1,1,46774249
1005,4020,1,1,41708366
1010,4040,1,1,49901718
1015,4060,1,1,55360256
1020,4080,1,1,62102934
1025,4100,1,1,43463507
1030,4120,1,1,45318624
1035,4140,1,1,65130192
1040,4160,1,1,58832183
1045,4180,1,1,67292044
1050,4200,1,1,60779974
1055,4220,1,1,62269464
1060,4240,1,1,50768919
1065,4260,1,1,52365470
1070,4280,1,1,62538754
1075,4300,1,1,44034183
1080,4320,1,1,75534173
1085,4340,1,1,82814030
1090,4360,1,1,68799253
1095,4380,1,1,50045641
1100,4400,1,1,62842734
1105,4420,1,1,52056478
1110,4440,1,1,53544049
1115,4460,1,1,52592790
1120,4480,1,1,58228169
1125,4500,1,1,79267053
1130,4520,1,1,77191163
1135,4540,1,1,73477737
1140,4560,1,1,72400207
1145,4580,1,1,70295640
1150,4600,1,1,62857763
1155,4620,1,1,56282347
1160,4640,1,1,59607969
1165,4660,1,1,64486898
1170,4680,1,1,53620394
1175,4700,1,1,56392505
1180,4720,1,1,51359662
1185,4740,1,1,54975024
1190,4760,1,1,90673196
1195,4780,1,1,66492483
1200,4800,1,1,54696248
1205,4820,1,1,57013753
1210,4840,1,1,59631614
1215,4860,1,1,62577064
1220,4880,1,1,68250909
1225,4900,1,1,62173803
1230,4920,1,1,67658517
1235,4940,1,1,58173826
1240,4960,1,1,72646912
1245,4980,1,1,58477285
1250,5000,1,1,63303320
1255,5020,1,1,69478309
1260,5040,1,1,70798460
1265,5060,1,1,68168867
1270,5080,1,1,73071822
1275,5100,1,1,70115809
1280,5120,1,1,69530947
1285,5140,1,1,86632202
1290,5160,1,1,74542146
1295,5180,1,1,75097169
1300,5200,1,1,70140045
1305,5220,1,1,60012320
1310,5240,1,1,63385221
1315,5260,1,1,76201645
1320,5280,1,1,74733311
1325,5300,1,1,72120636
1330,5320,1,1,67864722
1335,5340,1,1,82396037
1340,5360,1,1,100577883
1345,5380,1,1,86451102
1350,5400,1,1,81767491
1355,5420,1,1,89299414
1360,5440,1,1,81730042
1365,5460,1,1,73594576
1370,5480,1,1,79903839
1375,5500,1,1,81059355
1380,5520,1,1,91687875
1385,5540,1,1,89771746
1390,5560,1,1,92073644
1395,5580,1,1,100833811
1400,5600,1,1,95062273
1405,5620,1,1,91096753
1410,5640,1,1,94331625
1415,5660,1,1,80398107
1420,5680,1,1,84796535
1425,5700,1,1,99294669
1430,5720,1,1,91039691
1435,5740,1,1,102203007
1440,5760,1,1,90884908
1445,5780,1,1,83439324
1450,5800,1,1,109387784
1455,5820,1,1,100028178
1460,5840,1,1,97046429
1465,5860,1,1,85606838
1470,5880,1,1,99829546
1475,5900,1,1,101181585
1480,5920,1,1,93920556
1485,5940,1,1,98972232
1490,5960,1,1,98883430
1495,5980,1,1,98279441
1500,6000,1,1,91068905
1505,6020,1,1,96272613
1510,6040,1,1,91613197
1515,6060,1,1,74833528
1520,6080,1,1,83284859
1525,6100,1,1,88045735
1530,6120,1,1,91121694
1535,6140,1,1,93760515
1540,6160,1,1,94228720
1545,6180,1,1,83933931
1550,6200,1,1,86860246
1555,6220,1,1,85788903
1560,6240,1,1,92155561
1565,6260,1,1,92624290
1570,6280,1,1,98297478
1575,6300,1,1,93539286
1580,6320,1,1,96307175
1585,6340,1,1,83520755
1590,6360,1,1,100862981
1595,6380,1,1,99573572
1600,6400,1,1,94938855
1605,6420,1,1,100209033
1610,6440,1,1,103203843
1615,6460,1,1,104391160
1620,6480,1,1,145518905
1625,6500,1,1,102782440
1630,6520,1,1,103715576
1635,6540,1,1,110937812
1640,6560,1,1,101721006
1645,6580,1,1,99058412
1650,6600,1,1,106697152
1655,6620,1,1,104965384
1660,6640,1,1,98262353
1665,6660,1,1,108349447
1670,6680,1,1,97460960
1675,6700,1,1,92643585
1680,6720,1,1,97895765
1685,6740,1,1,105638618
1690,6760,1,1,99456213
1695,6780,1,1,113380643
1700,6800,1,1,104442324
1705,6820,1,1,100296851
1710,6840,1,1,109655106
1715,6860,1,1,103810258
1720,6880,1,1,105752103
1725,6900,1,1,104870464
1730,6920,1,1,128911753
1735,6940,1,1,101957521
1740,6960,1,1,118099986
1745,6980,1,1,103631369
1750,7000,1,1,123708563
1755,7020,1,1,107166538
1760,7040,1,1,104320938
1765,7060,1,1,113089342
1770,7080,1,1,114799542
1775,7100,1,1,126340367
1780,7120,1,1,121305578
1785,7140,1,1,103619363
1790,7160,1,1,128657476
1795,7180,1,1,119934329
1800,7200,1,1,121066401
1805,7220,1,1,124866401
1810,7240,1,1,114837328
1815,7260,1,1,123823032
1820,7280,1,1,118410503
1825,7300,1,1,115250527
1830,7320,1,1,122756503
1835,7340,1,1,120005469
1840,7360,1,1,124959101
1845,7380,1,1,117837612
1850,7400,1,1,119371463
1855,7420,1,1,119307704
1860,7440,1,1,119192841
1865,7460,1,1,141328645
1870,7480,1,1,128499573
1875,7500,1,1,138489565
1880,7520,1,1,124729504
1885,7540,1,1,125330169
1890,7560,1,1,119249614
1895,7580,1,1,128495053
1900,7600,1,1,141384266
1905,7620,1,1,121631544
1910,7640,1,1,132897160
1915,7660,1,1,123215339
1920,7680,1,1,55742653
1925,7700,1,1,132038017
1930,7720,1,1,116995601
1935,7740,1,1,132292533
1940,7760,1,1,127632957
1945,7780,1,1,152426564
1950,7800,1,1,141574767
1955,7820,1,1,147276918
1960,7840,1,1,156222836
1965,7860,1,1,143750651
1970,7880,1,1,150588996
1975,7900,1,1,138407399
1980,7920,1,1,137380795
1985,7940,1,1,145279749
1990,7960,1,1,146753291
1995,7980,1,1,87008804
