n,m,lp_runs,exp_lp
1000,1000,1,24591969
1000,1100,1,4550282
1000,1200,1,4907814
1000,1300,3,5908169
1000,1400,4,11640184
1000,1500,5,6980563
1000,1600,7,8457234
1000,1700,4,7258313
1000,1800,4,7148780
1000,1900,4,8733656
1000,2000,5,8833289
1000,2100,3,7215158
1000,2200,4,8223920
1000,2300,4,8505765
1000,2400,5,9210330
1000,2500,4,8538042
1000,2600,4,9494868
1000,2700,5,10377584
1000,2800,4,10596329
1000,2900,4,9633101
1000,3000,3,9216587
1000,3100,4,10353486
1000,3200,3,10172005
1000,3300,4,10545384
1000,3400,4,10957337
1000,3500,4,11784611
1000,3600,3,10869517
1000,3700,5,12902607
1000,3800,5,13231047
1000,3900,5,15033141
1000,4000,7,15842752
1000,4100,6,15314235
1000,4200,7,17788735
1000,4300,5,14119434
1000,4400,6,16034220
1000,4500,9,20411677
1000,4600,7,19498821
1000,4700,8,19072993
1000,4800,12,27983814
1000,4900,11,24117591
1000,5000,8,23996413
1000,5100,8,22298745
1000,5200,9,25550425
1000,5300,10,25055875
1000,5400,9,27352373
1000,5500,8,22602040
1000,5600,10,28587540
1000,5700,10,26080791
1000,5800,8,31077567
1000,5900,13,32247437
1000,6000,9,28444605
1000,6100,8,24344743
1000,6200,7,26520939
1000,6300,10,28831910
1000,6400,12,34009035
1000,6500,11,31444664
1000,6600,14,38419484
1000,6700,14,37798321
1000,6800,12,36441730
1000,6900,15,41494995
1000,7000,12,35488976
1000,7100,12,35483967
1000,7200,16,48212757
1000,7300,20,55407942
1000,7400,19,58193240
1000,7500,18,51818662
1000,7600,15,46133560
1000,7700,19,54647615
1000,7800,16,48742168
1000,7900,15,47014929
1000,8000,20,59664006
1000,8100,17,52920907
1000,8200,17,54917968
1000,8300,18,56506069
1000,8400,18,57162527
1000,8500,21,65294221
1000,8600,20,104732933
1000,8700,19,61595860
1000,8800,26,88020871
1000,8900,30,96074903
1000,9000,24,78062260
1000,9100,28,89740601
1000,9200,25,82519950
1000,9300,30,97711013
1000,9400,26,87621624
1000,9500,25,84114494
1000,9600,30,102397617
1000,9700,33,113915653
1000,9800,36,123408595
1000,9900,29,110722217
1000,10000,37,128441024
1000,10100,31,108302257
1000,10200,34,119962930
1000,10300,40,142785819
1000,10400,37,136779928
1000,10500,36,138316494
1000,10600,37,138078348
1000,10700,40,150238752
1000,10800,38,164940631
1000,10900,37,147839547
1000,11000,38,150462009
1000,11100,37,147228792
1000,11200,43,171097266
1000,11300,43,170650329
1000,11400,36,146374760
1000,11500,39,163584320
1000,11600,38,171863738
1000,11700,39,163337383
1000,11800,42,175368977
1000,11900,34,148181882
1000,12000,39,170962866
1000,12100,31,137639235
1000,12200,49,213790260
1000,12300,41,187311489
1000,12400,44,209743841
1000,12500,44,199665769
1000,12600,44,203742075
1000,12700,43,198389152
1000,12800,42,197161818
1000,12900,45,209223968
1000,13000,52,236509011
1000,13100,43,214144634
1000,13200,45,210281842
1000,13300,46,218118913
1000,13400,47,222978531
1000,13500,51,244396586
1000,13600,56,268645111
1000,13700,53,266813030
1000,13800,48,236023984
1000,13900,68,325768769
1000,14000,47,239690808
1000,14100,54,268097432
1000,14200,49,247713230
1000,14300,55,290362917
1000,14400,48,247803797
1000,14500,61,310537036
1000,14600,65,336487325
1000,14700,67,346347906
1000,14800,62,333963096
1000,14900,60,319561792
1000,15000,80,436858587
1000,15100,77,412213791
1000,15200,61,347752735
1000,15300,76,423748958
1000,15400,70,391443369
1000,15500,71,396107751
1000,15600,70,403753995
1000,15700,83,464073196
1000,15800,71,406031689
1000,15900,71,400031958
1000,16000,65,385058537
1000,16100,75,428533622
1000,16200,78,451212306
1000,16300,65,444452212
1000,16400,74,445119899
1000,16500,70,410236563
1000,16600,68,407580384
1000,16700,71,422068170
1000,16800,70,419351146
1000,16900,66,411015405
1000,17000,66,414583935
1000,17100,68,414054894
1000,17200,76,470363081
1000,17300,73,454706293
1000,17400,78,487012811
1000,17500,69,432216856
1000,17600,62,400040794
1000,17700,71,446402484
1000,17800,64,413925112
1000,17900,69,450466311
1000,18000,75,495748742
1000,18100,82,537253287
1000,18200,78,510901668
1000,18300,67,441768558
1000,18400,78,514857509
1000,18500,77,515272381
1000,18600,86,570007655
1000,18700,80,536665959
1000,18800,74,497826971
1000,18900,75,516298269
1000,19000,88,603168065
1000,19100,84,569899191
1000,19200,81,570414482
1000,19300,75,521591094
1000,19400,79,545650004
1000,19500,83,580657556
1000,19600,73,525888581
1000,19700,75,526046346
1000,19800,78,548069556
1000,19900,81,595346108
1000,20000,96,680897230
1000,20100,75,553818787
1000,20200,75,555837999
1000,20300,89,723720151
1000,20400,68,505440071
1000,20500,80,588672212
1000,20600,84,611454611
1000,20700,77,567855253
1000,20800,86,647586125
1000,20900,97,721153166
1000,21000,84,629246704
1000,21100,79,602266303
1000,21200,79,600304461
1000,21300,89,683377145
1000,21400,91,700662578
1000,21500,84,654871092
1000,21600,79,615661922
1000,21700,89,692585491
1000,21800,78,612758162
1000,21900,85,658023037
1000,22000,73,579458524
1000,22100,84,680085380
1000,22200,92,719387883
1000,22300,97,760075452
1000,22400,84,691340227
1000,22500,81,649236626
1000,22600,89,726239793
1000,22700,85,697123702
1000,22800,103,834218374
1000,22900,91,751693072
1000,23000,91,736329694
1000,23100,91,748726918
1000,23200,95,777846956
1000,23300,86,721400607
1000,23400,96,899542789
1000,23500,101,837593523
1000,23600,93,803775102
1000,23700,91,771330184
1000,23800,92,772198238
1000,23900,84,773571138
1000,24000,88,748616147
1000,24100,86,734962502
1000,24200,101,857189062
1000,24300,81,695893551
1000,24400,105,912629976
1000,24500,97,834049847
1000,24600,92,797767123
1000,24700,99,871485169
1000,24800,96,837912018
1000,24900,96,846106022
1000,25000,108,960521942
1000,25100,96,875211739
1000,25200,85,748831323
1000,25300,88,795626267
1000,25400,92,826309548
1000,25500,100,931687445
1000,25600,88,827641926
1000,25700,101,924198094
1000,25800,105,997307518
1000,25900,105,1011535304
1000,26000,100,961987349
1000,26100,100,965212208
1000,26200,101,983752429
1000,26300,108,1030995650
1000,26400,113,1072072768
1000,26500,96,925896175
1000,26600,98,919306321
1000,26700,102,987341639
1000,26800,106,1027577699
1000,26900,106,1023771554
1000,27000,96,948467783
1000,27100,106,1037517037
1000,27200,112,1105546947
1000,27300,101,1005733227
1000,27400,108,1067892889
1000,27500,96,955043673
1000,27600,110,1092412619
1000,27700,94,950670503
1000,27800,105,1050010167
1000,27900,108,1076493544
1000,28000,114,1135597840
1000,28100,102,1114205349
1000,28200,100,1055435304
1000,28300,110,1140555323
1000,28400,104,1075873312
1000,28500,106,1088207456
1000,28600,125,1273436343
1000,28700,111,1137612883
1000,28800,109,1125879100
1000,28900,101,1058616679
1000,29000,99,1052607214
1000,29100,110,1138450511
1000,29200,113,1170194015
1000,29300,111,1163900914
1000,29400,130,1346808128
1000,29500,120,1273342090
1000,29600,117,1253231724
1000,29700,109,1181761764
1000,29800,120,1272332245
1000,29900,122,1333644466
1000,30000,126,1432117580
1000,30100,127,1374066586
1000,30200,128,1384843300
1000,30300,115,1243094240
1000,30400,126,1373191437
1000,30500,134,1458461101
1000,30600,132,1433929661
1000,30700,128,1403952790
1000,30800,110,1210899289
1000,30900,148,1616598329
1000,31000,131,1439632543
1000,31100,114,1260815712
1000,31200,113,1262413609
1000,31300,123,1374071087
1000,31400,130,1446017868
1000,31500,106,1196541232
1000,31600,122,1418274047
1000,31700,129,1455739310
1000,31800,133,1512498548
1000,31900,134,1505672849
1000,32000,117,1324058002
1000,32100,123,1404021433
1000,32200,131,1490670770
1000,32300,121,1388561528
1000,32400,108,1242121531
1000,32500,115,1331528540
1000,32600,120,1387439120
1000,32700,113,1312773375
1000,32800,112,1310201211
1000,32900,126,1474557956
1000,33000,117,1354531775
1000,33100,112,1337441608
1000,33200,127,1569742231
1000,33300,113,1336491315
1000,33400,132,1570125927
1000,33500,126,1484000884
1000,33600,113,1339071748
1000,33700,117,1408395634
1000,33800,110,1342269890
1000,33900,104,1241299635
1000,34000,118,1422261092
1000,34100,104,1250639576
1000,34200,113,1357535603
1000,34300,119,1429016680
1000,34400,125,1520125460
1000,34500,122,1494283518
1000,34600,115,1396028636
1000,34700,116,1413000534
1000,34800,109,1340913098
1000,34900,122,1563638133
1000,35000,114,1405319615
1000,35100,114,1415973034
1000,35200,121,1500089874
1000,35300,137,1698061475
