n,m,dinic
600,600,122926
600,700,97076
600,800,114699
600,900,122874
600,1000,131127
600,1100,149432
600,1200,156535
600,1300,170798
600,1400,207645
600,1500,170656
600,1600,190991
600,1700,181427
600,1800,320796
600,1900,350988
600,2000,377418
600,2100,351329
600,2200,365630
600,2300,367093
600,2400,344859
600,2500,380505
600,2600,418161
600,2700,576574
600,2800,548537
600,2900,541749
600,3000,463233
600,3100,487490
600,3200,464379
600,3300,579974
600,3400,510883
600,3500,507626
600,3600,519721
600,3700,529855
600,3800,575726
600,3900,731347
600,4000,662671
600,4100,654446
600,4200,727717
600,4300,704839
600,4400,724372
600,4500,810140
600,4600,736425
600,4700,748321
600,4800,752146
600,4900,696955
600,5000,749170
600,5100,634672
600,5200,801925
600,5300,804849
600,5400,754064
600,5500,856067
600,5600,690648
600,5700,739141
600,5800,761536
600,5900,705317
600,6000,857611
600,6100,811469
600,6200,823999
600,6300,782790
600,6400,739930
600,6500,791599
600,6600,802801
600,6700,954623
600,6800,756112
600,6900,737866
600,7000,829266
600,7100,839935
600,7200,882124
600,7300,841218
600,7400,818388
600,7500,842893
600,7600,847651
600,7700,966055
600,7800,813992
600,7900,867818
600,8000,875002
600,8100,822760
600,8200,929850
600,8300,889722
600,8400,946794
600,8500,952684
600,8600,955353
600,8700,916154
600,8800,990424
600,8900,906989
600,9000,970072
600,9100,988745
600,9200,1022783
600,9300,919265
600,9400,1026985
600,9500,1031502
600,9600,1032186
600,9700,1016619
600,9800,1063959
600,9900,970412
600,10000,1018062
600,10100,1050408
600,10200,980839
600,10300,1131807
600,10400,1027032
600,10500,1131876
600,10600,1038150
600,10700,1137548
600,10800,1078824
600,10900,1176348
600,11000,1135683
600,11100,1156534
600,11200,1051594
600,11300,1252749
600,11400,1249218
600,11500,1219174
600,11600,1159254
600,11700,1237101
600,11800,1095814
600,11900,1412605
600,12000,1289366
600,12100,1233216
600,12200,1353499
600,12300,1517857
600,12400,1369477
600,12500,1425472
600,12600,1230772
600,12700,1461376
600,12800,1528599
600,12900,1542794
600,13000,1294174
600,13100,1490996
600,13200,1517936
600,13300,1294243
600,13400,1407927
600,13500,1569000
600,13600,1355145
600,13700,1165110
600,13800,1109968
600,13900,1170779
600,14000,1106890
600,14100,1244916
600,14200,1137338
600,14300,1125748
600,14400,1260105
600,14500,1172133
600,14600,1202730
600,14700,1189019
600,14800,1177786
600,14900,1288013
600,15000,1182312
600,15100,1255702
600,15200,4295885
600,15300,1266835
600,15400,1239620
600,15500,1333106
600,15600,1141013
600,15700,1171491
600,15800,1266250
600,15900,1261859
600,16000,1260562
600,16100,1353993
600,16200,1363316
600,16300,1264976
600,16400,1393728
600,16500,1384990
600,16600,1605801
600,16700,1404333
600,16800,1668851
600,16900,1473563
600,17000,1408056
600,17100,1468550
600,17200,1667740
600,17300,1509547
600,17400,1365664
600,17500,1442223
600,17600,1460900
600,17700,1337343
600,17800,1456563
600,17900,1422723
600,18000,1362777
600,18100,1527026
600,18200,1491938
600,18300,1490329
600,18400,1483440
600,18500,1532241
600,18600,1529399
600,18700,1517237
600,18800,1522122
600,18900,1601136
600,19000,1467732
600,19100,1570317
600,19200,1600303
600,19300,1565267
600,19400,1568069
600,19500,1563674
600,19600,1552512
600,19700,1533774
600,19800,1650489
600,19900,1644991
600,20000,1871262
600,20100,1726987
600,20200,1794395
600,20300,1775254
600,20400,1715427
600,20500,1701535
600,20600,1808084
600,20700,1884700
600,20800,1796768
600,20900,1807375
600,21000,1806468
600,21100,1900715
600,21200,1681597
600,21300,1679859
600,21400,1682952
600,21500,1686736
600,21600,1637458
600,21700,1670116
600,21800,1778277
600,21900,1877504
600,22000,1867981
600,22100,1993434
600,22200,2130850
600,22300,1778528
600,22400,1886959
600,22500,1761960
600,22600,1907886
600,22700,2042226
600,22800,2102618
600,22900,2134476
600,23000,2061818
600,23100,2044894
600,23200,2393898
600,23300,1995702
600,23400,1933868
600,23500,1833061
600,23600,2673236
600,23700,1962101
600,23800,1826503
600,23900,2159818
600,24000,2099573
600,24100,1930440
600,24200,2025379
600,24300,2078273
600,24400,2001520
600,24500,1917263
600,24600,2340847
600,24700,3905466
600,24800,1942113
600,24900,1985551
600,25000,2132226
600,25100,2084067
600,25200,2081966
600,25300,2020669
600,25400,2081715
600,25500,2150025
600,25600,2028576
600,25700,2232838
600,25800,2138338
600,25900,1984940
600,26000,2118224
600,26100,2030901
600,26200,2050218
600,26300,2062434
600,26400,2175243
600,26500,2040428
600,26600,2078115
600,26700,2058473
600,26800,2183076
600,26900,3462431
600,27000,2462776
600,27100,2381113
600,27200,2350814
600,27300,2344325
600,27400,2377071
600,27500,2520528
600,27600,2359630
600,27700,2382556
600,27800,2504593
600,27900,2383910
600,28000,2339627
600,28100,2343654
600,28200,2467115
600,28300,2285927
600,28400,2532578
600,28500,2209489
600,28600,2400556
600,28700,2482734
600,28800,2477605
600,28900,2961293
600,29000,2389471
600,29100,2246604
600,29200,2437904
600,29300,2342052
600,29400,2463799
600,29500,3477987
600,29600,2354084
600,29700,2226802
600,29800,2365411
600,29900,2705629
600,30000,3402512
600,30100,2566157
600,30200,2568434
600,30300,2432992
600,30400,2627527
600,30500,2475556
600,30600,2414550
600,30700,3984011
600,30800,2398479
600,30900,2344738
600,31000,2653268
600,31100,2451656
600,31200,3035088
600,31300,2470674
600,31400,2413776
600,31500,2546875
600,31600,2330028
600,31700,2497156
600,31800,2805481
600,31900,2427160
600,32000,2415423
600,32100,2273453
600,32200,2448858
600,32300,3194467
600,32400,2527983
600,32500,2400698
600,32600,5041982
600,32700,3869465
600,32800,3641247
600,32900,3994105
600,33000,2832565
600,33100,2793930
600,33200,2865791
600,33300,2923976
600,33400,2832578
600,33500,3079803
600,33600,3239621
600,33700,3318372
600,33800,2782272
600,33900,2678151
600,34000,2585876
600,34100,2833171
600,34200,3210236
600,34300,2806711
600,34400,2578338
600,34500,2969792
600,34600,2506528
600,34700,2568838
600,34800,2572829
600,34900,2577149
600,35000,2997186
600,35100,2923188
600,35200,2966029
600,35300,2595803
600,35400,3074206
600,35500,2679522
600,35600,3498272
600,35700,2672356
600,35800,2797153
600,35900,2582983
600,36000,2549593
600,36100,2837427
600,36200,2592681
600,36300,4698162
600,36400,2471428
600,36500,2658974
600,36600,2698042
600,36700,2880981
600,36800,2511830
600,36900,3077544
600,37000,3190417
600,37100,2759450
600,37200,2805525
600,37300,3934984
600,37400,2725547
600,37500,2791056
600,37600,2811472
600,37700,4371209
600,37800,2855443
600,37900,2708819
600,38000,2559111
600,38100,3103730
600,38200,3695328
600,38300,3755221
600,38400,3060061
600,38500,2661366
600,38600,2979438
600,38700,2612768
600,38800,2765007
600,38900,3178588
600,39000,3013291
600,39100,3142492
600,39200,2907901
600,39300,2971236
600,39400,4072357
600,39500,2967642
600,39600,3037074
600,39700,4871477
600,39800,3295927
600,39900,3036376
600,40000,2779905
600,40100,2855136
600,40200,3198275
600,40300,2946696
600,40400,3124287
600,40500,2939296
600,40600,3072320
600,40700,2813220
600,40800,3359294
600,40900,3573151
600,41000,2993036
600,41100,3978772
600,41200,3064377
600,41300,4018719
600,41400,3165994
600,41500,3752767
600,41600,3533105
600,41700,3214103
600,41800,3172565
600,41900,3101391
600,42000,3084192
600,42100,3252035
600,42200,3012741
600,42300,4060820
600,42400,3123517
600,42500,3438371
600,42600,3012907
600,42700,3114164
600,42800,3855993
600,42900,4029949
600,43000,4989709
600,43100,3220242
600,43200,3509240
600,43300,4081923
600,43400,3322051
600,43500,3177417
600,43600,3141249
600,43700,4225754
600,43800,3231763
600,43900,3324887
600,44000,3144636
600,44100,3102813
600,44200,3001414
600,44300,4254402
600,44400,3523673
600,44500,3118683
600,44600,3131392
600,44700,3295317
600,44800,3420159
600,44900,4504482
600,45000,6127432
600,45100,3523294
600,45200,4605563
600,45300,4245409
600,45400,3761288
600,45500,3344094
600,45600,3325100
600,45700,4542632
600,45800,5830368
600,45900,5945414
600,46000,3524705
600,46100,5690813
600,46200,3948267
600,46300,4482601
600,46400,5376209
600,46500,3477991
600,46600,3414540
600,46700,3366066
600,46800,3589318
600,46900,3175533
600,47000,3845920
600,47100,3290899
600,47200,4438629
600,47300,3888700
600,47400,3468256
600,47500,3333524
600,47600,7540126
600,47700,3637996
600,47800,3286470
600,47900,4112108
600,48000,3465235
600,48100,4636243
600,48200,3610574
600,48300,5532978
600,48400,4231488
600,48500,3553123
600,48600,4905717
600,48700,5770656
600,48800,4799421
600,48900,8759899
600,49000,3801713
600,49100,5005429
600,49200,3818194
600,49300,3616566
600,49400,3618593
600,49500,4953732
600,49600,4563055
600,49700,3843812
600,49800,4003007
600,49900,4267883
600,50000,4005216
600,50100,4834058
600,50200,3902738
600,50300,3893682
600,50400,3400007
600,50500,3792104
600,50600,3351882
600,50700,3350606
600,50800,4455581
600,50900,3307836
600,51000,3444240
600,51100,3531649
600,51200,3655151
600,51300,3661275
600,51400,5322574
600,51500,5427691
600,51600,3785907
600,51700,3559612
600,51800,4438814
600,51900,4870035
600,52000,4093734
600,52100,3877992
600,52200,4710737
600,52300,4018055
600,52400,3489924
600,52500,3912004
600,52600,3471332
600,52700,3539528
600,52800,3640633
600,52900,3762813
600,53000,3848834
600,53100,5064951
600,53200,4018426
600,53300,5160487
600,53400,3825628
600,53500,3856500
600,53600,5105209
600,53700,3977913
600,53800,3888666
600,53900,3978934
600,54000,4071766
600,54100,3721815
600,54200,3589106
600,54300,4023095
600,54400,3830632
600,54500,5267098
600,54600,4343152
600,54700,5671835
600,54800,3920109
600,54900,3856328
600,55000,4608205
600,55100,5841350
600,55200,5423683
600,55300,4583186
600,55400,4296786
600,55500,3791710
600,55600,3997880
600,55700,5127992
600,55800,3976006
600,55900,3972331
600,56000,3984121
600,56100,3950173
600,56200,4175628
600,56300,3738806
600,56400,4351072
600,56500,4652889
600,56600,6059457
600,56700,4610412
600,56800,4418789
600,56900,4509098
600,57000,4523675
600,57100,5305616
600,57200,4486059
600,57300,4153201
600,57400,4580066
600,57500,4168470
600,57600,4172371
600,57700,5055107
600,57800,5342529
600,57900,7719844
600,58000,8049930
600,58100,5437754
600,58200,5563500
600,58300,4693679
600,58400,4909795
600,58500,6004608
600,58600,5465955
600,58700,4768888
600,58800,6386485
600,58900,4957858
600,59000,8319115
600,59100,5411601
600,59200,5316572
600,59300,4736293
600,59400,5839640
600,59500,4770129
600,59600,5290888
