n,m,cmin,cmax,dual_lp
50,400,1,100,5109955
55,440,1,100,5058239
60,480,1,100,5982103
65,520,1,100,6393679
70,560,1,100,7218643
75,600,1,100,7287769
80,640,1,100,7593982
85,680,1,100,7611532
90,720,1,100,9000657
95,760,1,100,8709348
100,800,1,100,9522117
105,840,1,100,9375740
110,880,1,100,10022794
115,920,1,100,10420488
120,960,1,100,10459719
125,1000,1,100,10496521
130,1040,1,100,10673094
135,1080,1,100,12342931
140,1120,1,100,11821028
145,1160,1,100,12743286
150,1200,1,100,13536691
155,1240,1,100,13669325
160,1280,1,100,15342516
165,1320,1,100,13673863
170,1360,1,100,14206685
175,1400,1,100,15393831
180,1440,1,100,15995328
185,1480,1,100,15521583
190,1520,1,100,15288803
195,1560,1,100,15421782
200,1600,1,100,16094363
205,1640,1,100,17742241
210,1680,1,100,18431746
215,1720,1,100,16977234
220,1760,1,100,19932845
225,1800,1,100,17298195
230,1840,1,100,20402723
235,1880,1,100,20423690
240,1920,1,100,21197441
245,1960,1,100,19384187
250,2000,1,100,19281726
255,2040,1,100,21236405
260,2080,1,100,20535844
265,2120,1,100,22540965
270,2160,1,100,21594240
275,2200,1,100,19404649
280,2240,1,100,23998489
285,2280,1,100,21246886
290,2320,1,100,22730913
295,2360,1,100,22686265
300,2400,1,100,22722068
305,2440,1,100,24473375
310,2480,1,100,23653197
315,2520,1,100,26656839
320,2560,1,100,27907292
325,2600,1,100,31353085
330,2640,1,100,29224623
335,2680,1,100,29001198
340,2720,1,100,29007229
345,2760,1,100,27550348
350,2800,1,100,30700266
355,2840,1,100,29776610
360,2880,1,100,29395909
365,2920,1,100,30974121
370,2960,1,100,29980617
375,3000,1,100,30694066
380,3040,1,100,28886449
385,3080,1,100,33072472
390,3120,1,100,30761667
395,3160,1,100,32291194
400,3200,1,100,32215969
405,3240,1,100,32856414
410,3280,1,100,32313091
415,3320,1,100,35558098
420,3360,1,100,34515773
425,3400,1,100,37004203
430,3440,1,100,36947475
435,3480,1,100,35373986
440,3520,1,100,36588448
445,3560,1,100,37260397
450,3600,1,100,38672736
455,3640,1,100,37638018
460,3680,1,100,38684978
465,3720,1,100,38545015
470,3760,1,100,39616616
475,3800,1,100,41887841
480,3840,1,100,42452595
485,3880,1,100,42165377
490,3920,1,100,49603972
495,3960,1,100,40247970
500,4000,1,100,46106552
505,4040,1,100,42755996
510,4080,1,100,42957623
515,4120,1,100,40882597
520,4160,1,100,43659126
525,4200,1,100,44102941
530,4240,1,100,45257185
535,4280,1,100,43818552
540,4320,1,100,43511590
545,4360,1,100,44342737
550,4400,1,100,45021991
555,4440,1,100,45278331
560,4480,1,100,44298363
565,4520,1,100,48197113
570,4560,1,100,48411359
575,4600,1,100,47323238
580,4640,1,100,46077860
585,4680,1,100,49577556
590,4720,1,100,45747893
595,4760,1,100,48978282
600,4800,1,100,48373471
605,4840,1,100,50939642
610,4880,1,100,50311499
615,4920,1,100,50546087
620,4960,1,100,50067437
625,5000,1,100,52149244
630,5040,1,100,51786258
635,5080,1,100,52635124
640,5120,1,100,52747526
645,5160,1,100,55525534
650,5200,1,100,54800532
655,5240,1,100,55136524
660,5280,1,100,54549334
665,5320,1,100,54115734
670,5360,1,100,52059982
675,5400,1,100,57677543
680,5440,1,100,54705960
685,5480,1,100,56000678
690,5520,1,100,55384515
695,5560,1,100,58168076
700,5600,1,100,57474148
705,5640,1,100,58999304
710,5680,1,100,60419662
715,5720,1,100,60658223
720,5760,1,100,60912978
725,5800,1,100,61748344
730,5840,1,100,59775529
735,5880,1,100,62062484
740,5920,1,100,63956596
745,5960,1,100,60545938
750,6000,1,100,66375210
755,6040,1,100,64402326
760,6080,1,100,62657495
765,6120,1,100,62032810
770,6160,1,100,61764307
775,6200,1,100,64291105
780,6240,1,100,66171807
785,6280,1,100,66280661
790,6320,1,100,64710378
795,6360,1,100,65317358
800,6400,1,100,64802769
805,6440,1,100,69477053
810,6480,1,100,67139816
815,6520,1,100,71002584
820,6560,1,100,70454685
825,6600,1,100,68303405
830,6640,1,100,71873888
835,6680,1,100,74585439
840,6720,1,100,72736443
845,6760,1,100,68011617
850,6800,1,100,69205984
855,6840,1,100,69248459
860,6880,1,100,71656884
865,6920,1,100,69854728
870,6960,1,100,74494875
875,7000,1,100,71465597
880,7040,1,100,73260472
885,7080,1,100,71325176
890,7120,1,100,74539861
895,7160,1,100,75134842
900,7200,1,100,80543696
905,7240,1,100,81876981
910,7280,1,100,82659497
915,7320,1,100,81420118
920,7360,1,100,117678109
925,7400,1,100,106609674
930,7440,1,100,103331489
935,7480,1,100,114105319
940,7520,1,100,121246079
945,7560,1,100,101498458
950,7600,1,100,116419333
955,7640,1,100,112396469
960,7680,1,100,110859993
965,7720,1,100,117845865
970,7760,1,100,121003140
975,7800,1,100,119539018
980,7840,1,100,105594628
985,7880,1,100,122202496
990,7920,1,100,128951907
995,7960,1,100,127468659
1000,8000,1,100,111866662
1005,8040,1,100,114784472
1010,8080,1,100,130498392
1015,8120,1,100,106360274
1020,8160,1,100,133362475
1025,8200,1,100,116505220
1030,8240,1,100,143910671
1035,8280,1,100,143288768
1040,8320,1,100,133376482
1045,8360,1,100,124104097
1050,8400,1,100,126725561
1055,8440,1,100,132331544
1060,8480,1,100,132369737
1065,8520,1,100,125951471
1070,8560,1,100,161263071
1075,8600,1,100,146655123
1080,8640,1,100,140559305
1085,8680,1,100,127055064
1090,8720,1,100,152902697
1095,8760,1,100,138020752
1100,8800,1,100,135889458
1105,8840,1,100,128697815
1110,8880,1,100,153678337
1115,8920,1,100,152609343
1120,8960,1,100,146349057
1125,9000,1,100,137022696
1130,9040,1,100,148480123
1135,9080,1,100,172861173
1140,9120,1,100,152939209
1145,9160,1,100,169754191
1150,9200,1,100,164182387
1155,9240,1,100,185258983
1160,9280,1,100,138673824
1165,9320,1,100,167903239
1170,9360,1,100,151694541
1175,9400,1,100,156612218
1180,9440,1,100,210946672
1185,9480,1,100,158579253
1190,9520,1,100,143482947
1195,9560,1,100,142565759
1200,9600,1,100,168016629
1205,9640,1,100,152840552
1210,9680,1,100,170587049
1215,9720,1,100,179914886
1220,9760,1,100,166212606
1225,9800,1,100,157405874
1230,9840,1,100,182129348
1235,9880,1,100,185267162
1240,9920,1,100,165856239
1245,9960,1,100,179399548
1250,10000,1,100,182609047
1255,10040,1,100,232625919
1260,10080,1,100,201008847
1265,10120,1,100,211570384
1270,10160,1,100,258572971
1275,10200,1,100,221673110
1280,10240,1,100,225553907
1285,10280,1,100,248364510
1290,10320,1,100,225830978
1295,10360,1,100,228980450
1300,10400,1,100,227569633
1305,10440,1,100,231757844
1310,10480,1,100,194116624
1315,10520,1,100,196758136
1320,10560,1,100,230461249
1325,10600,1,100,224894997
1330,10640,1,100,233847370
1335,10680,1,100,214233499
1340,10720,1,100,240452715
1345,10760,1,100,232972987
1350,10800,1,100,245130211
1355,10840,1,100,229323922
1360,10880,1,100,233425047
1365,10920,1,100,236173142
1370,10960,1,100,246049662
1375,11000,1,100,248304525
1380,11040,1,100,228714673
1385,11080,1,100,249629522
1390,11120,1,100,254867085
1395,11160,1,100,264071911
1400,11200,1,100,239412796
1405,11240,1,100,222615973
1410,11280,1,100,237680103
1415,11320,1,100,232934319
1420,11360,1,100,246549777
1425,11400,1,100,352358791
1430,11440,1,100,252438532
1435,11480,1,100,274578067
1440,11520,1,100,270918466
1445,11560,1,100,241863064
1450,11600,1,100,284881868
1455,11640,1,100,251473783
1460,11680,1,100,354244357
1465,11720,1,100,253508464
1470,11760,1,100,252983558
1475,11800,1,100,240566162
1480,11840,1,100,253221760
1485,11880,1,100,247305726
1490,11920,1,100,249531157
1495,11960,1,100,279170841
1500,12000,1,100,260504604
1505,12040,1,100,281396368
1510,12080,1,100,291495112
1515,12120,1,100,263107330
1520,12160,1,100,272754529
1525,12200,1,100,278964498
1530,12240,1,100,294991258
1535,12280,1,100,323014666
1540,12320,1,100,288273280
1545,12360,1,100,277907183
1550,12400,1,100,285010435
1555,12440,1,100,289368275
1560,12480,1,100,278940067
1565,12520,1,100,320164261
1570,12560,1,100,283395577
1575,12600,1,100,277830709
1580,12640,1,100,299970422
1585,12680,1,100,288860972
1590,12720,1,100,342106032
1595,12760,1,100,281904101
1600,12800,1,100,289739842
1605,12840,1,100,274464507
1610,12880,1,100,277252490
1615,12920,1,100,338410775
1620,12960,1,100,406088189
1625,13000,1,100,396317226
1630,13040,1,100,286752037
1635,13080,1,100,317940175
1640,13120,1,100,329778615
1645,13160,1,100,323469749
1650,13200,1,100,420218674
1655,13240,1,100,324841450
1660,13280,1,100,338919179
1665,13320,1,100,320825683
1670,13360,1,100,336478568
1675,13400,1,100,335022976
1680,13440,1,100,312860896
1685,13480,1,100,442079742
