n,m,cmin,cmax,dinic
50,250,1,1,45399
55,275,1,1,44601
60,300,1,1,57902
65,325,1,1,60525
70,350,1,1,51255
75,375,1,1,62002
80,400,1,1,61889
85,425,1,1,61935
90,450,1,1,64431
95,475,1,1,68329
100,500,1,1,57389
105,525,1,1,63154
110,550,1,1,74389
115,575,1,1,87515
120,600,1,1,87098
125,625,1,1,77976
130,650,1,1,101166
135,675,1,1,96457
140,700,1,1,130307
145,725,1,1,106770
150,750,1,1,111321
155,775,1,1,125262
160,800,1,1,130034
165,825,1,1,148346
170,850,1,1,128669
175,875,1,1,161612
180,900,1,1,146710
185,925,1,1,175798
190,950,1,1,166249
195,975,1,1,172826
200,1000,1,1,170057
205,1025,1,1,193334
210,1050,1,1,191665
215,1075,1,1,198713
220,1100,1,1,148635
225,1125,1,1,202170
230,1150,1,1,176991
235,1175,1,1,149110
240,1200,1,1,191028
245,1225,1,1,178331
250,1250,1,1,169589
255,1275,1,1,188423
260,1300,1,1,229162
265,1325,1,1,201399
270,1350,1,1,331978
275,1375,1,1,249429
280,1400,1,1,256745
285,1425,1,1,258341
290,1450,1,1,220636
295,1475,1,1,220773
300,1500,1,1,242981
305,1525,1,1,293158
310,1550,1,1,311422
315,1575,1,1,294987
320,1600,1,1,280707
325,1625,1,1,284344
330,1650,1,1,235608
335,1675,1,1,278134
340,1700,1,1,241311
345,1725,1,1,286717
350,1750,1,1,304154
355,1775,1,1,293029
360,1800,1,1,308214
365,1825,1,1,307932
370,1850,1,1,261452
375,1875,1,1,319095
380,1900,1,1,345585
385,1925,1,1,348424
390,1950,1,1,318163
395,1975,1,1,282077
400,2000,1,1,336983
405,2025,1,1,287008
410,2050,1,1,352023
415,2075,1,1,368615
420,2100,1,1,355946
425,2125,1,1,482506
430,2150,1,1,315047
435,2175,1,1,376627
440,2200,1,1,381971
445,2225,1,1,320561
450,2250,1,1,387469
455,2275,1,1,379719
460,2300,1,1,448287
465,2325,1,1,476950
470,2350,1,1,430131
475,2375,1,1,414240
480,2400,1,1,416711
485,2425,1,1,427099
490,2450,1,1,430035
495,2475,1,1,432151
500,2500,1,1,446610
505,2525,1,1,373294
510,2550,1,1,443629
515,2575,1,1,459401
520,2600,1,1,442045
525,2625,1,1,397637
530,2650,1,1,395526
535,2675,1,1,468894
540,2700,1,1,470120
545,2725,1,1,466115
550,2750,1,1,375479
555,2775,1,1,370041
560,2800,1,1,494916
565,2825,1,1,414462
570,2850,1,1,455116
575,2875,1,1,425519
580,2900,1,1,459648
585,2925,1,1,428380
590,2950,1,1,480818
595,2975,1,1,453775
600,3000,1,1,491776
605,3025,1,1,509298
610,3050,1,1,456186
615,3075,1,1,448885
620,3100,1,1,452477
625,3125,1,1,530876
630,3150,1,1,528399
635,3175,1,1,453362
640,3200,1,1,488031
645,3225,1,1,458849
650,3250,1,1,472100
655,3275,1,1,376252
660,3300,1,1,529165
665,3325,1,1,398872
670,3350,1,1,455326
675,3375,1,1,481383
680,3400,1,1,541590
685,3425,1,1,518112
690,3450,1,1,497342
695,3475,1,1,476874
700,3500,1,1,472775
705,3525,1,1,513079
710,3550,1,1,586970
715,3575,1,1,572199
720,3600,1,1,519065
725,3625,1,1,635547
730,3650,1,1,604494
735,3675,1,1,630591
740,3700,1,1,596328
745,3725,1,1,537266
750,3750,1,1,652696
755,3775,1,1,536604
760,3800,1,1,743487
765,3825,1,1,671851
770,3850,1,1,767826
775,3875,1,1,679350
780,3900,1,1,516838
785,3925,1,1,678082
790,3950,1,1,690781
795,3975,1,1,738075
800,4000,1,1,696210
805,4025,1,1,717835
810,4050,1,1,695681
815,4075,1,1,777210
820,4100,1,1,756595
825,4125,1,1,870003
830,4150,1,1,732888
835,4175,1,1,761318
840,4200,1,1,765918
845,4225,1,1,751267
850,4250,1,1,683502
855,4275,1,1,836999
860,4300,1,1,790375
865,4325,1,1,814737
870,4350,1,1,783184
875,4375,1,1,800984
880,4400,1,1,744186
885,4425,1,1,844265
890,4450,1,1,826343
895,4475,1,1,786579
900,4500,1,1,1229089
905,4525,1,1,837116
910,4550,1,1,790314
915,4575,1,1,802765
920,4600,1,1,856425
925,4625,1,1,813752
930,4650,1,1,874360
935,4675,1,1,843110
940,4700,1,1,862184
945,4725,1,1,823036
950,4750,1,1,873964
955,4775,1,1,712439
960,4800,1,1,1266994
965,4825,1,1,919843
970,4850,1,1,801962
975,4875,1,1,886100
980,4900,1,1,881543
985,4925,1,1,948660
990,4950,1,1,927987
995,4975,1,1,792058
1000,5000,1,1,868749
1005,5025,1,1,919906
1010,5050,1,1,875194
1015,5075,1,1,856434
1020,5100,1,1,1016922
1025,5125,1,1,754402
1030,5150,1,1,823342
1035,5175,1,1,795505
1040,5200,1,1,792425
1045,5225,1,1,983840
1050,5250,1,1,804613
1055,5275,1,1,799220
1060,5300,1,1,813102
1065,5325,1,1,832542
1070,5350,1,1,751496
1075,5375,1,1,1042244
1080,5400,1,1,773812
1085,5425,1,1,744863
1090,5450,1,1,1051028
1095,5475,1,1,951149
1100,5500,1,1,858172
1105,5525,1,1,859933
1110,5550,1,1,911940
1115,5575,1,1,1035340
1120,5600,1,1,974909
1125,5625,1,1,918822
1130,5650,1,1,1109531
1135,5675,1,1,1058225
1140,5700,1,1,979847
1145,5725,1,1,982578
1150,5750,1,1,985118
1155,5775,1,1,890709
1160,5800,1,1,1004761
1165,5825,1,1,1021867
1170,5850,1,1,996773
1175,5875,1,1,1091742
1180,5900,1,1,903403
1185,5925,1,1,973258
1190,5950,1,1,1192406
1195,5975,1,1,1113600
1200,6000,1,1,872061
1205,6025,1,1,1157230
1210,6050,1,1,1817173
1215,6075,1,1,1089249
1220,6100,1,1,1229149
1225,6125,1,1,1079356
1230,6150,1,1,909264
1235,6175,1,1,1105349
1240,6200,1,1,916866
1245,6225,1,1,1157414
1250,6250,1,1,938729
1255,6275,1,1,1285222
1260,6300,1,1,1075041
1265,6325,1,1,950187
1270,6350,1,1,1121672
1275,6375,1,1,1001534
1280,6400,1,1,1100697
1285,6425,1,1,955341
1290,6450,1,1,990939
1295,6475,1,1,1294499
1300,6500,1,1,1165166
1305,6525,1,1,1219220
1310,6550,1,1,949075
1315,6575,1,1,1764062
1320,6600,1,1,990455
1325,6625,1,1,992333
1330,6650,1,1,1280558
1335,6675,1,1,1206775
1340,6700,1,1,1137195
1345,6725,1,1,957695
1350,6750,1,1,1163637
1355,6775,1,1,1466560
1360,6800,1,1,1664606
1365,6825,1,1,1196458
1370,6850,1,1,1310897
1375,6875,1,1,1189256
1380,6900,1,1,1234075
1385,6925,1,1,1292369
1390,6950,1,1,1130362
1395,6975,1,1,1318856
1400,7000,1,1,1111552
1405,7025,1,1,1111736
1410,7050,1,1,1283057
1415,7075,1,1,1060916
1420,7100,1,1,1148505
1425,7125,1,1,1308056
1430,7150,1,1,1397891
1435,7175,1,1,1356536
1440,7200,1,1,1375138
1445,7225,1,1,1618439
1450,7250,1,1,1510204
1455,7275,1,1,1418222
1460,7300,1,1,1483375
1465,7325,1,1,1991720
1470,7350,1,1,1254354
1475,7375,1,1,2064181
1480,7400,1,1,1354497
1485,7425,1,1,1678843
1490,7450,1,1,2402059
1495,7475,1,1,1415601
1500,7500,1,1,1422932
1505,7525,1,1,1331908
1510,7550,1,1,1460750
1515,7575,1,1,1302545
1520,7600,1,1,1292759
1525,7625,1,1,1725975
1530,7650,1,1,1560929
1535,7675,1,1,1491923
1540,7700,1,1,1183760
1545,7725,1,1,1530058
1550,7750,1,1,1821996
1555,7775,1,1,1185521
1560,7800,1,1,1547010
1565,7825,1,1,1102860
1570,7850,1,1,1763808
1575,7875,1,1,1396963
1580,7900,1,1,1421939
1585,7925,1,1,1790516
1590,7950,1,1,1485721
1595,7975,1,1,2271305
1600,8000,1,1,1258129
1605,8025,1,1,1397312
1610,8050,1,1,1525155
1615,8075,1,1,1506928
1620,8100,1,1,1289374
1625,8125,1,1,1459568
1630,8150,1,1,1206840
1635,8175,1,1,1238948
1640,8200,1,1,1331218
1645,8225,1,1,1260372
1650,8250,1,1,2009877
1655,8275,1,1,1485792
1660,8300,1,1,1461544
1665,8325,1,1,1511820
1670,8350,1,1,1652141
1675,8375,1,1,2113374
1680,8400,1,1,2233319
1685,8425,1,1,1991934
1690,8450,1,1,1566935
1695,8475,1,1,1476086
1700,8500,1,1,1229503
1705,8525,1,1,1939184
1710,8550,1,1,1526700
1715,8575,1,1,1388804
1720,8600,1,1,1378293
1725,8625,1,1,1478167
1730,8650,1,1,2355018
1735,8675,1,1,1849923
1740,8700,1,1,1490388
1745,8725,1,1,1746574
1750,8750,1,1,2353061
1755,8775,1,1,1510625
1760,8800,1,1,1573502
1765,8825,1,1,1963589
1770,8850,1,1,1612551
1775,8875,1,1,1435058
1780,8900,1,1,1563268
1785,8925,1,1,1592564
1790,8950,1,1,1511021
1795,8975,1,1,1364043
1800,9000,1,1,1379948
1805,9025,1,1,1582639
1810,9050,1,1,1685243
1815,9075,1,1,1644686
1820,9100,1,1,1607152
1825,9125,1,1,1359478
1830,9150,1,1,1718900
1835,9175,1,1,1871569
1840,9200,1,1,1734446
1845,9225,1,1,1511927
1850,9250,1,1,1383329
1855,9275,1,1,1686787
1860,9300,1,1,1469816
1865,9325,1,1,1659812
1870,9350,1,1,1835275
1875,9375,1,1,1966245
1880,9400,1,1,1612806
1885,9425,1,1,2406432
1890,9450,1,1,1918540
1895,9475,1,1,1757949
1900,9500,1,1,2378423
1905,9525,1,1,2175404
1910,9550,1,1,1730643
1915,9575,1,1,1614139
1920,9600,1,1,2009270
1925,9625,1,1,1584863
1930,9650,1,1,1508649
1935,9675,1,1,2203059
1940,9700,1,1,2368467
1945,9725,1,1,1957165
1950,9750,1,1,1692550
1955,9775,1,1,1844675
1960,9800,1,1,3867465
1965,9825,1,1,1880921
1970,9850,1,1,1942086
1975,9875,1,1,1672631
1980,9900,1,1,1827899
1985,9925,1,1,2159227
1990,9950,1,1,2007554
1995,9975,1,1,1931574
2000,10000,1,1,1630364
2005,10025,1,1,2028009
2010,10050,1,1,1956497
2015,10075,1,1,2396157
2020,10100,1,1,1691366
2025,10125,1,1,3162196
2030,10150,1,1,2225178
2035,10175,1,1,1931391
2040,10200,1,1,2106473
2045,10225,1,1,1870405
2050,10250,1,1,1817746
2055,10275,1,1,1517241
2060,10300,1,1,1854210
2065,10325,1,1,1938832
2070,10350,1,1,1845379
2075,10375,1,1,1895223
2080,10400,1,1,1807409
2085,10425,1,1,1869458
2090,10450,1,1,1949386
2095,10475,1,1,1827809
2100,10500,1,1,1888118
2105,10525,1,1,1853586
2110,10550,1,1,2010243
2115,10575,1,1,1895060
2120,10600,1,1,2061857
2125,10625,1,1,1941149
2130,10650,1,1,1915744
2135,10675,1,1,1821211
2140,10700,1,1,2227271
2145,10725,1,1,2142109
2150,10750,1,1,1869228
2155,10775,1,1,1966603
2160,10800,1,1,2447556
2165,10825,1,1,2801854
2170,10850,1,1,1910254
2175,10875,1,1,2184309
2180,10900,1,1,2578313
2185,10925,1,1,2377258
2190,10950,1,1,2215444
2195,10975,1,1,2341961
2200,11000,1,1,2864158
2205,11025,1,1,2299341
2210,11050,1,1,1883284
2215,11075,1,1,2658541
2220,11100,1,1,2533169
2225,11125,1,1,3530653
2230,11150,1,1,2768136
2235,11175,1,1,2175881
2240,11200,1,1,1792665
2245,11225,1,1,2247452
2250,11250,1,1,2478982
2255,11275,1,1,2228474
2260,11300,1,1,2483446
2265,11325,1,1,2420813
2270,11350,1,1,1826535
2275,11375,1,1,2423272
2280,11400,1,1,2416462
2285,11425,1,1,2077380
2290,11450,1,1,2382412
2295,11475,1,1,2104625
2300,11500,1,1,1851351
2305,11525,1,1,1817054
2310,11550,1,1,2199121
2315,11575,1,1,2119234
2320,11600,1,1,2608582
2325,11625,1,1,2488890
2330,11650,1,1,2446403
2335,11675,1,1,2365116
2340,11700,1,1,1956932
2345,11725,1,1,2165082
2350,11750,1,1,2798770
2355,11775,1,1,2264503
2360,11800,1,1,2165364
2365,11825,1,1,2343645
2370,11850,1,1,2610171
2375,11875,1,1,2867799
2380,11900,1,1,3638768
2385,11925,1,1,2730643
2390,11950,1,1,2978400
2395,11975,1,1,2300707
2400,12000,1,1,2280472
2405,12025,1,1,2176751
2410,12050,1,1,1988335
2415,12075,1,1,2557046
2420,12100,1,1,2608774
2425,12125,1,1,2334232
2430,12150,1,1,3098709
2435,12175,1,1,2108483
2440,12200,1,1,2958537
2445,12225,1,1,2481298
2450,12250,1,1,2136987
2455,12275,1,1,2732416
2460,12300,1,1,2004076
2465,12325,1,1,2868975
2470,12350,1,1,2401286
2475,12375,1,1,2605780
2480,12400,1,1,4106752
2485,12425,1,1,2359382
2490,12450,1,1,2613437
2495,12475,1,1,2166814
2500,12500,1,1,2581081
2505,12525,1,1,2354650
2510,12550,1,1,1916978
2515,12575,1,1,2242627
2520,12600,1,1,2510135
2525,12625,1,1,2182722
2530,12650,1,1,2606065
2535,12675,1,1,2426312
2540,12700,1,1,2311429
2545,12725,1,1,2596445
2550,12750,1,1,1863146
2555,12775,1,1,2310225
2560,12800,1,1,2121578
2565,12825,1,1,2348521
2570,12850,1,1,1950010
2575,12875,1,1,2583076
2580,12900,1,1,2819117
2585,12925,1,1,2725946
2590,12950,1,1,1979857
2595,12975,1,1,2528023
2600,13000,1,1,2577242
2605,13025,1,1,2852653
2610,13050,1,1,2617772
2615,13075,1,1,2460991
2620,13100,1,1,2953210
2625,13125,1,1,2603884
2630,13150,1,1,2614104
2635,13175,1,1,2577973
2640,13200,1,1,2733902
2645,13225,1,1,2885790
2650,13250,1,1,3611437
2655,13275,1,1,2504072
2660,13300,1,1,2759405
2665,13325,1,1,2672429
2670,13350,1,1,2485151
2675,13375,1,1,2455716
2680,13400,1,1,2305386
2685,13425,1,1,2689001
