n,m,dinic
1000,1000,145525
1000,1100,183459
1000,1200,170929
1000,1300,194644
1000,1400,203360
1000,1500,210968
1000,1600,280366
1000,1700,227238
1000,1800,217924
1000,1900,224626
1000,2000,307291
1000,2100,323570
1000,2200,369877
1000,2300,320310
1000,2400,376581
1000,2500,347650
1000,2600,365291
1000,2700,390368
1000,2800,392845
1000,2900,408342
1000,3000,393935
1000,3100,647294
1000,3200,475051
1000,3300,570863
1000,3400,582712
1000,3500,849129
1000,3600,614773
1000,3700,656558
1000,3800,796928
1000,3900,743603
1000,4000,753977
1000,4100,812046
1000,4200,694058
1000,4300,724309
1000,4400,744209
1000,4500,749195
1000,4600,793862
1000,4700,864230
1000,4800,984000
1000,4900,815217
1000,5000,885373
1000,5100,859883
1000,5200,956617
1000,5300,918058
1000,5400,1436458
1000,5500,897147
1000,5600,987284
1000,5700,975875
1000,5800,988366
1000,5900,966083
1000,6000,1008444
1000,6100,951872
1000,6200,975237
1000,6300,1065101
1000,6400,994207
1000,6500,1090196
1000,6600,989189
1000,6700,831405
1000,6800,920415
1000,6900,985459
1000,7000,814175
1000,7100,826921
1000,7200,852019
1000,7300,890117
1000,7400,864052
1000,7500,942634
1000,7600,996562
1000,7700,931142
1000,7800,1043733
1000,7900,942186
1000,8000,926674
1000,8100,1032455
1000,8200,1147440
1000,8300,1091933
1000,8400,1191265
1000,8500,1171667
1000,8600,1158076
1000,8700,1256459
1000,8800,1113053
1000,8900,1264853
1000,9000,1168262
1000,9100,1390700
1000,9200,1264882
1000,9300,1372296
1000,9400,1347955
1000,9500,1200305
1000,9600,1281453
1000,9700,1327131
1000,9800,1570449
1000,9900,1330148
1000,10000,1286272
1000,10100,1428921
1000,10200,1325041
1000,10300,1298345
1000,10400,1428013
1000,10500,1392796
1000,10600,1398747
1000,10700,1405940
1000,10800,1439171
1000,10900,1419147
1000,11000,1404378
1000,11100,1389957
1000,11200,1479362
1000,11300,1401044
1000,11400,1562387
1000,11500,1507879
1000,11600,1438930
1000,11700,1472042
1000,11800,1440846
1000,11900,1496347
1000,12000,1521284
1000,12100,1381698
1000,12200,1534452
1000,12300,1510765
1000,12400,1271852
1000,12500,1314905
1000,12600,1341431
1000,12700,1380088
1000,12800,1348785
1000,12900,1382805
1000,13000,1371222
1000,13100,1302882
1000,13200,1999627
1000,13300,1494070
1000,13400,1315029
1000,13500,1431943
1000,13600,1493641
1000,13700,1337667
1000,13800,1396293
1000,13900,1451875
1000,14000,1408548
1000,14100,1438294
1000,14200,1455298
1000,14300,1368934
1000,14400,1413843
1000,14500,1472071
1000,14600,1912547
1000,14700,1834721
1000,14800,1813997
1000,14900,1822715
1000,15000,1911970
1000,15100,1766203
1000,15200,1823545
1000,15300,1941899
1000,15400,1929548
1000,15500,1897802
1000,15600,1937348
1000,15700,1824384
1000,15800,1933245
1000,15900,1906893
1000,16000,2003159
1000,16100,1823515
1000,16200,2000073
1000,16300,1831739
1000,16400,2000810
1000,16500,3495900
1000,16600,1993710
1000,16700,1899702
1000,16800,1969483
1000,16900,2113885
1000,17000,2013222
1000,17100,1961020
1000,17200,1855271
1000,17300,1828422
1000,17400,1827274
1000,17500,2059736
1000,17600,1705722
1000,17700,1875109
1000,17800,1802632
1000,17900,1860252
1000,18000,1892865
1000,18100,1846341
1000,18200,1903622
1000,18300,1768695
1000,18400,1781378
1000,18500,1887319
1000,18600,1894802
1000,18700,1796056
1000,18800,1980889
1000,18900,1853760
1000,19000,1865196
1000,19100,1964642
1000,19200,1888556
1000,19300,2032920
1000,19400,1841930
1000,19500,2053867
1000,19600,1895732
1000,19700,1957429
1000,19800,2257829
1000,19900,2030225
1000,20000,1824255
1000,20100,1978658
1000,20200,1967614
1000,20300,1931922
1000,20400,2094639
1000,20500,1944542
1000,20600,1857679
1000,20700,2035235
1000,20800,1905152
1000,20900,1932992
1000,21000,1987273
