n,m,cmin,cmax,dual_lp
50,100,1,100,3021872
55,110,1,100,2181670
60,120,1,100,2265311
65,130,1,100,2607312
70,140,1,100,2426344
75,150,1,100,2415023
80,160,1,100,2639985
85,170,1,100,2604732
90,180,1,100,2860551
95,190,1,100,3178203
100,200,1,100,2983302
105,210,1,100,2899407
110,220,1,100,3371136
115,230,1,100,3040562
120,240,1,100,3349640
125,250,1,100,3491132
130,260,1,100,6932788
135,270,1,100,3982715
140,280,1,100,3592565
145,290,1,100,3437483
150,300,1,100,3800140
155,310,1,100,3546911
160,320,1,100,4063507
165,330,1,100,4028630
170,340,1,100,3983108
175,350,1,100,3951535
180,360,1,100,4518622
185,370,1,100,4061930
190,380,1,100,4689668
195,390,1,100,5076881
200,400,1,100,4557585
205,410,1,100,4619087
210,420,1,100,4980495
215,430,1,100,4881765
220,440,1,100,4652216
225,450,1,100,4838660
230,460,1,100,5117252
235,470,1,100,4910004
240,480,1,100,4769769
245,490,1,100,5643742
250,500,1,100,4937660
255,510,1,100,5239789
260,520,1,100,5467222
265,530,1,100,5630252
270,540,1,100,5099525
275,550,1,100,6467895
280,560,1,100,5282630
285,570,1,100,6257570
290,580,1,100,5744220
295,590,1,100,6037548
300,600,1,100,5882375
305,610,1,100,6517005
310,620,1,100,6197484
315,630,1,100,6676325
320,640,1,100,5979417
325,650,1,100,7153599
330,660,1,100,6785376
335,670,1,100,7209368
340,680,1,100,9089436
345,690,1,100,7323630
350,700,1,100,6756764
355,710,1,100,7080609
360,720,1,100,7037625
365,730,1,100,7508494
370,740,1,100,7778344
375,750,1,100,7365054
380,760,1,100,7517900
385,770,1,100,7905070
390,780,1,100,7450810
395,790,1,100,7770590
400,800,1,100,7343299
405,810,1,100,7523980
410,820,1,100,7599909
415,830,1,100,7583574
420,840,1,100,7470561
425,850,1,100,8320163
430,860,1,100,7701588
435,870,1,100,8511903
440,880,1,100,9158629
445,890,1,100,8197445
450,900,1,100,8448094
455,910,1,100,9296594
460,920,1,100,8171283
465,930,1,100,8448973
470,940,1,100,9308778
475,950,1,100,8524904
480,960,1,100,8609933
485,970,1,100,8914303
490,980,1,100,9298471
495,990,1,100,9085948
500,1000,1,100,9501966
505,1010,1,100,9182767
510,1020,1,100,8810092
515,1030,1,100,9458603
520,1040,1,100,9332839
525,1050,1,100,9159825
530,1060,1,100,9662513
535,1070,1,100,9032266
540,1080,1,100,9800599
545,1090,1,100,9947589
550,1100,1,100,10062615
555,1110,1,100,10456906
560,1120,1,100,10462969
565,1130,1,100,10370978
570,1140,1,100,9971874
575,1150,1,100,9951318
580,1160,1,100,9975335
585,1170,1,100,10458996
590,1180,1,100,10764709
595,1190,1,100,9895803
600,1200,1,100,13498099
605,1210,1,100,12900525
610,1220,1,100,10626677
615,1230,1,100,11390279
620,1240,1,100,11476981
625,1250,1,100,11490009
630,1260,1,100,10835976
635,1270,1,100,11270636
640,1280,1,100,11208824
645,1290,1,100,11711057
650,1300,1,100,11257975
655,1310,1,100,11483851
660,1320,1,100,11695918
665,1330,1,100,11772640
670,1340,1,100,13307649
675,1350,1,100,12271190
680,1360,1,100,11904303
685,1370,1,100,12359675
