n,m,primal_lp
50,750,26711838
55,825,8190210
60,900,4917265
65,975,5255191
70,1050,5653544
75,1125,6097276
80,1200,6334591
85,1275,6515409
90,1350,6761115
95,1425,7620890
100,1500,8015501
105,1575,8470223
110,1650,9004915
115,1725,9365499
120,1800,9569764
125,1875,10225021
130,1950,10550010
135,2025,10699062
140,2100,11390383
145,2175,11258282
150,2250,11659916
155,2325,12526345
160,2400,13357881
165,2475,13676615
170,2550,12761843
175,2625,14249684
180,2700,14073419
185,2775,14497450
190,2850,16087557
195,2925,16662674
200,3000,15512939
205,3075,15548981
210,3150,18292466
215,3225,16308069
220,3300,17497672
225,3375,18808484
230,3450,17873239
235,3525,18487695
240,3600,21186832
245,3675,21140359
250,3750,20986173
255,3825,21549255
260,3900,22648699
265,3975,19910184
270,4050,21534802
275,4125,22910739
280,4200,23380749
285,4275,24983038
290,4350,24941440
295,4425,23383014
300,4500,24243150
305,4575,25240697
310,4650,24526823
315,4725,25315878
320,4800,25431888
325,4875,26244095
330,4950,29944177
335,5025,30873750
340,5100,25915488
345,5175,27498163
350,5250,28122946
355,5325,36398409
360,5400,30578036
365,5475,32142450
370,5550,32768560
375,5625,30696920
380,5700,32080215
385,5775,29106920
390,5850,32492259
395,5925,32378836
400,6000,33443641
405,6075,32278851
410,6150,25221740
415,6225,31001256
420,6300,37468711
425,6375,40071984
430,6450,37103532
435,6525,39437673
440,6600,32446315
445,6675,37285167
450,6750,38104736
455,6825,37834122
460,6900,38417442
465,6975,42882768
470,7050,43007535
475,7125,39505780
480,7200,44164118
485,7275,42840134
490,7350,40197755
495,7425,44179410
500,7500,41782525
505,7575,43470638
510,7650,42045320
515,7725,42021478
520,7800,45646861
525,7875,42304513
530,7950,45168541
535,8025,50089149
540,8100,50054832
545,8175,47237652
550,8250,34760485
555,8325,38434553
560,8400,49938761
565,8475,43871948
570,8550,45576501
575,8625,46034804
580,8700,48701908
585,8775,52693896
590,8850,46669079
595,8925,52884803
600,9000,57211061
605,9075,49126662
610,9150,52533791
615,9225,59861805
620,9300,36927717
625,9375,52642187
630,9450,58252813
635,9525,52187812
640,9600,52053915
645,9675,59518860
650,9750,53016328
655,9825,54551178
660,9900,54850953
665,9975,56604415
670,10050,57347652
675,10125,55166218
680,10200,63394634
685,10275,70282462
690,10350,63709815
695,10425,67372614
700,10500,63778323
705,10575,52214374
710,10650,66468045
715,10725,53597755
720,10800,69009326
725,10875,73099782
730,10950,65205949
735,11025,64806174
740,11100,66750889
745,11175,47312283
750,11250,49379106
755,11325,67172403
760,11400,78015595
765,11475,77918880
770,11550,71999491
775,11625,72497270
780,11700,75758525
785,11775,74433576
790,11850,74937821
795,11925,84227196
800,12000,71471143
805,12075,75006301
810,12150,75603846
815,12225,92482529
820,12300,85516607
825,12375,79406702
830,12450,97845618
835,12525,73524722
840,12600,69725546
845,12675,73063723
850,12750,91390607
855,12825,85558339
860,12900,89140585
865,12975,84123920
870,13050,79633906
875,13125,109746756
880,13200,89045959
885,13275,85378431
890,13350,88730798
895,13425,85495090
900,13500,86237834
905,13575,100273462
910,13650,95875718
915,13725,102947869
920,13800,103133422
925,13875,84643935
930,13950,100371893
935,14025,110011263
940,14100,111125632
945,14175,107078537
950,14250,106600478
955,14325,103914884
960,14400,121477106
965,14475,120535327
970,14550,92363057
975,14625,97284897
980,14700,129723187
985,14775,101752456
990,14850,106759196
995,14925,121228685
1000,15000,108161257
1005,15075,107868033
1010,15150,114938262
1015,15225,110340612
1020,15300,141358696
