n,m,cmin,cmax,primal_lp
50,700,1,1,30805695
55,770,1,1,3802552
60,840,1,1,4413966
65,910,1,1,5268649
70,980,1,1,5194041
75,1050,1,1,4767494
80,1120,1,1,5372118
85,1190,1,1,5732293
90,1260,1,1,6424746
95,1330,1,1,7376401
100,1400,1,1,6215420
105,1470,1,1,8495528
110,1540,1,1,7584003
115,1610,1,1,7834530
120,1680,1,1,8945216
125,1750,1,1,8993881
130,1820,1,1,10027711
135,1890,1,1,9612492
140,1960,1,1,12277211
145,2030,1,1,10683591
150,2100,1,1,10292911
155,2170,1,1,11713347
160,2240,1,1,12713145
165,2310,1,1,11895330
170,2380,1,1,11677160
175,2450,1,1,13266013
180,2520,1,1,12974670
185,2590,1,1,12552116
190,2660,1,1,12788229
195,2730,1,1,13408759
200,2800,1,1,10226825
205,2870,1,1,11765907
210,2940,1,1,13396769
215,3010,1,1,14105281
220,3080,1,1,15585635
225,3150,1,1,15614532
230,3220,1,1,16065635
235,3290,1,1,14909342
240,3360,1,1,16258862
245,3430,1,1,15590231
250,3500,1,1,16069124
255,3570,1,1,26059726
260,3640,1,1,19125965
265,3710,1,1,16937322
270,3780,1,1,18389396
275,3850,1,1,19211040
280,3920,1,1,20052607
285,3990,1,1,19973100
290,4060,1,1,20364264
295,4130,1,1,20165876
300,4200,1,1,20953706
305,4270,1,1,20845059
310,4340,1,1,19898897
315,4410,1,1,21971426
320,4480,1,1,22546109
325,4550,1,1,24073193
330,4620,1,1,23204866
335,4690,1,1,21008276
340,4760,1,1,21453991
345,4830,1,1,23440222
350,4900,1,1,24967836
355,4970,1,1,37546767
360,5040,1,1,40061812
365,5110,1,1,41952348
370,5180,1,1,31535598
375,5250,1,1,32330850
380,5320,1,1,26430283
385,5390,1,1,26899648
390,5460,1,1,28264317
395,5530,1,1,34986052
400,5600,1,1,27347901
405,5670,1,1,33040707
410,5740,1,1,27643868
415,5810,1,1,27264777
420,5880,1,1,27310434
425,5950,1,1,29382388
430,6020,1,1,28657494
435,6090,1,1,27768122
440,6160,1,1,26574939
445,6230,1,1,28893349
450,6300,1,1,29075948
455,6370,1,1,30424250
460,6440,1,1,28999676
465,6510,1,1,32980881
470,6580,1,1,29984052
475,6650,1,1,31108253
480,6720,1,1,30740106
485,6790,1,1,29639205
490,6860,1,1,31156362
495,6930,1,1,30367796
500,7000,1,1,36661995
505,7070,1,1,33293447
510,7140,1,1,33671597
515,7210,1,1,33598446
520,7280,1,1,33454341
525,7350,1,1,34228929
530,7420,1,1,37566762
535,7490,1,1,33386025
540,7560,1,1,36285345
545,7630,1,1,34350731
550,7700,1,1,41627152
555,7770,1,1,37789708
560,7840,1,1,38017536
565,7910,1,1,37791656
570,7980,1,1,39290976
575,8050,1,1,36442558
580,8120,1,1,37314869
585,8190,1,1,44216377
590,8260,1,1,39587059
595,8330,1,1,44363655
600,8400,1,1,36441097
605,8470,1,1,34524351
610,8540,1,1,42014701
615,8610,1,1,38764280
620,8680,1,1,41649641
625,8750,1,1,39884384
630,8820,1,1,41249755
635,8890,1,1,44619959
640,8960,1,1,43481525
645,9030,1,1,41970096
650,9100,1,1,43329394
655,9170,1,1,47321161
660,9240,1,1,44857397
665,9310,1,1,45873399
670,9380,1,1,37918857
675,9450,1,1,39579065
