n,m,cmin,cmax,dual_lp
50,150,1,100,2885829
55,165,1,100,2656841
60,180,1,100,2722631
65,195,1,100,3098704
70,210,1,100,3137814
75,225,1,100,3360611
80,240,1,100,3791881
85,255,1,100,3618154
90,270,1,100,3594455
95,285,1,100,3472639
100,300,1,100,3693176
105,315,1,100,3769141
110,330,1,100,4180964
115,345,1,100,4110880
120,360,1,100,4026124
125,375,1,100,4286443
130,390,1,100,4777927
135,405,1,100,4589419
140,420,1,100,4915874
145,435,1,100,4575276
150,450,1,100,4610276
155,465,1,100,4543165
160,480,1,100,4936629
165,495,1,100,5404191
170,510,1,100,5262069
175,525,1,100,5552248
180,540,1,100,5444374
185,555,1,100,6272288
190,570,1,100,6405345
195,585,1,100,6384433
200,600,1,100,6413360
205,615,1,100,6843365
210,630,1,100,7070977
215,645,1,100,7290490
220,660,1,100,7198274
225,675,1,100,8012080
230,690,1,100,7406335
235,705,1,100,8335137
240,720,1,100,8472206
245,735,1,100,8497024
250,750,1,100,8381502
255,765,1,100,9595291
260,780,1,100,9288846
265,795,1,100,8731595
270,810,1,100,9249450
275,825,1,100,9112409
280,840,1,100,9355438
285,855,1,100,10155272
290,870,1,100,9726155
295,885,1,100,10548849
300,900,1,100,9347413
305,915,1,100,9288680
310,930,1,100,9422603
315,945,1,100,9533125
320,960,1,100,9358738
325,975,1,100,10098916
330,990,1,100,10108495
335,1005,1,100,9771721
340,1020,1,100,10479016
345,1035,1,100,10420565
350,1050,1,100,11056843
355,1065,1,100,12549135
360,1080,1,100,10706459
365,1095,1,100,11411486
370,1110,1,100,11880224
375,1125,1,100,11411147
380,1140,1,100,11048636
385,1155,1,100,11078254
390,1170,1,100,11106040
395,1185,1,100,11894632
400,1200,1,100,11245308
405,1215,1,100,11886370
410,1230,1,100,11993606
415,1245,1,100,11839443
420,1260,1,100,12099970
425,1275,1,100,12568765
430,1290,1,100,12845680
435,1305,1,100,13462147
440,1320,1,100,13063292
445,1335,1,100,13140138
450,1350,1,100,14778207
455,1365,1,100,14377223
460,1380,1,100,13581691
465,1395,1,100,13980096
470,1410,1,100,14129895
475,1425,1,100,15210123
480,1440,1,100,15263163
485,1455,1,100,15132914
490,1470,1,100,16918310
495,1485,1,100,13345517
500,1500,1,100,17042543
505,1515,1,100,16343215
510,1530,1,100,16191289
515,1545,1,100,15749225
520,1560,1,100,15464925
525,1575,1,100,14420949
530,1590,1,100,15500995
535,1605,1,100,15219176
540,1620,1,100,15504130
545,1635,1,100,15776633
550,1650,1,100,16511966
555,1665,1,100,15613941
560,1680,1,100,16739997
565,1695,1,100,16352396
570,1710,1,100,16082281
575,1725,1,100,16258401
580,1740,1,100,15921304
585,1755,1,100,15888155
590,1770,1,100,16844944
595,1785,1,100,17363652
600,1800,1,100,16799749
605,1815,1,100,17614020
610,1830,1,100,16207612
615,1845,1,100,16880854
620,1860,1,100,16490980
625,1875,1,100,17410086
630,1890,1,100,17899103
635,1905,1,100,17089269
640,1920,1,100,18542817
645,1935,1,100,18040871
650,1950,1,100,17232548
655,1965,1,100,18019520
660,1980,1,100,17742451
665,1995,1,100,18417687
670,2010,1,100,17965056
675,2025,1,100,18275040
680,2040,1,100,18459490
685,2055,1,100,19476781
690,2070,1,100,18256783
695,2085,1,100,19077610
700,2100,1,100,18227866
705,2115,1,100,19498372
710,2130,1,100,19266486
715,2145,1,100,19242170
720,2160,1,100,19122469
725,2175,1,100,19653738
730,2190,1,100,19722960
735,2205,1,100,20516448
740,2220,1,100,20378168
745,2235,1,100,22183906
750,2250,1,100,20529457
755,2265,1,100,20445643
760,2280,1,100,20404996
765,2295,1,100,21046721
770,2310,1,100,21931293
775,2325,1,100,19853734
780,2340,1,100,21241565
785,2355,1,100,21278118
790,2370,1,100,21642138
795,2385,1,100,21625058
800,2400,1,100,20728317
805,2415,1,100,20891900
810,2430,1,100,20764339
815,2445,1,100,24106654
820,2460,1,100,21655615
825,2475,1,100,22836680
830,2490,1,100,21805586
835,2505,1,100,23543655
840,2520,1,100,23240389
845,2535,1,100,26636218
850,2550,1,100,26295396
855,2565,1,100,26848143
860,2580,1,100,24317482
865,2595,1,100,22136996
870,2610,1,100,25778614
875,2625,1,100,24594935
880,2640,1,100,23906541
885,2655,1,100,23950089
890,2670,1,100,26960699
895,2685,1,100,24605298
900,2700,1,100,25124794
905,2715,1,100,23453484
910,2730,1,100,25412691
915,2745,1,100,25187447
920,2760,1,100,28196661
925,2775,1,100,26082361
930,2790,1,100,28707411
935,2805,1,100,24415195
940,2820,1,100,27763502
945,2835,1,100,26091852
950,2850,1,100,30969488
955,2865,1,100,24849550
960,2880,1,100,28581420
965,2895,1,100,30437640
970,2910,1,100,27885156
975,2925,1,100,30301714
980,2940,1,100,28150766
985,2955,1,100,33128339
990,2970,1,100,27373224
995,2985,1,100,31288399
1000,3000,1,100,28735520
1005,3015,1,100,30734592
1010,3030,1,100,27147580
1015,3045,1,100,33867832
1020,3060,1,100,27020629
1025,3075,1,100,27747754
1030,3090,1,100,27572514
1035,3105,1,100,31236234
1040,3120,1,100,27538611
1045,3135,1,100,33417310
1050,3150,1,100,28554007
1055,3165,1,100,33062954
1060,3180,1,100,30549956
1065,3195,1,100,39148658
1070,3210,1,100,28776324
1075,3225,1,100,28732679
1080,3240,1,100,28558958
1085,3255,1,100,35902852
1090,3270,1,100,34326089
1095,3285,1,100,33926593
1100,3300,1,100,35154934
1105,3315,1,100,29221285
1110,3330,1,100,32999289
1115,3345,1,100,36141201
1120,3360,1,100,36713729
1125,3375,1,100,37712312
1130,3390,1,100,35238866
1135,3405,1,100,33459600
1140,3420,1,100,37314658
1145,3435,1,100,36056237
1150,3450,1,100,35003199
1155,3465,1,100,36479493
1160,3480,1,100,38024632
1165,3495,1,100,33890649
1170,3510,1,100,38119393
1175,3525,1,100,36898545
1180,3540,1,100,38164965
1185,3555,1,100,38581871
1190,3570,1,100,36829128
1195,3585,1,100,34621157
1200,3600,1,100,39107928
