n,m,lp_runs,exp_lp
50,400,19,6418424
55,440,20,6491838
60,480,16,5876531
65,520,22,7341773
70,560,20,7307882
75,600,15,6319651
80,640,28,10334967
85,680,20,8172449
90,720,22,8871174
95,760,26,10782637
100,800,37,15168565
105,840,47,19578737
110,880,28,12308033
115,920,52,22139918
120,960,30,14027758
125,1000,47,21640782
130,1040,36,17462609
135,1080,31,16524815
140,1120,26,14370302
145,1160,44,24687234
150,1200,27,16190083
155,1240,35,19960815
160,1280,63,35125135
165,1320,47,26456551
170,1360,51,29292558
175,1400,53,31253508
180,1440,49,30293714
185,1480,52,33356560
190,1520,42,26720022
195,1560,57,35014361
200,1600,55,34553687
205,1640,61,39292108
210,1680,49,33466476
215,1720,64,43834469
220,1760,62,41634476
225,1800,50,34763407
230,1840,54,37452610
235,1880,45,33756475
240,1920,58,43013517
245,1960,43,31825740
250,2000,69,51255576
255,2040,84,63490939
260,2080,54,43866820
265,2120,50,39744030
270,2160,40,32404350
275,2200,33,27307281
280,2240,44,36237837
285,2280,37,31032921
290,2320,72,63667553
295,2360,30,28075624
300,2400,64,57119651
305,2440,57,49933625
310,2480,53,48979543
315,2520,72,67921941
320,2560,59,53412238
325,2600,53,51621482
330,2640,62,57015689
335,2680,67,65760482
340,2720,43,43297567
345,2760,59,57322995
350,2800,53,52132977
355,2840,38,38635694
360,2880,36,38439947
365,2920,31,33679963
370,2960,21,25261856
375,3000,29,31714214
380,3040,33,36576441
385,3080,13,17817681
390,3120,39,43758498
395,3160,27,35370602
400,3200,37,45196786
405,3240,48,57869209
410,3280,19,29080480
415,3320,25,33141912
420,3360,31,42752933
425,3400,27,38752290
430,3440,27,34035467
435,3480,30,37352919
440,3520,42,51150996
445,3560,52,66768020
450,3600,54,70172100
455,3640,34,43843382
460,3680,31,41138184
465,3720,46,61284068
470,3760,38,52520799
475,3800,33,45021087
480,3840,51,67061546
485,3880,60,81649475
490,3920,46,63100305
495,3960,36,49383747
500,4000,45,61045488
