n,m,cmin,cmax,dual_lp
50,200,1,100,3279963
55,220,1,100,3026119
60,240,1,100,3005374
65,260,1,100,3475615
70,280,1,100,3471738
75,300,1,100,3641088
80,320,1,100,4238821
85,340,1,100,3876847
90,360,1,100,3968055
95,380,1,100,4257701
100,400,1,100,4152827
105,420,1,100,4369832
110,440,1,100,4985006
115,460,1,100,6049007
120,480,1,100,5142970
125,500,1,100,5302005
130,520,1,100,5840680
135,540,1,100,5916314
140,560,1,100,6459443
145,580,1,100,6242114
150,600,1,100,7016505
155,620,1,100,6045380
160,640,1,100,6691444
165,660,1,100,7078096
170,680,1,100,8386522
175,700,1,100,7525282
180,720,1,100,7881633
185,740,1,100,8040353
190,760,1,100,8879712
195,780,1,100,8086751
200,800,1,100,8914777
205,820,1,100,8487750
210,840,1,100,8964278
215,860,1,100,9314973
220,880,1,100,9388193
225,900,1,100,9760120
230,920,1,100,10006534
235,940,1,100,10426472
240,960,1,100,11621772
245,980,1,100,10198886
250,1000,1,100,10714193
255,1020,1,100,10948890
260,1040,1,100,10472881
265,1060,1,100,11003180
270,1080,1,100,11533447
275,1100,1,100,11562931
280,1120,1,100,11138929
285,1140,1,100,12325248
290,1160,1,100,11180091
295,1180,1,100,12103199
300,1200,1,100,11670973
305,1220,1,100,12465812
310,1240,1,100,12714851
315,1260,1,100,13502682
320,1280,1,100,12295258
325,1300,1,100,13994919
330,1320,1,100,14627536
335,1340,1,100,13396547
340,1360,1,100,13936654
345,1380,1,100,13823238
350,1400,1,100,13598139
355,1420,1,100,14038711
360,1440,1,100,14464388
365,1460,1,100,15056812
370,1480,1,100,14887260
375,1500,1,100,15313313
380,1520,1,100,15995361
385,1540,1,100,14650122
390,1560,1,100,16270510
395,1580,1,100,15466843
400,1600,1,100,16732753
405,1620,1,100,15800649
410,1640,1,100,16324075
415,1660,1,100,17080634
420,1680,1,100,16835567
425,1700,1,100,16006201
430,1720,1,100,16903305
435,1740,1,100,17850743
440,1760,1,100,17022044
445,1780,1,100,16799130
450,1800,1,100,17839475
455,1820,1,100,17292477
460,1840,1,100,17765403
465,1860,1,100,16726565
470,1880,1,100,17528496
475,1900,1,100,17816768
480,1920,1,100,18347513
485,1940,1,100,17771022
490,1960,1,100,18927740
495,1980,1,100,17810069
500,2000,1,100,20046939
505,2020,1,100,20570275
510,2040,1,100,19205565
515,2060,1,100,18555734
520,2080,1,100,19563835
525,2100,1,100,18302390
530,2120,1,100,19382666
535,2140,1,100,19763782
540,2160,1,100,19245916
545,2180,1,100,19610268
550,2200,1,100,22055027
555,2220,1,100,20369297
560,2240,1,100,22313056
565,2260,1,100,19680852
570,2280,1,100,22112663
575,2300,1,100,20624527
580,2320,1,100,20262033
585,2340,1,100,20130750
590,2360,1,100,23089178
595,2380,1,100,22667062
600,2400,1,100,22713676
605,2420,1,100,23726665
610,2440,1,100,21735842
615,2460,1,100,22431438
620,2480,1,100,22178843
625,2500,1,100,22687252
630,2520,1,100,23954711
635,2540,1,100,25113943
640,2560,1,100,25342357
645,2580,1,100,23642625
650,2600,1,100,23876121
655,2620,1,100,23569382
660,2640,1,100,25379681
665,2660,1,100,22516527
670,2680,1,100,23694683
675,2700,1,100,23968083
680,2720,1,100,24778704
685,2740,1,100,26442865
690,2760,1,100,25498439
695,2780,1,100,24786186
700,2800,1,100,25840337
705,2820,1,100,24675757
710,2840,1,100,24685821
715,2860,1,100,24575220
720,2880,1,100,25349933
725,2900,1,100,25786291
730,2920,1,100,26961604
735,2940,1,100,28464566
740,2960,1,100,26488434
745,2980,1,100,25977078
750,3000,1,100,25955102
755,3020,1,100,27728957
760,3040,1,100,26085484
765,3060,1,100,28105086
770,3080,1,100,25632255
775,3100,1,100,30751435
780,3120,1,100,27053664
785,3140,1,100,29256561
790,3160,1,100,28475539
795,3180,1,100,27539888
800,3200,1,100,26740337
805,3220,1,100,28790918
810,3240,1,100,27518809
815,3260,1,100,30468636
820,3280,1,100,26699788
825,3300,1,100,29364309
830,3320,1,100,30658951
835,3340,1,100,31620660
840,3360,1,100,35515769
845,3380,1,100,30950507
850,3400,1,100,33754569
855,3420,1,100,32345884
860,3440,1,100,31800681
865,3460,1,100,30910778
870,3480,1,100,30711943
875,3500,1,100,34016553
880,3520,1,100,33060083
885,3540,1,100,34816000
890,3560,1,100,34447849
895,3580,1,100,33731679
900,3600,1,100,33783534
905,3620,1,100,40965073
910,3640,1,100,32118399
915,3660,1,100,35523642
920,3680,1,100,35443764
925,3700,1,100,36521851
930,3720,1,100,33194580
935,3740,1,100,34470457
940,3760,1,100,37550980
945,3780,1,100,35792317
950,3800,1,100,36905872
955,3820,1,100,43242987
960,3840,1,100,38161204
965,3860,1,100,40576866
970,3880,1,100,40736934
975,3900,1,100,44148176
980,3920,1,100,42877937
985,3940,1,100,46798150
990,3960,1,100,48347006
995,3980,1,100,38276729
1000,4000,1,100,45213111
1005,4020,1,100,38135575
1010,4040,1,100,42695515
1015,4060,1,100,39489666
1020,4080,1,100,41676925
1025,4100,1,100,44421143
1030,4120,1,100,37881250
1035,4140,1,100,43261575
1040,4160,1,100,47257611
1045,4180,1,100,46352008
1050,4200,1,100,43399430
1055,4220,1,100,43705808
1060,4240,1,100,40654976
1065,4260,1,100,49409954
1070,4280,1,100,43995402
1075,4300,1,100,43274358
1080,4320,1,100,42470472
1085,4340,1,100,46135164
1090,4360,1,100,48069246
1095,4380,1,100,44531862
1100,4400,1,100,46998715
1105,4420,1,100,47280776
1110,4440,1,100,43032825
1115,4460,1,100,49346568
1120,4480,1,100,45593376
1125,4500,1,100,47913053
1130,4520,1,100,48242125
1135,4540,1,100,53743170
1140,4560,1,100,43090514
1145,4580,1,100,51114714
1150,4600,1,100,43941771
1155,4620,1,100,46380764
1160,4640,1,100,52615936
1165,4660,1,100,56995149
1170,4680,1,100,53624065
1175,4700,1,100,49968542
1180,4720,1,100,51215650
1185,4740,1,100,44585146
1190,4760,1,100,54218966
1195,4780,1,100,59227115
1200,4800,1,100,49934927
1205,4820,1,100,55658468
1210,4840,1,100,56623749
1215,4860,1,100,60197062
1220,4880,1,100,61253275
1225,4900,1,100,54420862
1230,4920,1,100,60771245
1235,4940,1,100,54774815
1240,4960,1,100,52793141
1245,4980,1,100,58486555
1250,5000,1,100,67230068
1255,5020,1,100,64477979
1260,5040,1,100,61295707
1265,5060,1,100,63965152
1270,5080,1,100,57490808
1275,5100,1,100,63759361
1280,5120,1,100,59722341
1285,5140,1,100,58168308
1290,5160,1,100,56904942
1295,5180,1,100,65011123
1300,5200,1,100,57801668
1305,5220,1,100,60219248
1310,5240,1,100,61793233
1315,5260,1,100,65646849
1320,5280,1,100,62661177
1325,5300,1,100,62750887
1330,5320,1,100,62411172
1335,5340,1,100,63652158
1340,5360,1,100,62664649
1345,5380,1,100,71910490
1350,5400,1,100,62606247
1355,5420,1,100,58701830
1360,5440,1,100,61126171
1365,5460,1,100,64826822
1370,5480,1,100,62632993
1375,5500,1,100,60767170
1380,5520,1,100,60412043
1385,5540,1,100,68897715
1390,5560,1,100,70816690
1395,5580,1,100,64020367
1400,5600,1,100,69009106
1405,5620,1,100,79431823
1410,5640,1,100,64153389
1415,5660,1,100,70418011
1420,5680,1,100,70562526
1425,5700,1,100,62907483
1430,5720,1,100,64392412
1435,5740,1,100,65598586
1440,5760,1,100,64786404
1445,5780,1,100,70135629
1450,5800,1,100,68611761
1455,5820,1,100,66881236
1460,5840,1,100,66348314
1465,5860,1,100,65817927
1470,5880,1,100,64238052
1475,5900,1,100,76284481
1480,5920,1,100,67825349
1485,5940,1,100,68970591
1490,5960,1,100,78803287
1495,5980,1,100,79401511
1500,6000,1,100,72995558
1505,6020,1,100,74646334
1510,6040,1,100,68580549
1515,6060,1,100,69531484
1520,6080,1,100,69635789
1525,6100,1,100,76240166
1530,6120,1,100,76869218
1535,6140,1,100,73621928
1540,6160,1,100,73678326
1545,6180,1,100,67138997
1550,6200,1,100,75644822
1555,6220,1,100,71236747
1560,6240,1,100,71623028
1565,6260,1,100,78256342
1570,6280,1,100,66266307
1575,6300,1,100,75092823
1580,6320,1,100,69213452
1585,6340,1,100,72808436
1590,6360,1,100,72495356
1595,6380,1,100,75581184
1600,6400,1,100,71880101
1605,6420,1,100,74390205
1610,6440,1,100,77508791
1615,6460,1,100,77314576
1620,6480,1,100,81172820
1625,6500,1,100,77923684
1630,6520,1,100,72114103
1635,6540,1,100,80865561
1640,6560,1,100,76801758
1645,6580,1,100,80081476
1650,6600,1,100,71901470
1655,6620,1,100,78769087
1660,6640,1,100,76811738
1665,6660,1,100,71084574
1670,6680,1,100,72914463
1675,6700,1,100,79220267
1680,6720,1,100,77278261
1685,6740,1,100,75848407
1690,6760,1,100,75870873
1695,6780,1,100,78390350
1700,6800,1,100,76027947
1705,6820,1,100,77700032
1710,6840,1,100,81393039
1715,6860,1,100,73231257
1720,6880,1,100,80465986
1725,6900,1,100,74442215
1730,6920,1,100,76660105
1735,6940,1,100,76308510
1740,6960,1,100,77001352
1745,6980,1,100,73243763
1750,7000,1,100,76646738
1755,7020,1,100,80963801
1760,7040,1,100,80619086
1765,7060,1,100,86672126
1770,7080,1,100,84902404
1775,7100,1,100,77529315
1780,7120,1,100,86718630
1785,7140,1,100,77690067
1790,7160,1,100,75712713
1795,7180,1,100,84194300
1800,7200,1,100,83972468
1805,7220,1,100,83994698
1810,7240,1,100,84977470
1815,7260,1,100,82382840
1820,7280,1,100,78000976
1825,7300,1,100,87067351
1830,7320,1,100,83142598
1835,7340,1,100,85583289
1840,7360,1,100,94012150
1845,7380,1,100,86516058
1850,7400,1,100,84102507
1855,7420,1,100,83365581
1860,7440,1,100,93559294
1865,7460,1,100,85028533
1870,7480,1,100,85711649
1875,7500,1,100,88797176
1880,7520,1,100,86379307
1885,7540,1,100,87755955
1890,7560,1,100,86148914
1895,7580,1,100,107399393
1900,7600,1,100,92165230
1905,7620,1,100,89023988
1910,7640,1,100,89833701
1915,7660,1,100,108272186
1920,7680,1,100,91027839
1925,7700,1,100,83393610
1930,7720,1,100,89394087
1935,7740,1,100,103561504
1940,7760,1,100,90543220
1945,7780,1,100,91523099
1950,7800,1,100,86822324
1955,7820,1,100,91656266
1960,7840,1,100,93284289
1965,7860,1,100,89811844
1970,7880,1,100,97818523
1975,7900,1,100,91636428
1980,7920,1,100,101378844
1985,7940,1,100,88620827
1990,7960,1,100,103852293
1995,7980,1,100,100304871
2000,8000,1,100,92623944
2005,8020,1,100,92230848
2010,8040,1,100,89216433
2015,8060,1,100,96215549
2020,8080,1,100,105000160
2025,8100,1,100,95619534
2030,8120,1,100,91443209
2035,8140,1,100,96749328
2040,8160,1,100,94620035
2045,8180,1,100,96998300
2050,8200,1,100,103194855
2055,8220,1,100,112886717
2060,8240,1,100,94863886
2065,8260,1,100,102458916
2070,8280,1,100,107086140
2075,8300,1,100,105367585
2080,8320,1,100,105602771
2085,8340,1,100,98259420
2090,8360,1,100,102711360
2095,8380,1,100,92877252
2100,8400,1,100,109968450
2105,8420,1,100,96787191
2110,8440,1,100,93566452
2115,8460,1,100,116908890
2120,8480,1,100,108731470
2125,8500,1,100,98662479
2130,8520,1,100,98772109
2135,8540,1,100,104350517
2140,8560,1,100,114260772
2145,8580,1,100,104339205
2150,8600,1,100,108734245
2155,8620,1,100,106062608
2160,8640,1,100,108215207
2165,8660,1,100,102226813
2170,8680,1,100,94330954
2175,8700,1,100,91256458
2180,8720,1,100,106293839
2185,8740,1,100,107013413
2190,8760,1,100,105042808
2195,8780,1,100,96546457
2200,8800,1,100,114621728
2205,8820,1,100,104225695
2210,8840,1,100,163882791
2215,8860,1,100,124430248
2220,8880,1,100,109014373
2225,8900,1,100,100873782
2230,8920,1,100,110547575
2235,8940,1,100,108123970
2240,8960,1,100,108193604
2245,8980,1,100,109910199
2250,9000,1,100,108000156
2255,9020,1,100,113564740
2260,9040,1,100,110990873
2265,9060,1,100,117302151
2270,9080,1,100,129770413
2275,9100,1,100,118799045
2280,9120,1,100,133904374
2285,9140,1,100,129699221
2290,9160,1,100,131252791
2295,9180,1,100,125376315
2300,9200,1,100,117202152
2305,9220,1,100,111675710
2310,9240,1,100,128429213
2315,9260,1,100,125966355
2320,9280,1,100,143331373
2325,9300,1,100,132138266
2330,9320,1,100,123245001
2335,9340,1,100,104057815
2340,9360,1,100,127297774
2345,9380,1,100,117824348
2350,9400,1,100,114072973
2355,9420,1,100,123427342
2360,9440,1,100,120450187
2365,9460,1,100,121564587
2370,9480,1,100,119694271
2375,9500,1,100,118748900
2380,9520,1,100,124642511
2385,9540,1,100,125768328
2390,9560,1,100,117905586
2395,9580,1,100,114960317
2400,9600,1,100,120456352
2405,9620,1,100,127301635
2410,9640,1,100,136182896
2415,9660,1,100,122107507
2420,9680,1,100,116627665
2425,9700,1,100,117197786
2430,9720,1,100,141556943
2435,9740,1,100,132725793
2440,9760,1,100,134459678
2445,9780,1,100,129713444
2450,9800,1,100,124571015
2455,9820,1,100,147293511
2460,9840,1,100,137355236
2465,9860,1,100,130121128
2470,9880,1,100,124340833
2475,9900,1,100,136862010
2480,9920,1,100,144962164
2485,9940,1,100,138423980
2490,9960,1,100,137608325
2495,9980,1,100,132033033
2500,10000,1,100,131231427
2505,10020,1,100,144481194
2510,10040,1,100,154511787
2515,10060,1,100,145593952
2520,10080,1,100,156122914
2525,10100,1,100,163208066
2530,10120,1,100,148998582
2535,10140,1,100,153518623
2540,10160,1,100,179598303
2545,10180,1,100,180758895
2550,10200,1,100,157286561
2555,10220,1,100,178368105
2560,10240,1,100,175215334
2565,10260,1,100,159211376
2570,10280,1,100,192895494
2575,10300,1,100,179155478
2580,10320,1,100,178630739
2585,10340,1,100,172507049
2590,10360,1,100,191739707
2595,10380,1,100,190940245
2600,10400,1,100,165566996
2605,10420,1,100,156940887
2610,10440,1,100,153091868
2615,10460,1,100,183228191
2620,10480,1,100,181411963
2625,10500,1,100,154911704
2630,10520,1,100,197623519
2635,10540,1,100,186390008
2640,10560,1,100,156621654
2645,10580,1,100,166282431
2650,10600,1,100,164038012
2655,10620,1,100,167900060
2660,10640,1,100,177967309
2665,10660,1,100,159613301
2670,10680,1,100,181673617
2675,10700,1,100,164958735
2680,10720,1,100,165171353
2685,10740,1,100,161214814
2690,10760,1,100,161773942
2695,10780,1,100,158015934
2700,10800,1,100,157405337
2705,10820,1,100,192040933
2710,10840,1,100,158287903
2715,10860,1,100,162519594
2720,10880,1,100,194191689
2725,10900,1,100,166248098
2730,10920,1,100,204158289
2735,10940,1,100,168411597
2740,10960,1,100,169447523
2745,10980,1,100,162507026
2750,11000,1,100,169336144
2755,11020,1,100,186416115
2760,11040,1,100,168039599
2765,11060,1,100,170820326
2770,11080,1,100,177906047
