n,m,lp_runs,exp_lp
50,250,16,4881583
55,275,16,4814646
60,300,10,3590548
65,325,15,4683099
70,350,5,2609083
75,375,6,2962778
80,400,9,3697156
85,425,3,2243345
90,450,7,3371285
95,475,3,2365623
100,500,5,3015583
105,525,3,2592250
110,550,4,2920507
115,575,6,3428086
120,600,6,3479201
125,625,7,4034462
130,650,7,3926549
135,675,8,4042205
140,700,7,4280631
145,725,3,2949324
150,750,8,4365066
155,775,8,4777752
160,800,14,6959985
165,825,17,8199021
170,850,19,8991964
175,875,19,9278699
180,900,14,7518784
185,925,15,7917857
190,950,16,8536332
195,975,12,6722626
200,1000,11,6838913
205,1025,16,8866072
210,1050,12,7427706
215,1075,13,7844090
220,1100,12,7618339
225,1125,12,7464978
230,1150,10,8540450
235,1175,9,7418405
240,1200,7,6121783
245,1225,11,8788235
250,1250,9,7756266
255,1275,8,7302633
260,1300,10,8614569
265,1325,12,11675234
270,1350,13,10102681
275,1375,7,7439671
280,1400,11,11498247
285,1425,9,8875288
290,1450,10,8228606
295,1475,9,7762054
300,1500,8,7137185
305,1525,9,7836033
310,1550,8,7534239
315,1575,8,7653362
320,1600,6,6512314
325,1625,5,5981571
330,1650,5,6161580
335,1675,5,6513090
340,1700,5,6701687
345,1725,6,7851229
350,1750,5,7705689
355,1775,6,8397160
360,1800,5,7595851
365,1825,5,9059950
370,1850,5,7781437
375,1875,6,8031215
380,1900,5,7854668
385,1925,5,8376631
390,1950,5,8435608
395,1975,5,8297766
400,2000,5,7812386
405,2025,6,8963601
410,2050,5,8091623
415,2075,5,7404665
420,2100,5,7429082
425,2125,5,7734120
430,2150,5,7764927
435,2175,5,7605935
440,2200,5,7564856
445,2225,6,8400031
450,2250,6,8387444
455,2275,7,9161023
460,2300,6,8794327
465,2325,6,11359237
470,2350,7,11406676
475,2375,5,9888260
480,2400,6,11479933
485,2425,6,10948000
490,2450,5,9744838
495,2475,6,11110935
500,2500,8,12339963
505,2525,5,9598356
510,2550,7,11058975
515,2575,5,8871246
520,2600,6,10370467
525,2625,5,9348122
530,2650,6,9830675
535,2675,10,13660137
540,2700,8,12329497
545,2725,6,10609937
550,2750,6,10142696
555,2775,6,11344609
560,2800,5,11358904
565,2825,5,11432483
570,2850,6,11491824
575,2875,5,10518593
580,2900,5,11099732
585,2925,6,12765344
590,2950,5,11635010
595,2975,5,10061573
600,3000,5,10111411
605,3025,5,9945810
610,3050,3,8238086
615,3075,4,9318652
620,3100,3,8206674
625,3125,4,9578271
630,3150,3,8705647
635,3175,3,8493899
640,3200,3,8692348
645,3225,4,9496117
650,3250,3,10590412
655,3275,1,7974448
660,3300,3,9575611
665,3325,1,8042373
670,3350,3,11100460
675,3375,3,10098912
680,3400,3,10235569
685,3425,3,10827133
690,3450,3,10804136
695,3475,3,9751093
700,3500,3,9515333
705,3525,3,9257289
710,3550,6,12942607
715,3575,7,14076097
720,3600,6,13029899
725,3625,7,14267145
730,3650,7,16650122
735,3675,5,13766783
740,3700,5,14662881
745,3725,6,16586968
750,3750,5,15415553
755,3775,5,13933093
760,3800,6,16128522
765,3825,6,14660386
770,3850,9,17960905
775,3875,10,21960786
780,3900,8,17036684
785,3925,11,20746776
790,3950,11,22530073
795,3975,8,19485997
800,4000,7,18647056
805,4025,8,19648635
810,4050,9,21358840
815,4075,7,15802041
820,4100,7,16127909
825,4125,9,19071257
830,4150,6,15528965
835,4175,6,15166705
840,4200,5,14148628
845,4225,6,17807478
850,4250,5,15944141
