n,m,dinic
600,600,97448
600,700,103825
600,800,107771
600,900,135026
600,1000,141748
600,1100,179964
600,1200,152893
600,1300,158441
600,1400,177154
600,1500,184458
600,1600,190672
600,1700,198138
600,1800,240042
600,1900,247032
600,2000,234491
600,2100,276575
600,2200,284572
600,2300,311977
600,2400,305647
600,2500,348834
600,2600,372027
600,2700,454863
600,2800,444528
600,2900,431667
600,3000,450991
600,3100,415322
600,3200,432921
600,3300,402597
600,3400,434605
600,3500,414616
600,3600,440534
600,3700,413633
600,3800,528404
600,3900,573458
600,4000,567193
600,4100,668622
600,4200,756825
600,4300,614042
600,4400,537832
600,4500,647688
600,4600,652725
600,4700,657792
600,4800,565872
600,4900,662243
600,5000,650208
600,5100,677762
600,5200,771644
600,5300,726597
600,5400,788525
600,5500,762661
600,5600,718507
600,5700,712651
600,5800,733781
600,5900,605178
600,6000,684415
600,6100,740028
600,6200,746064
600,6300,716603
600,6400,762743
600,6500,795730
600,6600,777995
600,6700,694136
600,6800,756018
600,6900,740856
600,7000,720276
600,7100,804901
600,7200,815432
600,7300,789005
600,7400,765667
600,7500,727421
600,7600,734687
600,7700,750532
600,7800,696474
600,7900,746857
600,8000,686404
600,8100,776033
600,8200,760884
600,8300,814193
600,8400,786757
600,8500,833764
600,8600,858784
600,8700,773562
600,8800,863125
600,8900,842626
600,9000,801293
600,9100,889568
600,9200,845185
600,9300,788555
600,9400,855837
600,9500,836297
600,9600,882618
600,9700,893579
600,9800,821011
600,9900,941821
600,10000,856030
600,10100,842338
600,10200,985399
600,10300,959480
600,10400,1033695
600,10500,1034873
600,10600,1004077
600,10700,991847
600,10800,1056914
600,10900,1063625
600,11000,1051714
600,11100,1101510
600,11200,986627
600,11300,1056129
600,11400,1114873
600,11500,1111483
600,11600,1120487
600,11700,1133951
600,11800,1229956
600,11900,1109447
600,12000,1090985
600,12100,1113865
600,12200,1178957
600,12300,1203497
600,12400,1186323
600,12500,1133887
600,12600,1272762
600,12700,1226337
600,12800,1295817
600,12900,1205848
600,13000,1128096
600,13100,1268607
600,13200,1245913
600,13300,1312815
600,13400,1166961
600,13500,1196271
600,13600,1189553
600,13700,1138238
600,13800,1125749
600,13900,1094443
600,14000,1143330
600,14100,1062730
600,14200,1130311
600,14300,1062949
600,14400,1087436
600,14500,1071411
600,14600,1165783
600,14700,1201311
600,14800,1259479
600,14900,1060263
600,15000,1155854
600,15100,1124275
600,15200,1164191
600,15300,1184356
600,15400,1184063
600,15500,1160920
600,15600,1170431
600,15700,1202093
600,15800,1242849
600,15900,1213088
600,16000,1102510
600,16100,1195547
600,16200,1247281
600,16300,1199608
600,16400,1410133
600,16500,1348495
600,16600,1394660
600,16700,1435884
600,16800,1267440
600,16900,1243603
600,17000,1403302
600,17100,1266398
600,17200,1397691
600,17300,1868328
600,17400,1295946
600,17500,1361217
600,17600,1381594
600,17700,1298653
600,17800,1428185
600,17900,1403263
600,18000,1326373
600,18100,1378115
600,18200,1388411
600,18300,1372375
600,18400,1365459
600,18500,1454222
600,18600,1505449
600,18700,1380480
600,18800,1432726
600,18900,1485904
600,19000,1506629
600,19100,1506020
600,19200,1486061
600,19300,1631584
600,19400,1542227
600,19500,1464556
600,19600,1424943
600,19700,1510444
600,19800,1554890
600,19900,1535516
600,20000,1638491
600,20100,1578218
600,20200,1505092
600,20300,1547159
600,20400,1615741
600,20500,1594471
600,20600,1674450
600,20700,1651095
600,20800,1643571
600,20900,1774450
600,21000,1643991
600,21100,1663266
600,21200,1571372
600,21300,1675570
600,21400,1676327
600,21500,1650915
600,21600,1728034
600,21700,1719826
600,21800,1557791
600,21900,1670074
600,22000,1667064
600,22100,1626401
600,22200,1722250
600,22300,1640104
600,22400,1750529
600,22500,1714484
600,22600,1842528
600,22700,1768564
600,22800,1723597
600,22900,1757033
600,23000,1832832
600,23100,1678506
600,23200,1626681
600,23300,1701283
600,23400,1599422
600,23500,1619552
600,23600,1736629
600,23700,1710808
600,23800,1773803
600,23900,1820133
600,24000,1609484
600,24100,1807648
600,24200,1780969
600,24300,1807910
600,24400,1851736
600,24500,1800840
600,24600,1816042
600,24700,1811624
600,24800,1894121
600,24900,1804477
600,25000,2006581
600,25100,1948644
600,25200,1805309
600,25300,1904783
600,25400,2018394
600,25500,2019542
600,25600,1943460
