n,m,cmin,cmax,dual_lp
50,750,1,100,7472268
55,825,1,100,8234666
60,900,1,100,8335720
65,975,1,100,9412675
70,1050,1,100,10427997
75,1125,1,100,9464467
80,1200,1,100,10992181
85,1275,1,100,11678204
90,1350,1,100,12000524
95,1425,1,100,12816619
100,1500,1,100,13725349
105,1575,1,100,13898257
110,1650,1,100,14843456
115,1725,1,100,14454046
120,1800,1,100,15155210
125,1875,1,100,16004994
130,1950,1,100,15936848
135,2025,1,100,16295723
140,2100,1,100,17917096
145,2175,1,100,18749062
150,2250,1,100,21797354
155,2325,1,100,21823343
160,2400,1,100,22670218
165,2475,1,100,24022049
170,2550,1,100,23669723
175,2625,1,100,24214121
180,2700,1,100,25102795
185,2775,1,100,26548053
190,2850,1,100,26714109
195,2925,1,100,27762366
200,3000,1,100,28014226
205,3075,1,100,30551806
210,3150,1,100,28737031
215,3225,1,100,29135584
220,3300,1,100,30355750
225,3375,1,100,32289771
230,3450,1,100,32647536
235,3525,1,100,32356613
240,3600,1,100,34688017
245,3675,1,100,33906195
250,3750,1,100,35155846
255,3825,1,100,36987951
260,3900,1,100,37301577
265,3975,1,100,37068812
270,4050,1,100,36488092
275,4125,1,100,38106756
280,4200,1,100,37538872
285,4275,1,100,38576039
290,4350,1,100,38399298
295,4425,1,100,38903866
300,4500,1,100,41697001
305,4575,1,100,41206089
310,4650,1,100,40561156
315,4725,1,100,40772228
320,4800,1,100,57410637
325,4875,1,100,77587254
330,4950,1,100,49852674
335,5025,1,100,44528151
340,5100,1,100,46901687
345,5175,1,100,47040142
350,5250,1,100,46083102
355,5325,1,100,46570516
360,5400,1,100,47100219
365,5475,1,100,46480645
370,5550,1,100,48741382
375,5625,1,100,50325077
380,5700,1,100,49197610
385,5775,1,100,51120361
390,5850,1,100,52348361
395,5925,1,100,53155146
400,6000,1,100,52311576
405,6075,1,100,61055339
410,6150,1,100,57811508
415,6225,1,100,61710015
420,6300,1,100,65444884
425,6375,1,100,63534364
430,6450,1,100,65611315
435,6525,1,100,64999221
440,6600,1,100,67319177
445,6675,1,100,65032208
450,6750,1,100,68659653
455,6825,1,100,68625378
460,6900,1,100,67075482
465,6975,1,100,69451867
470,7050,1,100,72082832
475,7125,1,100,71755301
480,7200,1,100,73930201
485,7275,1,100,72539501
490,7350,1,100,78368967
495,7425,1,100,70351003
500,7500,1,100,80165784
505,7575,1,100,78142851
510,7650,1,100,78075557
515,7725,1,100,85673944
520,7800,1,100,79846674
525,7875,1,100,85016070
530,7950,1,100,89125630
535,8025,1,100,78830576
540,8100,1,100,84484408
545,8175,1,100,83302431
550,8250,1,100,91383516
555,8325,1,100,95810237
560,8400,1,100,85575141
565,8475,1,100,87356676
570,8550,1,100,92411790
575,8625,1,100,93271928
580,8700,1,100,87234442
585,8775,1,100,91605708
590,8850,1,100,97845690
595,8925,1,100,92593414
600,9000,1,100,100664719
605,9075,1,100,98851277
610,9150,1,100,97898873
615,9225,1,100,103358551
620,9300,1,100,102572746
625,9375,1,100,103844172
630,9450,1,100,108375101
635,9525,1,100,105569749
640,9600,1,100,110301195
645,9675,1,100,111143224
650,9750,1,100,113056871
655,9825,1,100,110419376
660,9900,1,100,111791704
665,9975,1,100,109122412
670,10050,1,100,180053920
675,10125,1,100,193552511
680,10200,1,100,189969279
685,10275,1,100,192344431
690,10350,1,100,200283046
695,10425,1,100,194402537
700,10500,1,100,202010762
705,10575,1,100,197167968
710,10650,1,100,185875478
715,10725,1,100,202076728
720,10800,1,100,195210663
725,10875,1,100,198380616
730,10950,1,100,196071778
735,11025,1,100,203711440
740,11100,1,100,193653522
745,11175,1,100,199979338
750,11250,1,100,217671225
755,11325,1,100,203494861
760,11400,1,100,202152242
765,11475,1,100,213910285
770,11550,1,100,225843599
775,11625,1,100,212430696
780,11700,1,100,208501375
785,11775,1,100,207698374
790,11850,1,100,219279550
795,11925,1,100,209387094
800,12000,1,100,230257126
805,12075,1,100,210743353
810,12150,1,100,224177293
815,12225,1,100,212685266
820,12300,1,100,217027626
825,12375,1,100,228100923
830,12450,1,100,226613437
835,12525,1,100,228126878
840,12600,1,100,244441966
845,12675,1,100,226117804
850,12750,1,100,241959423
855,12825,1,100,231319731
860,12900,1,100,235737960
865,12975,1,100,243200907
870,13050,1,100,244707854
875,13125,1,100,232843886
880,13200,1,100,226601171
885,13275,1,100,250612600
890,13350,1,100,250212329
895,13425,1,100,248199182
900,13500,1,100,252356123
905,13575,1,100,246429992
910,13650,1,100,246805362
915,13725,1,100,255902334
920,13800,1,100,246838487
925,13875,1,100,248365919
930,13950,1,100,246181959
935,14025,1,100,250212297
940,14100,1,100,272342456
945,14175,1,100,255813836
950,14250,1,100,266922666
955,14325,1,100,265668327
960,14400,1,100,261084407
965,14475,1,100,254840308
970,14550,1,100,253218167
975,14625,1,100,261300470
980,14700,1,100,271216880
985,14775,1,100,261082594
990,14850,1,100,268778605
995,14925,1,100,268425793
1000,15000,1,100,275277679
1005,15075,1,100,280821707
1010,15150,1,100,275855168
1015,15225,1,100,266344968
1020,15300,1,100,287680044
1025,15375,1,100,355841727
1030,15450,1,100,278373918
1035,15525,1,100,281850279
1040,15600,1,100,281974901
1045,15675,1,100,291065349
1050,15750,1,100,284780645
1055,15825,1,100,288412752
1060,15900,1,100,296898023
1065,15975,1,100,284401981
1070,16050,1,100,302728365
1075,16125,1,100,277146055
1080,16200,1,100,285667954
1085,16275,1,100,302915525
1090,16350,1,100,315684356
1095,16425,1,100,287193971
1100,16500,1,100,305138113
1105,16575,1,100,295041289
1110,16650,1,100,300513588
1115,16725,1,100,309414393
1120,16800,1,100,302409113
1125,16875,1,100,303453327
1130,16950,1,100,308969712
1135,17025,1,100,305935271
1140,17100,1,100,311271178
1145,17175,1,100,305933887
1150,17250,1,100,305102363
1155,17325,1,100,323747975
1160,17400,1,100,310469277
1165,17475,1,100,307052163
1170,17550,1,100,335459240
1175,17625,1,100,309009786
1180,17700,1,100,323926495
1185,17775,1,100,328543442
1190,17850,1,100,337549641
1195,17925,1,100,314633149
1200,18000,1,100,343905732
1205,18075,1,100,328473927
1210,18150,1,100,328098436
1215,18225,1,100,326586671
1220,18300,1,100,334476686
1225,18375,1,100,349680862
1230,18450,1,100,333763936
1235,18525,1,100,339150326
1240,18600,1,100,343458959
1245,18675,1,100,347498466
1250,18750,1,100,398665515
1255,18825,1,100,358137092
1260,18900,1,100,334719577
1265,18975,1,100,344387931
1270,19050,1,100,349216770
1275,19125,1,100,334128440
1280,19200,1,100,359013452
1285,19275,1,100,365453360
1290,19350,1,100,353834047
1295,19425,1,100,347363031
1300,19500,1,100,349609709
1305,19575,1,100,357826261
1310,19650,1,100,446405249
1315,19725,1,100,345493431
1320,19800,1,100,399948631
1325,19875,1,100,353588875
1330,19950,1,100,394041593
1335,20025,1,100,367757185
1340,20100,1,100,353409766
1345,20175,1,100,363621742
1350,20250,1,100,403162895
1355,20325,1,100,432951700
1360,20400,1,100,372682257
1365,20475,1,100,391357524
1370,20550,1,100,452473634
1375,20625,1,100,375958502
1380,20700,1,100,382340193
1385,20775,1,100,384875259
1390,20850,1,100,386023259
1395,20925,1,100,435525247
1400,21000,1,100,372828438
1405,21075,1,100,377038873
1410,21150,1,100,387990266
1415,21225,1,100,374763571
1420,21300,1,100,424991990
1425,21375,1,100,406190298
1430,21450,1,100,403819325
1435,21525,1,100,392090235
1440,21600,1,100,437905897
1445,21675,1,100,383964910
1450,21750,1,100,384103661
1455,21825,1,100,388685186
1460,21900,1,100,399622749
1465,21975,1,100,395476183
1470,22050,1,100,415033883
1475,22125,1,100,400626263
1480,22200,1,100,389596615
1485,22275,1,100,419944035
1490,22350,1,100,399698103
1495,22425,1,100,401196013
1500,22500,1,100,473316920
1505,22575,1,100,416317443
1510,22650,1,100,423351210
1515,22725,1,100,410396836
1520,22800,1,100,410200602
1525,22875,1,100,482861331
1530,22950,1,100,516396443
