n,m,cmin,cmax,dinic
50,500,1,100,67516
55,550,1,100,94365
60,600,1,100,73238
65,650,1,100,68869
70,700,1,100,86365
75,750,1,100,108349
80,800,1,100,111228
85,850,1,100,118970
90,900,1,100,146954
95,950,1,100,125108
100,1000,1,100,125476
105,1050,1,100,122065
110,1100,1,100,149472
115,1150,1,100,149038
120,1200,1,100,155673
125,1250,1,100,161402
130,1300,1,100,199942
135,1350,1,100,198520
140,1400,1,100,230597
145,1450,1,100,239869
150,1500,1,100,221973
155,1550,1,100,258131
160,1600,1,100,234632
165,1650,1,100,235451
170,1700,1,100,280015
175,1750,1,100,255690
180,1800,1,100,274271
185,1850,1,100,268290
190,1900,1,100,335079
195,1950,1,100,372342
200,2000,1,100,303164
205,2050,1,100,346301
210,2100,1,100,338086
215,2150,1,100,310047
220,2200,1,100,279141
225,2250,1,100,397611
230,2300,1,100,307145
235,2350,1,100,382520
240,2400,1,100,314718
245,2450,1,100,351394
250,2500,1,100,383980
255,2550,1,100,376361
260,2600,1,100,372719
265,2650,1,100,365219
270,2700,1,100,399863
275,2750,1,100,425211
280,2800,1,100,463474
285,2850,1,100,424564
290,2900,1,100,523679
295,2950,1,100,429306
300,3000,1,100,434062
305,3050,1,100,526072
310,3100,1,100,458296
315,3150,1,100,412554
320,3200,1,100,414992
325,3250,1,100,476987
330,3300,1,100,429614
335,3350,1,100,431301
340,3400,1,100,571017
345,3450,1,100,447937
350,3500,1,100,505239
355,3550,1,100,464983
360,3600,1,100,468030
365,3650,1,100,484481
370,3700,1,100,490208
375,3750,1,100,497214
380,3800,1,100,429270
385,3850,1,100,654433
390,3900,1,100,512312
395,3950,1,100,576563
400,4000,1,100,523024
405,4050,1,100,681197
410,4100,1,100,534299
415,4150,1,100,564134
420,4200,1,100,634775
425,4250,1,100,581252
430,4300,1,100,680027
435,4350,1,100,652712
440,4400,1,100,610257
445,4450,1,100,635467
450,4500,1,100,697079
455,4550,1,100,791847
460,4600,1,100,972007
465,4650,1,100,737038
470,4700,1,100,735388
475,4750,1,100,688258
480,4800,1,100,573619
485,4850,1,100,685034
490,4900,1,100,650567
495,4950,1,100,762911
500,5000,1,100,758522
505,5050,1,100,694444
510,5100,1,100,702733
515,5150,1,100,583580
520,5200,1,100,718331
525,5250,1,100,808260
530,5300,1,100,808437
535,5350,1,100,800032
540,5400,1,100,767208
545,5450,1,100,761248
550,5500,1,100,851620
555,5550,1,100,926424
560,5600,1,100,906715
565,5650,1,100,906184
570,5700,1,100,835126
575,5750,1,100,647822
580,5800,1,100,794667
585,5850,1,100,841400
590,5900,1,100,891176
595,5950,1,100,850588
600,6000,1,100,709798
605,6050,1,100,1171676
610,6100,1,100,872728
615,6150,1,100,1251129
620,6200,1,100,870905
625,6250,1,100,942643
630,6300,1,100,1066395
635,6350,1,100,1011469
640,6400,1,100,886850
645,6450,1,100,936626
650,6500,1,100,1034664
655,6550,1,100,1064787
660,6600,1,100,1160791
665,6650,1,100,1113881
670,6700,1,100,1139727
675,6750,1,100,961392
680,6800,1,100,1002984
685,6850,1,100,998960
690,6900,1,100,1141408
695,6950,1,100,1641181
700,7000,1,100,1197699
705,7050,1,100,1052688
710,7100,1,100,1272206
715,7150,1,100,1591517
720,7200,1,100,1004117
725,7250,1,100,1032614
730,7300,1,100,1105266
735,7350,1,100,1245779
740,7400,1,100,1125416
745,7450,1,100,1463481
750,7500,1,100,1174410
755,7550,1,100,1314684
760,7600,1,100,1135138
765,7650,1,100,1305009
770,7700,1,100,1159846
775,7750,1,100,1200483
780,7800,1,100,1232623
785,7850,1,100,1110196
790,7900,1,100,1278108
795,7950,1,100,1238520
800,8000,1,100,1191036
805,8050,1,100,1701577
810,8100,1,100,1521661
815,8150,1,100,1288628
820,8200,1,100,1368708
825,8250,1,100,1307000
830,8300,1,100,1297854
835,8350,1,100,1240000
840,8400,1,100,1827080
845,8450,1,100,1531681
850,8500,1,100,1384086
855,8550,1,100,1602917
860,8600,1,100,1392139
865,8650,1,100,1384774
870,8700,1,100,1377828
875,8750,1,100,1399643
880,8800,1,100,1633579
885,8850,1,100,1633360
890,8900,1,100,2148177
895,8950,1,100,1396902
900,9000,1,100,1953417
905,9050,1,100,1300677
910,9100,1,100,1888307
915,9150,1,100,1435929
920,9200,1,100,1635884
925,9250,1,100,1537049
930,9300,1,100,1401374
935,9350,1,100,1553641
940,9400,1,100,1411221
945,9450,1,100,1287327
950,9500,1,100,1463880
955,9550,1,100,1920282
960,9600,1,100,1582073
965,9650,1,100,1716933
970,9700,1,100,1487822
975,9750,1,100,1534936
980,9800,1,100,1421837
985,9850,1,100,1553192
990,9900,1,100,1721339
995,9950,1,100,1488707
1000,10000,1,100,1544964
1005,10050,1,100,1429570
1010,10100,1,100,1716015
1015,10150,1,100,1623349
1020,10200,1,100,1679794
1025,10250,1,100,1498743
1030,10300,1,100,1888233
1035,10350,1,100,1814714
1040,10400,1,100,1754939
1045,10450,1,100,1967222
1050,10500,1,100,1866703
1055,10550,1,100,1547055
1060,10600,1,100,1708485
1065,10650,1,100,1618875
1070,10700,1,100,2057152
1075,10750,1,100,1893685
1080,10800,1,100,1851979
1085,10850,1,100,1877214
1090,10900,1,100,1505303
1095,10950,1,100,1633460
1100,11000,1,100,1745144
1105,11050,1,100,1709017
1110,11100,1,100,1723145
1115,11150,1,100,1616663
1120,11200,1,100,1971505
1125,11250,1,100,1922838
1130,11300,1,100,2047073
1135,11350,1,100,1919205
1140,11400,1,100,1851847
1145,11450,1,100,1662027
1150,11500,1,100,1697541
1155,11550,1,100,1531904
1160,11600,1,100,2287520
1165,11650,1,100,3120177
1170,11700,1,100,1743522
1175,11750,1,100,1707139
1180,11800,1,100,1759583
1185,11850,1,100,1805176
1190,11900,1,100,1611193
1195,11950,1,100,1742855
