n,m,cmin,cmax,primal_lp
50,750,1,100,28169716
55,825,1,100,5618035
60,900,1,100,5441202
65,975,1,100,5130966
70,1050,1,100,5381009
75,1125,1,100,6201363
80,1200,1,100,6247658
85,1275,1,100,6741248
90,1350,1,100,7086444
95,1425,1,100,7683028
100,1500,1,100,7800849
105,1575,1,100,9118027
110,1650,1,100,9366669
115,1725,1,100,10097454
120,1800,1,100,9477205
125,1875,1,100,10229501
130,1950,1,100,11240098
135,2025,1,100,11442026
140,2100,1,100,12366935
145,2175,1,100,12615004
150,2250,1,100,11612866
155,2325,1,100,12259916
160,2400,1,100,13541804
165,2475,1,100,12943434
170,2550,1,100,14440027
175,2625,1,100,16161806
180,2700,1,100,15174006
185,2775,1,100,15608242
190,2850,1,100,15868361
195,2925,1,100,15395068
200,3000,1,100,16374710
205,3075,1,100,16985843
210,3150,1,100,16487265
215,3225,1,100,17369283
220,3300,1,100,17617238
225,3375,1,100,18396923
230,3450,1,100,20890102
235,3525,1,100,18847246
240,3600,1,100,18668602
245,3675,1,100,18892629
250,3750,1,100,20854166
255,3825,1,100,20177229
260,3900,1,100,21281490
265,3975,1,100,21701771
270,4050,1,100,23117450
275,4125,1,100,23088978
280,4200,1,100,24795467
285,4275,1,100,23090702
290,4350,1,100,24059154
295,4425,1,100,25047842
300,4500,1,100,24873643
305,4575,1,100,24927051
310,4650,1,100,27820888
315,4725,1,100,25366878
320,4800,1,100,25548931
325,4875,1,100,26310577
330,4950,1,100,28411835
335,5025,1,100,29035433
340,5100,1,100,28737923
345,5175,1,100,28198109
350,5250,1,100,28349061
355,5325,1,100,31410541
360,5400,1,100,31276905
365,5475,1,100,30551068
370,5550,1,100,33670789
375,5625,1,100,34457235
380,5700,1,100,33894013
385,5775,1,100,36934562
390,5850,1,100,34981098
395,5925,1,100,32104300
400,6000,1,100,32191982
405,6075,1,100,35853284
410,6150,1,100,31571625
415,6225,1,100,36238232
420,6300,1,100,40387372
425,6375,1,100,37316337
430,6450,1,100,38761059
435,6525,1,100,37208000
440,6600,1,100,37802039
445,6675,1,100,37351963
450,6750,1,100,40992579
455,6825,1,100,40828253
460,6900,1,100,39171572
465,6975,1,100,41890014
470,7050,1,100,44246357
475,7125,1,100,41749635
480,7200,1,100,43449036
485,7275,1,100,43026024
490,7350,1,100,46672054
495,7425,1,100,42312866
500,7500,1,100,48159288
505,7575,1,100,47000122
510,7650,1,100,47230907
515,7725,1,100,52260088
520,7800,1,100,45611985
525,7875,1,100,51370233
530,7950,1,100,55125525
535,8025,1,100,45961184
540,8100,1,100,49835486
545,8175,1,100,46726417
550,8250,1,100,42239699
555,8325,1,100,50097837
560,8400,1,100,50072073
565,8475,1,100,51346833
570,8550,1,100,53155836
575,8625,1,100,56844609
580,8700,1,100,49714102
585,8775,1,100,57128804
590,8850,1,100,59015722
595,8925,1,100,53788268
600,9000,1,100,55758748
605,9075,1,100,58743850
610,9150,1,100,59052069
615,9225,1,100,63485123
620,9300,1,100,59693801
625,9375,1,100,59494648
630,9450,1,100,63646516
635,9525,1,100,62439316
640,9600,1,100,64997819
645,9675,1,100,66355532
650,9750,1,100,68753764
655,9825,1,100,64121967
660,9900,1,100,63786556
665,9975,1,100,61840365
670,10050,1,100,60352185
675,10125,1,100,73885091
680,10200,1,100,60885879
685,10275,1,100,78933150
690,10350,1,100,68615991
695,10425,1,100,76930829
700,10500,1,100,68668477
705,10575,1,100,70000511
710,10650,1,100,65531095
715,10725,1,100,59341458
720,10800,1,100,81128075
725,10875,1,100,73831896
730,10950,1,100,78324745
735,11025,1,100,77138556
740,11100,1,100,91737995
745,11175,1,100,86422307
750,11250,1,100,69105154
755,11325,1,100,80125596
760,11400,1,100,85629559
765,11475,1,100,87845853
770,11550,1,100,86134196
775,11625,1,100,89945851
780,11700,1,100,89000948
785,11775,1,100,89260300
790,11850,1,100,89820679
795,11925,1,100,84477431
800,12000,1,100,78996954
805,12075,1,100,95053633
810,12150,1,100,80349158
815,12225,1,100,107235958
820,12300,1,100,96254002
825,12375,1,100,107231488
830,12450,1,100,100105480
835,12525,1,100,81875438
840,12600,1,100,106579723
845,12675,1,100,105251747
850,12750,1,100,107969877
855,12825,1,100,106590958
860,12900,1,100,93618419
865,12975,1,100,126503787
870,13050,1,100,128459971
875,13125,1,100,105412500
880,13200,1,100,92549539
885,13275,1,100,100793339
890,13350,1,100,105425579
895,13425,1,100,138468635
900,13500,1,100,99062104
905,13575,1,100,89870852
910,13650,1,100,114961519
915,13725,1,100,125424770
920,13800,1,100,115288845
925,13875,1,100,117417485
930,13950,1,100,101475622
935,14025,1,100,119644589
940,14100,1,100,121120617
945,14175,1,100,103503458
950,14250,1,100,120187103
955,14325,1,100,118258983
960,14400,1,100,113119360
965,14475,1,100,118987692
970,14550,1,100,125769700
975,14625,1,100,132477903
980,14700,1,100,123030868
985,14775,1,100,157819307
990,14850,1,100,136542010
995,14925,1,100,134793410
1000,15000,1,100,119456241
1005,15075,1,100,154363286
1010,15150,1,100,138682590
1015,15225,1,100,159262483
1020,15300,1,100,138952518
1025,15375,1,100,137976213
1030,15450,1,100,160354781
1035,15525,1,100,123657038
1040,15600,1,100,164691915
1045,15675,1,100,163796167
1050,15750,1,100,148518526
1055,15825,1,100,152925966
1060,15900,1,100,131483464
1065,15975,1,100,165793814
1070,16050,1,100,212375211
1075,16125,1,100,170324950
1080,16200,1,100,172534473
1085,16275,1,100,171607055
1090,16350,1,100,171101498
1095,16425,1,100,173093925
1100,16500,1,100,182735658
1105,16575,1,100,171187705
1110,16650,1,100,167962686
1115,16725,1,100,191113884
1120,16800,1,100,166389602
1125,16875,1,100,192144880
1130,16950,1,100,146633958
1135,17025,1,100,179583301
1140,17100,1,100,191931990
1145,17175,1,100,231843298
1150,17250,1,100,164093129
1155,17325,1,100,179961397
1160,17400,1,100,198076686
1165,17475,1,100,226260075
1170,17550,1,100,350110890
1175,17625,1,100,198286122
1180,17700,1,100,205623616
1185,17775,1,100,170754327
1190,17850,1,100,200254423
1195,17925,1,100,188298799
1200,18000,1,100,215963540
1205,18075,1,100,192394879
1210,18150,1,100,173003879
1215,18225,1,100,204442683
1220,18300,1,100,193519497
1225,18375,1,100,208813905
1230,18450,1,100,222796028
1235,18525,1,100,258200183
1240,18600,1,100,259470201
1245,18675,1,100,220807904
1250,18750,1,100,261450217
1255,18825,1,100,186146481
1260,18900,1,100,202717031
1265,18975,1,100,230646944
1270,19050,1,100,210929481
1275,19125,1,100,177347553
1280,19200,1,100,247186259
1285,19275,1,100,210845075
1290,19350,1,100,215599202
1295,19425,1,100,179802381
1300,19500,1,100,245831852
1305,19575,1,100,246912825
1310,19650,1,100,191917418
1315,19725,1,100,215177326
1320,19800,1,100,257476468
1325,19875,1,100,214761713
1330,19950,1,100,296517229
1335,20025,1,100,245022066
1340,20100,1,100,237665569
1345,20175,1,100,240249066
1350,20250,1,100,270787550
1355,20325,1,100,244239249
1360,20400,1,100,234891985
1365,20475,1,100,253136029
1370,20550,1,100,294307634
1375,20625,1,100,231327893
1380,20700,1,100,223863954
1385,20775,1,100,263273403
1390,20850,1,100,245617289
1395,20925,1,100,316215278
1400,21000,1,100,208128316
1405,21075,1,100,233873101
1410,21150,1,100,250296257
1415,21225,1,100,216668634
1420,21300,1,100,314716167
1425,21375,1,100,238597344
1430,21450,1,100,288104901
1435,21525,1,100,270891627
1440,21600,1,100,311590763
1445,21675,1,100,287269029
1450,21750,1,100,268421784
1455,21825,1,100,256699107
1460,21900,1,100,228663900
1465,21975,1,100,265388907
1470,22050,1,100,246626605
1475,22125,1,100,219034037
1480,22200,1,100,281724167
1485,22275,1,100,259914716
1490,22350,1,100,258997909
1495,22425,1,100,279945098
1500,22500,1,100,365125193
1505,22575,1,100,261672163
1510,22650,1,100,231900919
1515,22725,1,100,308923039
1520,22800,1,100,277666209
1525,22875,1,100,300711536
1530,22950,1,100,354977228
1535,23025,1,100,264013692
1540,23100,1,100,271395479
1545,23175,1,100,339326732
1550,23250,1,100,239586581
1555,23325,1,100,311888161
1560,23400,1,100,286256630
1565,23475,1,100,300544220
1570,23550,1,100,286968960
1575,23625,1,100,308635617
1580,23700,1,100,390720967
1585,23775,1,100,470955371
1590,23850,1,100,355165941
1595,23925,1,100,276905729
1600,24000,1,100,278870894
1605,24075,1,100,254602330
1610,24150,1,100,390003527
1615,24225,1,100,288853282
1620,24300,1,100,401788817
1625,24375,1,100,322516725
1630,24450,1,100,375578171
1635,24525,1,100,295723549
1640,24600,1,100,381697569
1645,24675,1,100,344571143
1650,24750,1,100,292348163
1655,24825,1,100,370302463
1660,24900,1,100,390181726
1665,24975,1,100,405502412
1670,25050,1,100,350242216
1675,25125,1,100,306083003
1680,25200,1,100,352349065
1685,25275,1,100,317844554
1690,25350,1,100,330431901
1695,25425,1,100,298865711
1700,25500,1,100,355055416
1705,25575,1,100,369086951
1710,25650,1,100,309838199
1715,25725,1,100,299110102
1720,25800,1,100,361168430
1725,25875,1,100,334348279
1730,25950,1,100,323192038
1735,26025,1,100,285972057
1740,26100,1,100,316712360
1745,26175,1,100,325842552
1750,26250,1,100,434095321
1755,26325,1,100,431614270
1760,26400,1,100,306584313
1765,26475,1,100,316721589
1770,26550,1,100,298337312
1775,26625,1,100,373948185
1780,26700,1,100,384362448
1785,26775,1,100,318460877
1790,26850,1,100,337341159
1795,26925,1,100,332895334
1800,27000,1,100,384826567
1805,27075,1,100,385084867
1810,27150,1,100,343320792
1815,27225,1,100,351194021
1820,27300,1,100,344437008
1825,27375,1,100,336842119
1830,27450,1,100,309932313
1835,27525,1,100,318248532
1840,27600,1,100,532550564
1845,27675,1,100,359628180
1850,27750,1,100,382210540
1855,27825,1,100,405839529
1860,27900,1,100,350232181
1865,27975,1,100,354440934
1870,28050,1,100,353004352
1875,28125,1,100,355899300
1880,28200,1,100,366680977
1885,28275,1,100,341256034
1890,28350,1,100,347491827
1895,28425,1,100,353650668
1900,28500,1,100,504586428
1905,28575,1,100,379258583
1910,28650,1,100,378848299
1915,28725,1,100,366514995
1920,28800,1,100,346303725
1925,28875,1,100,358157206
1930,28950,1,100,410999047
1935,29025,1,100,399769110
1940,29100,1,100,427905956
1945,29175,1,100,395061333
1950,29250,1,100,409966532
1955,29325,1,100,382498580
1960,29400,1,100,382590577
1965,29475,1,100,379051984
1970,29550,1,100,373550233
1975,29625,1,100,362661073
1980,29700,1,100,426239361
1985,29775,1,100,391117165
1990,29850,1,100,388875009
1995,29925,1,100,442122412
2000,30000,1,100,405937897
2005,30075,1,100,460435204
2010,30150,1,100,385763964
2015,30225,1,100,401542719
2020,30300,1,100,480062528
2025,30375,1,100,421949965
2030,30450,1,100,388061572
2035,30525,1,100,411192619
2040,30600,1,100,411697496
2045,30675,1,100,406900963
2050,30750,1,100,426085338
2055,30825,1,100,419575059
2060,30900,1,100,415230239
2065,30975,1,100,453126063
2070,31050,1,100,392347846
2075,31125,1,100,405324931
2080,31200,1,100,399903355
2085,31275,1,100,426850514
2090,31350,1,100,413060324
2095,31425,1,100,488511666
2100,31500,1,100,417879815
2105,31575,1,100,397596066
2110,31650,1,100,403219911
2115,31725,1,100,439004503
2120,31800,1,100,398540805
2125,31875,1,100,430197188
2130,31950,1,100,436164443
2135,32025,1,100,492900410
2140,32100,1,100,423416815
2145,32175,1,100,419116555
2150,32250,1,100,442588787
2155,32325,1,100,422595869
2160,32400,1,100,409909747
2165,32475,1,100,446814557
2170,32550,1,100,469232194
2175,32625,1,100,415694340
2180,32700,1,100,430799293
2185,32775,1,100,504993838
2190,32850,1,100,460395426
2195,32925,1,100,454521023
2200,33000,1,100,428628890
2205,33075,1,100,414140091
2210,33150,1,100,464220104
2215,33225,1,100,412579500
2220,33300,1,100,424827604
2225,33375,1,100,444936798
2230,33450,1,100,453502339
2235,33525,1,100,580072359
2240,33600,1,100,435501948
2245,33675,1,100,463161004
2250,33750,1,100,530549585
2255,33825,1,100,452206476
2260,33900,1,100,433304641
2265,33975,1,100,440950172
2270,34050,1,100,478070224
2275,34125,1,100,503358910
2280,34200,1,100,437611526
2285,34275,1,100,424062917
2290,34350,1,100,496877902
2295,34425,1,100,458592292
2300,34500,1,100,466135560
2305,34575,1,100,443559887
2310,34650,1,100,466967508
2315,34725,1,100,480331674
2320,34800,1,100,479984242
2325,34875,1,100,482434586
2330,34950,1,100,475086698
2335,35025,1,100,489867095
2340,35100,1,100,493815103
2345,35175,1,100,516096030
2350,35250,1,100,477744248
2355,35325,1,100,510769485
2360,35400,1,100,491219964
2365,35475,1,100,505512266
2370,35550,1,100,477008233
2375,35625,1,100,496781485
2380,35700,1,100,477727597
2385,35775,1,100,549497580
2390,35850,1,100,470803785
2395,35925,1,100,545018576
2400,36000,1,100,482405993
2405,36075,1,100,455646072
2410,36150,1,100,548838879
2415,36225,1,100,551118316
2420,36300,1,100,484789221
2425,36375,1,100,484774516
2430,36450,1,100,526606477
2435,36525,1,100,520843155
2440,36600,1,100,550379362
2445,36675,1,100,513752447
2450,36750,1,100,532115470
2455,36825,1,100,669327931
2460,36900,1,100,517158995
2465,36975,1,100,480103216
2470,37050,1,100,490460160
2475,37125,1,100,569062350
2480,37200,1,100,506904306
2485,37275,1,100,473999912
2490,37350,1,100,500296468
2495,37425,1,100,545414468
2500,37500,1,100,499277536
2505,37575,1,100,493169242
2510,37650,1,100,486811640
2515,37725,1,100,591490033
2520,37800,1,100,476986961
2525,37875,1,100,512531740
2530,37950,1,100,517233983
2535,38025,1,100,465833674
2540,38100,1,100,557453137
2545,38175,1,100,514664477
2550,38250,1,100,506651187
2555,38325,1,100,526988675
2560,38400,1,100,464946241
2565,38475,1,100,530524012
2570,38550,1,100,520121832
2575,38625,1,100,525696833
2580,38700,1,100,586361033
2585,38775,1,100,537984575
2590,38850,1,100,484928620
2595,38925,1,100,502189253
2600,39000,1,100,548681389
2605,39075,1,100,523302502
2610,39150,1,100,547183572
2615,39225,1,100,530152418
2620,39300,1,100,528069269
2625,39375,1,100,550896274
2630,39450,1,100,518906814
2635,39525,1,100,480660888
2640,39600,1,100,521728420
2645,39675,1,100,556659241
2650,39750,1,100,589569181
2655,39825,1,100,517368123
2660,39900,1,100,639281993
2665,39975,1,100,569654812
2670,40050,1,100,556316281
2675,40125,1,100,548323018
2680,40200,1,100,569776744
2685,40275,1,100,552962510
2690,40350,1,100,554344000
2695,40425,1,100,555687723
2700,40500,1,100,548695599
2705,40575,1,100,587515806
2710,40650,1,100,553420335
2715,40725,1,100,571719264
2720,40800,1,100,586967544
2725,40875,1,100,576865557
2730,40950,1,100,564866685
2735,41025,1,100,608895400
2740,41100,1,100,578841820
2745,41175,1,100,611282662
2750,41250,1,100,614024176
2755,41325,1,100,582825519
2760,41400,1,100,603962625
2765,41475,1,100,589893161
2770,41550,1,100,609322147
2775,41625,1,100,572938011
2780,41700,1,100,613361558
2785,41775,1,100,581020445
2790,41850,1,100,648302283
2795,41925,1,100,593073995
2800,42000,1,100,611661336
2805,42075,1,100,672264330
2810,42150,1,100,635290188
2815,42225,1,100,577069553
2820,42300,1,100,592051008
2825,42375,1,100,591695679
2830,42450,1,100,596211705
2835,42525,1,100,633258490
2840,42600,1,100,740221404
2845,42675,1,100,626386059
2850,42750,1,100,814570201
2855,42825,1,100,767325340
2860,42900,1,100,830855663
2865,42975,1,100,631890830
2870,43050,1,100,695382152
2875,43125,1,100,839076378
2880,43200,1,100,741461515
2885,43275,1,100,636046005
2890,43350,1,100,756587745
2895,43425,1,100,647725405
2900,43500,1,100,926389940
2905,43575,1,100,934116968
2910,43650,1,100,714567295
2915,43725,1,100,631306556
2920,43800,1,100,642421170
2925,43875,1,100,651591800
2930,43950,1,100,636456017
2935,44025,1,100,715769104
2940,44100,1,100,696097174
2945,44175,1,100,564252946
2950,44250,1,100,643131996
2955,44325,1,100,695984692
2960,44400,1,100,621695161
2965,44475,1,100,666472395
2970,44550,1,100,627456941
2975,44625,1,100,636068452
2980,44700,1,100,719291284
2985,44775,1,100,632279950
2990,44850,1,100,718913667
2995,44925,1,100,648064896
3000,45000,1,100,640277995
