n,m,lp_runs,exp_lp
300,300,1,22178184
300,400,1,2245931
300,500,1,2353904
300,600,2,2796877
300,700,2,2856482
300,800,3,3328370
300,900,3,3610533
300,1000,3,3893325
300,1100,7,5670249
300,1200,8,6295087
300,1300,7,6871531
300,1400,6,6278256
300,1500,6,6415361
300,1600,5,6034090
300,1700,5,6283305
300,1800,6,7367257
300,1900,7,8995870
300,2000,7,9400450
300,2100,7,9308720
300,2200,8,11070003
300,2300,11,13467289
300,2400,12,14703720
300,2500,19,18337858
300,2600,12,13687738
300,2700,16,17114540
300,2800,18,19531708
300,2900,26,30306957
300,3000,25,32687031
300,3100,29,35868773
300,3200,22,26115058
300,3300,27,30888307
300,3400,30,34295660
300,3500,29,39737248
300,3600,29,38601279
300,3700,26,33235249
300,3800,34,42047515
300,3900,35,44127755
300,4000,32,45745679
300,4100,27,39735703
300,4200,28,38967190
300,4300,35,48062970
300,4400,39,57539096
300,4500,48,70809648
300,4600,50,70491853
300,4700,48,72993174
300,4800,53,78224221
300,4900,47,70567243
300,5000,55,88708298
300,5100,45,69825110
300,5200,63,96237587
300,5300,57,93526127
300,5400,60,95992872
300,5500,51,83543565
300,5600,62,105161115
300,5700,60,100364652
300,5800,53,94112927
300,5900,58,102854252
300,6000,59,110328755
300,6100,66,120236500
300,6200,68,127601348
300,6300,68,124801731
300,6400,70,134310029
300,6500,65,123883479
300,6600,78,153074769
300,6700,80,153893324
300,6800,77,156188799
300,6900,72,143098496
300,7000,77,161699983
300,7100,69,146156905
300,7200,81,174457326
300,7300,81,171657230
300,7400,84,184657867
300,7500,76,162183276
300,7600,58,131671192
300,7700,64,141929941
300,7800,61,140109361
300,7900,85,191794112
300,8000,90,206323302
300,8100,75,174030492
300,8200,86,208553814
300,8300,99,236194000
300,8400,99,239786114
300,8500,93,223753189
300,8600,96,237439170
300,8700,91,231919452
300,8800,100,253557511
300,8900,104,284966648
300,9000,99,263562576
300,9100,101,267488186
300,9200,102,269178866
300,9300,95,274097853
300,9400,117,322696483
300,9500,117,318932482
300,9600,98,272043714
300,9700,104,293938510
300,9800,104,295986207
300,9900,97,285000983
300,10000,101,304509503
300,10100,116,348119245
300,10200,113,344163345
300,10300,112,346464936
300,10400,113,349569205
300,10500,101,315428704
300,10600,112,347225036
300,10700,98,308813912
300,10800,103,329535595
300,10900,103,326746291
300,11000,110,363653813
300,11100,108,351221879
300,11200,114,463556479
300,11300,126,423924089
300,11400,114,376869624
300,11500,125,415232311
300,11600,109,364470006
300,11700,113,391466666
300,11800,123,423706226
300,11900,115,404875766
300,12000,115,404189011
300,12100,121,422524169
300,12200,106,383247538
300,12300,111,402732018
300,12400,114,415505659
300,12500,111,399160650
300,12600,132,485747497
300,12700,123,457353764
300,12800,131,480699576
300,12900,123,462696966
300,13000,123,462010342
300,13100,120,453757924
300,13200,105,402192117
300,13300,114,441772893
300,13400,140,544667815
300,13500,132,520926054
300,13600,124,500350391
300,13700,119,485521451
300,13800,116,479135014
300,13900,136,544649899
300,14000,102,411737500
300,14100,115,472412549
300,14200,138,570201398
300,14300,129,561368266
300,14400,152,650899103
300,14500,142,596295419
300,14600,154,651658628
300,14700,145,630273467
300,14800,122,524149405
300,14900,138,601880045
300,15000,144,634852399
300,15100,140,620837081
300,15200,147,648523695
300,15300,139,616386029
300,15400,152,679420169
300,15500,131,595456732
300,15600,149,662424448
300,15700,155,698030162
300,15800,155,778580484
300,15900,158,719868696
300,16000,148,680769753
300,16100,159,731613642
300,16200,154,716230192
300,16300,157,742783822
300,16400,173,845642481
300,16500,161,777263884
300,16600,143,767949492
300,16700,141,707397686
300,16800,147,707140373
300,16900,142,689251323
300,17000,134,654596781
300,17100,141,694099773
300,17200,132,668566094
300,17300,145,733461150
300,17400,149,746597106
300,17500,138,711335704
300,17600,141,727525823
300,17700,135,686491659
300,17800,148,759062457
300,17900,155,805432967
300,18000,152,793869290
300,18100,158,838108039
300,18200,149,782779280
300,18300,142,756088986
300,18400,139,768812824
300,18500,130,703923465
300,18600,176,947727212
300,18700,175,952313671
300,18800,182,984445413
300,18900,163,962712883
300,19000,146,802130976
300,19100,160,900331005
300,19200,148,822905986
300,19300,147,817731745
300,19400,116,663752795
300,19500,140,785504233
300,19600,153,862958292
300,19700,156,935289353
300,19800,122,701174032
300,19900,149,856842006
300,20000,141,813847463
300,20100,143,831300161
300,20200,167,971480645
300,20300,146,871742509
300,20400,144,839510922
300,20500,167,982117820
300,20600,159,940878235
300,20700,163,973117103
300,20800,140,833737800
300,20900,149,882588047
300,21000,164,975241486
300,21100,166,990975710
300,21200,179,1066112511
300,21300,178,1096865610
300,21400,186,1142433272
