n,m,dual_lp
500,500,5046050
500,600,5129811
500,700,6095962
500,800,7615497
500,900,14236516
500,1000,10461659
500,1100,10783659
500,1200,12154437
500,1300,12987048
500,1400,14894447
500,1500,15738184
500,1600,18800115
500,1700,18065326
500,1800,17449370
500,1900,17930976
500,2000,18742346
500,2100,21219909
500,2200,21462321
500,2300,23110209
500,2400,22247908
500,2500,23470031
500,2600,24169434
500,2700,24908065
500,2800,25105824
500,2900,24359725
500,3000,29013988
500,3100,30282800
500,3200,30817060
500,3300,31304678
500,3400,32800648
500,3500,32688442
500,3600,35213938
500,3700,34417445
500,3800,35765275
500,3900,37032535
500,4000,37685091
500,4100,39287783
500,4200,38626546
500,4300,39668175
500,4400,41570420
500,4500,40913097
500,4600,42615951
500,4700,43479136
500,4800,44103364
500,4900,45538086
500,5000,45573451
500,5100,49299558
500,5200,46677701
500,5300,47473977
500,5400,48396722
500,5500,49263758
500,5600,49772912
500,5700,50387767
500,5800,51733167
500,5900,53694039
500,6000,55206427
500,6100,56956698
500,6200,56954108
500,6300,70962223
500,6400,63052017
500,6500,67930942
500,6600,67357077
500,6700,67107823
500,6800,70130425
500,6900,70893027
500,7000,71584979
500,7100,70161782
500,7200,71187820
500,7300,74989608
500,7400,72565946
500,7500,69574736
500,7600,76316384
500,7700,79114154
500,7800,72231366
500,7900,77905844
500,8000,80356893
500,8100,82401960
500,8200,82616077
500,8300,84285020
500,8400,78674984
500,8500,85774218
500,8600,83192096
500,8700,84617438
500,8800,88934066
500,8900,82911993
500,9000,86367582
500,9100,88519770
500,9200,86866601
500,9300,91638573
500,9400,100520357
500,9500,95698892
500,9600,104032522
500,9700,100070773
500,9800,99408094
500,9900,132071314
500,10000,101806447
500,10100,210188824
500,10200,213445440
500,10300,223849957
500,10400,219408037
500,10500,211792760
500,10600,220345823
500,10700,229945881
500,10800,224837590
500,10900,226744896
500,11000,228385884
500,11100,229021195
500,11200,217858118
500,11300,235121106
500,11400,241928646
500,11500,230879565
500,11600,251223728
500,11700,267360928
500,11800,261165477
500,11900,242179739
500,12000,261899276
500,12100,257092664
500,12200,280582503
500,12300,261719175
500,12400,270397446
500,12500,272477558
500,12600,287415965
500,12700,280915371
500,12800,273073328
500,12900,293818890
500,13000,286746587
500,13100,288452617
500,13200,293817002
500,13300,292834117
500,13400,304709125
500,13500,323146006
500,13600,298662124
500,13700,297456884
500,13800,324773392
500,13900,317582534
500,14000,311403476
500,14100,335341781
500,14200,338562715
500,14300,327605316
500,14400,348716991
500,14500,326328829
500,14600,330043258
500,14700,343006955
500,14800,335983862
500,14900,343259607
500,15000,155563132
500,15100,365535445
500,15200,371810190
500,15300,383634627
500,15400,383517279
500,15500,383091351
500,15600,369784704
500,15700,388418576
500,15800,398864576
500,15900,376038950
500,16000,173285540
500,16100,403164956
500,16200,175656643
500,16300,177856342
500,16400,424464639
500,16500,178259609
500,16600,171300143
500,16700,430597798
500,16800,422466880
500,16900,423669405
500,17000,184890962
500,17100,426134828
500,17200,195295729
500,17300,196183442
500,17400,438761831
500,17500,492362916
500,17600,470890338
500,17700,205434198
500,17800,204672409
500,17900,193079752
500,18000,494557775
500,18100,506308047
500,18200,500834239
500,18300,207003971
500,18400,219921016
500,18500,205454147
500,18600,274491569
500,18700,209523744
500,18800,223307418
500,18900,207672270
500,19000,211724937
500,19100,236361668
500,19200,236317052
500,19300,234661763
500,19400,228696232
500,19500,261487556
500,19600,221751167
500,19700,267774431
500,19800,267204578
500,19900,230112056
500,20000,226442539
500,20100,249760115
500,20200,248170306
500,20300,281741911
500,20400,278577520
500,20500,288616805
500,20600,282099502
500,20700,278380971
500,20800,276855689
500,20900,279901677
500,21000,294747845
500,21100,279169141
500,21200,269334931
500,21300,293315084
500,21400,278610851
500,21500,284002114
500,21600,269707127
500,21700,305493735
500,21800,286479059
500,21900,264434422
500,22000,241784387
500,22100,274697806
500,22200,273392764
500,22300,304534936
500,22400,301987300
500,22500,301451018
500,22600,315536022
500,22700,319711442
500,22800,298367909
500,22900,303704585
500,23000,282072993
500,23100,298572360
500,23200,277278914
500,23300,298822172
500,23400,305611401
500,23500,301515650
500,23600,341628498
500,23700,341114483
500,23800,359972866
500,23900,366680515
500,24000,324823547
500,24100,300580664
500,24200,353795330
500,24300,308978851
500,24400,359222618
500,24500,323226105
500,24600,371600309
500,24700,299789188
500,24800,356648624
500,24900,348176812
500,25000,371792800
500,25100,303632173
500,25200,376194261
500,25300,347419742
500,25400,321198209
500,25500,364664044
500,25600,376074902
500,25700,386678962
500,25800,377419364
500,25900,351116610
500,26000,340935668
500,26100,372516517
500,26200,357957835
500,26300,387298001
500,26400,353833601
500,26500,338238174
500,26600,412821454
500,26700,391548605
500,26800,436963649
500,26900,364840560
500,27000,384689605
500,27100,412575158
500,27200,366872589
500,27300,396910823
500,27400,373727343
500,27500,374385475
500,27600,399680681
500,27700,401881203
500,27800,383024041
500,27900,386644257
500,28000,410768459
500,28100,357310374
500,28200,409761650
500,28300,386961618
500,28400,413086209
500,28500,414901134
500,28600,420402067
500,28700,396054267
500,28800,418006852
500,28900,321802233
500,29000,438175773
500,29100,372158083
500,29200,373600594
500,29300,433210435
500,29400,351190079
500,29500,404027243
500,29600,473178261
500,29700,411545964
500,29800,436921613
500,29900,381840481
500,30000,411488614
500,30100,502241297
500,30200,391048447
500,30300,399437356
500,30400,445999446
500,30500,424653755
500,30600,464380601
500,30700,454787978
500,30800,477563378
500,30900,431143143
500,31000,456446446
500,31100,470730376
500,31200,461530603
500,31300,496271718
500,31400,433551978
500,31500,412850574
500,31600,469301965
500,31700,415293646
500,31800,513239754
500,31900,438997222
500,32000,504576188
500,32100,534870750
500,32200,504122531
500,32300,449710514
500,32400,557748853
500,32500,423758987
500,32600,453500511
500,32700,483053916
500,32800,539180774
500,32900,516585360
500,33000,458899969
500,33100,462947904
500,33200,508558433
500,33300,487144790
500,33400,464569991
500,33500,528266631
500,33600,540465848
500,33700,436210395
500,33800,503626732
500,33900,509969000
500,34000,453760515
500,34100,522737001
500,34200,523035747
500,34300,511825857
500,34400,534261825
500,34500,521614921
500,34600,446556825
500,34700,544054063
500,34800,489580452
500,34900,487562874
500,35000,491016699
500,35100,473004035
500,35200,532543213
500,35300,499810361
500,35400,527536920
500,35500,569031388
500,35600,584825551
500,35700,573481890
500,35800,471227047
500,35900,442147826
500,36000,510531940
500,36100,552911971
500,36200,506849281
500,36300,545282004
500,36400,516862319
500,36500,484810191
500,36600,599985708
500,36700,562462299
500,36800,519411827
500,36900,556976911
500,37000,595115453
500,37100,630024413
500,37200,607507223
500,37300,594435834
500,37400,711661085
500,37500,564232309
500,37600,532395363
500,37700,534743323
500,37800,677593646
500,37900,631572250
500,38000,590767822
500,38100,644784507
500,38200,543407967
500,38300,504962279
500,38400,548994176
500,38500,629301926
500,38600,557862892
500,38700,593556026
500,38800,567641532
500,38900,527913627
500,39000,590191757
500,39100,630592594
500,39200,617806742
500,39300,569555721
500,39400,575300290
500,39500,602483007
500,39600,545020817
500,39700,569931286
500,39800,531479214
500,39900,662897912
500,40000,575644747
