n,m,dinic
50,300,56901
55,330,51999
60,360,53645
65,390,59608
70,420,54175
75,450,64788
80,480,71098
85,510,65523
90,540,79091
95,570,73567
100,600,85420
105,630,101060
110,660,85689
115,690,96279
120,720,117366
125,750,105511
130,780,115085
135,810,128820
140,840,162144
145,870,162863
150,900,149677
155,930,188908
160,960,150180
165,990,164850
170,1020,157512
175,1050,186700
180,1080,171810
185,1110,217031
190,1140,237419
195,1170,201756
200,1200,198815
205,1230,242281
210,1260,233660
215,1290,222011
220,1320,203103
225,1350,235561
230,1380,221321
235,1410,202144
240,1440,211331
245,1470,213913
250,1500,211264
255,1530,288775
260,1560,298094
265,1590,433335
270,1620,350976
275,1650,326682
280,1680,326859
285,1710,379013
290,1740,383581
295,1770,324397
300,1800,328949
305,1830,379403
310,1860,349274
315,1890,345808
320,1920,306422
325,1950,359043
330,1980,260570
335,2010,415313
340,2040,323142
345,2070,386296
350,2100,320822
355,2130,370028
360,2160,347471
365,2190,411097
370,2220,331429
375,2250,365857
380,2280,424701
385,2310,429356
390,2340,369476
395,2370,321818
400,2400,447417
405,2430,323898
410,2460,459967
415,2490,405436
420,2520,376816
425,2550,450774
430,2580,450006
435,2610,524966
440,2640,489186
445,2670,429254
450,2700,494462
455,2730,429738
460,2760,447297
465,2790,477616
470,2820,443068
475,2850,510110
480,2880,495186
485,2910,497170
490,2940,502747
495,2970,448541
500,3000,546000
505,3030,507796
510,3060,461278
515,3090,537254
520,3120,471656
525,3150,470301
530,3180,552853
535,3210,492406
540,3240,565087
545,3270,621931
550,3300,638071
555,3330,593391
560,3360,578086
565,3390,589130
570,3420,479562
575,3450,602863
580,3480,525290
585,3510,437702
590,3540,700842
595,3570,689724
600,3600,582871
605,3630,563941
610,3660,565333
615,3690,664520
620,3720,744803
625,3750,504672
630,3780,756155
635,3810,697895
640,3840,715162
645,3870,707425
650,3900,695904
655,3930,674737
660,3960,702922
665,3990,907352
670,4020,599141
675,4050,818073
680,4080,592433
685,4110,647762
690,4140,728432
695,4170,873759
700,4200,780789
705,4230,736715
710,4260,642365
715,4290,778188
720,4320,672354
725,4350,682938
730,4380,802127
735,4410,775229
740,4440,784023
745,4470,792146
750,4500,754316
755,4530,867463
760,4560,935722
765,4590,808793
770,4620,927820
775,4650,865402
780,4680,928052
785,4710,778816
790,4740,867193
795,4770,912954
800,4800,911907
805,4830,856175
810,4860,819581
815,4890,1114572
820,4920,827631
825,4950,867005
830,4980,917209
835,5010,1172982
840,5040,897014
845,5070,976398
850,5100,1051980
855,5130,839103
860,5160,930964
865,5190,909908
870,5220,812278
875,5250,791834
880,5280,929739
885,5310,957363
890,5340,982941
895,5370,1021639
900,5400,1003049
905,5430,909056
910,5460,883005
915,5490,1157083
920,5520,948754
925,5550,979514
930,5580,980468
935,5610,914683
940,5640,905947
945,5670,891096
950,5700,939716
955,5730,980031
960,5760,904532
965,5790,909348
970,5820,916521
975,5850,1040866
980,5880,981360
985,5910,999904
990,5940,957787
995,5970,1055795
1000,6000,946539
1005,6030,1110207
1010,6060,951380
1015,6090,1054119
1020,6120,1100163
1025,6150,814842
1030,6180,894544
1035,6210,1048018
1040,6240,820420
1045,6270,1001756
1050,6300,1005200
1055,6330,901955
1060,6360,1078429
1065,6390,894392
1070,6420,999219
1075,6450,1019488
1080,6480,1079930
1085,6510,1160666
1090,6540,919672
1095,6570,1113921
1100,6600,848147
1105,6630,1261396
1110,6660,1232286
1115,6690,1101866
1120,6720,1123350
1125,6750,983236
1130,6780,1162447
1135,6810,1363437
1140,6840,1119572
1145,6870,1112984
1150,6900,1290215
1155,6930,1000280
1160,6960,1224575
1165,6990,1098115
1170,7020,1306391
1175,7050,1124576
1180,7080,1548297
1185,7110,1187258
1190,7140,1274811
1195,7170,996534
1200,7200,1631225
1205,7230,2009453
1210,7260,1241104
1215,7290,1406014
1220,7320,1253105
