n,m,cmin,cmax,dual_lp
50,550,1,1,6081366
55,605,1,1,6290546
60,660,1,1,8217317
65,715,1,1,7576780
70,770,1,1,8094330
75,825,1,1,8159149
80,880,1,1,8274070
85,935,1,1,8949189
90,990,1,1,9187737
95,1045,1,1,10593422
100,1100,1,1,11078375
105,1155,1,1,10711111
110,1210,1,1,11892842
115,1265,1,1,11462376
120,1320,1,1,12584332
125,1375,1,1,12719569
130,1430,1,1,12486350
135,1485,1,1,14024965
140,1540,1,1,13238722
145,1595,1,1,15177581
150,1650,1,1,14854674
155,1705,1,1,14779412
160,1760,1,1,16491591
165,1815,1,1,15091877
170,1870,1,1,16640005
175,1925,1,1,17021244
180,1980,1,1,16835850
185,2035,1,1,18766154
190,2090,1,1,18336893
195,2145,1,1,18764385
200,2200,1,1,20018086
205,2255,1,1,21709821
210,2310,1,1,21593430
215,2365,1,1,24045467
220,2420,1,1,26370433
225,2475,1,1,27292463
230,2530,1,1,27002282
235,2585,1,1,27289357
240,2640,1,1,28444549
245,2695,1,1,29735280
250,2750,1,1,32139334
255,2805,1,1,31920736
260,2860,1,1,29961104
265,2915,1,1,31687482
270,2970,1,1,32851256
275,3025,1,1,28790179
280,3080,1,1,29874111
285,3135,1,1,37340172
290,3190,1,1,29740754
295,3245,1,1,31086918
300,3300,1,1,31691367
305,3355,1,1,31382665
310,3410,1,1,32293609
315,3465,1,1,34401833
320,3520,1,1,34052384
325,3575,1,1,44486858
330,3630,1,1,35598420
335,3685,1,1,37160342
340,3740,1,1,37159937
345,3795,1,1,38918975
350,3850,1,1,37428445
355,3905,1,1,36949887
360,3960,1,1,37574211
365,4015,1,1,36836705
370,4070,1,1,39873761
375,4125,1,1,38103153
380,4180,1,1,40615162
385,4235,1,1,40608684
390,4290,1,1,42874322
395,4345,1,1,40012518
400,4400,1,1,40820677
405,4455,1,1,42359862
410,4510,1,1,42107265
415,4565,1,1,42650154
420,4620,1,1,42653024
425,4675,1,1,45779904
430,4730,1,1,45525559
435,4785,1,1,47325450
440,4840,1,1,45044052
445,4895,1,1,45514717
450,4950,1,1,47021009
455,5005,1,1,47547058
460,5060,1,1,46259771
465,5115,1,1,48596876
470,5170,1,1,48670609
475,5225,1,1,50321537
480,5280,1,1,51788868
485,5335,1,1,51704203
490,5390,1,1,51103271
495,5445,1,1,51924621
500,5500,1,1,52375474
