n,m,primal_lp
50,350,20607588
55,385,3416698
60,420,3367235
65,455,4018795
70,490,4761167
75,525,5263457
80,560,4640805
85,595,4413167
90,630,5526671
95,665,4626484
100,700,4301452
105,735,5426457
110,770,5251735
115,805,5285360
120,840,6022338
125,875,7107280
130,910,7308438
135,945,6742086
140,980,6185764
145,1015,7347925
150,1050,7156200
155,1085,8336087
160,1120,7442565
165,1155,8975139
170,1190,8650741
175,1225,8102508
180,1260,8581248
185,1295,10135893
190,1330,9536397
195,1365,9065502
200,1400,8535821
205,1435,8751127
210,1470,9776916
215,1505,11051306
220,1540,9830676
225,1575,9530104
230,1610,10205973
235,1645,11087221
240,1680,9332611
245,1715,11537778
250,1750,12555070
255,1785,12382074
260,1820,12988055
265,1855,13011591
270,1890,13279450
275,1925,13088382
280,1960,14136882
285,1995,13242526
290,2030,13066323
295,2065,15302134
300,2100,13674034
305,2135,11908042
310,2170,14420977
315,2205,12803527
320,2240,14707687
325,2275,16543481
330,2310,15761160
335,2345,16407072
340,2380,15013608
345,2415,11788400
350,2450,15907400
355,2485,13265362
360,2520,15161357
365,2555,14456839
370,2590,14827319
375,2625,16283437
380,2660,15337214
385,2695,15534465
390,2730,16717331
395,2765,17268909
400,2800,18238798
405,2835,15995459
410,2870,15042090
415,2905,16969682
420,2940,21614131
425,2975,16942881
430,3010,19252709
435,3045,21194041
440,3080,22317166
445,3115,24647210
450,3150,22935726
455,3185,23191191
460,3220,20943414
465,3255,24322054
470,3290,21471928
475,3325,21930729
480,3360,25677728
485,3395,28039071
490,3430,24683091
495,3465,26361691
500,3500,22901347
505,3535,24630699
510,3570,23729636
515,3605,26449848
520,3640,24580743
525,3675,25283518
530,3710,26041325
535,3745,24535651
540,3780,22611627
545,3815,25922964
550,3850,30492719
555,3885,24666094
560,3920,28568994
565,3955,32166423
570,3990,23452591
575,4025,20986526
580,4060,25002314
585,4095,23694993
590,4130,24950169
595,4165,25339961
600,4200,29190992
605,4235,25211721
610,4270,27586163
615,4305,25526355
620,4340,26953737
625,4375,25382077
630,4410,26247932
635,4445,33560266
640,4480,33152012
645,4515,32921864
650,4550,36794115
655,4585,35834002
660,4620,35118321
665,4655,28993416
670,4690,30344464
675,4725,33489552
680,4760,34963278
685,4795,37270697
690,4830,37676126
695,4865,38633162
700,4900,39374766
705,4935,39543949
710,4970,34062200
715,5005,36733701
720,5040,40993647
725,5075,35483547
730,5110,42322966
735,5145,32529859
740,5180,41669206
745,5215,44812551
750,5250,40553797
755,5285,43564603
760,5320,41964746
765,5355,40977047
770,5390,44860908
775,5425,40009971
780,5460,44556286
785,5495,45263425
790,5530,49165553
795,5565,46758461
800,5600,43626058
805,5635,45205407
810,5670,42662871
815,5705,44700836
820,5740,51180424
825,5775,47745424
830,5810,47920254
835,5845,50177571
840,5880,49469610
845,5915,47987781
850,5950,48171569
855,5985,53731836
860,6020,58689997
865,6055,50401222
870,6090,53094619
875,6125,49367375
880,6160,47547966
885,6195,57423847
890,6230,53144834
895,6265,60483126
900,6300,50465350
905,6335,56164618
910,6370,61935591
915,6405,59095527
920,6440,57791473
925,6475,67851802
930,6510,59275239
935,6545,59365447
940,6580,59506568
945,6615,57913440
950,6650,58761159
955,6685,55264284
960,6720,57631623
965,6755,61444156
970,6790,67334535
975,6825,60883570
980,6860,66241181
985,6895,74399537
990,6930,68152579
995,6965,62071970
1000,7000,63572348
1005,7035,62442829
1010,7070,60031907
1015,7105,67259263
1020,7140,66083200
1025,7175,66669279
1030,7210,71554696
1035,7245,82770625
1040,7280,83807539
1045,7315,75915792
1050,7350,71313317
1055,7385,83480090
1060,7420,76452479
1065,7455,78320548
1070,7490,69348237
1075,7525,75521404
1080,7560,74775511
1085,7595,75722832
1090,7630,72228205
1095,7665,98634469
1100,7700,83153252
1105,7735,92901249
1110,7770,87656900
1115,7805,78202621
1120,7840,88470197
1125,7875,85946309
1130,7910,82625554
1135,7945,90338257
1140,7980,93235339
1145,8015,85476715
1150,8050,85045956
1155,8085,82829482
1160,8120,95324712
1165,8155,99061548
1170,8190,91515511
1175,8225,107406898
1180,8260,98385226
1185,8295,80199498
1190,8330,92209175
1195,8365,97363107
1200,8400,85423277
1205,8435,95090339
1210,8470,89617404
1215,8505,94353030
1220,8540,94455984
1225,8575,88641893
1230,8610,87620465
1235,8645,98841543
1240,8680,100761181
1245,8715,99449097
1250,8750,104705992
1255,8785,95306389
1260,8820,88589525
1265,8855,85408666
1270,8890,99760019
1275,8925,128405516
1280,8960,114031845
1285,8995,97390001
1290,9030,102114471
1295,9065,121497229
1300,9100,107519972
1305,9135,108605580
1310,9170,94014844
1315,9205,117683708
1320,9240,127266827
1325,9275,120946103
1330,9310,115524459
1335,9345,112784238
1340,9380,105333148
1345,9415,108378445
1350,9450,133166101
1355,9485,112860694
1360,9520,131654002
1365,9555,120451769
1370,9590,107278713
1375,9625,99823020
1380,9660,138209634
1385,9695,110814727
1390,9730,104711377
1395,9765,107977569
1400,9800,123792287
1405,9835,150613648
1410,9870,106942567
1415,9905,112412258
1420,9940,121098311
1425,9975,124955473
1430,10010,136074615
1435,10045,112331744
1440,10080,137782088
1445,10115,130808118
1450,10150,131193784
1455,10185,125339665
1460,10220,122672375
1465,10255,134222504
1470,10290,118629123
1475,10325,124662880
1480,10360,141108644
1485,10395,113425587
1490,10430,129143263
1495,10465,111393529
1500,10500,110807706
1505,10535,126681187
1510,10570,143528599
1515,10605,124389316
1520,10640,127918703
1525,10675,133871490
1530,10710,122811088
1535,10745,156615148
1540,10780,161115848
1545,10815,128659063
1550,10850,133721081
1555,10885,136471763
1560,10920,159741578
1565,10955,123134234
1570,10990,135119613
1575,11025,168504441
1580,11060,135011791
1585,11095,131443822
1590,11130,150507084
1595,11165,124574181
1600,11200,175575034
1605,11235,132016865
1610,11270,136915309
1615,11305,137931617
1620,11340,142095191
1625,11375,143919458
1630,11410,134551636
1635,11445,132237015
1640,11480,147879862
1645,11515,147086936
1650,11550,157792600
1655,11585,144179024
1660,11620,141061880
1665,11655,162818163
1670,11690,203111133
1675,11725,165722225
1680,11760,146082474
1685,11795,173111899
1690,11830,156247811
1695,11865,155308678
1700,11900,137323232
1705,11935,145836866
1710,11970,141820689
1715,12005,156731255
1720,12040,166056910
1725,12075,147820007
1730,12110,144060232
1735,12145,160670657
1740,12180,151540143
1745,12215,156329988
1750,12250,165936092
1755,12285,144021932
1760,12320,163313883
1765,12355,166743715
1770,12390,169134396
1775,12425,154266041
1780,12460,151505165
1785,12495,164302780
1790,12530,182823212
1795,12565,149956549
1800,12600,164015141
1805,12635,158848551
1810,12670,161270176
1815,12705,213379499
1820,12740,193665573
1825,12775,163659407
1830,12810,180497624
1835,12845,181520946
1840,12880,169273094
1845,12915,191751594
1850,12950,179061701
1855,12985,211121815
1860,13020,191474642
1865,13055,170635290
1870,13090,171292180
1875,13125,227138779
1880,13160,194032231
1885,13195,187494260
1890,13230,213044948
1895,13265,236990761
1900,13300,246181057
1905,13335,189581942
1910,13370,168400777
1915,13405,207472074
1920,13440,235809816
1925,13475,216513838
1930,13510,196070038
1935,13545,176209181
1940,13580,202195006
1945,13615,234375281
1950,13650,224742475
1955,13685,228548128
1960,13720,209591471
1965,13755,313098798
1970,13790,183293588
1975,13825,196853912
1980,13860,222341166
1985,13895,180640744
1990,13930,204032878
1995,13965,203094368
2000,14000,194186907
2005,14035,249771860
2010,14070,224238772
2015,14105,195990556
2020,14140,236109691
2025,14175,208511193
2030,14210,225422114
2035,14245,186912001
2040,14280,198868777
2045,14315,189180949
2050,14350,225963250
2055,14385,254288813
2060,14420,209024372
2065,14455,238690505
2070,14490,214778939
2075,14525,206085354
2080,14560,222427572
2085,14595,232032929
2090,14630,206463703
2095,14665,240875164
2100,14700,197744729
2105,14735,248780329
2110,14770,215273374
2115,14805,254640417
2120,14840,229167296
2125,14875,249922258
2130,14910,201566201
2135,14945,207539451
2140,14980,246822928
2145,15015,231619472
2150,15050,228617896
2155,15085,260638372
2160,15120,337033564
2165,15155,389260477
2170,15190,299143170
2175,15225,225981622
2180,15260,259845741
2185,15295,226551953
2190,15330,255763465
2195,15365,446247397
2200,15400,357970365
2205,15435,657404096
2210,15470,539903196
2215,15505,418927779
2220,15540,644393212
2225,15575,390125652
2230,15610,387909639
2235,15645,289802010
2240,15680,464522816
2245,15715,428641251
2250,15750,511023223
2255,15785,422898095
2260,15820,493041641
2265,15855,466828242
2270,15890,455887387
2275,15925,288082252
2280,15960,391224379
2285,15995,348673974
2290,16030,322030567
2295,16065,330703450
2300,16100,417621710
2305,16135,267223816
2310,16170,239118254
2315,16205,283686903
2320,16240,283457744
2325,16275,285574433
2330,16310,362550257
2335,16345,371973049
2340,16380,547860961
2345,16415,329403340
2350,16450,472168935
2355,16485,443137173
2360,16520,435766065
2365,16555,489235612
2370,16590,531111209
2375,16625,379634300
2380,16660,494975153
2385,16695,494091554
2390,16730,561932042
2395,16765,366703234
2400,16800,370015681
2405,16835,323589552
2410,16870,288951891
2415,16905,276293002
2420,16940,291117762
2425,16975,282009141
2430,17010,333439076
2435,17045,285271482
2440,17080,336560890
2445,17115,276972242
2450,17150,300520454
2455,17185,340962634
2460,17220,402965084
2465,17255,348965672
2470,17290,317661609
2475,17325,332388770
2480,17360,338987093
2485,17395,372423474
2490,17430,296450123
2495,17465,353498368
2500,17500,335481479
2505,17535,367627382
2510,17570,288471559
2515,17605,299164377
2520,17640,283567638
2525,17675,322298157
2530,17710,482679568
2535,17745,319839510
2540,17780,319650647
2545,17815,316230387
2550,17850,310075092
2555,17885,363041629
2560,17920,412453314
2565,17955,380356128
2570,17990,351210846
2575,18025,365974761
2580,18060,457703981
2585,18095,470298860
2590,18130,506393772
2595,18165,788429700
2600,18200,591287408
2605,18235,551138549
2610,18270,542651434
2615,18305,517262652
2620,18340,586270371
2625,18375,512002891
2630,18410,598218960
2635,18445,503152477
2640,18480,634738460
2645,18515,487200770
2650,18550,478327187
2655,18585,560588319
2660,18620,607840222
2665,18655,576116848
2670,18690,445203126
2675,18725,554042605
2680,18760,612995940
2685,18795,426454523
2690,18830,576487957
2695,18865,470391775
2700,18900,421721550
2705,18935,384950480
2710,18970,470569038
2715,19005,378647963
2720,19040,473823206
2725,19075,451122783
2730,19110,520163950
2735,19145,419887930
2740,19180,439654725
2745,19215,564795171
2750,19250,418184992
2755,19285,437904296
2760,19320,509349602
2765,19355,454506445
2770,19390,447088696
2775,19425,454432938
2780,19460,495086129
2785,19495,472090854
2790,19530,487608808
2795,19565,445705020
2800,19600,492360013
2805,19635,478073471
2810,19670,399988270
2815,19705,481899894
2820,19740,501600836
2825,19775,480878883
2830,19810,445383821
2835,19845,461710478
2840,19880,555325077
2845,19915,456218373
2850,19950,516967752
2855,19985,511272460
2860,20020,451116217
2865,20055,508865766
2870,20090,466816204
2875,20125,526608077
2880,20160,579763147
2885,20195,594620563
2890,20230,523005919
2895,20265,444126396
2900,20300,487466979
2905,20335,565998801
2910,20370,741697267
2915,20405,548839306
2920,20440,438045361
2925,20475,425452259
2930,20510,460204405
2935,20545,504447089
2940,20580,484270211
2945,20615,567675787
2950,20650,627229097
2955,20685,503245218
2960,20720,421593924
2965,20755,515793040
2970,20790,519426511
2975,20825,463814332
2980,20860,513827937
2985,20895,535689904
2990,20930,510949112
2995,20965,542522278
3000,21000,527006556
